Datetime,NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3)
2020-08-19 12:00:00,8.35,5.6,0.29,32.58,27.0,2.75,8.1
2020-08-19 13:00:00,6.8,12.95,0.31,39.05,13.25,2.75,7.7
2020-08-19 14:00:00,7.28,20.9,0.31,39.45,18.5,6.0,8.58
2020-08-19 15:00:00,6.62,10.53,0.35,37.77,22.0,8.75,8.12
2020-08-19 16:00:00,7.35,12.62,0.48,33.8,18.0,7.75,7.0
2020-08-19 17:00:00,7.95,19.32,0.55,30.9,15.25,6.75,6.97
2020-08-19 18:00:00,11.38,8.0,0.62,22.12,16.0,6.25,6.78
2020-08-19 19:00:00,12.92,8.38,0.61,17.45,16.5,7.25,6.5
2020-08-19 20:00:00,12.03,13.9,0.62,16.25,19.75,9.0,6.7
2020-08-19 21:00:00,10.78,14.4,0.59,16.15,26.0,9.75,6.95
2020-08-19 22:00:00,8.88,15.15,0.53,19.15,26.75,8.25,7.0
2020-08-19 23:00:00,6.72,15.45,0.51,26.43,18.25,5.5,6.88
2020-08-20 00:00:00,3.62,16.0,0.46,34.6,12.5,4.0,6.83
2020-08-20 01:00:00,2.65,12.57,0.38,36.4,11.5,4.25,6.67
2020-08-20 02:00:00,3.08,11.72,0.4,30.75,13.0,5.25,6.58
2020-08-20 03:00:00,3.2,12.52,0.4,31.8,12.0,5.5,6.53
2020-08-20 04:00:00,3.62,13.2,0.36,26.1,9.25,3.5,6.52
2020-08-20 05:00:00,4.67,12.93,0.39,25.2,10.25,2.0,6.53
2020-08-20 06:00:00,4.07,12.62,0.45,23.7,11.0,2.0,6.5
2020-08-20 07:00:00,4.15,11.32,0.43,21.68,15.5,2.5,6.58
2020-08-20 08:00:00,3.17,11.18,0.41,24.5,13.75,5.25,6.55
2020-08-20 09:00:00,3.17,6.0,0.45,22.82,12.75,9.0,7.45
2020-08-20 10:00:00,3.25,9.25,0.44,23.45,11.75,8.5,6.55
2020-08-20 11:00:00,4.7,12.0,0.42,23.62,10.25,6.5,7.33
2020-08-20 12:00:00,5.4,10.47,0.2,22.88,8.0,4.75,7.95
2020-08-20 13:00:00,6.5,3.55,0.32,24.85,8.0,4.25,8.82
2020-08-20 14:00:00,5.08,6.62,0.27,28.15,7.75,5.25,7.5
2020-08-20 15:00:00,4.3,10.55,0.28,31.9,8.25,6.0,7.47
2020-08-20 16:00:00,4.1,8.62,0.48,30.8,12.25,5.75,8.12
2020-08-20 17:00:00,5.4,10.75,0.56,31.58,13.0,5.25,7.88
2020-08-20 18:00:00,5.88,6.4,0.48,26.67,13.0,6.0,6.27
2020-08-20 19:00:00,4.62,28.95,0.49,25.35,14.25,5.75,5.78
2020-08-20 20:00:00,3.0,35.98,0.53,23.62,17.5,5.75,6.03
2020-08-20 21:00:00,3.4,37.55,0.56,21.9,17.75,8.0,6.38
2020-08-20 22:00:00,3.33,38.83,0.47,21.78,21.25,7.5,6.35
2020-08-20 23:00:00,3.38,39.38,0.48,22.62,16.0,6.0,6.53
2020-08-21 00:00:00,3.65,39.62,0.5,22.48,17.5,6.75,6.62
2020-08-21 01:00:00,4.85,15.78,0.52,20.5,23.0,9.25,7.2
2020-08-21 02:00:00,5.0,11.25,0.44,24.8,23.5,9.0,6.85
2020-08-21 03:00:00,3.4,11.9,0.4,27.8,15.25,5.0,6.73
2020-08-21 04:00:00,3.38,12.62,0.35,28.35,13.25,2.5,6.57
2020-08-21 05:00:00,3.1,11.95,0.4,26.0,13.75,3.5,6.78
2020-08-21 06:00:00,3.85,11.62,0.4,22.55,14.5,2.5,6.88
2020-08-21 07:00:00,3.7,12.1,0.34,24.3,15.5,3.5,6.8
2020-08-21 08:00:00,3.45,13.5,0.34,26.98,14.0,5.5,6.9
2020-08-21 09:00:00,3.25,13.32,0.34,31.1,14.5,7.5,6.72
2020-08-21 10:00:00,3.15,13.88,0.36,34.55,16.25,8.75,7.0
2020-08-21 11:00:00,3.45,6.9,0.35,33.4,16.25,7.5,7.78
2020-08-21 12:00:00,4.3,1.55,0.4,33.6,13.5,5.5,9.05
2020-08-21 13:00:00,4.3,8.25,0.43,41.1,12.0,3.75,8.85
2020-08-21 14:00:00,4.08,19.68,0.49,43.7,12.75,3.0,8.57
2020-08-21 15:00:00,3.82,18.73,0.51,48.2,14.25,3.25,9.15
2020-08-21 16:00:00,3.7,18.5,0.4,47.5,12.5,4.25,9.1
2020-08-21 17:00:00,3.85,24.12,0.46,51.95,15.5,5.0,7.62
2020-08-21 18:00:00,3.75,18.12,0.4,49.3,21.0,6.0,6.18
2020-08-21 19:00:00,4.3,10.47,0.47,44.28,20.5,9.0,7.45
2020-08-21 20:00:00,4.05,17.75,0.53,35.12,19.0,9.75,7.47
2020-08-21 21:00:00,4.72,20.85,0.56,33.95,26.5,13.0,7.65
2020-08-21 22:00:00,5.05,23.4,0.57,38.27,33.0,17.0,8.15
2020-08-21 23:00:00,3.88,24.02,0.5,43.77,33.75,16.25,8.12
2020-08-22 00:00:00,3.15,23.95,0.53,55.92,18.0,5.0,8.38
2020-08-22 01:00:00,3.53,13.85,0.51,50.33,20.5,7.0,8.35
2020-08-22 02:00:00,4.4,11.57,0.54,42.95,23.25,7.0,8.6
2020-08-22 03:00:00,3.62,11.33,0.52,54.4,24.75,7.75,9.1
2020-08-22 04:00:00,2.7,12.12,0.41,32.2,16.5,9.25,8.17
2020-08-22 05:00:00,2.48,11.98,0.45,29.15,11.0,6.25,8.18
2020-08-22 06:00:00,3.02,12.7,0.47,24.5,10.75,4.5,7.95
2020-08-22 07:00:00,4.35,13.32,0.38,20.75,17.75,6.25,7.92
2020-08-22 08:00:00,5.17,12.62,0.44,22.15,14.5,6.75,7.9
2020-08-22 09:00:00,5.05,13.22,0.49,27.3,17.25,5.75,7.95
2020-08-22 10:00:00,4.45,13.27,0.39,31.07,21.5,5.25,7.72
2020-08-22 11:00:00,4.3,14.05,0.42,37.83,21.75,6.0,7.88
2020-08-22 12:00:00,3.75,9.15,0.24,45.6,19.0,6.0,8.7
2020-08-22 13:00:00,3.65,15.25,0.39,46.88,21.0,7.0,8.18
2020-08-22 14:00:00,3.15,15.8,0.4,49.5,18.0,10.0,8.0
2020-08-22 15:00:00,2.88,15.53,0.41,50.4,18.5,8.75,7.35
2020-08-22 16:00:00,3.03,15.32,0.5,50.65,20.0,8.0,7.62
2020-08-22 17:00:00,3.38,16.45,0.54,51.83,22.25,8.0,7.92
2020-08-22 18:00:00,3.6,14.05,0.54,50.92,20.0,7.5,8.1
2020-08-22 19:00:00,3.75,11.07,0.6,39.67,18.75,6.25,7.7
2020-08-22 20:00:00,3.68,12.15,0.63,39.75,17.25,7.5,8.08
2020-08-22 21:00:00,3.75,12.07,0.66,41.3,26.0,9.0,8.72
2020-08-22 22:00:00,3.38,12.15,0.59,37.62,32.75,10.75,9.43
2020-08-22 23:00:00,4.1,12.18,0.64,36.75,37.25,17.75,9.9
2020-08-23 00:00:00,4.17,11.62,0.66,38.2,46.0,22.75,10.82
2020-08-23 01:00:00,4.03,12.0,0.61,46.7,52.5,25.25,12.0
2020-08-23 02:00:00,3.62,12.65,0.62,54.8,53.75,35.5,12.97
2020-08-23 03:00:00,3.85,12.58,0.64,52.4,54.25,38.75,13.03
2020-08-23 04:00:00,3.45,13.2,0.63,34.2,57.25,41.5,12.9
2020-08-23 05:00:00,3.42,13.35,0.62,50.27,51.25,31.0,11.68
2020-08-23 06:00:00,4.58,13.98,0.55,45.42,40.0,22.0,10.07
2020-08-23 07:00:00,6.52,12.58,0.48,35.62,31.75,17.75,9.9
2020-08-23 08:00:00,4.88,9.4,0.5,32.35,26.0,17.75,9.88
2020-08-23 09:00:00,4.53,12.1,0.51,29.95,18.25,10.25,8.2
2020-08-23 10:00:00,4.88,10.55,0.52,41.4,14.5,8.25,8.8
2020-08-23 11:00:00,4.92,10.72,0.56,46.62,20.25,9.25,8.77
2020-08-23 12:00:00,3.8,11.72,0.25,43.98,21.75,9.25,9.05
2020-08-23 13:00:00,2.6,11.4,0.4,40.3,16.5,6.75,8.73
2020-08-23 14:00:00,2.65,12.3,0.42,45.65,19.75,6.0,8.57
2020-08-23 15:00:00,3.08,11.8,0.54,38.27,17.5,6.25,8.4
2020-08-23 16:00:00,4.07,11.28,0.53,44.25,19.75,6.75,8.4
2020-08-23 17:00:00,3.95,11.78,0.51,49.15,14.25,6.25,8.22
2020-08-23 18:00:00,3.6,11.32,0.57,41.35,18.75,7.0,8.7
2020-08-23 19:00:00,5.35,11.5,0.66,35.2,20.75,6.75,9.17
2020-08-23 20:00:00,4.42,12.47,0.58,39.83,19.0,7.0,8.57
2020-08-23 21:00:00,3.55,12.2,0.56,37.12,17.5,10.25,8.9
2020-08-23 22:00:00,3.6,12.1,0.51,32.5,21.5,11.25,8.85
2020-08-23 23:00:00,4.08,11.57,0.53,31.1,20.25,11.5,8.82
2020-08-24 00:00:00,4.38,12.55,0.5,30.9,22.0,9.25,9.22
2020-08-24 01:00:00,3.62,12.35,0.46,30.68,24.25,7.5,9.2
2020-08-24 02:00:00,3.62,12.68,0.47,30.5,22.25,9.0,9.12
2020-08-24 03:00:00,3.38,12.4,0.49,26.0,23.5,8.0,9.03
2020-08-24 04:00:00,3.7,12.08,0.51,17.77,24.5,5.0,8.85
2020-08-24 05:00:00,5.1,12.2,0.54,18.38,23.0,5.5,8.9
2020-08-24 06:00:00,5.1,11.35,0.54,19.52,22.75,7.75,8.97
2020-08-24 07:00:00,5.2,11.45,0.54,13.65,21.25,9.75,8.57
2020-08-24 08:00:00,4.55,11.3,0.47,23.32,17.5,8.75,8.47
2020-08-24 09:00:00,5.15,10.78,0.5,29.3,14.0,7.5,8.65
2020-08-24 10:00:00,4.77,10.97,0.49,35.05,17.25,5.5,8.28
2020-08-24 11:00:00,4.0,8.8,0.43,35.92,18.0,3.75,9.05
2020-08-24 12:00:00,3.85,5.75,0.17,38.83,18.25,3.5,10.2
2020-08-24 13:00:00,5.9,3.8,0.32,47.47,21.0,6.25,9.82
2020-08-24 14:00:00,4.85,3.0,0.29,49.8,26.0,9.75,8.53
2020-08-24 15:00:00,5.03,7.7,0.23,47.5,22.0,8.75,7.6
2020-08-24 16:00:00,5.47,3.05,0.43,53.95,20.0,7.5,8.32
2020-08-24 17:00:00,4.92,7.97,0.49,62.03,23.75,6.75,8.97
2020-08-24 18:00:00,6.15,12.93,0.57,50.02,27.0,8.75,7.25
2020-08-24 19:00:00,8.68,7.75,0.58,41.03,30.5,7.75,6.82
2020-08-24 20:00:00,8.72,9.55,0.6,34.17,32.75,7.0,7.55
2020-08-24 21:00:00,5.35,11.93,0.65,32.42,32.5,8.25,7.4
2020-08-24 22:00:00,4.58,16.85,0.52,28.93,25.25,11.75,7.97
2020-08-24 23:00:00,5.35,18.4,0.57,24.4,26.0,10.75,8.1
2020-08-25 00:00:00,4.53,18.9,0.55,22.8,25.25,9.5,8.1
2020-08-25 01:00:00,4.8,12.53,0.54,20.1,23.75,8.0,8.07
2020-08-25 02:00:00,4.9,10.8,0.54,18.23,25.5,8.25,8.03
2020-08-25 03:00:00,5.42,11.0,0.55,15.9,24.0,8.5,8.25
2020-08-25 04:00:00,5.7,11.48,0.53,9.95,23.5,6.5,8.4
2020-08-25 05:00:00,7.75,11.55,0.57,10.3,23.5,5.25,8.6
2020-08-25 06:00:00,8.0,12.6,0.58,12.07,28.75,7.25,8.93
2020-08-25 07:00:00,7.2,11.53,0.52,15.17,31.5,11.25,9.35
2020-08-25 08:00:00,5.72,11.03,0.46,23.23,31.0,11.25,9.15
2020-08-25 09:00:00,4.1,10.3,0.41,26.4,23.25,8.0,8.55
2020-08-25 10:00:00,4.17,10.43,0.39,27.98,17.5,4.75,8.35
2020-08-25 11:00:00,5.93,5.95,0.38,30.33,17.75,4.25,9.25
2020-08-25 12:00:00,5.8,,0.2,41.5,23.0,6.0,10.45
2020-08-25 13:00:00,5.75,11.15,0.43,49.17,24.5,7.0,12.72
2020-08-25 14:00:00,6.08,3.65,0.46,59.58,30.25,7.0,9.6
2020-08-25 15:00:00,6.02,13.62,0.47,66.4,33.75,7.5,8.4
2020-08-25 16:00:00,5.88,17.3,0.56,63.9,33.75,10.25,8.78
2020-08-25 17:00:00,5.38,15.97,0.65,68.2,37.5,14.5,9.18
2020-08-25 18:00:00,6.95,9.75,0.58,60.02,40.25,14.75,8.05
2020-08-25 19:00:00,9.2,12.65,0.64,52.52,38.25,10.25,8.0
2020-08-25 20:00:00,11.03,20.0,0.76,40.62,47.0,9.5,8.55
2020-08-25 21:00:00,8.45,21.17,0.72,36.7,43.75,13.5,8.97
2020-08-25 22:00:00,5.95,20.08,0.61,35.43,42.0,11.75,9.48
2020-08-25 23:00:00,6.95,20.02,,25.05,40.5,11.5,9.15
2020-08-26 00:00:00,8.2,22.62,,22.08,43.75,14.0,9.7
2020-08-26 01:00:00,6.77,14.7,0.01,28.38,39.25,16.25,9.82
2020-08-26 02:00:00,5.77,12.82,3.71,22.52,37.0,14.0,9.75
2020-08-26 03:00:00,6.42,12.68,0.0,23.9,38.0,11.25,10.1
2020-08-26 04:00:00,6.78,13.75,0.0,11.57,35.0,11.5,10.43
2020-08-26 05:00:00,7.05,13.8,1.69,14.75,37.25,11.5,10.65
2020-08-26 06:00:00,7.25,13.18,2.05,15.35,41.5,16.0,10.53
2020-08-26 07:00:00,7.08,10.85,1.05,17.02,33.5,15.0,10.22
2020-08-26 08:00:00,7.4,11.05,1.31,18.65,32.5,12.25,9.88
2020-08-26 09:00:00,7.62,11.12,0.05,23.57,34.5,13.25,10.12
2020-08-26 10:00:00,6.43,8.07,0.01,32.17,35.25,13.0,10.68
2020-08-26 11:00:00,6.88,6.17,0.0,39.68,32.75,9.5,9.9
2020-08-26 12:00:00,7.7,11.15,0.2,47.28,32.25,8.75,9.75
2020-08-26 13:00:00,8.73,9.85,0.11,48.65,35.5,11.0,11.22
2020-08-26 14:00:00,7.03,,0.0,48.4,42.25,11.0,13.05
2020-08-26 15:00:00,6.78,9.22,0.07,51.08,39.75,11.25,12.8
2020-08-26 16:00:00,6.53,11.48,0.03,52.85,45.0,12.5,11.47
2020-08-26 17:00:00,7.4,14.6,0.82,54.95,51.5,15.25,12.32
2020-08-26 18:00:00,8.97,17.35,0.28,37.58,48.5,20.75,10.98
2020-08-26 19:00:00,8.3,12.18,0.13,35.12,33.5,16.75,12.35
2020-08-26 20:00:00,8.5,10.47,0.46,30.98,29.5,17.0,11.73
2020-08-26 21:00:00,5.45,13.85,0.28,31.02,28.5,18.25,12.07
2020-08-26 22:00:00,4.62,14.03,0.62,26.48,22.25,12.5,12.22
2020-08-26 23:00:00,4.9,14.78,0.4,21.68,27.0,10.5,12.38
2020-08-27 00:00:00,5.85,15.3,0.35,17.25,31.25,11.0,12.98
2020-08-27 01:00:00,8.07,13.95,0.03,13.8,36.75,17.25,13.1
2020-08-27 02:00:00,8.0,14.18,0.1,16.98,41.5,20.25,14.03
2020-08-27 03:00:00,6.33,14.1,0.11,19.85,40.0,25.25,13.9
2020-08-27 04:00:00,6.2,13.53,0.08,16.65,41.0,18.75,14.1
2020-08-27 05:00:00,6.5,12.9,0.15,13.38,42.75,16.75,14.07
2020-08-27 06:00:00,6.88,13.2,0.16,12.02,39.5,20.75,13.85
2020-08-27 07:00:00,6.05,10.88,0.24,19.15,41.25,17.5,13.15
2020-08-27 08:00:00,5.75,9.57,0.15,18.8,41.75,18.25,12.65
2020-08-27 09:00:00,9.5,9.8,0.08,21.1,41.0,16.0,12.9
2020-08-27 10:00:00,7.12,10.22,0.16,30.3,29.25,11.75,12.03
2020-08-27 11:00:00,8.0,10.25,0.08,30.15,18.5,6.75,13.75
2020-08-27 12:00:00,7.2,2.1,,35.52,20.25,4.25,15.6
2020-08-27 13:00:00,6.85,7.0,3.04,50.1,20.0,8.5,15.6
2020-08-27 14:00:00,6.42,7.75,2.47,52.65,17.0,10.0,13.35
2020-08-27 15:00:00,6.32,11.82,1.7,59.78,19.0,9.5,14.55
2020-08-27 16:00:00,5.6,22.95,2.07,57.62,23.75,10.5,18.12
2020-08-27 17:00:00,6.03,25.78,1.67,46.5,26.75,9.0,11.48
2020-08-27 18:00:00,5.58,9.4,0.0,50.3,21.75,9.0,14.57
2020-08-27 19:00:00,7.48,13.73,0.04,36.33,24.25,9.25,15.88
2020-08-27 20:00:00,10.88,9.32,0.88,26.78,17.0,10.0,15.42
2020-08-27 21:00:00,11.52,19.98,0.05,25.48,21.5,10.0,15.92
2020-08-27 22:00:00,10.8,21.82,0.32,18.5,26.75,10.25,15.22
2020-08-27 23:00:00,10.57,21.3,0.45,16.12,26.25,10.5,15.43
2020-08-28 00:00:00,8.85,21.23,0.41,16.55,18.25,8.5,15.48
2020-08-28 01:00:00,7.47,12.07,0.02,16.82,20.5,7.5,15.47
2020-08-28 02:00:00,8.4,10.9,0.0,14.85,25.25,9.0,15.55
2020-08-28 03:00:00,10.57,10.68,0.02,15.8,28.0,9.0,16.23
2020-08-28 04:00:00,10.7,11.2,0.02,12.05,34.0,9.25,15.78
2020-08-28 05:00:00,9.55,11.35,0.05,12.6,34.75,11.0,16.47
2020-08-28 06:00:00,7.05,11.93,0.01,19.7,35.5,14.25,16.17
2020-08-28 07:00:00,5.2,12.15,0.04,24.6,30.5,14.25,15.68
2020-08-28 08:00:00,5.98,11.35,0.01,24.45,31.0,12.5,15.9
2020-08-28 09:00:00,5.72,7.67,0.1,33.38,36.75,14.0,16.6
2020-08-28 10:00:00,4.38,10.05,0.0,38.6,33.5,13.0,14.4
2020-08-28 11:00:00,4.58,11.0,,39.65,26.75,9.25,15.18
2020-08-28 12:00:00,5.45,29.57,,44.7,27.5,6.5,14.95
2020-08-28 13:00:00,4.42,8.75,,48.83,24.0,5.25,24.88
2020-08-28 14:00:00,5.2,7.4,,56.38,27.75,6.5,11.9
2020-08-28 15:00:00,4.7,4.42,,63.3,32.0,7.5,10.18
2020-08-28 16:00:00,3.92,11.45,,55.97,36.0,7.5,11.12
2020-08-28 17:00:00,4.12,11.47,,50.3,30.0,12.0,12.07
2020-08-28 18:00:00,4.8,10.17,,43.83,37.25,10.75,16.03
2020-08-28 19:00:00,6.28,12.62,,34.92,37.75,11.0,17.45
2020-08-28 20:00:00,5.8,13.62,,33.73,35.75,13.25,17.5
2020-08-28 21:00:00,5.1,14.05,,35.88,30.0,12.5,17.23
2020-08-28 22:00:00,5.35,14.07,,28.88,24.25,17.0,16.68
2020-08-28 23:00:00,5.57,14.03,,23.45,25.5,15.75,16.15
2020-08-29 00:00:00,5.72,14.65,,22.05,27.0,12.0,15.88
2020-08-29 01:00:00,6.33,13.43,,22.92,31.25,10.75,15.32
2020-08-29 02:00:00,6.2,12.22,,24.9,30.5,10.25,15.57
2020-08-29 03:00:00,6.12,11.97,,21.85,34.25,11.0,15.27
2020-08-29 04:00:00,6.05,11.68,,18.0,31.75,11.25,14.88
2020-08-29 05:00:00,5.55,11.77,,18.7,33.0,12.0,15.12
2020-08-29 06:00:00,5.78,12.12,,17.75,37.5,12.25,15.0
2020-08-29 07:00:00,6.03,9.6,,19.0,33.0,13.0,14.32
2020-08-29 08:00:00,5.55,8.97,,22.38,19.0,10.0,13.53
2020-08-29 09:00:00,6.07,8.43,,26.32,22.5,5.25,13.9
2020-08-29 10:00:00,4.93,9.6,,35.42,29.0,6.75,13.65
2020-08-29 11:00:00,3.92,9.38,,41.0,25.25,9.25,13.85
2020-08-29 12:00:00,3.7,8.93,,42.33,24.5,10.25,13.55
2020-08-29 13:00:00,3.45,11.05,,47.33,27.75,10.5,14.68
2020-08-29 14:00:00,3.08,11.62,,48.5,25.25,8.25,14.15
2020-08-29 15:00:00,2.98,11.6,,48.4,29.5,6.0,14.07
2020-08-29 16:00:00,3.47,12.12,,46.3,30.5,6.25,13.68
2020-08-29 17:00:00,3.02,12.1,,41.08,26.75,7.0,13.5
2020-08-29 18:00:00,3.67,12.12,,40.1,21.25,8.0,13.47
2020-08-29 19:00:00,4.47,11.62,,34.78,23.5,10.5,13.52
2020-08-29 20:00:00,4.25,12.17,,32.58,25.0,9.5,13.88
2020-08-29 21:00:00,5.22,11.75,,21.73,36.5,8.25,13.85
2020-08-29 22:00:00,6.67,11.8,,22.55,44.0,9.0,13.7
2020-08-29 23:00:00,5.7,11.55,,22.83,25.25,10.75,14.45
2020-08-30 00:00:00,5.75,11.18,,17.82,25.0,10.0,14.45
2020-08-30 01:00:00,6.8,11.82,,15.93,22.75,10.75,14.68
2020-08-30 02:00:00,7.42,11.68,,17.8,27.0,14.25,15.43
2020-08-30 03:00:00,7.12,11.68,,16.2,30.75,17.25,15.72
2020-08-30 04:00:00,7.28,11.15,,18.05,26.0,14.25,15.15
2020-08-30 05:00:00,6.43,11.15,,17.95,32.0,12.5,15.78
2020-08-30 06:00:00,6.28,10.45,,20.3,35.5,15.5,16.62
2020-08-30 07:00:00,6.22,10.93,,27.12,45.0,19.75,15.7
2020-08-30 08:00:00,5.35,11.75,,31.08,45.0,21.75,16.98
2020-08-30 09:00:00,4.42,11.35,,31.75,50.25,26.0,16.73
2020-08-30 10:00:00,3.75,8.9,,29.65,33.5,12.75,16.25
2020-08-30 11:00:00,3.2,10.88,,36.5,18.25,7.25,14.32
2020-08-30 12:00:00,3.55,12.43,,39.3,21.75,2.25,14.35
2020-08-30 13:00:00,3.05,11.15,,41.45,21.0,3.0,14.95
2020-08-30 14:00:00,,,,,,,
2020-08-30 15:00:00,,,,,,,
2020-08-30 16:00:00,,,,,,,
2020-08-30 17:00:00,,,,,,,
2020-08-30 18:00:00,4.3,10.75,,50.45,30.5,8.0,14.35
2020-08-30 19:00:00,4.8,12.8,,43.9,30.0,9.0,13.4
2020-08-30 20:00:00,8.55,16.3,,29.77,36.5,13.75,14.43
2020-08-30 21:00:00,5.55,14.8,,37.65,41.0,13.0,14.5
2020-08-30 22:00:00,4.52,15.25,,34.48,17.75,9.75,13.8
2020-08-30 23:00:00,4.97,15.45,,31.52,15.5,9.5,14.0
2020-08-31 00:00:00,5.45,15.1,,29.05,17.0,10.0,13.6
2020-08-31 01:00:00,4.8,9.1,,31.6,17.0,9.0,13.5
2020-08-31 02:00:00,4.8,8.53,,28.23,18.5,9.5,13.75
2020-08-31 03:00:00,5.4,8.4,,,18.5,9.5,13.7
2020-08-31 04:00:00,4.97,8.78,,23.25,19.0,9.5,13.78
2020-08-31 05:00:00,5.25,9.18,,17.57,20.0,8.0,14.25
2020-08-31 06:00:00,5.83,8.68,,16.25,20.5,8.0,14.48
2020-08-31 07:00:00,7.47,9.27,,13.85,23.0,9.5,14.07
2020-08-31 08:00:00,6.65,8.95,,22.35,26.0,11.0,14.4
2020-08-31 09:00:00,4.75,10.85,,33.5,23.5,7.5,13.7
2020-08-31 10:00:00,5.3,10.5,,35.35,24.0,5.5,13.65
2020-08-31 11:00:00,5.4,10.6,,38.2,25.0,5.0,13.85
2020-08-31 12:00:00,5.9,10.38,,46.45,29.25,5.0,13.85
2020-08-31 13:00:00,5.7,11.1,,51.65,24.0,8.0,13.5
2020-08-31 14:00:00,8.6,,,52.1,40.0,9.0,13.2
2020-08-31 15:00:00,5.5,11.3,,59.5,39.0,11.0,13.25
2020-08-31 16:00:00,4.5,11.15,0.59,58.5,40.5,11.0,12.8
2020-08-31 17:00:00,4.62,7.77,0.75,53.1,44.0,9.5,14.4
2020-08-31 18:00:00,8.05,18.55,0.77,49.9,38.0,9.0,14.65
2020-08-31 19:00:00,8.57,13.93,0.68,38.52,49.0,12.0,14.12
2020-08-31 20:00:00,9.7,10.38,0.84,27.62,70.5,15.0,15.53
2020-08-31 21:00:00,9.9,10.9,0.99,20.95,78.0,16.0,13.8
2020-08-31 22:00:00,7.9,11.9,0.42,26.52,84.0,19.25,14.07
2020-08-31 23:00:00,7.55,10.65,0.46,16.7,48.0,13.5,13.95
2020-09-01 00:00:00,,,,,,,
2020-09-01 01:00:00,6.45,10.4,0.41,14.0,48.0,14.0,13.95
2020-09-01 02:00:00,9.18,10.52,0.37,16.27,51.25,14.25,13.78
2020-09-01 03:00:00,9.38,10.43,0.39,11.95,45.25,12.5,13.72
2020-09-01 04:00:00,9.0,9.2,0.4,11.0,47.0,15.0,13.6
2020-09-01 05:00:00,8.7,10.55,0.41,11.4,47.0,15.0,14.2
2020-09-01 06:00:00,10.1,10.9,0.4,9.6,49.0,13.0,14.2
2020-09-01 07:00:00,9.57,9.05,0.39,8.55,40.0,11.0,15.85
2020-09-01 08:00:00,10.52,13.97,0.48,11.9,35.0,12.0,13.97
2020-09-01 09:00:00,8.45,13.72,0.4,27.42,52.0,12.0,14.02
2020-09-01 10:00:00,6.7,15.62,0.33,38.48,42.0,13.0,14.0
2020-09-01 11:00:00,5.55,17.85,0.32,43.57,48.0,12.0,14.15
2020-09-01 12:00:00,5.7,15.85,0.0,42.9,42.0,15.0,13.75
2020-09-01 13:00:00,4.55,17.3,0.35,53.45,43.5,12.5,15.1
2020-09-01 14:00:00,5.2,23.5,0.41,49.6,49.5,17.0,15.9
2020-09-01 15:00:00,7.65,15.05,0.48,35.8,50.0,21.0,14.35
2020-09-01 16:00:00,8.6,13.2,0.47,34.3,39.0,9.0,13.4
2020-09-01 17:00:00,9.7,11.75,0.55,31.55,48.5,11.5,14.0
2020-09-01 18:00:00,13.55,12.0,0.61,26.95,54.0,15.0,16.0
2020-09-01 19:00:00,10.9,14.3,0.57,21.6,61.0,21.0,15.5
2020-09-01 20:00:00,8.9,15.25,0.59,20.05,60.5,23.0,15.85
2020-09-01 21:00:00,7.75,15.6,0.64,17.32,59.0,29.0,17.3
2020-09-01 22:00:00,4.75,15.55,0.32,30.8,44.0,13.0,15.8
2020-09-01 23:00:00,4.17,15.25,0.31,31.62,21.5,12.25,15.55
2020-09-02 00:00:00,3.7,14.75,0.31,28.65,11.0,10.0,15.35
2020-09-02 01:00:00,3.83,12.23,0.38,26.95,16.25,5.25,15.02
2020-09-02 02:00:00,3.2,12.6,0.36,25.8,14.0,6.0,15.45
2020-09-02 03:00:00,3.17,12.32,0.39,22.4,12.0,7.0,15.78
2020-09-02 04:00:00,3.58,11.45,0.27,20.7,15.0,7.0,15.22
2020-09-02 05:00:00,4.27,12.45,0.3,19.33,17.0,7.25,15.8
2020-09-02 06:00:00,5.03,12.0,0.3,18.55,24.25,8.25,16.0
2020-09-02 07:00:00,5.1,10.85,0.38,15.25,28.5,10.0,16.45
2020-09-02 08:00:00,10.7,12.35,0.51,13.35,49.5,16.5,17.75
2020-09-02 09:00:00,15.1,14.5,0.42,16.7,70.0,22.0,18.6
2020-09-02 10:00:00,11.9,12.8,0.34,24.3,43.0,16.0,17.2
2020-09-02 11:00:00,19.02,17.88,0.47,24.35,44.75,17.5,20.22
2020-09-02 12:00:00,7.65,8.5,0.35,36.95,46.5,22.25,22.35
2020-09-02 13:00:00,5.0,3.75,0.73,44.75,36.0,23.0,14.1
2020-09-02 14:00:00,4.78,9.57,0.55,39.23,31.25,13.0,15.6
2020-09-02 15:00:00,5.65,22.7,0.69,51.98,27.75,11.75,13.93
2020-09-02 16:00:00,4.0,23.9,0.73,52.3,53.0,24.0,17.1
2020-09-02 17:00:00,4.33,18.65,0.67,53.1,53.0,24.0,19.35
2020-09-02 18:00:00,5.75,17.6,0.69,48.9,42.0,22.0,27.15
2020-09-02 19:00:00,5.25,15.02,0.76,43.73,48.0,24.75,30.9
2020-09-02 20:00:00,5.4,15.9,0.81,42.5,42.0,24.0,30.9
2020-09-02 21:00:00,4.25,15.45,0.74,40.05,42.0,23.0,28.75
2020-09-02 22:00:00,4.1,15.5,0.64,41.7,41.0,21.0,28.3
