Datetime,NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3)
2019-12-16 03:00:00,9.25,6.58,0.61,27.3,77.0,49.25,12.88
2019-12-16 04:00:00,7.15,6.42,0.61,25.5,83.0,56.75,13.03
2019-12-16 05:00:00,6.95,5.6,0.65,24.8,72.75,48.0,13.62
2019-12-16 06:00:00,10.85,7.93,0.69,20.77,69.25,43.5,14.2
2019-12-16 07:00:00,14.95,15.45,0.67,21.45,69.0,46.0,14.93
2019-12-16 08:00:00,15.23,19.0,0.64,26.57,68.5,43.75,14.45
2019-12-16 09:00:00,11.4,27.85,0.61,34.55,69.5,42.0,14.2
2019-12-16 10:00:00,10.88,37.3,0.54,45.73,67.0,38.75,13.45
2019-12-16 11:00:00,11.72,36.02,0.51,53.27,65.25,37.0,13.5
2019-12-16 12:00:00,10.75,32.38,0.4,61.92,67.5,32.5,14.1
2019-12-16 13:00:00,11.17,24.4,0.43,63.1,61.25,27.5,20.1
2019-12-16 14:00:00,10.93,16.7,0.44,64.88,59.0,28.0,17.15
2019-12-16 15:00:00,10.45,25.25,0.45,69.88,66.5,34.75,13.85
2019-12-16 16:00:00,11.42,21.82,0.44,73.28,62.75,36.5,12.9
2019-12-16 17:00:00,12.57,21.55,0.64,74.95,73.25,40.5,14.03
2019-12-16 18:00:00,17.8,22.95,0.82,65.03,103.5,58.75,16.15
2019-12-16 19:00:00,24.1,14.05,0.83,51.92,125.5,67.0,17.8
2019-12-16 20:00:00,29.15,19.33,0.79,34.7,134.75,75.75,17.38
2019-12-16 21:00:00,26.28,17.68,0.86,33.2,111.0,75.5,17.27
2019-12-16 22:00:00,10.05,14.32,0.61,42.25,97.75,69.75,16.1
2019-12-16 23:00:00,7.1,12.5,0.57,47.8,76.0,47.25,15.65
2019-12-17 00:00:00,9.07,11.88,0.69,37.45,78.0,47.0,16.23
2019-12-17 01:00:00,13.68,3.8,0.83,29.75,87.25,56.25,18.33
2019-12-17 02:00:00,11.38,4.28,0.79,32.8,99.5,68.75,19.2
2019-12-17 03:00:00,9.93,3.7,0.72,33.8,103.75,74.25,18.55
2019-12-17 04:00:00,9.7,7.78,0.57,35.5,93.5,63.5,17.82
2019-12-17 05:00:00,9.33,2.38,0.93,31.9,95.25,58.75,19.05
2019-12-17 06:00:00,11.0,4.2,0.95,33.25,104.75,67.5,19.95
2019-12-17 07:00:00,15.55,9.72,0.88,31.08,103.75,71.0,20.62
2019-12-17 08:00:00,18.95,9.32,0.94,30.28,104.0,76.25,20.88
2019-12-17 09:00:00,15.15,4.25,0.83,43.27,105.5,72.5,21.23
2019-12-17 10:00:00,12.68,6.97,0.78,51.77,99.75,68.0,20.15
2019-12-17 11:00:00,16.12,7.3,0.79,62.1,94.25,65.75,18.93
2019-12-17 12:00:00,9.7,7.55,0.64,70.6,86.0,55.5,18.0
2019-12-17 13:00:00,11.3,21.3,0.64,71.58,83.75,50.25,18.23
2019-12-17 14:00:00,18.55,18.85,0.63,67.33,84.25,45.5,18.5
2019-12-17 15:00:00,20.2,27.9,0.62,65.7,79.25,45.5,18.52
2019-12-17 16:00:00,22.25,29.8,0.6,67.58,80.0,44.25,16.2
2019-12-17 17:00:00,19.38,31.0,0.64,67.55,82.5,46.0,18.0
2019-12-17 18:00:00,21.0,27.93,0.81,64.72,98.5,52.25,19.25
2019-12-17 19:00:00,28.6,10.25,1.02,51.55,137.75,69.75,20.55
2019-12-17 20:00:00,41.25,8.5,1.35,37.62,179.5,94.75,23.65
2019-12-17 21:00:00,34.67,12.23,1.33,33.7,181.0,100.0,22.8
2019-12-17 22:00:00,20.85,10.82,1.21,45.23,162.75,109.75,26.08
2019-12-17 23:00:00,11.93,11.62,1.08,52.02,146.0,108.5,23.08
2019-12-18 00:00:00,11.82,13.53,1.25,40.88,140.75,104.0,23.98
2019-12-18 01:00:00,13.95,13.43,1.0,40.33,153.5,113.5,24.15
2019-12-18 02:00:00,9.18,10.65,0.78,45.77,118.0,79.5,19.95
2019-12-18 03:00:00,9.75,8.52,0.79,43.4,106.5,71.25,19.55
2019-12-18 04:00:00,7.65,17.85,0.74,48.15,107.25,71.0,18.12
2019-12-18 05:00:00,7.62,11.7,0.76,44.45,95.0,66.25,18.25
2019-12-18 06:00:00,10.93,12.0,0.74,37.95,92.0,61.0,18.73
2019-12-18 07:00:00,11.28,5.78,0.83,33.45,98.0,61.0,19.8
2019-12-18 08:00:00,15.62,5.6,0.91,31.2,117.5,77.0,21.1
2019-12-18 09:00:00,12.47,1.77,0.84,43.18,114.75,74.5,21.88
2019-12-18 10:00:00,10.45,11.38,0.68,51.38,106.5,64.25,20.1
2019-12-18 11:00:00,8.73,22.48,0.51,64.33,89.25,53.5,17.43
2019-12-18 12:00:00,9.15,20.2,0.44,69.38,78.75,43.25,16.5
2019-12-18 13:00:00,9.9,8.35,0.56,74.62,80.75,37.0,17.75
2019-12-18 14:00:00,11.25,16.98,0.51,73.97,79.25,43.0,20.23
2019-12-18 15:00:00,9.97,17.5,0.4,74.05,75.5,42.0,21.03
2019-12-18 16:00:00,9.1,26.9,0.49,77.23,74.5,43.0,16.88
2019-12-18 17:00:00,10.53,27.12,0.62,76.5,90.25,56.75,18.62
2019-12-18 18:00:00,11.3,16.03,0.71,66.72,106.0,62.0,21.38
2019-12-18 19:00:00,19.12,10.28,0.93,52.85,130.0,77.25,20.88
2019-12-18 20:00:00,14.8,4.45,0.93,52.12,127.75,75.25,22.12
2019-12-18 21:00:00,11.8,3.35,0.87,49.15,116.75,74.25,19.82
2019-12-18 22:00:00,10.2,7.27,0.86,50.98,107.0,72.25,19.55
2019-12-18 23:00:00,9.7,10.97,0.91,50.42,114.75,81.0,20.82
2019-12-19 00:00:00,9.05,5.9,0.82,48.9,110.75,76.5,20.42
2019-12-19 01:00:00,11.9,16.18,0.86,39.4,113.75,75.0,22.07
2019-12-19 02:00:00,11.72,15.72,0.78,37.77,124.5,83.0,22.23
2019-12-19 03:00:00,12.15,17.5,0.66,36.05,120.5,81.0,22.73
2019-12-19 04:00:00,9.55,24.9,0.18,40.0,117.0,80.25,22.23
2019-12-19 05:00:00,10.73,15.32,0.0,37.52,114.25,75.5,22.88
2019-12-19 06:00:00,12.4,14.97,0.12,35.55,115.0,77.75,24.6
2019-12-19 07:00:00,10.65,11.18,0.82,28.95,115.5,81.0,24.83
2019-12-19 08:00:00,12.43,8.9,0.91,20.45,117.0,82.5,24.7
2019-12-19 09:00:00,13.77,16.82,1.01,35.53,117.25,79.0,26.68
2019-12-19 10:00:00,9.45,7.7,0.9,49.23,118.0,82.0,24.6
2019-12-19 11:00:00,9.52,14.25,0.86,60.6,115.75,80.25,23.5
2019-12-19 12:00:00,8.65,18.67,0.76,70.57,108.25,73.5,23.1
2019-12-19 13:00:00,10.1,8.35,0.73,70.97,106.25,69.0,21.57
2019-12-19 14:00:00,9.83,40.92,0.8,80.45,114.0,77.0,24.45
2019-12-19 15:00:00,9.2,36.33,0.66,80.38,129.0,95.25,23.15
2019-12-19 16:00:00,10.1,33.77,0.62,76.8,107.25,75.0,21.58
2019-12-19 17:00:00,9.62,39.25,0.63,70.35,96.0,66.0,18.85
2019-12-19 18:00:00,17.07,31.9,0.8,52.6,113.0,69.0,19.4
2019-12-19 19:00:00,15.95,13.12,0.91,48.75,126.25,75.0,20.58
2019-12-19 20:00:00,12.0,5.4,0.97,50.4,131.5,87.75,22.2
2019-12-19 21:00:00,13.85,3.28,1.13,42.5,136.0,99.0,25.12
2019-12-19 22:00:00,11.88,2.02,1.21,39.45,164.5,131.75,27.05
2019-12-19 23:00:00,9.98,6.28,1.15,37.1,154.75,123.75,24.93
2019-12-20 00:00:00,11.52,4.42,1.17,26.7,151.5,121.0,25.1
2019-12-20 01:00:00,9.02,8.72,1.07,32.95,156.0,119.5,25.05
2019-12-20 02:00:00,7.6,14.45,1.01,30.5,136.75,104.25,23.68
2019-12-20 03:00:00,8.95,10.43,1.14,25.6,136.0,100.5,25.6
2019-12-20 04:00:00,11.6,11.62,1.05,21.33,136.5,98.0,24.67
2019-12-20 05:00:00,10.1,10.72,0.91,30.55,110.5,75.25,23.1
2019-12-20 06:00:00,10.95,10.78,0.93,31.83,109.5,72.5,24.2
2019-12-20 07:00:00,,,,,,,
2019-12-20 08:00:00,,,,,,,
2019-12-20 09:00:00,,,,,,,
2019-12-20 10:00:00,7.72,7.9,0.89,51.3,104.5,78.75,24.1
2019-12-20 11:00:00,8.43,13.43,0.84,58.75,95.25,71.5,21.95
2019-12-20 12:00:00,8.2,15.07,0.74,62.17,89.0,59.75,20.3
2019-12-20 13:00:00,9.95,12.95,0.63,61.55,87.0,55.25,20.88
2019-12-20 14:00:00,19.5,81.8,0.58,61.75,91.0,54.5,10.58
2019-12-20 15:00:00,27.1,123.17,0.58,47.62,92.75,58.0,19.68
2019-12-20 16:00:00,10.6,44.92,0.56,58.15,85.25,53.0,15.85
2019-12-20 17:00:00,10.53,31.97,0.61,62.92,78.5,49.0,14.0
2019-12-20 18:00:00,10.52,16.12,0.64,57.05,92.75,54.5,14.4
2019-12-20 19:00:00,14.65,9.4,0.81,47.42,105.0,56.0,15.07
2019-12-20 20:00:00,23.23,20.3,1.23,30.82,149.25,72.5,17.3
2019-12-20 21:00:00,17.65,16.4,1.22,39.58,187.0,100.5,22.4
2019-12-20 22:00:00,12.98,15.82,1.15,38.17,168.5,115.5,20.92
2019-12-20 23:00:00,15.6,15.83,1.11,37.33,153.75,108.5,20.25
2019-12-21 00:00:00,9.9,15.05,0.98,41.5,138.0,99.75,19.7
2019-12-21 01:00:00,8.38,8.9,0.8,42.45,123.5,91.5,18.93
2019-12-21 02:00:00,7.65,7.05,0.8,37.88,118.0,86.75,18.8
2019-12-21 03:00:00,9.22,7.8,0.91,37.15,120.25,89.75,19.9
2019-12-21 04:00:00,15.72,8.15,0.98,17.75,126.75,98.25,21.38
2019-12-21 05:00:00,16.4,6.4,0.95,17.88,124.0,90.5,21.65
2019-12-21 06:00:00,13.0,8.95,0.85,21.5,116.25,87.75,21.3
2019-12-21 07:00:00,15.82,15.18,0.92,22.5,116.0,78.0,22.27
2019-12-21 08:00:00,13.18,14.4,0.94,25.98,127.0,84.0,23.52
2019-12-21 09:00:00,9.47,9.93,0.9,35.33,111.25,75.0,22.27
2019-12-21 10:00:00,7.43,,0.85,44.4,100.25,73.5,20.85
2019-12-21 11:00:00,6.65,3.3,0.81,55.48,99.0,66.5,19.52
2019-12-21 12:00:00,6.25,12.8,0.62,67.58,91.5,59.0,18.1
2019-12-21 13:00:00,10.7,41.3,0.58,73.67,88.0,59.5,18.48
2019-12-21 14:00:00,11.45,56.15,0.64,78.33,94.5,63.75,17.42
2019-12-21 15:00:00,9.35,42.6,0.65,87.88,105.25,74.0,16.9
2019-12-21 16:00:00,9.47,35.48,0.99,86.1,124.75,96.0,20.95
2019-12-21 17:00:00,8.5,26.52,0.85,72.97,162.0,114.0,19.15
2019-12-21 18:00:00,7.75,25.05,0.82,68.22,138.5,82.75,17.27
2019-12-21 19:00:00,9.32,11.75,0.83,62.55,125.5,81.25,17.7
2019-12-21 20:00:00,10.52,6.07,0.9,51.08,129.5,89.75,18.15
2019-12-21 21:00:00,8.77,6.3,0.98,50.92,136.0,96.75,18.98
2019-12-21 22:00:00,5.88,4.15,0.86,55.45,126.0,95.25,17.57
2019-12-21 23:00:00,4.95,6.3,0.76,56.77,102.75,74.0,16.75
2019-12-22 00:00:00,7.45,6.55,0.82,47.77,97.75,71.0,17.05
2019-12-22 01:00:00,9.6,12.68,0.71,41.27,103.5,71.75,18.22
2019-12-22 02:00:00,10.45,11.75,0.7,39.95,108.25,74.75,18.82
2019-12-22 03:00:00,9.35,15.43,0.69,44.1,116.25,78.0,19.0
2019-12-22 04:00:00,8.57,11.15,0.74,35.42,110.75,81.75,18.88
2019-12-22 05:00:00,9.5,13.97,0.76,33.23,108.5,81.25,19.53
2019-12-22 06:00:00,10.12,13.0,0.79,34.55,108.0,77.25,20.6
2019-12-22 07:00:00,13.47,12.78,0.91,32.83,120.75,90.0,21.7
2019-12-22 08:00:00,12.32,9.88,0.88,36.67,122.0,90.0,22.27
2019-12-22 09:00:00,8.5,10.65,0.85,46.05,117.75,88.25,21.82
2019-12-22 10:00:00,6.95,25.88,0.77,57.62,111.75,80.0,23.2
2019-12-22 11:00:00,6.32,9.3,0.73,67.75,105.0,71.25,19.82
2019-12-22 12:00:00,6.45,16.62,0.62,76.58,103.5,70.25,17.9
2019-12-22 13:00:00,6.05,17.2,0.57,78.35,97.0,63.75,17.48
2019-12-22 14:00:00,7.0,22.65,0.54,81.2,90.75,59.25,16.43
2019-12-22 15:00:00,7.05,22.93,0.53,82.4,89.75,57.75,15.6
2019-12-22 16:00:00,6.72,22.6,0.51,79.03,88.0,59.25,15.03
2019-12-22 17:00:00,6.5,24.85,0.53,73.53,85.25,56.25,15.6
2019-12-22 18:00:00,7.28,21.05,0.56,67.72,87.75,55.25,16.42
2019-12-22 19:00:00,10.02,27.05,0.76,58.83,97.5,61.25,16.55
2019-12-22 20:00:00,10.8,26.12,0.83,59.77,111.25,70.5,18.12
2019-12-22 21:00:00,7.9,24.27,0.76,58.73,109.5,78.0,17.02
2019-12-22 22:00:00,7.45,24.95,0.76,58.2,104.0,76.25,17.05
2019-12-22 23:00:00,7.2,24.12,0.78,62.38,97.25,73.25,17.43
2019-12-23 00:00:00,8.2,24.75,0.8,59.85,105.5,79.5,17.73
2019-12-23 01:00:00,7.23,14.83,0.71,55.52,108.0,77.5,17.85
2019-12-23 02:00:00,8.15,12.15,0.8,50.28,103.75,76.75,18.25
2019-12-23 03:00:00,12.12,11.25,0.85,36.25,114.5,83.75,19.23
2019-12-23 04:00:00,10.35,14.2,0.82,39.0,131.0,98.0,18.6
2019-12-23 05:00:00,8.88,14.1,0.81,42.88,114.0,84.75,19.0
2019-12-23 06:00:00,10.6,12.62,0.81,38.17,123.0,87.75,18.98
2019-12-23 07:00:00,11.0,9.95,0.89,41.35,125.25,83.75,19.8
2019-12-23 08:00:00,11.85,8.0,0.92,40.2,130.5,90.25,19.92
2019-12-23 09:00:00,11.15,7.0,0.94,45.8,122.5,85.25,19.77
2019-12-23 10:00:00,8.7,8.77,0.8,60.27,110.5,83.5,18.43
2019-12-23 11:00:00,9.05,20.23,0.82,71.72,112.5,76.0,18.3
2019-12-23 12:00:00,10.25,24.83,0.71,73.8,113.25,72.75,18.15
2019-12-23 13:00:00,8.65,15.3,0.5,74.05,92.0,61.0,21.0
2019-12-23 14:00:00,7.85,7.83,0.4,76.67,89.75,60.25,17.2
2019-12-23 15:00:00,8.18,1.3,0.42,78.58,95.25,63.75,17.1
2019-12-23 16:00:00,6.03,2.1,0.42,74.88,93.5,61.5,16.6
2019-12-23 17:00:00,5.7,5.6,0.44,72.03,91.25,59.5,15.82
2019-12-23 18:00:00,7.4,4.6,0.5,62.25,90.5,57.0,15.3
2019-12-23 19:00:00,9.27,4.4,0.53,58.85,85.0,53.0,14.48
2019-12-23 20:00:00,7.4,14.75,0.63,58.35,85.5,54.25,14.97
2019-12-23 21:00:00,6.97,16.15,0.65,58.7,95.75,67.25,15.47
2019-12-23 22:00:00,6.5,11.28,0.66,58.95,94.0,67.75,15.2
2019-12-23 23:00:00,6.85,11.43,0.71,54.62,91.0,67.0,15.38
2019-12-24 00:00:00,10.05,10.25,0.83,41.8,93.5,67.0,16.67
2019-12-24 01:00:00,10.88,11.25,0.78,40.47,105.75,72.25,17.07
2019-12-24 02:00:00,9.3,6.15,0.72,43.8,100.75,69.25,16.5
2019-12-24 03:00:00,10.43,8.15,0.75,39.9,103.5,71.0,16.8
2019-12-24 04:00:00,9.2,14.3,0.84,37.53,120.5,81.5,17.23
2019-12-24 05:00:00,9.55,6.72,0.86,35.4,112.5,78.5,17.92
2019-12-24 06:00:00,9.8,7.72,0.92,31.8,111.25,82.25,18.38
2019-12-24 07:00:00,11.02,11.12,0.9,34.3,111.5,80.25,18.7
2019-12-24 08:00:00,12.07,11.65,0.92,41.53,110.0,81.0,19.1
2019-12-24 09:00:00,9.93,19.32,0.86,52.62,121.0,93.5,18.93
2019-12-24 10:00:00,8.12,27.23,0.8,66.05,114.25,85.0,17.55
2019-12-24 11:00:00,8.95,28.23,0.77,69.78,115.0,72.0,17.1
2019-12-24 12:00:00,7.65,30.08,0.7,72.95,112.5,62.0,17.2
2019-12-24 13:00:00,9.32,18.65,0.7,74.5,102.0,57.0,18.12
2019-12-24 14:00:00,8.55,23.12,0.77,79.2,105.5,63.5,17.05
2019-12-24 15:00:00,8.27,24.68,0.79,80.43,108.5,67.25,15.77
2019-12-24 16:00:00,8.15,23.27,0.76,81.12,114.0,73.5,15.25
2019-12-24 17:00:00,7.95,19.35,0.47,80.45,117.0,72.0,14.25
2019-12-24 18:00:00,9.57,8.43,0.77,75.22,132.0,77.75,14.95
2019-12-24 19:00:00,13.0,10.35,1.03,68.17,146.75,92.25,15.95
2019-12-24 20:00:00,8.17,5.0,0.9,57.55,144.75,95.25,14.93
2019-12-24 21:00:00,6.9,4.7,0.89,57.2,116.0,76.5,13.6
2019-12-24 22:00:00,7.62,7.05,0.91,55.38,120.5,80.75,13.02
2019-12-24 23:00:00,10.45,4.35,1.15,45.42,122.5,86.25,14.43
2019-12-25 00:00:00,13.75,6.35,1.22,45.85,143.75,106.5,15.93
2019-12-25 01:00:00,12.47,15.7,1.17,44.4,149.0,111.0,16.78
2019-12-25 02:00:00,10.5,9.48,1.12,50.55,157.5,115.5,16.9
2019-12-25 03:00:00,9.82,5.9,1.15,50.5,149.25,110.75,16.7
2019-12-25 04:00:00,8.85,14.23,1.15,54.52,154.75,117.0,17.3
2019-12-25 05:00:00,8.05,7.17,1.18,49.15,150.25,111.75,17.17
2019-12-25 06:00:00,8.6,10.3,1.17,43.85,151.5,116.0,17.35
2019-12-25 07:00:00,8.45,21.5,1.2,42.05,154.5,117.75,17.43
2019-12-25 08:00:00,10.62,27.9,1.16,45.15,152.75,116.75,17.0
2019-12-25 09:00:00,10.52,37.8,1.15,53.78,152.5,114.75,16.6
2019-12-25 10:00:00,9.45,44.35,1.08,66.62,150.5,108.0,16.2
2019-12-25 11:00:00,8.88,45.48,0.99,69.42,131.25,92.75,13.98
2019-12-25 12:00:00,8.65,39.5,0.79,69.72,102.25,69.5,13.3
2019-12-25 13:00:00,6.75,19.05,0.81,69.43,93.0,56.25,12.43
2019-12-25 14:00:00,6.83,18.77,0.69,69.92,88.75,56.5,12.73
2019-12-25 15:00:00,5.78,15.57,0.63,70.17,84.0,52.0,12.57
2019-12-25 16:00:00,5.75,13.65,0.63,70.97,83.0,50.25,12.93
2019-12-25 17:00:00,5.35,7.6,0.73,63.12,81.25,53.5,12.35
2019-12-25 18:00:00,6.3,12.95,0.65,56.88,78.5,50.5,11.9
2019-12-25 19:00:00,8.38,14.17,0.78,48.3,90.5,47.25,12.4
2019-12-25 20:00:00,7.35,8.93,0.78,44.88,100.0,52.25,12.12
2019-12-25 21:00:00,7.45,8.65,0.88,39.58,89.5,60.25,12.93
2019-12-25 22:00:00,6.55,10.1,0.86,39.4,97.0,72.75,13.07
2019-12-25 23:00:00,6.82,9.45,0.85,37.7,100.0,68.75,12.43
2019-12-26 00:00:00,7.8,8.1,0.86,23.45,84.25,59.25,12.4
2019-12-26 01:00:00,9.03,12.82,0.93,22.05,92.0,62.0,13.07
2019-12-26 02:00:00,9.05,12.23,0.97,23.42,93.5,68.25,13.83
2019-12-26 03:00:00,9.88,12.5,0.83,17.4,89.5,67.5,12.83
2019-12-26 04:00:00,9.7,9.6,0.85,17.5,91.0,63.0,12.88
2019-12-26 05:00:00,10.5,13.4,0.86,15.5,85.0,60.5,13.05
2019-12-26 06:00:00,8.8,16.0,0.82,16.5,84.0,58.5,13.25
2019-12-26 07:00:00,8.7,16.4,0.74,18.8,84.0,56.0,13.4
2019-12-26 08:00:00,14.47,15.98,1.14,18.83,88.5,58.25,13.53
2019-12-26 09:00:00,10.57,17.52,1.0,28.17,83.75,55.0,13.53
2019-12-26 10:00:00,10.23,17.1,0.99,31.57,88.25,63.0,14.08
2019-12-26 11:00:00,12.8,18.05,0.93,39.9,102.75,67.5,14.23
2019-12-26 12:00:00,12.3,23.4,0.05,50.6,92.5,58.0,14.35
2019-12-26 13:00:00,7.22,16.9,0.35,49.15,67.25,37.75,15.53
2019-12-26 14:00:00,7.45,12.53,0.32,50.73,51.5,24.0,12.65
2019-12-26 15:00:00,6.42,13.53,0.35,58.08,55.25,31.5,11.53
2019-12-26 16:00:00,7.25,9.7,0.39,58.45,54.5,35.5,15.43
2019-12-26 17:00:00,6.85,10.65,0.49,56.25,63.0,34.25,14.75
2019-12-26 18:00:00,9.15,15.72,0.0,48.72,83.5,37.25,11.85
2019-12-26 19:00:00,10.07,14.8,0.1,42.0,104.5,42.25,12.1
2019-12-26 20:00:00,7.62,4.03,0.0,37.85,77.5,37.0,11.75
2019-12-26 21:00:00,15.62,,0.14,24.48,66.5,38.5,12.35
2019-12-26 22:00:00,10.15,,0.52,22.88,79.0,45.5,13.15
2019-12-26 23:00:00,13.27,,0.46,18.5,93.5,52.25,12.3
2019-12-27 00:00:00,13.48,,0.1,16.77,91.25,50.75,12.7
2019-12-27 01:00:00,11.43,9.0,0.76,13.95,89.0,53.0,12.55
2019-12-27 02:00:00,14.32,7.75,0.76,11.95,88.0,50.0,12.4
2019-12-27 03:00:00,12.65,5.28,0.73,13.2,94.5,50.75,12.82
2019-12-27 04:00:00,11.95,6.12,0.69,15.7,78.75,47.25,12.33
2019-12-27 05:00:00,10.97,3.55,0.7,13.32,72.75,47.5,12.55
2019-12-27 06:00:00,11.27,11.68,0.7,13.38,74.0,45.5,12.8
2019-12-27 07:00:00,19.7,13.27,0.7,10.97,71.0,43.25,11.25
2019-12-27 08:00:00,32.1,18.25,0.85,8.97,73.0,40.5,11.43
2019-12-27 09:00:00,19.55,20.65,0.9,15.73,83.25,44.25,14.02
2019-12-27 10:00:00,11.12,26.72,0.56,32.62,84.25,50.75,15.28
2019-12-27 11:00:00,8.4,25.53,0.41,40.6,47.25,21.75,11.65
2019-12-27 12:00:00,6.95,31.18,0.34,45.73,42.0,17.25,15.35
2019-12-27 13:00:00,8.2,14.4,0.37,50.75,42.0,15.5,17.55
2019-12-27 14:00:00,8.35,9.65,0.48,57.6,42.5,18.0,13.93
2019-12-27 15:00:00,8.5,14.52,0.43,65.28,47.75,24.25,14.28
2019-12-27 16:00:00,8.73,13.68,0.45,61.38,61.25,35.5,16.45
2019-12-27 17:00:00,8.28,17.15,0.49,56.78,71.0,41.5,14.4
2019-12-27 18:00:00,8.85,18.23,0.52,46.75,79.75,43.0,13.7
2019-12-27 19:00:00,8.55,17.33,0.69,37.83,77.5,34.75,12.95
2019-12-27 20:00:00,12.75,10.93,0.87,26.8,76.25,40.25,13.3
2019-12-27 21:00:00,12.68,1.2,0.85,17.77,89.75,54.0,15.4
2019-12-27 22:00:00,11.98,,0.86,14.3,98.0,66.5,15.25
2019-12-27 23:00:00,12.38,,1.02,13.02,91.25,67.25,15.65
2019-12-28 00:00:00,15.2,,1.12,10.3,97.0,64.25,15.62
2019-12-28 01:00:00,17.7,5.7,1.24,10.7,89.75,59.25,15.23
2019-12-28 02:00:00,14.33,5.22,1.33,10.35,78.75,53.0,15.27
2019-12-28 03:00:00,12.93,2.3,0.8,11.1,79.25,53.5,14.28
2019-12-28 04:00:00,15.22,5.6,0.44,8.4,64.5,35.75,13.07
2019-12-28 05:00:00,15.62,2.2,0.56,7.47,70.25,35.5,14.05
2019-12-28 06:00:00,15.25,1.7,0.43,7.12,86.0,42.25,13.6
2019-12-28 07:00:00,15.8,5.45,0.62,11.03,70.25,32.75,13.82
2019-12-28 08:00:00,13.5,7.4,0.8,16.57,78.75,43.5,15.52
2019-12-28 09:00:00,9.53,13.25,0.86,24.85,86.75,63.0,16.0
2019-12-28 10:00:00,8.57,21.38,0.79,28.8,94.0,71.0,15.88
2019-12-28 11:00:00,7.35,25.98,0.69,39.55,87.0,64.25,15.2
2019-12-28 12:00:00,5.65,33.8,0.57,45.92,73.5,50.75,15.3
2019-12-28 13:00:00,6.35,12.05,0.56,53.38,70.0,42.5,22.95
2019-12-28 14:00:00,6.83,18.12,0.67,61.25,72.25,42.75,15.7
2019-12-28 15:00:00,6.1,19.25,0.41,66.25,79.0,50.0,14.2
2019-12-28 16:00:00,5.72,8.32,0.3,66.15,82.75,52.5,14.4
2019-12-28 17:00:00,6.22,2.85,0.31,63.77,67.0,42.0,14.35
2019-12-28 18:00:00,8.35,1.2,0.38,50.72,73.75,41.5,14.5
2019-12-28 19:00:00,7.77,9.2,1.02,53.1,105.25,53.5,16.98
2019-12-28 20:00:00,6.88,6.05,1.2,53.33,124.0,88.5,18.52
2019-12-28 21:00:00,8.78,2.5,1.22,46.7,133.75,100.25,18.55
2019-12-28 22:00:00,7.67,0.8,1.26,52.27,132.25,100.25,17.67
2019-12-28 23:00:00,6.68,,1.11,51.5,119.75,87.75,17.0
2019-12-29 00:00:00,6.85,,1.18,52.25,116.0,84.0,16.8
2019-12-29 01:00:00,7.65,14.57,1.13,48.95,101.75,78.0,16.25
2019-12-29 02:00:00,6.42,13.12,1.38,50.52,108.0,73.5,16.48
2019-12-29 03:00:00,6.32,6.85,1.44,46.75,111.0,78.0,16.7
2019-12-29 04:00:00,6.35,18.8,1.18,46.88,113.0,80.25,16.57
2019-12-29 05:00:00,7.0,19.62,1.34,42.75,107.5,79.0,17.33
2019-12-29 06:00:00,8.0,28.12,1.06,39.2,111.75,84.75,18.38
2019-12-29 07:00:00,8.23,27.85,0.37,38.85,118.75,91.5,18.7
2019-12-29 08:00:00,9.67,20.98,0.21,42.35,116.75,88.0,18.17
2019-12-29 09:00:00,9.05,30.6,0.24,52.53,118.75,88.0,17.27
2019-12-29 10:00:00,6.9,33.77,0.27,65.28,106.5,75.0,16.1
2019-12-29 11:00:00,7.05,32.92,0.59,69.15,99.0,62.75,15.8
2019-12-29 12:00:00,7.05,34.9,0.7,75.55,101.0,63.0,15.55
2019-12-29 13:00:00,6.2,23.25,0.28,79.15,107.0,66.0,16.8
2019-12-29 14:00:00,6.03,19.83,0.25,82.42,99.5,59.75,15.9
2019-12-29 15:00:00,6.12,19.27,0.07,84.8,97.75,62.0,16.3
2019-12-29 16:00:00,6.43,20.07,0.09,82.1,97.5,62.5,19.2
2019-12-29 17:00:00,6.35,8.6,0.12,81.33,101.25,64.25,15.85
2019-12-29 18:00:00,7.35,10.25,0.09,73.8,110.75,64.25,15.32
2019-12-29 19:00:00,9.0,6.7,0.86,64.25,120.25,62.75,15.22
2019-12-29 20:00:00,9.57,10.48,1.13,57.23,121.0,65.75,15.1
2019-12-29 21:00:00,16.07,13.95,1.51,47.62,120.0,74.75,17.38
2019-12-29 22:00:00,12.18,13.12,1.13,50.77,139.0,93.75,17.3
2019-12-29 23:00:00,7.58,11.45,1.48,56.12,119.0,85.25,15.33
2019-12-30 00:00:00,8.15,16.02,1.17,48.95,102.5,70.0,14.95
2019-12-30 01:00:00,11.93,17.07,0.22,44.5,101.75,71.5,15.9
2019-12-30 02:00:00,9.35,17.45,0.81,48.95,108.75,81.25,15.75
2019-12-30 03:00:00,7.42,17.75,0.39,53.0,95.0,70.0,15.3
2019-12-30 04:00:00,8.07,14.55,0.12,42.67,94.75,70.5,15.35
2019-12-30 05:00:00,8.42,17.07,0.41,43.25,102.25,74.0,16.12
2019-12-30 06:00:00,7.4,18.82,0.73,56.62,98.75,74.5,15.78
2019-12-30 07:00:00,8.0,21.05,1.88,53.65,96.0,70.5,15.88
