Datetime,NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),Ozone (ug/m3)
2020-08-05 02:00:00,9.71,21.81,8.27,0.0,74.71,42.67,44.02
2020-08-05 03:00:00,8.79,19.59,5.61,0.0,73.49,53.45,45.52
2020-08-05 04:00:00,6.87,16.53,5.84,0.0,62.26,40.98,37.18
2020-08-05 05:00:00,12.84,26.82,6.55,0.0,59.92,38.56,30.75
2020-08-05 06:00:00,15.56,30.61,7.78,0.0,77.46,36.23,27.53
2020-08-05 07:00:00,19.23,36.49,6.96,0.02,113.52,29.78,36.0
2020-08-05 08:00:00,22.45,41.59,7.09,0.22,159.17,56.09,35.62
2020-08-05 09:00:00,17.66,33.71,5.53,0.77,248.45,73.15,44.73
2020-08-05 10:00:00,13.98,28.37,6.49,0.86,209.12,70.15,56.33
2020-08-05 11:00:00,15.06,30.5,6.25,0.6,165.08,46.58,62.34
2020-08-05 12:00:00,,,5.2,0.78,152.99,56.57,57.09
2020-08-05 13:00:00,4.12,10.76,4.73,0.54,106.98,61.18,53.14
2020-08-05 14:00:00,,,3.05,0.48,107.72,24.96,59.74
2020-08-05 15:00:00,13.77,27.81,6.67,,89.57,23.56,50.66
2020-08-05 16:00:00,15.72,31.92,7.42,,74.19,30.75,51.02
2020-08-05 17:00:00,17.2,35.21,,0.76,47.74,32.79,51.39
2020-08-05 18:00:00,16.64,34.63,,0.74,64.7,41.44,46.0
2020-08-05 19:00:00,16.46,33.96,6.85,0.96,43.28,33.91,40.11
2020-08-05 20:00:00,15.94,33.53,6.7,0.91,55.15,28.03,39.94
2020-08-05 21:00:00,14.37,32.46,6.53,0.73,73.11,40.96,33.8
2020-08-05 22:00:00,13.73,28.53,6.01,0.61,86.67,30.48,39.96
2020-08-05 23:00:00,11.71,22.39,7.15,0.39,53.5,43.32,39.09
2020-08-06 00:00:00,5.48,15.32,7.97,0.27,67.62,40.52,44.99
2020-08-06 01:00:00,5.5,13.96,7.13,0.35,75.69,62.87,45.03
2020-08-06 02:00:00,5.12,13.1,6.42,0.33,48.91,39.64,46.5
2020-08-06 03:00:00,4.44,11.89,9.59,0.49,36.15,21.47,46.94
2020-08-06 04:00:00,4.12,11.31,9.69,0.52,,,45.8
2020-08-06 05:00:00,4.73,12.43,5.92,0.42,,,43.97
2020-08-06 06:00:00,7.17,17.25,6.52,0.54,41.76,27.56,41.79
2020-08-06 07:00:00,7.71,17.56,,,50.11,24.34,34.62
2020-08-06 08:00:00,,,,,,,
2020-08-06 09:00:00,,,,,,,
2020-08-06 10:00:00,,,,,,,
2020-08-06 11:00:00,12.23,24.97,6.65,0.77,67.99,24.6,46.72
2020-08-06 12:00:00,12.26,25.33,7.75,0.88,44.93,23.48,50.4
2020-08-06 13:00:00,12.93,26.73,5.21,0.56,33.96,22.96,48.38
2020-08-06 14:00:00,11.21,24.13,,1.0,46.55,20.0,48.19
2020-08-06 15:00:00,11.88,25.33,7.1,1.02,61.65,22.78,52.56
2020-08-06 16:00:00,13.82,28.55,6.24,0.91,59.04,21.4,47.65
2020-08-06 17:00:00,11.8,25.11,4.28,1.06,53.93,20.95,54.63
2020-08-06 18:00:00,12.41,26.51,3.46,1.01,79.09,59.56,51.28
2020-08-06 19:00:00,16.16,32.86,7.87,1.29,69.64,36.29,44.38
2020-08-06 20:00:00,13.58,28.39,8.1,1.13,61.37,10.97,41.39
2020-08-06 21:00:00,,,,,,,
2020-08-06 22:00:00,9.95,21.72,5.22,0.94,79.5,11.05,44.75
2020-08-06 23:00:00,7.99,18.1,6.0,0.74,59.98,22.58,40.87
2020-08-07 00:00:00,8.44,19.21,5.38,0.69,62.42,28.41,38.36
2020-08-07 01:00:00,3.79,10.81,6.9,0.58,41.99,26.29,35.74
2020-08-07 02:00:00,3.08,9.45,6.21,0.55,38.25,23.57,42.07
2020-08-07 03:00:00,2.83,9.15,4.52,0.61,,,42.48
2020-08-07 04:00:00,3.62,10.36,4.08,0.52,,,41.87
2020-08-07 05:00:00,4.2,11.23,7.79,0.49,46.18,26.41,41.3
2020-08-07 06:00:00,5.84,14.07,7.38,0.51,,,39.86
2020-08-07 07:00:00,9.43,20.15,4.78,0.48,40.38,28.47,36.19
2020-08-07 08:00:00,11.4,24.01,4.55,0.68,47.38,33.04,32.46
2020-08-07 09:00:00,11.19,23.59,6.87,0.55,40.24,34.55,33.04
2020-08-07 10:00:00,13.52,27.4,7.33,0.73,44.81,37.81,35.88
2020-08-07 11:00:00,13.67,27.55,8.34,0.93,38.94,27.31,37.55
2020-08-07 12:00:00,10.95,23.09,8.27,0.78,50.48,30.23,44.11
2020-08-07 13:00:00,9.71,29.86,4.28,0.56,41.39,24.99,15.69
2020-08-07 14:00:00,14.48,32.5,9.93,0.54,36.61,21.82,23.37
2020-08-07 15:00:00,11.87,25.69,4.36,0.41,56.81,18.91,26.53
2020-08-07 16:00:00,12.83,27.51,4.04,0.71,45.57,17.46,25.64
2020-08-07 17:00:00,13.59,28.74,4.58,0.6,42.89,16.73,24.67
2020-08-07 18:00:00,13.97,29.36,4.1,0.57,60.19,16.36,24.87
2020-08-07 19:00:00,18.73,38.15,7.13,0.88,56.85,18.25,24.78
2020-08-07 20:00:00,21.22,42.04,7.28,1.09,75.87,22.72,25.07
2020-08-07 21:00:00,20.77,40.72,,,85.89,21.89,24.93
2020-08-07 22:00:00,20.98,41.62,6.37,1.01,98.72,30.69,24.67
2020-08-07 23:00:00,17.57,36.28,6.02,0.54,98.85,48.75,24.48
2020-08-08 00:00:00,13.75,28.8,5.83,0.34,102.88,32.93,24.22
2020-08-08 01:00:00,8.4,19.32,7.78,0.18,74.29,39.86,24.26
2020-08-08 02:00:00,7.18,17.01,7.15,0.25,47.36,43.17,24.14
2020-08-08 03:00:00,5.24,13.88,6.44,0.3,62.24,29.66,24.32
2020-08-08 04:00:00,6.68,16.07,6.28,0.32,60.91,31.94,23.97
2020-08-08 05:00:00,6.5,15.85,5.04,0.49,55.22,31.03,23.86
2020-08-08 06:00:00,8.1,18.81,3.62,0.6,58.18,29.88,23.66
2020-08-08 07:00:00,5.13,13.52,6.78,0.33,69.95,23.72,23.27
2020-08-08 08:00:00,7.88,18.17,6.33,0.41,51.61,38.04,23.77
2020-08-08 09:00:00,11.96,24.91,7.67,0.78,46.47,29.64,23.82
2020-08-08 10:00:00,11.65,24.89,7.37,0.83,62.06,31.48,24.0
2020-08-08 11:00:00,12.26,26.87,4.84,0.58,66.87,26.5,24.49
2020-08-08 12:00:00,10.77,24.59,4.19,0.47,100.09,56.58,24.44
2020-08-08 13:00:00,11.05,24.78,6.5,0.51,87.25,45.75,24.79
2020-08-08 14:00:00,14.06,29.77,10.39,0.91,66.15,32.59,24.51
2020-08-08 15:00:00,16.59,33.95,3.26,0.45,60.38,24.98,30.26
2020-08-08 16:00:00,16.84,34.47,1.46,0.33,68.06,20.92,36.0
2020-08-08 17:00:00,15.0,30.04,5.59,0.58,61.06,22.01,35.91
2020-08-08 18:00:00,16.62,32.8,5.27,0.69,62.01,20.71,36.39
2020-08-08 19:00:00,18.59,36.41,7.79,0.62,42.85,19.12,35.71
2020-08-08 20:00:00,22.27,42.45,8.07,0.85,58.4,21.32,35.92
2020-08-08 21:00:00,24.41,46.25,7.43,0.73,59.2,25.66,35.7
2020-08-08 22:00:00,18.37,35.92,7.38,0.49,68.41,21.18,35.86
2020-08-08 23:00:00,13.59,27.35,5.61,0.41,47.68,29.05,35.63
2020-08-09 00:00:00,13.41,28.15,5.38,0.34,58.65,23.47,35.91
2020-08-09 01:00:00,7.29,17.52,6.67,0.37,51.87,21.13,36.09
2020-08-09 02:00:00,8.58,19.96,6.66,0.42,44.04,26.4,36.0
2020-08-09 03:00:00,9.34,20.69,5.74,0.41,58.27,29.68,36.19
2020-08-09 04:00:00,9.3,21.8,6.34,0.4,51.19,24.71,36.22
2020-08-09 05:00:00,8.06,18.45,6.6,0.43,52.05,24.95,36.09
2020-08-09 06:00:00,14.13,28.78,6.81,0.55,42.97,23.08,36.26
2020-08-09 07:00:00,16.47,31.24,4.02,0.58,46.03,20.92,36.0
2020-08-09 08:00:00,14.69,28.18,3.81,0.67,56.94,24.03,35.89
2020-08-09 09:00:00,15.34,29.32,6.32,0.67,49.06,21.78,36.11
2020-08-09 10:00:00,9.86,21.34,6.12,0.59,43.5,26.53,35.54
2020-08-09 11:00:00,9.04,19.9,6.98,0.4,61.38,28.87,35.83
2020-08-09 12:00:00,9.95,21.49,7.15,0.46,61.98,33.13,37.29
2020-08-09 13:00:00,11.48,24.48,5.19,0.59,58.96,30.94,37.39
2020-08-09 14:00:00,11.43,24.6,4.34,0.72,59.62,23.8,37.74
2020-08-09 15:00:00,7.87,18.57,6.93,0.43,68.24,21.33,36.58
2020-08-09 16:00:00,7.57,18.06,6.65,0.51,54.89,20.57,40.08
2020-08-09 17:00:00,12.13,26.0,5.51,0.68,47.61,19.63,37.35
2020-08-09 18:00:00,14.21,28.68,4.34,0.53,54.5,19.35,41.16
2020-08-09 19:00:00,9.81,22.21,6.08,0.49,94.66,22.13,41.51
2020-08-09 20:00:00,16.53,34.04,6.52,0.73,58.82,22.88,38.7
2020-08-09 21:00:00,19.93,40.66,5.62,0.93,75.38,31.06,41.45
2020-08-09 22:00:00,13.87,29.12,5.31,0.77,51.3,26.94,35.03
2020-08-09 23:00:00,17.6,34.03,7.07,0.78,53.97,33.68,38.95
2020-08-10 00:00:00,13.07,26.46,6.48,0.64,63.97,33.58,40.87
2020-08-10 01:00:00,5.78,14.28,5.81,0.35,42.31,27.44,43.36
2020-08-10 02:00:00,5.5,13.87,5.71,0.32,31.71,30.93,36.61
2020-08-10 03:00:00,4.37,11.67,5.34,0.33,29.39,28.63,40.55
2020-08-10 04:00:00,5.34,13.8,5.05,0.34,26.51,24.89,42.78
2020-08-10 05:00:00,4.93,13.16,6.53,0.32,37.74,22.94,37.25
2020-08-10 06:00:00,7.04,16.57,6.65,0.36,29.69,21.88,39.72
2020-08-10 07:00:00,11.27,23.97,6.23,0.54,29.15,20.0,34.47
2020-08-10 08:00:00,15.9,30.85,5.81,0.67,39.79,18.69,36.07
2020-08-10 09:00:00,16.23,30.94,7.15,0.74,35.27,17.69,35.93
2020-08-10 10:00:00,,,,,,,
2020-08-10 11:00:00,18.12,35.27,5.27,1.06,66.45,25.99,34.17
2020-08-10 12:00:00,18.93,36.92,5.25,0.98,57.66,31.89,35.17
2020-08-10 13:00:00,13.07,28.17,5.9,0.51,61.5,27.34,33.28
2020-08-10 14:00:00,13.28,28.48,5.41,0.33,47.08,22.59,34.6
2020-08-10 15:00:00,12.43,27.04,5.04,0.47,45.69,20.03,35.45
2020-08-10 16:00:00,14.74,31.04,6.5,0.66,87.41,22.11,35.17
2020-08-10 17:00:00,17.5,36.37,6.01,0.72,55.85,19.36,36.64
2020-08-10 18:00:00,27.25,52.82,6.82,1.02,55.0,20.27,36.0
2020-08-10 19:00:00,,,,,,,
2020-08-10 20:00:00,,,,,,,
2020-08-10 21:00:00,,,,,,,
2020-08-10 22:00:00,20.62,37.33,5.19,9.04,,,34.71
2020-08-10 23:00:00,18.09,33.14,5.07,8.91,,,34.85
2020-08-11 00:00:00,12.26,25.34,4.92,8.46,97.44,43.97,23.42
2020-08-11 01:00:00,18.99,36.95,4.08,8.19,56.65,49.45,22.79
2020-08-11 02:00:00,22.3,41.37,4.94,8.15,60.43,42.67,22.67
2020-08-11 03:00:00,11.74,24.58,5.07,7.97,72.93,53.45,22.67
2020-08-11 04:00:00,15.52,30.57,4.72,7.94,66.74,40.98,22.52
2020-08-11 05:00:00,12.12,25.26,4.24,7.92,70.98,38.56,22.68
2020-08-11 06:00:00,14.37,28.14,6.67,7.95,60.43,36.23,22.85
2020-08-11 07:00:00,17.51,32.96,6.35,8.13,58.55,29.78,23.26
2020-08-11 08:00:00,21.0,37.37,6.21,8.27,51.04,37.69,22.54
2020-08-11 09:00:00,16.98,30.06,6.44,,62.7,45.82,23.13
2020-08-11 10:00:00,16.91,31.49,6.33,0.84,62.77,47.14,22.71
2020-08-11 11:00:00,18.33,34.51,6.0,0.85,60.39,20.59,22.85
2020-08-11 12:00:00,22.16,40.75,7.41,0.76,,,22.69
2020-08-11 13:00:00,16.33,31.33,6.95,0.43,56.09,48.71,22.59
2020-08-11 14:00:00,17.44,34.47,4.16,0.51,55.11,34.53,22.71
2020-08-11 15:00:00,16.28,31.71,4.02,0.42,60.07,28.9,27.04
2020-08-11 16:00:00,20.84,38.37,6.34,0.46,63.48,34.46,56.66
2020-08-11 17:00:00,17.14,33.08,7.08,0.57,,,34.85
2020-08-11 18:00:00,15.86,30.42,,0.64,70.53,21.33,34.47
2020-08-11 19:00:00,19.2,36.5,,1.34,48.86,41.26,17.48
2020-08-11 20:00:00,11.12,21.38,,1.4,,,16.32
2020-08-11 21:00:00,4.62,11.34,,0.91,,,16.45
2020-08-11 22:00:00,11.61,21.99,,0.14,89.23,20.0,14.26
2020-08-11 23:00:00,11.95,22.39,,0.8,28.35,20.0,15.05
2020-08-12 00:00:00,,,,,,,
2020-08-12 01:00:00,8.53,16.82,,,155.75,49.45,14.66
2020-08-12 02:00:00,7.56,15.48,29.04,0.75,86.32,42.67,16.38
2020-08-12 03:00:00,4.46,11.32,2.52,0.2,,,14.82
2020-08-12 04:00:00,,,,,,,
2020-08-12 05:00:00,,,,,,,
2020-08-12 06:00:00,,,,,,,
2020-08-12 07:00:00,29.42,49.47,,,,,18.06
2020-08-12 08:00:00,17.7,33.31,,1.23,118.13,37.87,29.92
2020-08-12 09:00:00,14.83,27.64,15.89,0.48,72.18,23.81,42.65
2020-08-12 10:00:00,,,,,,,
2020-08-12 11:00:00,,,,,,,
2020-08-12 12:00:00,,,,,,,
2020-08-12 13:00:00,,,,,,,
2020-08-12 14:00:00,,,,,,,
2020-08-12 15:00:00,,,,,,,
2020-08-12 16:00:00,,,,,,,
2020-08-12 17:00:00,12.9,27.04,4.07,0.47,94.55,53.74,35.51
2020-08-12 18:00:00,14.78,29.94,2.71,0.38,52.27,36.82,33.03
2020-08-12 19:00:00,19.48,37.95,,0.64,31.14,28.41,17.89
2020-08-12 20:00:00,25.99,49.05,4.68,0.84,48.58,24.21,15.64
2020-08-12 21:00:00,24.96,47.71,4.97,0.86,89.73,22.11,16.83
2020-08-12 22:00:00,24.14,44.92,6.24,0.81,100.17,21.05,16.46
2020-08-12 23:00:00,24.92,45.77,5.73,0.74,149.14,20.0,15.45
2020-08-13 00:00:00,,,,,,,
2020-08-13 01:00:00,,,,,,,
2020-08-13 02:00:00,,,,,,,
2020-08-13 03:00:00,,,,,,,
2020-08-13 04:00:00,,,,,,,
2020-08-13 05:00:00,,,,,,,
2020-08-13 06:00:00,,,,,,,
2020-08-13 07:00:00,,,,,,,
2020-08-13 08:00:00,14.18,26.88,3.64,0.95,,,27.8
2020-08-13 09:00:00,15.37,28.27,0.43,0.45,56.78,34.9,47.61
2020-08-13 10:00:00,17.31,31.91,,0.62,70.7,37.02,49.95
2020-08-13 11:00:00,20.1,36.27,6.7,0.88,102.36,41.55,44.19
2020-08-13 12:00:00,21.09,38.28,7.23,0.9,93.58,41.55,49.76
2020-08-13 13:00:00,24.18,43.94,6.83,0.98,,23.32,48.88
2020-08-13 14:00:00,17.12,33.21,7.02,0.71,,1.11,54.09
2020-08-13 15:00:00,14.37,28.2,5.21,0.48,10.0,,54.53
2020-08-13 16:00:00,,,5.16,0.58,30.26,22.12,56.75
2020-08-13 17:00:00,,,,1.29,172.84,20.55,42.63
2020-08-13 18:00:00,,,0.97,0.49,124.11,89.13,28.31
2020-08-13 19:00:00,22.25,43.26,1.44,0.39,133.73,55.06,18.76
2020-08-13 20:00:00,22.75,44.16,13.03,1.1,173.99,37.28,14.54
2020-08-13 21:00:00,26.53,50.34,7.9,0.94,161.0,29.65,15.56
2020-08-13 22:00:00,21.95,43.66,10.23,1.0,123.54,38.09,14.94
2020-08-13 23:00:00,15.15,32.21,12.65,0.71,148.27,55.59,14.68
2020-08-14 00:00:00,8.17,18.71,7.03,0.27,127.31,61.0,13.64
2020-08-14 01:00:00,6.43,15.5,5.96,0.18,94.01,43.22,15.09
2020-08-14 02:00:00,5.23,13.7,5.76,0.05,59.27,31.64,15.88
2020-08-14 03:00:00,5.45,13.97,5.33,0.01,49.14,25.82,15.51
2020-08-14 04:00:00,7.8,18.08,6.7,0.01,38.35,22.91,15.73
2020-08-14 05:00:00,10.38,22.7,8.45,0.01,,,16.93
2020-08-14 06:00:00,12.72,26.97,8.02,0.01,42.28,37.7,15.05
2020-08-14 07:00:00,17.35,33.91,8.24,0.47,,,14.13
2020-08-14 08:00:00,17.41,33.92,5.1,0.5,,,29.82
2020-08-14 09:00:00,24.18,43.57,5.37,0.83,37.47,30.34,42.16
2020-08-14 10:00:00,15.75,29.86,8.8,0.56,52.94,23.77,39.47
2020-08-14 11:00:00,12.84,23.35,9.16,0.23,38.91,27.89,23.11
2020-08-14 12:00:00,13.9,23.82,,,,,22.5
2020-08-14 13:00:00,14.91,26.18,9.34,0.0,29.22,24.76,20.64
2020-08-14 14:00:00,20.51,34.83,8.58,0.0,37.71,21.54,22.24
2020-08-14 15:00:00,20.91,37.16,7.06,0.67,42.24,20.62,22.09
2020-08-14 16:00:00,,,,,33.26,18.88,22.54
2020-08-14 17:00:00,,,,,34.04,18.04,22.99
2020-08-14 18:00:00,16.7,32.9,7.76,0.86,42.82,17.29,
2020-08-14 19:00:00,22.47,44.16,7.5,1.15,48.45,16.76,22.31
2020-08-14 20:00:00,24.83,47.55,7.42,1.24,76.73,19.51,23.27
2020-08-14 21:00:00,38.23,67.09,6.94,1.23,77.07,18.11,24.19
2020-08-14 22:00:00,50.19,84.46,8.93,1.66,65.49,25.9,23.58
2020-08-14 23:00:00,61.2,98.62,8.79,1.8,98.9,23.99,23.2
2020-08-15 00:00:00,46.05,76.68,6.57,1.54,117.48,48.67,23.77
2020-08-15 01:00:00,36.49,60.55,7.02,1.2,121.03,47.15,23.62
2020-08-15 02:00:00,20.12,36.38,5.32,0.59,117.46,41.25,22.9
2020-08-15 03:00:00,14.36,26.99,5.22,0.45,80.82,29.32,23.07
2020-08-15 04:00:00,9.93,20.02,5.32,0.2,73.9,26.38,23.02
2020-08-15 05:00:00,11.82,23.19,4.54,,61.06,30.37,23.31
2020-08-15 06:00:00,16.88,32.36,5.23,0.48,55.17,32.96,22.7
2020-08-15 07:00:00,23.34,42.2,3.92,0.8,43.65,26.27,22.44
2020-08-15 08:00:00,17.61,32.02,0.12,0.35,59.88,22.66,22.73
2020-08-15 09:00:00,14.23,27.48,,0.55,72.54,60.22,22.41
2020-08-15 10:00:00,10.69,22.44,7.21,0.61,70.87,40.52,22.83
2020-08-15 11:00:00,8.9,19.51,7.41,0.47,63.45,33.3,23.6
2020-08-15 12:00:00,11.22,23.78,6.75,0.52,61.76,28.99,23.28
2020-08-15 13:00:00,9.7,21.24,7.41,0.54,60.19,42.61,23.63
2020-08-15 14:00:00,9.09,20.41,5.79,0.8,,,24.15
2020-08-15 15:00:00,5.29,13.5,6.31,0.42,,,23.62
2020-08-15 16:00:00,6.69,16.43,7.21,0.4,,,23.48
2020-08-15 17:00:00,3.79,10.9,7.47,0.4,50.51,48.7,23.36
2020-08-15 18:00:00,4.96,13.11,5.88,0.59,41.54,33.44,23.45
2020-08-15 19:00:00,7.18,16.91,6.47,0.59,,,23.19
2020-08-15 20:00:00,8.04,19.05,5.87,0.9,,,23.57
2020-08-15 21:00:00,9.86,22.14,6.72,0.73,,,22.77
2020-08-15 22:00:00,9.78,22.37,6.19,0.78,,,23.41
2020-08-15 23:00:00,6.45,15.7,7.27,0.51,63.57,46.74,22.43
2020-08-16 00:00:00,5.78,13.96,6.9,0.51,61.54,43.34,22.38
2020-08-16 01:00:00,4.6,11.82,8.16,0.41,44.96,39.56,22.85
2020-08-16 02:00:00,4.21,11.25,7.49,0.48,35.72,34.14,22.97
2020-08-16 03:00:00,3.92,10.98,8.2,0.44,,,23.18
2020-08-16 04:00:00,3.73,10.33,7.88,0.51,35.54,32.78,22.27
2020-08-16 05:00:00,6.07,14.53,8.34,0.49,35.17,30.85,22.09
2020-08-16 06:00:00,11.5,23.32,7.36,0.57,33.53,28.98,22.3
2020-08-16 07:00:00,13.75,27.14,7.51,0.74,37.88,23.82,22.58
2020-08-16 08:00:00,12.77,25.49,8.6,0.88,48.64,30.3,22.52
2020-08-16 09:00:00,11.3,22.91,9.98,0.67,,,22.5
2020-08-16 10:00:00,8.83,19.13,6.36,0.57,111.12,86.55,22.71
2020-08-16 11:00:00,8.17,19.04,7.13,0.58,92.76,50.79,23.35
2020-08-16 12:00:00,7.25,17.05,7.21,0.63,92.5,33.64,25.45
2020-08-16 13:00:00,7.04,16.77,7.39,0.48,74.46,24.94,23.75
2020-08-16 14:00:00,6.83,16.44,5.06,0.41,,,24.28
2020-08-16 15:00:00,5.13,13.18,5.42,0.43,,,24.62
2020-08-16 16:00:00,11.15,23.97,7.3,0.72,61.01,,23.63
2020-08-16 17:00:00,9.06,20.36,7.25,0.65,57.01,23.9,22.45
2020-08-16 18:00:00,19.0,39.17,8.04,1.38,40.21,26.06,22.38
2020-08-16 19:00:00,22.73,45.37,8.6,1.38,46.51,24.43,24.07
2020-08-16 20:00:00,15.45,32.06,5.77,0.82,60.32,35.9,23.89
2020-08-16 21:00:00,19.61,39.2,6.36,0.99,53.57,32.05,22.72
2020-08-16 22:00:00,33.24,60.5,8.28,1.5,72.97,27.62,23.21
2020-08-16 23:00:00,19.69,39.84,8.45,0.99,64.83,46.74,23.07
2020-08-17 00:00:00,14.77,30.64,5.16,0.83,59.66,43.34,22.38
2020-08-17 01:00:00,8.84,19.94,5.96,0.32,59.88,39.56,22.33
2020-08-17 02:00:00,12.94,26.11,6.46,0.45,49.11,34.14,21.93
2020-08-17 03:00:00,10.15,21.78,6.1,0.37,47.66,42.76,22.78
2020-08-17 04:00:00,6.16,14.94,6.14,0.31,48.39,32.78,22.47
2020-08-17 05:00:00,6.0,14.58,6.24,0.46,38.8,30.85,22.57
2020-08-17 06:00:00,8.83,19.07,5.24,0.45,45.88,28.98,23.17
2020-08-17 07:00:00,11.52,23.74,5.21,0.71,45.84,23.82,22.28
2020-08-17 08:00:00,14.52,28.14,6.02,0.89,47.05,24.77,23.39
2020-08-17 09:00:00,13.79,26.55,7.19,0.86,56.38,16.05,22.06
2020-08-17 10:00:00,11.24,23.12,7.75,0.76,55.72,16.03,22.19
2020-08-17 11:00:00,11.88,24.75,8.43,0.7,56.98,16.01,25.08
2020-08-17 12:00:00,13.25,28.25,5.67,0.66,74.22,20.01,75.28
2020-08-17 13:00:00,7.55,19.72,5.25,0.93,76.94,20.0,86.3
2020-08-17 14:00:00,8.7,19.09,7.12,0.82,50.91,20.49,74.39
2020-08-17 15:00:00,7.76,19.2,12.52,1.05,57.49,25.54,58.29
2020-08-17 16:00:00,10.66,22.27,5.49,1.1,42.68,28.17,56.29
2020-08-17 17:00:00,10.15,21.95,0.99,1.01,47.57,29.87,50.44
2020-08-17 18:00:00,11.46,23.95,7.52,1.13,65.69,32.57,40.22
2020-08-17 19:00:00,15.4,41.8,21.76,2.09,48.54,30.54,30.13
2020-08-17 20:00:00,,,4.46,2.35,58.64,44.87,28.35
2020-08-17 21:00:00,17.04,23.58,0.53,2.58,47.85,40.06,23.12
2020-08-17 22:00:00,17.16,23.25,5.69,3.32,66.38,34.06,18.32
2020-08-17 23:00:00,17.35,28.48,5.08,2.62,76.06,58.09,19.59
2020-08-18 00:00:00,17.1,31.35,4.23,1.86,93.72,54.18,26.46
2020-08-18 01:00:00,16.67,27.66,3.02,1.57,66.32,49.45,23.36
2020-08-18 02:00:00,17.19,29.3,5.2,1.49,75.18,42.67,21.52
2020-08-18 03:00:00,18.15,28.2,4.29,1.34,70.27,53.45,25.06
2020-08-18 04:00:00,15.7,29.21,6.53,1.23,57.29,40.98,29.37
2020-08-18 05:00:00,16.48,26.28,5.8,1.3,47.2,38.56,24.19
2020-08-18 06:00:00,16.77,28.75,7.13,1.41,51.53,36.23,18.83
2020-08-18 07:00:00,18.06,29.03,8.66,0.78,51.57,27.8,19.84
2020-08-18 08:00:00,16.47,27.94,4.84,0.58,70.77,22.35,25.85
2020-08-18 09:00:00,15.81,28.68,4.08,0.57,68.27,23.82,34.39
2020-08-18 10:00:00,17.15,23.38,6.07,0.9,70.83,27.33,45.79
2020-08-18 11:00:00,9.37,17.74,7.96,0.94,92.49,24.2,55.43
2020-08-18 12:00:00,55.28,98.62,6.02,0.8,64.63,32.47,40.37
2020-08-18 13:00:00,0.09,3.71,2.94,0.93,72.28,27.37,15.84
2020-08-18 14:00:00,6.82,13.48,6.56,0.76,73.74,25.34,15.25
2020-08-18 15:00:00,18.86,26.0,3.04,0.6,64.22,22.87,14.37
2020-08-18 16:00:00,17.3,24.56,6.02,0.59,56.0,21.48,14.9
2020-08-18 17:00:00,17.27,30.39,4.73,0.77,53.31,20.72,14.58
2020-08-18 18:00:00,16.59,27.18,4.85,0.97,61.36,20.36,14.59
2020-08-18 19:00:00,18.12,27.5,1.11,0.91,61.36,20.18,14.18
2020-08-18 20:00:00,15.63,28.1,6.52,0.7,89.47,20.09,13.97
2020-08-18 21:00:00,18.1,27.04,6.17,0.71,89.2,20.19,13.56
2020-08-18 22:00:00,13.19,25.59,3.96,0.55,83.54,28.28,13.18
2020-08-18 23:00:00,15.89,29.33,4.18,0.51,77.2,32.08,13.88
2020-08-19 00:00:00,18.34,26.38,6.84,0.42,67.25,42.03,12.95
2020-08-19 01:00:00,15.53,24.59,7.89,0.36,64.56,31.88,13.38
2020-08-19 02:00:00,17.24,27.6,4.5,0.36,59.36,30.6,13.49
2020-08-19 03:00:00,14.58,31.08,4.21,0.49,49.03,32.85,13.41
2020-08-19 04:00:00,18.79,31.2,6.82,0.46,43.52,26.91,13.27
2020-08-19 05:00:00,15.79,27.3,5.98,0.45,65.54,38.21,13.11
2020-08-19 06:00:00,19.99,31.02,5.2,0.52,65.75,31.55,13.09
2020-08-19 07:00:00,17.95,21.81,4.96,0.49,68.45,25.72,12.62
2020-08-19 08:00:00,15.54,23.17,6.35,0.75,70.88,22.86,12.62
2020-08-19 09:00:00,14.12,31.23,4.67,0.67,90.06,21.43,14.24
2020-08-19 10:00:00,17.02,27.7,4.54,0.91,97.99,29.38,12.57
2020-08-19 11:00:00,18.06,28.1,3.03,1.05,89.69,36.4,12.4
2020-08-19 12:00:00,16.26,29.0,8.45,0.89,95.77,32.63,13.68
2020-08-19 13:00:00,14.66,29.03,9.88,0.73,82.52,37.46,23.26
2020-08-19 14:00:00,18.48,24.07,8.02,0.79,68.52,29.49,56.54
2020-08-19 15:00:00,34.98,37.32,11.09,0.92,64.97,24.76,24.77
2020-08-19 16:00:00,35.8,31.69,6.09,1.06,70.88,27.42,23.5
2020-08-19 17:00:00,1.37,1.52,4.23,0.76,87.02,24.08,23.35
2020-08-19 18:00:00,0.72,1.03,5.27,0.83,70.5,24.98,23.72
2020-08-19 19:00:00,0.0,0.5,5.08,0.65,60.92,25.99,24.79
2020-08-19 20:00:00,13.93,9.85,5.06,0.83,53.43,32.57,21.54
2020-08-19 21:00:00,16.66,14.6,4.62,0.66,46.08,30.51,24.57
2020-08-19 22:00:00,17.5,13.86,7.45,0.43,40.39,26.68,31.46
2020-08-19 23:00:00,17.4,13.29,6.0,0.28,34.74,23.36,33.08
2020-08-20 00:00:00,20.09,14.85,8.12,0.28,30.54,21.7,30.0
2020-08-20 01:00:00,18.18,13.96,8.04,0.46,26.8,20.84,27.74
2020-08-20 02:00:00,15.82,13.27,6.9,0.35,39.14,24.16,29.36
