Datetime,CO (mg/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-12-31 18:00:00,0.36,17.18,54.32,34.58,5.43
2019-12-31 19:00:00,0.42,18.0,56.71,45.1,3.79
2019-12-31 20:00:00,0.5,19.59,34.55,49.76,1.82
2019-12-31 21:00:00,0.5,19.16,35.5,47.29,1.09
2019-12-31 22:00:00,0.38,24.02,30.95,48.92,4.55
2019-12-31 23:00:00,0.39,27.41,18.67,42.17,5.65
2020-01-01 00:00:00,0.53,23.62,19.17,38.47,5.78
2020-01-01 01:00:00,0.45,23.1,19.52,37.99,5.55
2020-01-01 02:00:00,0.35,20.07,26.59,41.53,3.67
2020-01-01 03:00:00,0.4,17.35,29.37,44.91,3.06
2020-01-01 04:00:00,0.37,14.01,44.03,36.46,3.06
2020-01-01 05:00:00,0.38,17.33,38.59,37.72,3.2
2020-01-01 06:00:00,0.54,25.26,27.58,41.41,4.13
2020-01-01 07:00:00,0.63,63.59,11.54,36.95,4.77
2020-01-01 08:00:00,0.42,19.13,19.26,30.99,4.59
2020-01-01 09:00:00,0.74,45.95,15.2,26.7,4.34
2020-01-01 10:00:00,0.57,16.6,32.24,32.86,4.68
2020-01-01 11:00:00,0.44,16.64,29.12,29.11,3.62
2020-01-01 12:00:00,0.4,30.18,26.5,25.55,8.17
2020-01-01 13:00:00,0.32,25.79,12.32,21.89,9.83
2020-01-01 14:00:00,0.56,24.41,10.79,17.82,2.48
2020-01-01 15:00:00,0.37,22.72,13.35,14.17,3.06
2020-01-01 16:00:00,0.41,19.79,12.41,7.71,2.95
2020-01-01 17:00:00,0.36,18.6,12.99,11.93,2.84
2020-01-01 18:00:00,0.41,17.86,10.69,14.35,5.55
2020-01-01 19:00:00,0.73,23.55,10.01,19.76,2.83
2020-01-01 20:00:00,0.96,28.68,22.38,24.67,1.14
2020-01-01 21:00:00,1.0,29.57,9.21,29.42,0.26
2020-01-01 22:00:00,0.79,28.55,15.15,45.2,2.04
2020-01-01 23:00:00,0.42,31.96,8.52,44.79,1.61
2020-01-02 00:00:00,0.52,40.44,3.16,35.35,2.35
2020-01-02 01:00:00,0.47,36.34,3.71,29.26,3.5
2020-01-02 02:00:00,0.47,28.94,4.37,26.54,5.27
2020-01-02 03:00:00,0.29,16.29,5.03,24.39,4.31
2020-01-02 04:00:00,0.3,21.08,3.98,27.15,4.39
2020-01-02 05:00:00,0.32,27.6,3.38,24.67,4.91
2020-01-02 06:00:00,0.48,39.41,5.38,22.98,6.25
2020-01-02 07:00:00,0.55,50.82,5.23,36.23,6.73
2020-01-02 08:00:00,1.02,64.08,13.05,49.81,8.34
2020-01-02 09:00:00,0.88,32.22,15.84,74.01,8.48
2020-01-02 10:00:00,0.81,19.52,16.96,111.13,4.41
2020-01-02 11:00:00,0.48,17.24,29.88,96.53,2.26
2020-01-02 12:00:00,0.37,18.46,26.05,53.52,4.05
2020-01-02 13:00:00,0.31,16.3,27.12,39.22,6.24
2020-01-02 14:00:00,0.37,16.36,24.29,29.97,6.29
2020-01-02 15:00:00,0.43,17.67,17.98,16.73,4.05
2020-01-02 16:00:00,0.41,18.41,19.48,18.27,3.36
2020-01-02 17:00:00,0.33,17.71,24.87,21.01,3.38
2020-01-02 18:00:00,0.34,17.21,22.14,21.4,3.07
2020-01-02 19:00:00,0.45,19.34,20.72,27.34,4.17
2020-01-02 20:00:00,0.68,20.76,4.51,33.96,4.9
2020-01-02 21:00:00,0.83,23.99,3.43,39.24,4.92
2020-01-02 22:00:00,1.07,28.53,10.08,37.56,4.3
2020-01-02 23:00:00,1.02,37.66,11.96,39.23,4.47
2020-01-03 00:00:00,0.35,28.41,12.09,36.72,4.56
2020-01-03 01:00:00,0.29,32.2,11.73,36.05,4.64
2020-01-03 02:00:00,0.32,35.95,13.07,35.96,4.63
2020-01-03 03:00:00,0.33,58.01,13.12,33.65,4.31
2020-01-03 04:00:00,0.36,42.67,13.73,36.91,4.25
2020-01-03 05:00:00,0.4,45.61,12.77,47.12,4.34
2020-01-03 06:00:00,0.68,66.49,10.8,50.53,4.94
2020-01-03 07:00:00,0.7,50.17,11.31,51.36,4.59
2020-01-03 08:00:00,0.75,49.94,12.28,61.69,4.48
2020-01-03 09:00:00,0.8,35.77,15.77,73.78,4.46
2020-01-03 10:00:00,1.57,30.46,51.21,87.0,5.59
2020-01-03 11:00:00,1.0,22.68,56.42,84.86,5.53
2020-01-03 12:00:00,0.5,17.08,38.33,65.07,4.96
2020-01-03 13:00:00,0.34,15.16,42.07,46.88,7.03
2020-01-03 14:00:00,0.34,13.14,48.68,31.73,7.69
2020-01-03 15:00:00,0.39,13.74,45.58,26.86,6.28
2020-01-03 16:00:00,2.75,15.27,21.35,25.21,6.97
2020-01-03 17:00:00,10.0,14.58,8.55,27.33,5.52
2020-01-03 18:00:00,0.55,14.64,10.12,36.81,11.6
2020-01-03 19:00:00,0.68,14.55,23.69,33.39,10.21
2020-01-03 20:00:00,0.91,19.68,24.92,33.92,6.21
2020-01-03 21:00:00,0.9,17.25,26.39,44.79,5.96
2020-01-03 22:00:00,0.9,21.02,26.43,45.64,6.35
2020-01-03 23:00:00,0.77,33.81,26.49,44.5,6.17
2020-01-04 00:00:00,0.54,23.98,33.96,46.92,5.51
2020-01-04 01:00:00,0.48,16.67,26.27,38.7,5.8
2020-01-04 02:00:00,0.4,11.64,31.47,31.43,6.66
2020-01-04 03:00:00,0.41,21.39,26.8,32.17,7.27
2020-01-04 04:00:00,0.4,21.36,21.18,27.47,6.87
2020-01-04 05:00:00,0.58,24.2,20.4,35.11,5.62
2020-01-04 06:00:00,0.54,32.08,15.39,50.35,6.28
2020-01-04 07:00:00,0.55,57.7,11.04,52.89,5.62
2020-01-04 08:00:00,0.61,33.86,18.64,49.91,5.42
2020-01-04 09:00:00,0.55,25.51,21.75,53.42,4.51
2020-01-04 10:00:00,0.61,19.49,25.55,28.54,5.13
2020-01-04 11:00:00,0.42,14.86,39.0,19.87,2.85
2020-01-04 12:00:00,0.6,17.55,35.34,33.55,1.93
2020-01-04 13:00:00,0.58,15.54,43.17,32.75,2.55
2020-01-04 14:00:00,0.46,11.12,53.05,34.23,6.5
2020-01-04 15:00:00,0.43,12.2,47.64,29.71,6.36
2020-01-04 16:00:00,0.39,11.74,57.24,25.59,6.22
2020-01-04 17:00:00,0.42,13.81,39.48,24.62,6.12
2020-01-04 18:00:00,0.5,12.96,35.25,18.45,9.3
2020-01-04 19:00:00,0.63,13.6,30.27,23.69,8.43
2020-01-04 20:00:00,1.01,14.33,28.31,42.52,8.14
2020-01-04 21:00:00,0.82,15.48,27.49,44.02,8.27
2020-01-04 22:00:00,0.83,16.87,25.4,41.93,9.23
2020-01-04 23:00:00,0.77,25.92,24.1,46.28,8.56
2020-01-05 00:00:00,0.38,20.52,28.44,44.64,8.44
2020-01-05 01:00:00,0.27,10.78,40.62,146.68,7.79
2020-01-05 02:00:00,0.26,9.26,45.34,168.67,8.0
2020-01-05 03:00:00,0.26,8.79,45.55,84.5,7.04
2020-01-05 04:00:00,0.26,8.97,45.76,42.01,7.38
2020-01-05 05:00:00,0.26,9.71,43.48,21.12,7.77
2020-01-05 06:00:00,0.47,30.08,23.79,26.17,8.48
2020-01-05 07:00:00,0.4,87.31,8.23,51.52,8.82
2020-01-05 08:00:00,0.37,28.61,16.29,59.45,8.91
2020-01-05 09:00:00,0.3,10.54,38.25,50.56,8.89
2020-01-05 10:00:00,0.27,10.37,48.52,44.67,8.91
2020-01-05 11:00:00,0.31,11.0,48.87,31.46,8.82
2020-01-05 12:00:00,0.46,10.57,47.88,23.07,8.91
2020-01-05 13:00:00,0.4,9.97,48.22,24.79,8.61
2020-01-05 14:00:00,0.62,12.93,42.64,18.52,14.06
2020-01-05 15:00:00,0.84,12.38,30.39,9.27,14.72
2020-01-05 16:00:00,0.63,13.71,44.52,10.01,4.69
2020-01-05 17:00:00,0.55,12.79,46.74,21.01,4.21
2020-01-05 18:00:00,0.3,14.11,45.21,24.28,10.86
2020-01-05 19:00:00,0.31,15.27,43.05,24.28,10.18
2020-01-05 20:00:00,0.37,14.7,44.99,24.12,10.9
2020-01-05 21:00:00,0.34,16.06,46.39,23.2,10.99
2020-01-05 22:00:00,0.37,21.48,35.97,23.98,8.42
2020-01-05 23:00:00,0.31,20.85,36.58,24.2,8.05
2020-01-06 00:00:00,0.29,22.22,25.3,22.74,7.97
2020-01-06 01:00:00,0.28,22.7,21.06,21.36,8.19
2020-01-06 02:00:00,0.26,18.17,37.15,21.12,8.42
2020-01-06 03:00:00,0.26,17.08,44.1,15.48,8.38
2020-01-06 04:00:00,0.25,17.21,48.04,10.71,8.32
2020-01-06 05:00:00,0.26,21.69,44.15,9.98,8.35
2020-01-06 06:00:00,0.37,33.28,29.21,17.19,7.02
2020-01-06 07:00:00,0.59,50.6,24.5,27.22,8.54
2020-01-06 08:00:00,0.46,33.1,19.98,42.51,8.46
2020-01-06 09:00:00,0.58,25.55,21.48,48.08,8.4
2020-01-06 10:00:00,1.09,24.8,17.23,47.38,9.12
2020-01-06 11:00:00,1.15,19.82,4.53,41.15,4.76
2020-01-06 12:00:00,0.56,15.62,10.6,39.01,6.77
2020-01-06 13:00:00,0.61,12.77,10.93,42.81,5.47
2020-01-06 14:00:00,,,,,
2020-01-06 15:00:00,3.22,7.12,55.87,0.24,
2020-01-06 16:00:00,0.49,17.2,11.46,2.25,10.27
2020-01-06 17:00:00,0.53,14.16,9.5,10.24,9.37
2020-01-06 18:00:00,0.44,14.7,13.09,13.5,7.85
2020-01-06 19:00:00,0.51,15.81,13.03,14.67,9.63
2020-01-06 20:00:00,0.57,15.69,10.77,20.65,5.96
2020-01-06 21:00:00,0.75,17.63,11.21,28.0,4.29
2020-01-06 22:00:00,0.78,25.1,12.69,32.18,4.34
2020-01-06 23:00:00,0.56,24.73,6.5,30.52,4.09
2020-01-07 00:00:00,0.34,20.86,3.73,22.45,2.35
2020-01-07 01:00:00,0.29,20.55,4.19,24.95,2.5
2020-01-07 02:00:00,0.32,21.12,5.95,27.92,2.81
2020-01-07 03:00:00,0.28,22.72,9.39,19.43,2.68
2020-01-07 04:00:00,0.45,14.57,9.66,12.56,3.23
2020-01-07 05:00:00,0.32,13.7,9.5,17.37,3.2
2020-01-07 06:00:00,0.57,33.43,8.11,11.2,2.21
2020-01-07 07:00:00,0.8,36.41,8.26,8.61,3.15
2020-01-07 08:00:00,0.26,23.02,16.74,17.46,3.75
2020-01-07 09:00:00,0.29,16.02,18.15,21.4,2.84
2020-01-07 10:00:00,0.31,16.21,25.32,21.72,1.8
2020-01-07 11:00:00,0.41,15.81,31.5,22.16,3.1
2020-01-07 12:00:00,0.48,16.34,24.73,28.09,6.28
2020-01-07 13:00:00,0.46,14.59,26.77,27.85,7.5
2020-01-07 14:00:00,0.78,13.23,23.43,27.17,6.63
2020-01-07 15:00:00,0.48,15.34,31.91,37.52,8.41
2020-01-07 16:00:00,0.47,15.14,32.94,43.86,8.38
2020-01-07 17:00:00,0.43,13.64,33.63,43.16,8.3
2020-01-07 18:00:00,0.45,15.99,29.48,34.76,8.21
2020-01-07 19:00:00,0.48,15.18,28.08,31.91,8.13
2020-01-07 20:00:00,0.55,17.41,32.07,37.41,8.52
2020-01-07 21:00:00,0.63,17.48,30.66,41.5,8.58
2020-01-07 22:00:00,0.55,20.48,31.49,40.76,8.58
2020-01-07 23:00:00,0.38,25.07,25.56,38.18,8.73
2020-01-08 00:00:00,0.32,25.19,22.05,37.86,8.7
2020-01-08 01:00:00,0.27,36.13,18.2,37.26,8.79
2020-01-08 02:00:00,0.33,22.81,17.95,34.13,8.73
2020-01-08 03:00:00,0.34,20.64,17.13,35.41,8.69
2020-01-08 04:00:00,0.32,19.34,19.46,36.25,8.62
2020-01-08 05:00:00,0.64,58.62,3.4,33.79,9.46
2020-01-08 06:00:00,0.65,86.04,2.62,35.58,10.25
2020-01-08 07:00:00,0.69,82.71,2.65,49.68,9.87
2020-01-08 08:00:00,0.65,198.51,2.62,60.69,9.83
2020-01-08 09:00:00,0.55,66.27,13.81,71.63,10.21
2020-01-08 10:00:00,0.26,18.89,37.81,72.62,9.72
2020-01-08 11:00:00,0.42,16.62,35.81,60.98,9.89
2020-01-08 12:00:00,0.37,14.83,41.18,48.37,9.11
2020-01-08 13:00:00,0.31,13.09,39.54,37.67,8.49
2020-01-08 14:00:00,0.32,57.98,24.48,37.27,3.46
2020-01-08 15:00:00,0.29,39.65,30.71,36.29,9.58
2020-01-08 16:00:00,0.28,26.88,30.46,34.23,4.93
2020-01-08 17:00:00,0.29,31.18,32.28,33.42,2.74
2020-01-08 18:00:00,0.3,42.32,27.46,30.87,3.06
2020-01-08 19:00:00,0.31,23.66,29.58,25.45,3.83
2020-01-08 20:00:00,0.6,22.91,20.55,25.28,1.45
2020-01-08 21:00:00,0.66,25.13,15.96,27.46,2.12
2020-01-08 22:00:00,0.62,25.8,11.03,27.84,2.31
2020-01-08 23:00:00,0.65,30.21,5.01,29.45,2.54
2020-01-09 00:00:00,0.55,32.0,4.74,30.48,2.09
2020-01-09 01:00:00,0.48,35.63,2.85,28.34,2.07
2020-01-09 02:00:00,0.36,46.03,2.72,36.06,1.72
2020-01-09 03:00:00,0.31,31.96,5.82,34.73,1.8
2020-01-09 04:00:00,0.38,48.66,4.21,27.24,1.93
2020-01-09 05:00:00,0.46,74.94,2.27,38.01,2.37
2020-01-09 06:00:00,0.38,57.53,2.24,44.35,1.96
2020-01-09 07:00:00,0.46,90.94,2.75,50.88,2.25
2020-01-09 08:00:00,0.58,53.5,3.08,56.69,3.12
2020-01-09 09:00:00,0.67,37.43,9.51,59.85,1.83
2020-01-09 10:00:00,0.82,33.94,22.4,61.41,1.16
2020-01-09 11:00:00,0.52,22.83,49.38,53.22,1.85
2020-01-09 12:00:00,0.45,19.9,45.14,46.91,3.06
2020-01-09 13:00:00,1.92,10.48,49.89,66.28,8.85
2020-01-09 14:00:00,0.33,17.18,47.06,66.57,7.14
2020-01-09 15:00:00,0.42,19.36,45.09,42.58,4.99
2020-01-09 16:00:00,0.47,18.96,38.89,33.66,4.72
2020-01-09 17:00:00,0.52,18.45,40.68,34.18,5.04
2020-01-09 18:00:00,0.56,19.57,29.21,21.38,14.34
2020-01-09 19:00:00,0.49,18.7,26.27,16.61,6.82
2020-01-09 20:00:00,0.65,20.91,19.84,19.96,5.1
2020-01-09 21:00:00,0.95,27.55,5.29,22.17,4.25
2020-01-09 22:00:00,0.99,33.79,6.04,26.12,3.65
2020-01-09 23:00:00,1.2,53.2,9.18,28.06,3.52
2020-01-10 00:00:00,1.19,80.24,10.06,38.06,3.43
2020-01-10 01:00:00,1.0,79.56,8.79,53.25,5.25
2020-01-10 02:00:00,0.58,67.28,3.62,56.81,5.4
2020-01-10 03:00:00,0.64,55.39,2.52,53.6,5.31
2020-01-10 04:00:00,0.36,47.2,3.65,55.46,5.33
2020-01-10 05:00:00,0.38,56.23,2.79,52.21,5.43
2020-01-10 06:00:00,0.49,90.64,2.25,47.97,5.47
2020-01-10 07:00:00,0.79,91.12,3.05,52.54,5.4
2020-01-10 08:00:00,0.89,78.8,6.93,62.17,5.32
2020-01-10 09:00:00,0.87,48.36,16.78,70.25,5.63
2020-01-10 10:00:00,0.52,30.14,38.41,67.4,4.72
2020-01-10 11:00:00,0.33,21.05,41.62,52.61,4.5
2020-01-10 12:00:00,0.34,20.31,44.36,38.85,9.01
2020-01-10 13:00:00,0.41,18.08,44.22,36.66,12.52
2020-01-10 14:00:00,0.4,18.42,42.4,38.95,10.22
2020-01-10 15:00:00,0.38,18.36,47.63,36.73,13.23
2020-01-10 16:00:00,0.3,18.56,46.29,32.08,2.98
2020-01-10 17:00:00,0.3,19.81,41.86,29.13,2.4
2020-01-10 18:00:00,0.33,21.15,35.37,26.66,2.28
2020-01-10 19:00:00,0.42,22.44,22.11,24.93,2.1
2020-01-10 20:00:00,0.48,24.81,19.23,28.39,2.06
2020-01-10 21:00:00,0.38,23.71,16.39,28.09,2.14
2020-01-10 22:00:00,0.38,26.62,13.92,29.95,1.85
2020-01-10 23:00:00,0.49,38.4,3.94,30.89,1.53
2020-01-11 00:00:00,0.87,69.57,1.53,28.39,1.36
2020-01-11 01:00:00,0.75,103.88,1.94,14.19,2.55
2020-01-11 02:00:00,0.36,70.66,1.92,4.23,2.09
2020-01-11 03:00:00,0.67,68.25,2.63,2.58,1.42
2020-01-11 04:00:00,0.5,56.76,3.11,1.29,0.94
2020-01-11 05:00:00,0.38,45.17,5.46,0.65,3.15
2020-01-11 06:00:00,0.35,43.38,6.49,0.64,3.26
2020-01-11 07:00:00,0.36,60.36,5.13,0.96,2.59
2020-01-11 08:00:00,0.29,50.14,9.7,0.8,1.08
2020-01-11 09:00:00,0.82,42.39,23.36,0.4,4.79
2020-01-11 10:00:00,0.5,29.55,36.22,0.62,4.25
2020-01-11 11:00:00,0.28,19.14,46.74,,4.25
2020-01-11 12:00:00,0.3,15.93,52.25,,4.22
2020-01-11 13:00:00,0.38,15.18,52.77,24.71,5.61
2020-01-11 14:00:00,0.39,15.96,60.57,25.13,4.22
2020-01-11 15:00:00,0.42,17.66,56.73,29.22,2.16
2020-01-11 16:00:00,0.32,17.72,58.13,39.45,1.53
2020-01-11 17:00:00,0.31,16.31,47.72,20.87,1.94
2020-01-11 18:00:00,0.41,19.82,35.08,27.68,6.79
2020-01-11 19:00:00,0.8,22.54,16.39,37.66,7.49
2020-01-11 20:00:00,1.14,28.36,6.46,32.39,4.3
2020-01-11 21:00:00,0.84,31.97,8.61,32.32,5.99
2020-01-11 22:00:00,0.71,27.99,9.04,39.19,4.1
2020-01-11 23:00:00,1.13,38.53,3.51,36.12,5.84
2020-01-12 00:00:00,0.8,51.62,2.61,44.5,5.96
2020-01-12 01:00:00,0.74,57.02,2.57,44.08,6.78
2020-01-12 02:00:00,0.36,54.2,6.04,38.56,6.53
2020-01-12 03:00:00,0.41,47.37,14.0,49.0,6.32
2020-01-12 04:00:00,0.47,38.38,21.52,45.41,5.35
2020-01-12 05:00:00,0.51,32.98,14.82,43.34,7.08
2020-01-12 06:00:00,0.63,33.59,10.09,42.81,10.3
2020-01-12 07:00:00,0.71,40.47,5.29,50.98,9.51
2020-01-12 08:00:00,0.74,75.25,4.62,56.42,10.03
2020-01-12 09:00:00,0.64,58.35,5.13,53.77,5.36
2020-01-12 10:00:00,0.68,37.86,9.61,54.72,6.85
2020-01-12 11:00:00,0.58,26.65,16.27,56.81,8.37
2020-01-12 12:00:00,0.37,18.34,43.55,64.99,16.0
2020-01-12 13:00:00,0.41,18.19,53.19,62.26,6.43
2020-01-12 14:00:00,0.38,19.99,55.95,68.65,8.93
2020-01-12 15:00:00,0.32,21.78,58.46,57.36,13.18
2020-01-12 16:00:00,0.33,18.64,61.79,59.22,14.24
2020-01-12 17:00:00,0.3,13.19,47.29,58.9,4.46
2020-01-12 18:00:00,0.27,13.58,50.34,54.54,2.77
2020-01-12 19:00:00,0.29,13.42,40.45,40.36,3.51
2020-01-12 20:00:00,0.34,15.29,33.51,50.19,3.4
2020-01-12 21:00:00,0.55,17.12,19.34,52.39,7.91
2020-01-12 22:00:00,0.74,22.22,24.53,52.13,6.92
2020-01-12 23:00:00,1.27,37.02,2.71,55.42,8.32
2020-01-13 00:00:00,1.39,53.84,2.09,57.85,8.51
2020-01-13 01:00:00,1.09,59.9,3.8,62.91,6.76
2020-01-13 02:00:00,0.71,49.6,2.3,61.36,6.28
2020-01-13 03:00:00,0.55,33.62,3.7,84.1,5.81
2020-01-13 04:00:00,0.53,25.04,12.5,73.27,5.29
2020-01-13 05:00:00,0.57,25.94,14.34,64.41,6.23
2020-01-13 06:00:00,0.64,29.67,13.49,69.16,7.43
2020-01-13 07:00:00,0.86,39.08,14.72,69.06,6.14
2020-01-13 08:00:00,0.78,37.33,9.34,71.69,5.37
2020-01-13 09:00:00,0.71,32.07,11.77,71.53,5.29
2020-01-13 10:00:00,0.77,26.52,26.22,74.82,4.63
2020-01-13 11:00:00,0.3,16.72,35.07,79.85,4.59
2020-01-13 12:00:00,0.26,13.92,51.46,71.08,13.53
2020-01-13 13:00:00,0.28,13.5,61.95,68.37,13.1
2020-01-13 14:00:00,0.27,12.94,63.72,65.3,22.71
2020-01-13 15:00:00,0.35,13.99,61.23,55.7,34.62
2020-01-13 16:00:00,0.34,18.6,57.82,57.49,46.78
2020-01-13 17:00:00,0.37,39.68,52.59,60.06,7.78
2020-01-13 18:00:00,0.31,20.45,46.94,49.49,
2020-01-13 19:00:00,0.41,20.33,37.06,40.91,
2020-01-13 20:00:00,0.71,22.58,21.54,36.0,
2020-01-13 21:00:00,1.03,28.56,23.99,52.85,4.94
2020-01-13 22:00:00,0.93,28.86,32.4,47.96,0.4
2020-01-13 23:00:00,0.94,38.01,37.89,55.87,5.17
2020-01-14 00:00:00,1.24,52.63,19.72,51.08,14.84
2020-01-14 01:00:00,0.87,48.87,14.83,61.3,7.76
2020-01-14 02:00:00,0.78,42.24,15.79,57.57,4.39
2020-01-14 03:00:00,0.66,72.99,17.58,56.09,
2020-01-14 04:00:00,0.63,84.06,18.4,64.37,0.17
2020-01-14 05:00:00,0.62,62.66,16.88,60.51,4.93
2020-01-14 06:00:00,1.02,62.49,19.75,74.9,9.62
2020-01-14 07:00:00,1.55,92.09,10.95,167.87,20.95
2020-01-14 08:00:00,1.7,89.45,11.21,,30.85
2020-01-14 09:00:00,1.71,63.81,11.19,387.91,9.9
2020-01-14 10:00:00,1.04,45.71,34.64,589.43,14.25
2020-01-14 11:00:00,0.49,33.94,24.96,356.08,22.7
2020-01-14 12:00:00,0.27,26.34,32.64,245.09,28.27
2020-01-14 13:00:00,0.26,23.99,35.94,155.3,7.85
2020-01-14 14:00:00,0.29,21.24,38.91,102.29,9.12
2020-01-14 15:00:00,0.47,19.69,51.1,72.96,
2020-01-14 16:00:00,0.35,18.1,67.37,51.37,1.95
2020-01-14 17:00:00,0.35,17.06,68.1,47.19,2.92
2020-01-14 18:00:00,0.36,16.91,59.8,41.0,1.55
2020-01-14 19:00:00,0.5,20.94,41.57,37.51,1.88
2020-01-14 20:00:00,0.67,25.37,29.96,42.12,1.32
2020-01-14 21:00:00,0.64,25.96,28.92,37.99,5.99
2020-01-14 22:00:00,0.63,27.51,27.05,53.69,16.51
2020-01-14 23:00:00,0.64,31.08,14.83,47.98,18.64
2020-01-15 00:00:00,0.41,28.94,27.04,37.49,9.0
2020-01-15 01:00:00,0.96,62.77,6.86,29.68,3.71
2020-01-15 02:00:00,0.41,41.12,24.29,35.21,2.8
2020-01-15 03:00:00,0.31,23.88,21.03,36.58,1.55
2020-01-15 04:00:00,0.51,41.91,6.08,27.0,1.77
2020-01-15 05:00:00,0.73,35.41,6.57,43.22,4.73
2020-01-15 06:00:00,0.62,33.4,14.1,43.1,4.08
2020-01-15 07:00:00,0.63,30.35,6.46,62.51,3.74
2020-01-15 08:00:00,0.56,31.07,5.5,66.48,4.48
2020-01-15 09:00:00,0.64,24.29,16.3,65.99,4.87
2020-01-15 10:00:00,0.6,23.97,30.79,62.26,6.14
2020-01-15 11:00:00,0.41,19.21,43.3,61.75,5.18
2020-01-15 12:00:00,0.28,13.95,39.19,46.65,4.63
2020-01-15 13:00:00,0.29,13.37,34.97,35.99,3.77
2020-01-15 14:00:00,0.29,12.5,51.0,24.33,5.5
2020-01-15 15:00:00,0.32,16.97,48.67,21.96,5.68
2020-01-15 16:00:00,0.29,14.89,57.96,20.56,4.07
2020-01-15 17:00:00,0.32,17.76,47.9,23.54,2.75
2020-01-15 18:00:00,0.31,18.75,45.42,21.86,2.55
2020-01-15 19:00:00,0.34,17.96,40.49,23.91,1.86
2020-01-15 20:00:00,0.49,22.12,28.49,28.9,1.69
2020-01-15 21:00:00,0.42,22.69,35.29,24.27,4.96
2020-01-15 22:00:00,0.47,20.13,27.9,28.7,5.38
2020-01-15 23:00:00,0.39,25.67,28.11,15.48,5.45
2020-01-16 00:00:00,0.38,22.91,21.91,23.65,5.17
2020-01-16 01:00:00,0.58,43.99,2.96,19.64,6.07
2020-01-16 02:00:00,0.6,45.59,1.93,14.36,5.24
2020-01-16 03:00:00,0.58,54.59,3.5,33.41,4.62
2020-01-16 04:00:00,0.4,36.2,16.25,19.3,4.74
2020-01-16 05:00:00,0.49,36.22,15.53,17.39,3.31
2020-01-16 06:00:00,0.51,54.8,9.26,29.3,4.53
2020-01-16 07:00:00,0.55,46.45,11.04,32.4,4.58
2020-01-16 08:00:00,0.6,37.66,26.38,30.13,4.84
2020-01-16 09:00:00,0.48,25.45,17.44,31.46,5.99
2020-01-16 10:00:00,0.42,26.61,35.98,39.2,6.47
2020-01-16 11:00:00,0.32,20.34,54.55,41.5,6.11
2020-01-16 12:00:00,0.3,20.01,78.34,28.35,6.42
2020-01-16 13:00:00,0.37,21.29,74.66,21.43,4.65
2020-01-16 14:00:00,0.52,23.94,70.9,32.0,13.02
2020-01-16 15:00:00,0.34,19.12,49.23,39.18,5.9
2020-01-16 16:00:00,0.29,16.09,43.84,31.78,5.02
2020-01-16 17:00:00,0.27,13.87,36.87,25.27,3.85
2020-01-16 18:00:00,0.27,15.24,31.31,26.08,3.49
2020-01-16 19:00:00,0.38,16.26,26.04,22.87,3.51
2020-01-16 20:00:00,0.44,17.39,25.0,20.02,3.28
2020-01-16 21:00:00,0.44,18.61,13.58,21.01,3.33
2020-01-16 22:00:00,0.4,20.07,7.98,20.25,3.12
2020-01-16 23:00:00,0.46,28.15,2.58,24.97,2.94
2020-01-17 00:00:00,0.44,31.35,6.17,13.38,2.55
2020-01-17 01:00:00,0.35,42.54,2.87,17.66,3.46
2020-01-17 02:00:00,0.54,54.51,3.29,10.5,3.59
2020-01-17 03:00:00,0.38,22.6,7.27,29.08,3.93
2020-01-17 04:00:00,0.46,31.5,5.54,18.47,3.95
2020-01-17 05:00:00,0.6,43.16,12.37,21.42,4.06
2020-01-17 06:00:00,0.68,45.61,20.58,15.75,3.83
2020-01-17 07:00:00,0.67,38.77,20.71,31.65,3.78
2020-01-17 08:00:00,0.67,34.18,8.9,30.4,3.76
2020-01-17 09:00:00,0.52,27.39,11.45,32.0,4.52
2020-01-17 10:00:00,0.41,22.54,21.13,43.17,4.94
2020-01-17 11:00:00,0.39,20.03,34.48,45.01,4.55
2020-01-17 12:00:00,0.28,16.1,31.5,46.28,4.85
2020-01-17 13:00:00,0.27,13.59,32.4,44.26,3.65
2020-01-17 14:00:00,0.27,13.18,29.84,33.47,4.12
2020-01-17 15:00:00,0.39,13.26,26.57,29.04,4.43
2020-01-17 16:00:00,0.4,12.17,27.91,31.83,3.88
2020-01-17 17:00:00,0.41,12.52,30.76,24.68,3.6
2020-01-17 18:00:00,0.4,11.32,18.54,27.88,3.18
2020-01-17 19:00:00,0.41,12.04,15.36,29.1,4.09
2020-01-17 20:00:00,0.52,12.69,15.25,34.82,4.29
2020-01-17 21:00:00,0.52,12.79,16.07,27.09,3.94
2020-01-17 22:00:00,0.59,15.97,8.55,21.21,3.4
2020-01-17 23:00:00,0.5,20.62,10.67,19.29,3.44
2020-01-18 00:00:00,0.45,15.99,10.76,19.73,3.39
2020-01-18 01:00:00,0.37,16.98,8.89,20.73,2.79
2020-01-18 02:00:00,0.32,13.72,25.03,10.42,3.46
2020-01-18 03:00:00,0.27,12.54,13.0,17.39,3.44
2020-01-18 04:00:00,0.27,11.54,13.66,12.72,3.43
2020-01-18 05:00:00,0.28,12.55,8.15,11.2,3.54
2020-01-18 06:00:00,0.34,18.97,6.55,6.32,3.48
2020-01-18 07:00:00,0.54,32.8,3.28,5.36,3.5
2020-01-18 08:00:00,0.61,31.94,46.04,,5.05
