Datetime,CO (mg/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-12-14 02:00:00,0.73,67.44,10.39,48.85,2.55
2019-12-14 03:00:00,0.46,50.02,11.45,57.64,2.19
2019-12-14 04:00:00,0.33,35.65,8.31,50.11,2.23
2019-12-14 05:00:00,0.31,29.27,5.26,47.16,2.09
2019-12-14 06:00:00,0.34,153.25,4.93,39.45,2.17
2019-12-14 07:00:00,0.48,59.96,3.6,32.47,1.62
2019-12-14 08:00:00,0.51,41.76,3.48,36.86,1.17
2019-12-14 09:00:00,0.47,29.38,8.24,31.08,1.99
2019-12-14 10:00:00,1.27,32.43,4.56,38.75,2.44
2019-12-14 11:00:00,1.22,33.09,12.07,37.29,4.12
2019-12-14 12:00:00,1.06,31.77,12.5,39.56,4.84
2019-12-14 13:00:00,0.7,21.3,19.39,38.83,3.59
2019-12-14 14:00:00,0.71,24.05,14.31,43.22,3.5
2019-12-14 15:00:00,0.59,24.8,15.21,45.27,0.05
2019-12-14 16:00:00,0.58,26.15,15.63,45.16,6.31
2019-12-14 17:00:00,0.62,,26.09,29.1,9.7
2019-12-14 18:00:00,0.78,27.03,6.54,30.86,8.19
2019-12-14 19:00:00,0.94,35.57,4.42,56.46,3.55
2019-12-14 20:00:00,1.4,42.09,5.15,63.14,10.18
2019-12-14 21:00:00,0.83,34.39,5.96,53.24,6.06
2019-12-14 22:00:00,1.04,41.69,3.23,44.72,5.95
2019-12-14 23:00:00,1.32,69.94,2.91,45.67,6.02
2019-12-15 00:00:00,1.65,91.15,3.56,44.17,5.98
2019-12-15 01:00:00,1.49,89.18,4.76,55.92,5.99
2019-12-15 02:00:00,1.25,74.19,7.88,40.3,6.01
2019-12-15 03:00:00,0.83,61.67,15.93,40.83,6.1
2019-12-15 04:00:00,0.79,51.97,14.43,46.26,6.06
2019-12-15 05:00:00,0.61,47.27,17.3,57.42,5.94
2019-12-15 06:00:00,0.54,61.69,18.94,61.35,6.05
2019-12-15 07:00:00,0.52,46.89,3.76,49.89,6.04
2019-12-15 08:00:00,0.71,43.3,2.4,48.79,5.96
2019-12-15 09:00:00,0.68,33.35,4.8,43.28,6.01
2019-12-15 10:00:00,0.5,27.59,18.11,52.17,5.92
2019-12-15 11:00:00,0.34,18.38,30.59,52.72,5.8
2019-12-15 12:00:00,0.38,19.2,32.46,26.18,5.61
2019-12-15 13:00:00,0.43,17.27,41.48,30.23,6.96
2019-12-15 14:00:00,0.46,17.93,42.87,20.25,4.31
2019-12-15 15:00:00,0.45,16.75,37.71,16.99,4.46
2019-12-15 16:00:00,0.44,17.31,34.74,20.04,5.72
2019-12-15 17:00:00,0.29,20.78,25.18,17.02,8.69
2019-12-15 18:00:00,0.28,21.94,21.55,20.47,11.37
2019-12-15 19:00:00,0.37,23.22,15.46,54.11,10.16
2019-12-15 20:00:00,0.63,30.09,12.94,39.87,9.66
2019-12-15 21:00:00,1.06,40.68,5.36,30.7,11.21
2019-12-15 22:00:00,1.22,50.09,7.21,31.81,9.49
2019-12-15 23:00:00,1.12,66.96,2.33,43.3,12.3
2019-12-16 00:00:00,1.11,67.36,2.11,48.49,11.86
2019-12-16 01:00:00,0.52,46.89,2.17,44.26,10.27
2019-12-16 02:00:00,0.32,33.66,3.01,44.86,11.57
2019-12-16 03:00:00,0.25,22.34,3.28,39.33,10.88
2019-12-16 04:00:00,0.25,20.31,6.21,42.43,10.78
2019-12-16 05:00:00,0.3,23.65,7.12,30.15,10.29
2019-12-16 06:00:00,0.49,29.12,4.58,26.71,11.46
2019-12-16 07:00:00,0.7,44.46,3.55,28.86,12.18
2019-12-16 08:00:00,0.77,40.22,2.04,37.43,12.75
2019-12-16 09:00:00,1.26,116.73,8.59,44.04,14.09
2019-12-16 10:00:00,1.17,31.25,15.5,41.37,10.43
2019-12-16 11:00:00,0.67,30.1,25.09,36.22,10.48
2019-12-16 12:00:00,0.27,19.24,41.42,41.17,5.88
2019-12-16 13:00:00,0.26,16.3,63.74,35.74,7.87
2019-12-16 14:00:00,0.26,15.54,36.24,27.41,7.52
2019-12-16 15:00:00,0.26,15.46,31.57,25.16,7.94
2019-12-16 16:00:00,0.25,15.85,33.71,31.25,8.09
2019-12-16 17:00:00,0.46,17.04,25.04,21.39,7.32
2019-12-16 18:00:00,0.56,19.09,18.98,27.94,7.22
2019-12-16 19:00:00,0.83,26.64,12.35,25.75,10.6
2019-12-16 20:00:00,1.16,30.64,9.09,21.49,17.05
2019-12-16 21:00:00,1.15,32.46,7.59,15.37,7.52
2019-12-16 22:00:00,1.04,32.66,7.8,23.8,8.01
2019-12-16 23:00:00,0.74,37.87,6.76,59.15,8.01
2019-12-17 00:00:00,0.46,34.35,7.45,58.97,8.0
2019-12-17 01:00:00,0.31,29.23,5.91,43.61,8.0
2019-12-17 02:00:00,0.29,38.75,6.56,30.82,8.03
2019-12-17 03:00:00,0.3,31.63,5.9,25.26,8.04
2019-12-17 04:00:00,0.29,28.76,9.62,33.79,9.05
2019-12-17 05:00:00,0.34,27.32,12.04,40.53,8.67
2019-12-17 06:00:00,0.48,38.54,12.67,40.73,8.43
2019-12-17 07:00:00,0.57,72.86,10.24,44.67,8.53
2019-12-17 08:00:00,0.33,39.22,12.81,50.94,8.09
2019-12-17 09:00:00,0.29,23.68,26.79,41.54,8.0
2019-12-17 10:00:00,0.34,20.93,38.75,38.48,7.9
2019-12-17 11:00:00,0.43,19.07,45.56,41.71,7.91
2019-12-17 12:00:00,0.49,19.06,48.7,40.43,7.54
2019-12-17 13:00:00,0.43,18.6,46.47,44.3,7.78
2019-12-17 14:00:00,0.37,17.78,54.93,46.04,3.87
2019-12-17 15:00:00,0.4,18.29,53.36,46.11,2.07
2019-12-17 16:00:00,0.35,17.66,45.38,40.03,1.09
2019-12-17 17:00:00,0.39,18.79,36.29,41.69,9.46
2019-12-17 18:00:00,0.48,20.44,30.91,47.09,11.38
2019-12-17 19:00:00,0.62,28.03,21.47,59.92,16.59
2019-12-17 20:00:00,0.75,36.11,17.53,40.0,17.77
2019-12-17 21:00:00,0.72,34.53,16.67,38.29,7.71
2019-12-17 22:00:00,0.87,42.01,12.57,52.05,8.53
2019-12-17 23:00:00,0.96,56.39,11.52,65.57,8.7
2019-12-18 00:00:00,0.93,68.85,5.35,63.61,8.72
2019-12-18 01:00:00,0.6,37.08,8.18,75.41,8.97
2019-12-18 02:00:00,0.3,27.0,16.25,78.92,8.5
2019-12-18 03:00:00,0.34,33.3,17.45,66.06,8.59
2019-12-18 04:00:00,0.32,31.3,21.05,65.37,9.18
2019-12-18 05:00:00,0.37,38.69,15.68,74.84,10.18
2019-12-18 06:00:00,0.72,87.03,17.57,75.1,10.67
2019-12-18 07:00:00,0.51,63.58,14.84,85.24,10.54
2019-12-18 08:00:00,0.49,41.47,11.83,104.09,11.36
2019-12-18 09:00:00,0.75,34.35,7.04,112.68,8.47
2019-12-18 10:00:00,0.41,26.25,22.36,115.05,5.75
2019-12-18 11:00:00,0.47,20.34,29.93,89.66,5.21
2019-12-18 12:00:00,0.39,22.36,37.77,55.69,5.01
2019-12-18 13:00:00,0.38,23.88,38.28,48.46,8.04
2019-12-18 14:00:00,0.43,21.2,33.77,57.84,8.0
2019-12-18 15:00:00,0.36,22.7,32.3,48.14,6.9
2019-12-18 16:00:00,0.33,22.62,30.82,37.17,6.73
2019-12-18 17:00:00,0.3,28.43,27.84,44.09,10.39
2019-12-18 18:00:00,0.39,36.49,21.78,45.57,9.54
2019-12-18 19:00:00,0.55,37.01,15.77,59.37,11.28
2019-12-18 20:00:00,0.73,41.58,9.99,27.19,12.66
2019-12-18 21:00:00,0.8,46.2,8.99,24.49,7.15
2019-12-18 22:00:00,0.63,45.94,9.86,26.06,8.35
2019-12-18 23:00:00,0.51,43.75,11.21,37.73,8.09
2019-12-19 00:00:00,0.3,33.46,20.95,41.8,8.09
2019-12-19 01:00:00,0.27,28.4,28.84,41.95,8.04
2019-12-19 02:00:00,0.26,24.11,37.84,39.6,8.03
2019-12-19 03:00:00,0.26,23.85,43.57,45.03,8.1
2019-12-19 04:00:00,0.26,24.32,40.97,36.16,8.06
2019-12-19 05:00:00,0.36,38.73,21.89,39.58,8.19
2019-12-19 06:00:00,0.29,42.06,19.41,38.97,8.21
2019-12-19 07:00:00,0.5,56.55,21.61,36.56,8.19
2019-12-19 08:00:00,0.46,44.87,13.14,48.77,8.07
2019-12-19 09:00:00,0.53,64.27,29.43,57.1,8.07
2019-12-19 10:00:00,0.32,26.95,51.66,55.0,7.99
2019-12-19 11:00:00,,,,,
2019-12-19 12:00:00,,,,,
2019-12-19 13:00:00,,,,,
2019-12-19 14:00:00,0.3,20.23,41.12,47.6,4.11
2019-12-19 15:00:00,0.28,20.49,43.29,51.78,4.47
2019-12-19 16:00:00,0.27,21.89,43.64,46.86,4.64
2019-12-19 17:00:00,0.28,21.93,33.92,59.09,9.48
2019-12-19 18:00:00,0.54,26.1,27.46,62.87,1.2
2019-12-19 19:00:00,0.66,32.05,20.27,16.22,14.51
2019-12-19 20:00:00,0.87,39.06,9.19,46.72,14.6
2019-12-19 21:00:00,0.72,37.53,11.38,50.43,14.61
2019-12-19 22:00:00,0.79,44.2,9.04,54.94,3.48
2019-12-19 23:00:00,0.41,36.4,16.3,61.75,3.46
2019-12-20 00:00:00,0.49,40.13,12.4,53.33,3.43
2019-12-20 01:00:00,0.36,46.3,9.09,53.25,3.41
2019-12-20 02:00:00,0.53,44.68,6.43,51.12,3.54
2019-12-20 03:00:00,0.39,33.3,20.19,55.33,4.54
2019-12-20 04:00:00,0.36,30.24,23.73,48.11,3.45
2019-12-20 05:00:00,0.35,23.4,35.76,53.78,3.43
2019-12-20 06:00:00,0.43,68.56,14.43,51.14,3.55
2019-12-20 07:00:00,0.35,51.27,15.29,58.66,3.61
2019-12-20 08:00:00,0.37,39.57,16.29,68.36,3.48
2019-12-20 09:00:00,0.31,26.22,43.62,74.89,3.38
2019-12-20 10:00:00,0.32,22.19,48.39,64.56,3.46
2019-12-20 11:00:00,0.36,22.2,52.64,61.89,3.43
2019-12-20 12:00:00,0.31,23.28,49.88,58.93,3.23
2019-12-20 13:00:00,0.28,21.19,51.69,58.14,6.67
2019-12-20 14:00:00,0.26,18.81,55.47,61.62,5.18
2019-12-20 15:00:00,0.32,19.49,49.92,67.74,4.01
2019-12-20 16:00:00,0.28,20.53,51.25,71.19,5.62
2019-12-20 17:00:00,2.82,18.87,50.4,71.21,7.53
2019-12-20 18:00:00,0.5,20.64,48.44,76.03,5.78
2019-12-20 19:00:00,0.66,21.56,36.66,72.59,7.47
2019-12-20 20:00:00,0.66,25.01,32.49,71.48,11.55
2019-12-20 21:00:00,0.79,27.4,29.26,49.84,11.8
2019-12-20 22:00:00,0.61,26.7,26.09,56.73,3.25
2019-12-20 23:00:00,0.57,32.33,14.58,62.68,3.48
2019-12-21 00:00:00,0.38,45.98,14.86,59.81,3.47
2019-12-21 01:00:00,0.34,35.38,24.62,66.99,3.44
2019-12-21 02:00:00,0.29,25.19,28.23,56.46,3.5
2019-12-21 03:00:00,0.43,57.31,8.14,44.36,3.54
2019-12-21 04:00:00,0.34,54.38,7.65,59.98,3.59
2019-12-21 05:00:00,0.48,58.46,3.15,67.24,3.63
2019-12-21 06:00:00,0.8,66.41,3.22,73.04,4.1
2019-12-21 07:00:00,0.86,59.32,3.86,87.87,3.76
2019-12-21 08:00:00,0.91,59.07,9.23,99.03,3.6
2019-12-21 09:00:00,0.86,45.18,8.66,99.71,3.46
2019-12-21 10:00:00,1.06,42.44,16.27,111.67,3.51
2019-12-21 11:00:00,0.64,32.77,45.06,102.02,3.38
2019-12-21 12:00:00,0.41,26.14,44.34,100.38,3.5
2019-12-21 13:00:00,0.49,27.07,40.59,106.8,0.91
2019-12-21 14:00:00,0.39,24.75,42.69,84.57,4.74
2019-12-21 15:00:00,0.4,29.23,40.88,78.93,11.48
2019-12-21 16:00:00,0.54,23.82,52.44,47.7,7.21
2019-12-21 17:00:00,0.36,21.32,54.32,52.48,2.92
2019-12-21 18:00:00,0.5,21.59,44.81,95.77,8.11
2019-12-21 19:00:00,0.54,23.92,38.52,,2.25
2019-12-21 20:00:00,0.89,35.55,30.31,98.85,0.75
2019-12-21 21:00:00,0.67,24.44,38.04,75.79,2.75
2019-12-21 22:00:00,0.73,26.25,35.06,66.14,2.62
2019-12-21 23:00:00,0.74,39.84,37.51,62.04,1.33
2019-12-22 00:00:00,0.44,40.95,46.47,61.43,0.4
2019-12-22 01:00:00,0.3,27.62,50.77,59.75,0.11
2019-12-22 02:00:00,0.29,22.75,40.88,62.78,7.21
2019-12-22 03:00:00,0.28,17.22,59.27,54.53,8.14
2019-12-22 04:00:00,0.27,20.96,49.81,47.67,8.04
2019-12-22 05:00:00,0.27,29.27,45.98,45.04,7.46
2019-12-22 06:00:00,0.45,32.21,20.78,40.62,7.1
2019-12-22 07:00:00,1.74,141.32,4.21,45.2,12.73
2019-12-22 08:00:00,1.76,117.88,3.69,69.66,10.74
2019-12-22 09:00:00,0.84,49.14,26.73,77.1,5.57
2019-12-22 10:00:00,0.59,25.09,49.02,59.56,4.62
2019-12-22 11:00:00,0.42,24.66,50.26,47.84,5.09
2019-12-22 12:00:00,0.36,24.22,30.29,53.11,14.48
2019-12-22 13:00:00,0.32,22.42,35.52,50.82,17.6
2019-12-22 14:00:00,0.36,21.23,38.55,50.93,3.79
2019-12-22 15:00:00,0.39,21.5,40.12,58.3,6.29
2019-12-22 16:00:00,0.4,22.23,41.38,50.86,7.74
2019-12-22 17:00:00,0.3,19.03,46.34,38.11,6.87
2019-12-22 18:00:00,0.57,19.8,44.19,36.32,6.55
2019-12-22 19:00:00,0.72,21.06,44.84,45.95,9.58
2019-12-22 20:00:00,0.79,22.31,33.5,43.87,9.79
2019-12-22 21:00:00,0.85,30.0,17.22,36.42,9.96
2019-12-22 22:00:00,0.96,37.87,14.56,40.6,3.04
2019-12-22 23:00:00,1.17,51.59,9.26,45.45,3.52
2019-12-23 00:00:00,1.1,52.18,3.78,46.52,3.5
2019-12-23 01:00:00,0.81,52.16,4.42,54.85,3.5
2019-12-23 02:00:00,0.7,52.34,3.9,56.76,3.5
2019-12-23 03:00:00,0.61,46.05,5.17,49.95,3.5
2019-12-23 04:00:00,0.56,35.46,5.44,47.67,3.41
2019-12-23 05:00:00,0.59,38.2,3.9,48.82,3.36
2019-12-23 06:00:00,0.72,44.8,3.87,45.05,3.42
2019-12-23 07:00:00,0.94,63.41,2.6,49.76,3.4
2019-12-23 08:00:00,0.95,56.22,4.12,55.87,3.17
2019-12-23 09:00:00,1.08,45.45,6.62,60.45,2.84
2019-12-23 10:00:00,1.28,39.44,16.6,70.33,5.09
2019-12-23 11:00:00,0.78,29.61,43.94,76.72,4.61
2019-12-23 12:00:00,0.63,27.2,43.66,65.68,4.1
2019-12-23 13:00:00,0.53,24.17,51.32,58.67,4.71
2019-12-23 14:00:00,0.46,27.76,47.77,43.09,3.67
2019-12-23 15:00:00,0.49,28.5,41.65,43.13,2.8
2019-12-23 16:00:00,0.46,28.1,34.22,52.05,2.53
2019-12-23 17:00:00,0.45,31.55,24.59,55.08,2.88
2019-12-23 18:00:00,0.92,29.56,29.62,54.07,2.72
2019-12-23 19:00:00,0.73,30.34,24.42,51.26,2.03
2019-12-23 20:00:00,0.32,29.03,53.01,48.52,0.42
2019-12-23 21:00:00,0.31,27.03,45.13,81.14,0.15
2019-12-23 22:00:00,0.29,29.19,30.44,70.71,2.73
2019-12-23 23:00:00,0.29,35.85,43.13,57.74,0.79
2019-12-24 00:00:00,0.39,46.11,32.43,52.27,0.12
2019-12-24 01:00:00,0.54,42.87,26.74,49.03,
2019-12-24 02:00:00,0.51,34.04,31.2,47.14,4.21
2019-12-24 03:00:00,0.56,35.74,39.01,37.53,4.71
2019-12-24 04:00:00,0.57,34.77,26.83,39.31,5.6
2019-12-24 05:00:00,0.56,34.43,22.82,40.09,5.94
2019-12-24 06:00:00,0.32,36.89,20.26,53.16,4.97
2019-12-24 07:00:00,0.48,61.49,12.75,58.2,6.2
2019-12-24 08:00:00,0.47,40.27,13.98,322.97,5.69
2019-12-24 09:00:00,0.62,34.97,13.27,,5.79
2019-12-24 10:00:00,1.18,37.68,8.38,,6.04
2019-12-24 11:00:00,0.92,37.83,25.3,,5.66
2019-12-24 12:00:00,0.69,30.41,19.25,14.46,14.78
2019-12-24 13:00:00,0.56,32.35,10.57,18.94,15.31
2019-12-24 14:00:00,0.33,26.85,11.29,9.53,2.84
2019-12-24 15:00:00,0.33,27.32,12.11,4.77,3.47
2019-12-24 16:00:00,0.29,23.87,16.45,2.39,3.21
2019-12-24 17:00:00,0.32,23.81,19.89,3.68,2.69
2019-12-24 18:00:00,0.5,24.23,23.54,20.99,3.48
2019-12-24 19:00:00,1.15,35.42,19.77,37.98,2.21
2019-12-24 20:00:00,1.44,37.33,5.08,84.34,
2019-12-24 21:00:00,1.5,38.89,21.12,107.34,
2019-12-24 22:00:00,1.4,43.45,28.64,82.39,6.49
2019-12-24 23:00:00,1.12,47.89,54.41,57.13,5.14
2019-12-25 00:00:00,0.4,38.9,39.3,47.1,3.99
2019-12-25 01:00:00,0.27,31.09,35.85,48.0,3.4
2019-12-25 02:00:00,0.25,26.01,27.74,47.72,4.5
2019-12-25 03:00:00,0.25,23.17,31.0,40.84,5.21
2019-12-25 04:00:00,0.25,21.3,35.32,32.09,5.12
2019-12-25 05:00:00,0.27,32.79,27.71,27.12,5.7
2019-12-25 06:00:00,0.34,44.39,17.45,28.03,5.79
2019-12-25 07:00:00,0.37,69.23,15.91,31.09,5.92
2019-12-25 08:00:00,0.27,38.97,26.83,33.74,5.38
2019-12-25 09:00:00,0.29,32.42,34.12,43.48,5.38
2019-12-25 10:00:00,0.28,29.52,40.87,45.8,4.65
2019-12-25 11:00:00,0.26,42.63,42.9,45.38,3.66
2019-12-25 12:00:00,0.33,21.48,22.91,35.1,4.82
2019-12-25 13:00:00,0.37,23.38,18.05,32.25,4.21
2019-12-25 14:00:00,0.32,22.95,19.2,30.68,3.46
2019-12-25 15:00:00,0.34,21.76,32.02,26.75,3.34
2019-12-25 16:00:00,0.32,20.43,31.3,33.3,3.03
2019-12-25 17:00:00,0.35,19.59,27.2,43.34,4.01
2019-12-25 18:00:00,0.44,19.98,21.44,35.79,3.87
2019-12-25 19:00:00,0.55,22.6,14.38,34.22,3.79
2019-12-25 20:00:00,1.08,31.34,6.4,39.41,2.63
2019-12-25 21:00:00,1.06,30.05,34.12,38.68,2.32
2019-12-25 22:00:00,1.77,54.1,41.57,38.23,7.77
2019-12-25 23:00:00,2.32,100.33,30.2,50.84,8.28
2019-12-26 00:00:00,1.71,116.06,24.84,70.88,7.79
2019-12-26 01:00:00,1.24,72.57,25.33,80.74,6.54
2019-12-26 02:00:00,0.94,64.03,10.04,79.11,7.09
2019-12-26 03:00:00,0.56,52.38,7.58,78.5,7.39
2019-12-26 04:00:00,0.33,42.2,13.94,71.16,6.39
2019-12-26 05:00:00,0.31,55.27,10.27,58.85,6.74
2019-12-26 06:00:00,0.3,56.3,15.78,60.65,6.05
2019-12-26 07:00:00,0.33,50.59,14.31,80.43,8.19
2019-12-26 08:00:00,0.48,57.0,5.21,100.57,8.55
2019-12-26 09:00:00,0.58,46.93,6.07,102.95,7.02
2019-12-26 10:00:00,0.81,37.77,8.56,92.18,5.52
2019-12-26 11:00:00,0.54,41.6,16.79,93.0,5.97
2019-12-26 12:00:00,0.56,38.84,13.25,91.49,13.37
2019-12-26 13:00:00,0.34,28.62,16.89,62.2,13.88
2019-12-26 14:00:00,0.29,29.19,17.47,51.86,3.25
2019-12-26 15:00:00,0.29,32.28,22.11,48.54,3.52
2019-12-26 16:00:00,0.28,35.66,26.69,33.32,3.77
2019-12-26 17:00:00,0.26,36.34,29.73,28.1,4.14
2019-12-26 18:00:00,0.39,22.46,28.29,22.08,4.22
2019-12-26 19:00:00,0.49,20.14,16.81,22.1,4.66
2019-12-26 20:00:00,0.73,21.87,10.64,25.02,3.13
2019-12-26 21:00:00,0.91,23.99,25.01,21.14,0.92
2019-12-26 22:00:00,0.96,28.04,44.37,18.52,8.32
2019-12-26 23:00:00,1.09,32.05,32.92,21.09,9.09
2019-12-27 00:00:00,0.6,40.2,13.25,24.48,7.83
2019-12-27 01:00:00,1.02,84.91,12.24,26.5,9.32
2019-12-27 02:00:00,0.7,97.55,6.35,35.4,6.66
2019-12-27 03:00:00,0.75,64.13,3.89,45.85,7.19
2019-12-27 04:00:00,0.89,61.22,9.81,45.82,8.57
2019-12-27 05:00:00,0.83,57.56,10.5,46.97,8.97
2019-12-27 06:00:00,0.58,59.9,16.02,54.27,6.91
2019-12-27 07:00:00,0.65,70.26,11.39,62.6,7.26
2019-12-27 08:00:00,0.57,64.42,7.1,63.82,7.02
2019-12-27 09:00:00,0.49,43.39,11.38,62.8,5.52
2019-12-27 10:00:00,0.57,30.64,18.06,59.86,4.76
2019-12-27 11:00:00,0.43,26.96,17.83,59.58,4.93
2019-12-27 12:00:00,0.35,25.28,21.79,48.62,4.32
2019-12-27 13:00:00,0.25,21.79,24.39,31.65,4.25
2019-12-27 14:00:00,0.26,20.96,24.2,31.34,4.61
2019-12-27 15:00:00,0.26,22.26,19.44,26.35,4.88
2019-12-27 16:00:00,0.26,21.75,21.17,15.5,4.58
2019-12-27 17:00:00,0.25,22.52,17.25,16.21,4.63
2019-12-27 18:00:00,0.32,23.81,20.43,17.02,5.4
2019-12-27 19:00:00,0.53,19.48,25.59,22.27,9.57
2019-12-27 20:00:00,0.79,16.76,34.48,24.4,13.66
2019-12-27 21:00:00,0.81,19.17,35.61,21.27,4.02
2019-12-27 22:00:00,1.22,28.58,31.87,21.84,3.77
2019-12-27 23:00:00,1.54,51.26,22.56,23.32,3.62
2019-12-28 00:00:00,1.39,67.02,21.93,27.09,3.27
2019-12-28 01:00:00,1.23,59.95,29.56,33.41,5.66
2019-12-28 02:00:00,0.96,49.3,24.01,37.41,5.85
2019-12-28 03:00:00,0.73,53.64,24.24,38.18,4.97
2019-12-28 04:00:00,0.67,53.07,21.34,42.41,4.58
2019-12-28 05:00:00,0.54,40.23,20.88,39.19,8.48
2019-12-28 06:00:00,0.69,40.28,24.42,37.67,5.21
2019-12-28 07:00:00,0.72,55.88,21.91,41.72,3.79
2019-12-28 08:00:00,0.82,99.62,15.93,43.75,3.19
2019-12-28 09:00:00,0.88,45.64,17.9,48.64,1.76
2019-12-28 10:00:00,0.98,45.36,20.26,51.8,2.29
2019-12-28 11:00:00,0.52,31.48,11.15,51.97,1.82
2019-12-28 12:00:00,0.44,17.96,19.23,41.25,3.67
2019-12-28 13:00:00,0.52,19.51,26.92,30.8,3.35
2019-12-28 14:00:00,0.5,16.95,34.02,30.7,4.79
2019-12-28 15:00:00,0.51,19.98,35.39,31.87,3.42
2019-12-28 16:00:00,0.51,25.63,24.25,35.37,3.74
2019-12-28 17:00:00,0.52,27.94,20.28,37.5,3.69
2019-12-28 18:00:00,0.68,22.41,22.65,35.27,4.13
2019-12-28 19:00:00,0.89,27.18,10.36,41.73,3.3
2019-12-28 20:00:00,1.14,29.17,12.15,46.09,0.2
2019-12-28 21:00:00,0.94,25.19,29.82,45.23,
2019-12-28 22:00:00,0.97,26.05,58.63,39.98,3.35
2019-12-28 23:00:00,1.08,36.26,43.8,42.06,5.82
2019-12-29 00:00:00,0.75,54.34,22.29,51.51,6.73
2019-12-29 01:00:00,0.71,68.55,38.55,56.65,6.79
2019-12-29 02:00:00,0.63,53.84,30.77,62.05,5.02
2019-12-29 03:00:00,0.5,43.39,29.95,66.67,5.75
2019-12-29 04:00:00,0.48,36.13,11.51,90.22,4.71
2019-12-29 05:00:00,0.43,33.58,4.57,96.45,5.71
2019-12-29 06:00:00,0.6,45.13,3.49,98.9,4.3
2019-12-29 07:00:00,0.74,55.38,5.75,102.48,4.32
2019-12-29 08:00:00,0.82,48.0,9.1,100.46,4.21
2019-12-29 09:00:00,0.86,34.19,12.45,98.34,3.6
2019-12-29 10:00:00,0.72,25.41,28.52,87.69,3.68
2019-12-29 11:00:00,0.64,22.21,42.86,78.1,4.16
2019-12-29 12:00:00,0.42,18.59,21.04,69.48,13.12
2019-12-29 13:00:00,0.39,17.58,28.39,60.48,14.71
2019-12-29 14:00:00,0.4,16.48,33.89,58.29,3.3
2019-12-29 15:00:00,0.35,17.03,36.47,57.36,3.1
2019-12-29 16:00:00,0.38,15.9,38.15,49.2,3.13
2019-12-29 17:00:00,0.33,14.45,41.4,44.95,4.23
2019-12-29 18:00:00,0.3,13.06,41.14,44.18,4.03
2019-12-29 19:00:00,0.34,13.46,35.14,45.92,4.49
2019-12-29 20:00:00,0.42,13.88,27.11,46.78,2.04
2019-12-29 21:00:00,0.48,13.88,22.49,44.98,0.07
2019-12-29 22:00:00,0.63,16.75,17.98,46.31,3.7
2019-12-29 23:00:00,0.54,21.64,49.13,40.49,5.22
2019-12-30 00:00:00,0.64,28.89,51.13,31.37,6.29
2019-12-30 01:00:00,0.48,36.49,37.24,33.34,6.17
2019-12-30 02:00:00,0.34,21.82,38.96,41.7,4.23
2019-12-30 03:00:00,0.34,17.97,25.84,38.67,2.92
2019-12-30 04:00:00,0.31,16.39,18.92,31.96,2.72
2019-12-30 05:00:00,0.35,19.9,16.66,35.35,3.21
2019-12-30 06:00:00,0.63,53.25,10.29,40.12,4.36
2019-12-30 07:00:00,0.66,35.09,13.8,37.61,5.33
2019-12-30 08:00:00,0.81,40.79,10.87,41.45,6.1
2019-12-30 09:00:00,0.91,33.6,12.66,50.46,6.85
2019-12-30 10:00:00,1.2,41.77,16.28,74.13,3.21
2019-12-30 11:00:00,1.1,36.42,22.09,97.39,7.7
2019-12-30 12:00:00,0.8,26.89,29.96,85.41,3.49
2019-12-30 13:00:00,0.46,20.93,18.04,58.0,3.76
2019-12-30 14:00:00,0.36,18.86,30.45,45.12,3.21
2019-12-30 15:00:00,0.35,19.14,33.28,42.72,3.1
2019-12-30 16:00:00,0.28,19.67,33.98,36.52,1.3
2019-12-30 17:00:00,0.33,16.94,40.2,30.76,4.17
2019-12-30 18:00:00,0.38,16.28,35.41,28.62,4.89
2019-12-30 19:00:00,0.55,18.43,38.42,36.36,6.14
2019-12-30 20:00:00,0.65,15.94,54.82,38.97,1.91
2019-12-30 21:00:00,0.83,16.79,61.2,43.81,0.26
2019-12-30 22:00:00,1.0,33.37,65.22,43.73,3.69
2019-12-30 23:00:00,0.8,33.16,50.18,39.69,5.28
2019-12-31 00:00:00,0.54,29.08,33.83,45.06,5.39
2019-12-31 01:00:00,0.49,31.91,34.48,45.42,5.43
2019-12-31 02:00:00,0.39,34.87,36.54,41.88,4.99
2019-12-31 03:00:00,0.29,28.92,39.37,42.79,4.66
2019-12-31 04:00:00,0.36,32.13,41.51,42.97,5.18
2019-12-31 05:00:00,0.39,28.54,39.91,46.85,5.0
2019-12-31 06:00:00,0.39,30.49,27.08,47.04,4.77
2019-12-31 07:00:00,0.46,29.42,33.47,45.53,4.66
2019-12-31 08:00:00,0.61,30.44,37.66,48.39,4.78
2019-12-31 09:00:00,0.82,28.23,39.48,56.64,4.29
2019-12-31 10:00:00,0.7,33.85,48.0,49.41,4.6
2019-12-31 11:00:00,0.48,22.78,67.53,52.91,3.11
2019-12-31 12:00:00,0.29,39.43,58.64,55.87,9.21
2019-12-31 13:00:00,0.27,37.27,61.04,43.54,12.79
2019-12-31 14:00:00,0.27,17.63,65.66,34.93,2.98
2019-12-31 15:00:00,0.27,17.0,60.63,27.62,3.32
2019-12-31 16:00:00,0.29,18.29,55.82,29.92,3.35
2019-12-31 17:00:00,0.3,18.48,58.55,35.52,3.34
