Datetime,CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2020-01-30 20:00:00,1.53,4.07,22.67,10.72,144.0,34.0,14.05
2020-01-30 21:00:00,1.4,6.72,21.35,5.03,206.25,63.25,11.7
2020-01-30 22:00:00,1.73,11.75,44.45,9.28,219.0,80.0,10.57
2020-01-30 23:00:00,1.88,18.45,91.3,9.43,263.5,99.75,9.6
2020-01-31 00:00:00,1.15,17.43,75.12,10.05,280.75,95.75,8.0
2020-01-31 01:00:00,0.73,16.1,59.55,8.52,225.5,75.75,11.57
2020-01-31 02:00:00,0.67,16.18,50.62,10.0,203.5,71.0,13.1
2020-01-31 03:00:00,0.47,11.38,21.92,7.7,164.25,67.5,15.18
2020-01-31 04:00:00,0.53,12.2,28.5,6.3,152.0,68.75,15.35
2020-01-31 05:00:00,0.6,13.12,31.77,7.7,159.5,76.25,11.15
2020-01-31 06:00:00,0.72,15.4,52.0,8.75,169.0,77.0,10.15
2020-01-31 07:00:00,0.43,21.52,63.52,7.9,182.5,87.25,8.2
2020-01-31 08:00:00,0.57,18.3,65.12,8.32,181.0,87.0,7.08
2020-01-31 09:00:00,0.5,17.92,53.0,8.97,186.25,75.5,9.72
2020-01-31 10:00:00,0.4,18.0,42.52,13.38,172.0,77.0,10.62
2020-01-31 11:00:00,0.32,12.08,15.55,17.33,154.0,75.0,13.6
2020-01-31 12:00:00,0.3,13.3,12.53,25.05,127.25,64.75,13.7
2020-01-31 13:00:00,0.23,9.18,8.35,31.67,124.25,48.75,9.6
2020-01-31 14:00:00,0.1,11.47,9.68,32.62,107.0,35.5,8.57
2020-01-31 15:00:00,0.0,16.42,15.2,39.23,89.5,23.5,6.15
2020-01-31 16:00:00,0.05,14.88,15.55,42.1,91.75,24.25,5.62
2020-01-31 17:00:00,0.12,14.85,16.88,40.23,97.75,29.5,7.58
2020-01-31 18:00:00,0.47,15.57,26.23,32.85,112.75,31.25,8.4
2020-01-31 19:00:00,0.93,10.35,22.45,13.93,162.25,55.75,10.62
2020-01-31 20:00:00,1.73,9.75,30.05,8.62,200.0,73.5,11.82
2020-01-31 21:00:00,4.22,8.65,103.77,9.97,280.75,101.25,12.35
2020-01-31 22:00:00,5.35,6.75,152.18,10.95,482.75,181.0,17.05
2020-01-31 23:00:00,3.45,13.68,169.28,9.93,424.5,166.5,15.6
2020-02-01 00:00:00,2.15,14.03,111.28,9.88,278.25,108.0,11.05
2020-02-01 01:00:00,0.33,15.4,92.4,9.53,262.25,91.75,8.82
2020-02-01 02:00:00,,18.15,65.4,9.15,290.0,95.5,7.72
2020-02-01 03:00:00,,9.68,28.9,8.65,285.0,91.75,10.35
2020-02-01 04:00:00,,8.2,36.65,10.75,354.25,94.25,9.88
2020-02-01 05:00:00,0.05,8.1,38.42,9.9,292.25,97.5,10.72
2020-02-01 06:00:00,0.0,8.9,39.77,8.55,312.0,102.5,11.03
2020-02-01 07:00:00,0.9,18.95,109.0,9.55,291.5,111.0,9.18
2020-02-01 08:00:00,2.25,15.62,133.55,13.03,362.5,149.0,8.97
2020-02-01 09:00:00,2.47,11.12,190.4,11.65,520.0,199.5,11.0
2020-02-01 10:00:00,1.02,11.8,124.47,11.3,334.5,134.75,11.02
2020-02-01 11:00:00,0.2,2.93,6.35,15.25,174.0,73.25,11.72
2020-02-01 12:00:00,0.12,7.95,8.47,27.43,150.5,54.25,10.6
2020-02-01 13:00:00,0.23,1.55,1.15,40.4,158.25,56.5,11.5
2020-02-01 14:00:00,0.03,4.68,3.42,44.05,143.25,49.0,11.02
2020-02-01 15:00:00,0.0,8.9,6.4,46.97,125.25,41.5,7.72
2020-02-01 16:00:00,,8.25,5.7,48.05,129.25,43.5,7.28
2020-02-01 17:00:00,0.05,11.82,11.93,45.92,128.25,38.75,8.08
2020-02-01 18:00:00,0.35,15.32,24.35,28.5,155.75,49.75,8.45
2020-02-01 19:00:00,0.65,12.4,22.8,14.1,192.5,64.75,10.45
2020-02-01 20:00:00,1.1,4.4,9.82,7.9,250.75,84.0,12.47
2020-02-01 21:00:00,1.27,7.88,20.6,9.17,249.0,83.0,10.57
2020-02-01 22:00:00,1.5,10.28,38.5,9.82,255.0,92.25,10.4
2020-02-01 23:00:00,2.35,12.55,81.45,10.83,318.5,114.75,8.6
2020-02-02 00:00:00,2.92,9.45,139.25,10.35,401.5,147.25,10.22
2020-02-02 01:00:00,0.83,9.72,143.15,10.3,312.5,126.0,12.8
2020-02-02 02:00:00,0.1,11.97,92.83,9.65,271.25,108.25,13.0
2020-02-02 03:00:00,,1.25,2.18,9.75,226.0,90.5,14.25
2020-02-02 04:00:00,,0.77,2.07,8.98,210.25,97.75,13.68
2020-02-02 05:00:00,,0.45,1.05,7.0,217.0,116.0,12.25
2020-02-02 06:00:00,,5.95,19.2,9.68,196.25,94.75,11.38
2020-02-02 07:00:00,0.65,17.92,67.22,8.12,220.0,106.25,9.77
2020-02-02 08:00:00,0.75,17.02,76.43,9.43,240.0,115.0,9.55
2020-02-02 09:00:00,0.78,16.45,73.03,9.67,240.5,113.0,10.32
2020-02-02 10:00:00,0.65,16.5,52.95,10.15,224.0,109.5,10.78
2020-02-02 11:00:00,0.55,2.2,2.58,13.2,212.75,106.5,13.07
2020-02-02 12:00:00,0.4,0.9,1.3,27.57,206.25,100.25,13.9
2020-02-02 13:00:00,0.3,0.8,0.2,40.85,202.5,93.75,9.95
2020-02-02 14:00:00,0.15,9.93,7.35,48.7,187.25,87.0,7.12
2020-02-02 15:00:00,0.05,16.82,12.65,49.85,174.75,75.75,4.2
2020-02-02 16:00:00,0.0,6.4,3.65,49.58,147.75,65.75,3.1
2020-02-02 17:00:00,0.0,11.47,11.1,48.65,132.0,54.0,7.92
2020-02-02 18:00:00,0.18,13.05,15.88,36.12,139.25,49.25,10.2
2020-02-02 19:00:00,0.75,19.9,45.25,12.77,178.75,59.0,11.82
2020-02-02 20:00:00,1.45,20.1,74.57,9.45,245.25,81.25,13.82
2020-02-02 21:00:00,1.73,21.15,81.53,7.58,291.25,98.25,10.85
2020-02-02 22:00:00,1.85,18.52,78.95,8.8,313.0,114.0,9.6
2020-02-02 23:00:00,1.9,7.6,48.47,9.2,308.5,121.5,7.67
2020-02-03 00:00:00,1.75,13.35,91.2,8.98,261.75,115.25,7.75
2020-02-03 01:00:00,0.7,14.45,102.65,9.28,250.75,117.5,10.35
2020-02-03 02:00:00,0.42,14.77,87.25,8.75,265.25,133.0,12.05
2020-02-03 03:00:00,0.3,13.5,59.2,9.25,242.0,115.75,15.03
2020-02-03 04:00:00,0.17,15.15,59.88,8.32,247.75,127.0,15.12
2020-02-03 05:00:00,0.1,15.55,52.15,9.77,240.0,129.75,12.68
2020-02-03 06:00:00,0.18,14.53,51.12,8.6,254.25,141.25,11.9
2020-02-03 07:00:00,0.45,17.55,52.05,9.38,281.75,152.0,8.53
2020-02-03 08:00:00,0.5,18.12,63.4,7.7,291.5,148.75,8.07
2020-02-03 09:00:00,0.57,15.85,70.95,9.8,292.75,126.5,9.15
2020-02-03 10:00:00,0.23,14.78,47.05,15.45,268.25,110.0,9.4
2020-02-03 11:00:00,0.0,22.08,34.85,26.23,210.25,87.0,12.18
2020-02-03 12:00:00,,23.67,23.95,44.93,167.0,69.5,12.25
2020-02-03 13:00:00,0.17,21.8,19.17,50.98,155.25,57.0,10.57
2020-02-03 14:00:00,,9.7,7.2,54.52,128.5,40.0,9.28
2020-02-03 15:00:00,0.28,5.67,5.45,56.52,108.25,36.75,6.25
2020-02-03 16:00:00,0.23,6.33,7.53,54.85,133.0,45.0,6.07
2020-02-03 17:00:00,0.23,9.03,12.7,48.95,107.75,33.75,8.45
2020-02-03 18:00:00,0.45,8.95,19.48,32.48,122.0,27.0,10.07
2020-02-03 19:00:00,1.08,13.28,67.3,7.75,190.5,40.25,11.77
2020-02-03 20:00:00,3.22,16.07,132.18,9.82,329.0,89.5,15.45
2020-02-03 21:00:00,5.4,7.62,263.1,10.03,659.5,200.5,17.4
2020-02-03 22:00:00,7.48,5.78,276.62,13.75,709.25,226.5,22.43
2020-02-03 23:00:00,8.0,1.9,93.22,13.57,743.0,287.75,23.18
2020-02-04 00:00:00,7.0,1.52,180.7,10.5,610.0,260.5,23.5
2020-02-04 01:00:00,1.58,0.3,279.12,10.35,481.0,208.0,13.7
2020-02-04 02:00:00,1.12,1.12,267.03,10.95,414.75,174.0,10.35
2020-02-04 03:00:00,0.7,3.55,310.42,9.35,372.0,156.0,14.62
2020-02-04 04:00:00,0.2,8.9,249.52,7.78,314.5,141.5,14.05
2020-02-04 05:00:00,0.9,12.83,197.28,7.2,270.0,132.75,11.0
2020-02-04 06:00:00,0.73,14.4,126.47,7.57,314.5,150.0,7.48
2020-02-04 07:00:00,0.97,8.78,77.03,9.9,354.75,177.0,3.3
2020-02-04 08:00:00,2.35,12.62,171.25,11.22,387.0,195.0,2.08
2020-02-04 09:00:00,4.03,8.25,259.48,12.5,699.25,289.25,9.68
2020-02-04 10:00:00,1.75,10.93,194.98,11.1,835.0,317.0,14.78
2020-02-04 11:00:00,0.0,25.62,64.53,17.45,355.75,159.25,15.45
2020-02-04 12:00:00,0.0,28.35,22.62,39.88,274.0,118.0,12.4
2020-02-04 13:00:00,0.12,28.15,16.55,56.28,147.25,62.0,9.03
2020-02-04 14:00:00,0.08,23.45,14.43,59.92,139.0,59.0,6.55
2020-02-04 15:00:00,0.12,11.9,13.75,57.53,115.25,50.75,2.3
2020-02-04 16:00:00,0.35,12.98,16.4,69.75,118.5,54.25,4.08
2020-02-04 17:00:00,0.52,23.18,36.12,51.75,159.75,61.5,10.62
2020-02-04 18:00:00,0.75,21.68,46.1,23.38,278.0,77.0,10.88
2020-02-04 19:00:00,2.0,17.48,122.8,6.55,429.75,104.25,11.88
2020-02-04 20:00:00,4.05,17.32,191.75,9.4,489.0,157.75,14.25
2020-02-04 21:00:00,7.3,19.27,306.38,14.35,906.0,259.0,15.03
2020-02-04 22:00:00,8.77,6.22,421.18,10.68,856.5,389.0,19.82
2020-02-04 23:00:00,5.55,11.65,216.08,10.42,654.75,295.25,19.67
2020-02-05 00:00:00,3.45,17.05,136.8,10.65,471.25,212.25,13.03
2020-02-05 01:00:00,0.33,18.02,105.2,10.73,379.5,184.0,11.65
2020-02-05 02:00:00,,21.5,82.6,7.75,306.75,168.0,10.6
2020-02-05 03:00:00,,17.05,62.55,8.2,266.0,130.0,11.9
2020-02-05 04:00:00,,15.0,56.12,9.12,240.75,109.75,12.15
2020-02-05 05:00:00,,17.2,64.6,8.65,220.25,119.75,10.22
2020-02-05 06:00:00,,18.52,67.78,8.25,199.5,113.5,8.5
2020-02-05 07:00:00,1.2,17.3,147.48,8.93,251.0,121.5,6.75
2020-02-05 08:00:00,1.58,20.52,173.03,8.47,398.0,177.25,7.83
2020-02-05 09:00:00,1.53,25.12,144.0,10.25,455.25,208.5,9.72
2020-02-05 10:00:00,1.15,27.08,96.75,10.47,476.75,212.0,9.27
2020-02-05 11:00:00,0.47,23.3,37.4,26.55,394.5,172.5,12.67
2020-02-05 12:00:00,0.22,22.1,21.32,41.83,271.75,107.75,10.7
2020-02-05 13:00:00,0.2,14.92,12.2,42.25,219.0,74.0,10.45
2020-02-05 14:00:00,0.08,11.88,7.92,64.05,177.0,53.5,10.32
2020-02-05 15:00:00,,12.22,8.05,50.38,154.25,44.75,8.28
2020-02-05 16:00:00,0.28,11.2,8.83,48.62,118.5,40.25,7.7
2020-02-05 17:00:00,0.4,11.43,12.97,39.38,139.25,41.75,10.75
2020-02-05 18:00:00,0.57,11.6,15.15,30.73,152.75,53.75,11.25
2020-02-05 19:00:00,1.27,11.23,33.67,11.4,166.0,57.25,14.85
2020-02-05 20:00:00,2.08,20.32,92.78,8.38,220.5,68.25,16.5
2020-02-05 21:00:00,0.67,24.43,72.8,8.55,277.5,92.5,12.02
2020-02-05 22:00:00,0.65,24.2,63.4,8.65,257.5,100.75,9.65
2020-02-05 23:00:00,1.15,7.1,33.8,8.9,285.25,118.75,7.8
2020-02-06 00:00:00,1.42,6.1,36.55,9.22,334.0,159.75,8.7
2020-02-06 01:00:00,0.35,7.95,36.78,8.03,276.25,132.75,8.25
2020-02-06 02:00:00,,13.8,51.82,7.65,213.5,106.25,9.2
2020-02-06 03:00:00,,23.1,63.15,8.1,210.75,98.75,10.9
2020-02-06 04:00:00,,25.62,51.05,7.92,185.0,94.75,10.6
2020-02-06 05:00:00,0.38,25.62,43.32,7.6,201.5,104.75,9.6
2020-02-06 06:00:00,0.53,22.05,50.65,7.43,213.25,107.75,9.82
2020-02-06 07:00:00,0.62,12.2,40.45,7.35,249.5,113.5,8.15
2020-02-06 08:00:00,0.83,13.57,40.77,8.35,305.75,153.5,8.03
2020-02-06 09:00:00,0.32,23.6,52.8,9.78,324.5,150.25,10.88
2020-02-06 10:00:00,0.08,14.68,24.07,17.38,248.25,109.75,11.0
2020-02-06 11:00:00,,4.8,5.4,29.35,183.0,77.0,12.4
2020-02-06 12:00:00,,4.67,2.85,40.5,166.0,53.75,12.68
2020-02-06 13:00:00,0.2,11.47,10.18,46.38,200.75,52.25,12.7
2020-02-06 14:00:00,0.2,19.27,17.3,47.3,134.0,41.0,13.05
2020-02-06 15:00:00,0.25,12.18,17.12,58.23,105.5,41.0,10.95
2020-02-06 16:00:00,0.1,5.92,6.35,55.95,95.75,39.25,11.45
2020-02-06 17:00:00,0.25,6.78,11.05,44.67,89.0,29.25,10.93
2020-02-06 18:00:00,0.5,7.35,17.18,31.7,126.25,42.0,11.25
2020-02-06 19:00:00,1.55,7.37,46.25,8.8,183.25,48.5,12.85
2020-02-06 20:00:00,2.85,7.6,157.57,7.5,266.5,73.5,16.2
2020-02-06 21:00:00,2.08,9.05,177.65,7.48,319.25,109.25,14.5
2020-02-06 22:00:00,3.15,7.57,163.38,8.43,452.75,178.25,13.85
2020-02-06 23:00:00,3.58,1.35,82.0,8.2,498.25,212.25,13.62
2020-02-07 00:00:00,2.77,3.65,87.82,8.3,466.75,202.0,14.75
2020-02-07 01:00:00,0.9,3.4,73.12,8.35,375.75,168.75,11.45
2020-02-07 02:00:00,0.2,4.9,55.8,7.65,322.0,156.5,9.1
2020-02-07 03:00:00,,6.97,73.97,7.17,261.25,118.25,9.5
2020-02-07 04:00:00,,8.05,61.53,7.73,226.5,108.5,9.1
2020-02-07 05:00:00,0.78,7.22,68.4,8.35,213.5,109.75,11.9
2020-02-07 06:00:00,0.95,7.38,98.4,7.33,240.75,108.0,13.78
2020-02-07 07:00:00,1.47,2.77,42.32,7.25,331.5,152.75,12.77
2020-02-07 08:00:00,2.25,3.12,49.28,8.62,462.75,221.5,13.55
2020-02-07 09:00:00,2.12,2.1,75.6,9.47,502.0,238.25,14.98
2020-02-07 10:00:00,0.55,6.65,74.1,11.1,483.75,211.5,17.42
2020-02-07 11:00:00,,19.78,114.0,11.18,305.5,141.5,16.6
2020-02-07 12:00:00,,24.73,64.25,17.98,254.25,120.0,13.77
2020-02-07 13:00:00,0.43,24.73,45.08,31.83,201.0,99.0,12.22
2020-02-07 14:00:00,0.12,21.12,26.4,48.52,254.0,111.0,10.28
2020-02-07 15:00:00,0.0,8.25,8.4,48.4,191.0,75.0,6.38
2020-02-07 16:00:00,,6.38,8.1,48.9,144.0,59.0,4.65
2020-02-07 17:00:00,0.28,4.38,7.08,43.85,132.0,56.0,7.25
2020-02-07 18:00:00,0.38,6.32,14.3,38.12,135.0,62.0,8.78
2020-02-07 19:00:00,0.77,6.18,25.15,11.0,139.0,55.0,11.0
2020-02-07 20:00:00,1.55,5.3,33.83,7.78,146.0,45.0,13.65
2020-02-07 21:00:00,1.18,4.15,27.52,7.5,224.0,89.0,12.7
2020-02-07 22:00:00,1.75,4.97,52.65,7.28,245.0,100.0,12.95
2020-02-07 23:00:00,2.5,7.58,107.88,7.6,299.0,127.0,12.38
2020-02-08 00:00:00,2.17,8.75,90.55,6.78,367.0,152.0,13.45
2020-02-08 01:00:00,0.33,11.55,89.22,7.5,310.0,132.0,10.62
2020-02-08 02:00:00,0.0,16.27,102.62,7.25,282.0,136.0,9.75
2020-02-08 03:00:00,,12.62,73.15,7.85,335.0,152.0,11.2
2020-02-08 04:00:00,,13.93,61.62,7.5,279.0,128.0,11.43
2020-02-08 05:00:00,0.4,15.88,44.22,7.38,299.0,145.0,11.1
2020-02-08 06:00:00,0.23,16.75,34.88,7.7,310.0,166.0,10.3
2020-02-08 07:00:00,0.28,15.12,40.52,8.0,323.0,175.0,8.45
2020-02-08 08:00:00,0.47,17.05,61.88,7.3,342.0,177.0,7.7
2020-02-08 09:00:00,0.4,18.73,45.73,8.18,340.0,167.0,9.0
2020-02-08 10:00:00,0.25,19.45,37.65,12.72,306.0,161.0,9.9
2020-02-08 11:00:00,0.2,19.23,28.5,21.27,304.0,151.0,11.67
2020-02-08 12:00:00,0.12,18.92,25.18,33.9,267.0,124.0,12.5
2020-02-08 13:00:00,0.28,20.1,25.7,43.95,243.0,108.0,13.92
2020-02-08 14:00:00,0.1,18.45,25.68,45.67,210.0,102.0,14.03
2020-02-08 15:00:00,0.03,17.05,28.65,46.12,166.0,78.0,9.85
2020-02-08 16:00:00,0.0,15.55,27.5,45.33,169.0,78.0,8.05
2020-02-08 17:00:00,0.25,14.55,29.32,42.4,141.0,56.0,9.53
2020-02-08 18:00:00,0.32,13.25,43.45,28.35,130.0,52.0,10.15
2020-02-08 19:00:00,0.78,10.43,47.88,10.85,129.0,51.0,12.95
2020-02-08 20:00:00,2.02,10.83,50.9,7.88,175.0,68.0,13.38
2020-02-08 21:00:00,2.05,9.7,84.93,7.85,327.0,119.0,13.18
2020-02-08 22:00:00,2.45,10.32,108.38,7.6,426.0,153.0,14.8
2020-02-08 23:00:00,1.75,15.85,130.7,7.65,414.0,174.0,12.88
2020-02-09 00:00:00,1.78,17.1,115.08,7.47,346.0,153.0,11.57
2020-02-09 01:00:00,0.42,18.5,98.33,6.82,398.0,167.0,10.95
2020-02-09 02:00:00,0.2,18.52,83.4,7.1,289.0,161.0,10.45
2020-02-09 03:00:00,,15.55,52.35,7.85,287.0,128.0,11.7
2020-02-09 04:00:00,,15.6,52.75,6.65,259.0,121.0,12.15
2020-02-09 05:00:00,0.67,13.65,62.38,7.2,245.0,132.0,9.95
2020-02-09 06:00:00,0.62,15.25,64.85,7.45,261.0,135.0,8.2
2020-02-09 07:00:00,0.4,10.82,35.38,7.12,313.0,155.0,6.4
2020-02-09 08:00:00,0.32,19.35,76.95,7.95,338.0,184.0,6.22
2020-02-09 09:00:00,0.3,18.68,65.12,7.9,274.0,135.0,8.3
2020-02-09 10:00:00,0.12,19.85,44.85,14.07,234.0,108.0,7.92
2020-02-09 11:00:00,0.1,18.45,28.2,23.35,221.0,107.0,10.95
2020-02-09 12:00:00,0.17,17.52,21.05,37.27,212.5,106.0,10.93
2020-02-09 13:00:00,0.35,22.35,28.82,52.5,198.0,99.5,12.2
2020-02-09 14:00:00,0.17,18.52,24.25,60.55,190.25,90.5,11.57
2020-02-09 15:00:00,0.1,15.2,28.2,56.58,139.0,59.5,7.75
2020-02-09 16:00:00,0.0,13.93,26.2,53.88,130.5,57.5,6.7
2020-02-09 17:00:00,0.23,11.6,37.9,48.12,117.25,47.75,8.72
2020-02-09 18:00:00,0.4,10.03,67.65,19.77,138.0,50.25,10.0
2020-02-09 19:00:00,0.92,9.85,69.18,9.18,177.0,52.75,12.43
2020-02-09 20:00:00,2.2,8.45,90.85,7.78,225.75,71.25,14.4
2020-02-09 21:00:00,2.02,9.4,109.42,7.22,352.5,124.0,13.3
2020-02-09 22:00:00,1.88,12.43,108.33,6.82,438.25,163.0,13.75
2020-02-09 23:00:00,2.6,13.3,165.42,7.22,409.75,172.0,11.62
2020-02-10 00:00:00,2.83,13.43,193.0,7.57,481.0,201.75,13.5
2020-02-10 01:00:00,1.02,15.12,169.55,7.78,463.25,210.5,11.58
2020-02-10 02:00:00,0.3,18.23,138.72,7.75,410.0,197.75,10.8
2020-02-10 03:00:00,,18.27,110.93,8.27,326.0,154.5,11.28
2020-02-10 04:00:00,,18.95,100.6,7.62,313.75,154.25,11.1
2020-02-10 05:00:00,0.4,19.42,85.67,7.0,300.0,152.25,11.35
2020-02-10 06:00:00,0.3,18.73,85.9,7.5,294.75,140.0,10.6
2020-02-10 07:00:00,0.4,19.85,102.17,7.75,339.0,169.5,9.1
2020-02-10 08:00:00,0.62,19.5,113.03,7.75,421.75,214.25,9.22
2020-02-10 09:00:00,0.62,26.57,98.45,8.28,469.5,228.75,12.88
2020-02-10 10:00:00,0.43,27.03,77.53,10.0,507.75,255.25,13.75
2020-02-10 11:00:00,0.2,20.55,48.5,16.32,466.0,224.0,15.07
2020-02-10 12:00:00,,16.7,27.5,34.55,368.75,161.25,13.93
2020-02-10 13:00:00,0.15,17.57,20.82,49.75,218.5,95.5,12.4
2020-02-10 14:00:00,0.05,17.0,19.75,58.53,191.0,84.5,11.83
2020-02-10 15:00:00,0.0,14.9,30.65,54.17,206.25,83.25,8.57
2020-02-10 16:00:00,0.25,15.15,32.17,56.07,184.5,82.5,7.62
2020-02-10 17:00:00,0.3,15.8,30.5,54.38,173.0,76.0,9.53
2020-02-10 18:00:00,0.45,16.1,31.35,45.38,195.0,72.0,10.5
2020-02-10 19:00:00,1.45,14.23,55.38,9.78,250.0,79.25,13.55
2020-02-10 20:00:00,3.43,8.62,98.18,7.83,303.0,101.25,16.22
2020-02-10 21:00:00,3.58,6.75,181.07,7.78,459.75,181.25,14.32
2020-02-10 22:00:00,4.1,3.78,220.1,7.62,608.0,246.5,15.45
2020-02-10 23:00:00,4.12,2.55,331.72,7.28,516.25,217.25,17.1
2020-02-11 00:00:00,3.42,1.88,314.1,6.95,518.75,216.25,17.7
2020-02-11 01:00:00,1.52,3.7,295.4,7.47,426.75,196.25,13.43
2020-02-11 02:00:00,0.85,5.95,244.4,7.45,391.5,196.0,11.15
2020-02-11 03:00:00,0.2,8.18,192.98,7.28,330.25,157.0,12.0
2020-02-11 04:00:00,,9.22,172.2,7.45,280.25,132.75,9.8
2020-02-11 05:00:00,1.65,9.47,178.65,7.38,326.0,149.25,8.7
2020-02-11 06:00:00,1.62,8.75,177.77,7.5,349.75,172.75,8.95
2020-02-11 07:00:00,1.58,9.02,187.98,7.55,367.0,182.75,7.68
2020-02-11 08:00:00,2.23,8.0,236.03,7.55,477.5,228.25,8.28
2020-02-11 09:00:00,0.82,7.7,272.65,8.38,574.0,250.0,10.85
2020-02-11 10:00:00,,16.58,152.55,8.45,552.5,258.75,9.75
2020-02-11 11:00:00,,10.9,28.75,19.77,416.0,204.0,8.57
2020-02-11 12:00:00,0.25,0.3,,32.92,302.0,106.0,7.7
2020-02-11 13:00:00,0.12,40.55,26.88,43.33,302.0,106.0,9.93
2020-02-11 14:00:00,0.23,42.15,23.15,56.2,191.0,74.0,4.98
2020-02-11 15:00:00,0.35,31.75,26.32,61.42,189.0,81.0,1.2
2020-02-11 16:00:00,0.38,26.05,30.95,59.6,226.0,88.0,2.3
2020-02-11 17:00:00,0.38,24.12,45.8,46.92,174.0,75.0,8.6
2020-02-11 18:00:00,0.7,23.93,67.67,23.6,174.0,66.0,11.03
2020-02-11 19:00:00,1.2,26.77,81.1,9.85,239.0,72.0,13.57
2020-02-11 20:00:00,2.92,27.28,142.88,7.6,315.0,92.0,16.25
2020-02-11 21:00:00,2.38,26.28,212.65,8.5,461.0,158.0,15.7
2020-02-11 22:00:00,2.58,24.85,223.25,7.38,478.0,200.0,16.15
2020-02-11 23:00:00,1.8,19.83,257.3,7.62,484.0,218.0,15.27
2020-02-12 00:00:00,0.78,24.1,204.25,7.57,466.0,204.0,16.4
2020-02-12 01:00:00,0.68,24.85,161.8,7.28,404.0,184.0,12.38
2020-02-12 02:00:00,0.28,27.52,149.15,7.25,349.0,179.0,10.8
2020-02-12 03:00:00,0.25,30.93,120.9,7.9,318.0,156.0,12.62
2020-02-12 04:00:00,0.0,37.62,115.95,7.58,288.0,135.0,11.15
2020-02-12 05:00:00,0.45,44.45,96.03,7.15,360.0,188.0,10.85
2020-02-12 06:00:00,0.3,50.95,86.92,7.43,415.0,222.0,10.05
2020-02-12 07:00:00,0.53,49.12,77.65,7.45,475.0,262.0,7.27
2020-02-12 08:00:00,0.88,45.98,93.52,7.35,464.0,246.0,7.5
2020-02-12 09:00:00,0.35,47.28,91.75,7.75,477.0,241.0,10.2
2020-02-12 10:00:00,0.1,44.6,60.25,12.32,520.0,252.0,10.85
2020-02-12 11:00:00,0.28,37.85,42.0,23.9,401.0,202.0,11.57
2020-02-12 12:00:00,0.0,33.98,29.1,41.72,345.0,140.0,12.22
2020-02-12 13:00:00,0.28,29.05,24.1,51.8,362.0,108.0,11.57
2020-02-12 14:00:00,0.67,25.57,28.07,55.17,287.0,88.0,10.38
2020-02-12 15:00:00,0.2,22.52,28.93,53.42,274.0,83.0,6.53
2020-02-12 16:00:00,0.3,18.25,38.17,41.38,260.0,90.0,5.7
2020-02-12 17:00:00,0.15,21.17,35.25,44.08,257.0,72.0,9.57
2020-02-12 18:00:00,0.35,22.73,32.77,43.33,212.0,84.0,11.28
2020-02-12 19:00:00,0.65,24.72,40.28,25.98,238.0,81.0,14.4
2020-02-12 20:00:00,0.9,27.38,49.72,12.8,212.0,69.0,15.7
2020-02-12 21:00:00,0.45,32.48,45.97,13.75,234.0,91.0,14.7
2020-02-12 22:00:00,0.4,34.38,40.48,14.62,260.0,132.0,16.2
2020-02-12 23:00:00,0.55,30.6,35.95,10.35,254.0,123.0,6.4
2020-02-13 00:00:00,0.2,23.78,28.12,16.9,,,9.85
2020-02-13 01:00:00,0.47,23.73,32.28,10.5,228.0,85.0,11.62
2020-02-13 02:00:00,0.4,26.48,32.22,12.35,204.0,97.0,11.1
2020-02-13 03:00:00,0.4,25.15,24.15,15.35,215.0,102.0,14.1
2020-02-13 04:00:00,0.4,26.93,19.38,15.25,184.0,90.0,14.75
2020-02-13 05:00:00,0.4,26.38,18.95,13.0,202.0,103.0,14.5
2020-02-13 06:00:00,1.05,23.65,19.65,11.38,177.0,96.0,13.48
2020-02-13 07:00:00,0.32,23.0,25.27,8.3,172.0,94.0,10.73
2020-02-13 08:00:00,0.4,22.85,30.27,8.85,211.0,114.0,10.95
2020-02-13 09:00:00,0.55,20.62,29.4,10.15,245.0,113.25,10.72
2020-02-13 10:00:00,0.43,20.75,24.92,15.18,263.5,102.5,11.22
2020-02-13 11:00:00,0.23,21.15,20.62,25.75,274.75,88.75,14.7
2020-02-13 12:00:00,0.05,21.68,17.4,35.95,290.0,69.5,14.6
2020-02-13 13:00:00,0.4,16.42,12.78,44.42,272.75,69.25,11.93
2020-02-13 14:00:00,0.53,14.85,15.38,47.25,214.0,50.25,10.7
2020-02-13 15:00:00,0.3,17.02,17.35,47.62,198.75,57.75,8.78
2020-02-13 16:00:00,0.32,15.7,19.17,44.9,188.75,68.75,8.97
2020-02-13 17:00:00,0.15,11.85,15.22,42.45,213.25,49.25,7.77
2020-02-13 18:00:00,0.23,12.35,14.2,38.45,205.5,50.0,8.23
2020-02-13 19:00:00,0.55,12.93,18.8,22.88,182.0,40.25,10.5
2020-02-13 20:00:00,0.6,14.02,27.8,13.82,160.5,24.5,11.07
2020-02-13 21:00:00,0.68,15.3,36.1,10.83,175.0,58.75,12.7
2020-02-13 22:00:00,0.35,17.55,35.0,19.23,171.75,57.25,14.3
2020-02-13 23:00:00,0.15,17.0,29.67,25.68,153.0,58.75,11.0
2020-02-14 00:00:00,0.12,13.53,11.85,37.0,150.75,67.75,10.47
2020-02-14 01:00:00,0.53,10.68,8.15,39.52,148.0,82.0,8.43
