Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-05-19 12:00:00,108.5,49.0,5.95,11.62,10.75,0.55,123.92
2020-05-19 13:00:00,84.5,36.0,5.55,12.2,10.9,0.62,125.17
2020-05-19 14:00:00,82.5,29.5,6.25,13.32,7.62,0.5,106.68
2020-05-19 15:00:00,81.0,22.5,7.53,13.4,7.33,0.5,112.25
2020-05-19 16:00:00,93.0,27.5,9.12,15.55,13.6,0.57,149.35
2020-05-19 17:00:00,109.5,42.5,9.65,17.45,16.68,0.62,162.02
2020-05-19 18:00:00,138.0,63.0,11.23,18.78,16.85,0.72,137.78
2020-05-19 19:00:00,200.5,99.5,12.23,21.35,15.62,0.97,87.78
2020-05-19 20:00:00,232.0,116.0,13.4,18.55,14.82,1.08,58.5
2020-05-19 21:00:00,219.0,104.0,12.6,15.2,15.9,0.9,58.38
2020-05-19 22:00:00,244.5,129.0,12.93,18.55,15.5,1.07,33.8
2020-05-19 23:00:00,260.0,134.5,14.6,16.38,17.05,0.97,30.27
2020-05-20 00:00:00,228.0,107.0,12.75,15.78,14.55,0.9,27.47
2020-05-20 01:00:00,232.0,103.5,30.58,14.53,13.77,0.93,6.85
2020-05-20 02:00:00,251.5,105.0,25.2,18.05,16.23,0.83,6.9
2020-05-20 03:00:00,236.5,114.5,19.05,18.55,23.6,0.85,9.7
2020-05-20 04:00:00,218.5,130.0,17.58,18.9,21.83,0.85,11.28
2020-05-20 05:00:00,196.5,129.0,14.4,18.03,21.5,0.83,14.13
2020-05-20 06:00:00,170.5,117.0,15.82,17.68,21.68,0.9,9.7
2020-05-20 07:00:00,185.5,103.5,13.3,16.1,20.3,0.83,25.45
2020-05-20 08:00:00,183.5,85.0,11.05,14.75,22.73,0.75,59.62
2020-05-20 09:00:00,165.5,80.0,11.43,15.45,26.6,0.83,96.27
2020-05-20 10:00:00,153.0,73.0,8.32,14.48,19.05,0.7,125.3
2020-05-20 11:00:00,117.5,54.5,7.3,13.93,22.25,0.65,135.62
2020-05-20 12:00:00,99.0,39.5,6.2,13.93,8.8,0.6,116.5
2020-05-20 13:00:00,92.5,30.5,6.62,14.75,7.97,0.57,119.18
2020-05-20 14:00:00,84.5,26.5,7.3,15.25,7.82,0.5,123.7
2020-05-20 15:00:00,90.0,26.0,7.93,15.82,7.88,0.5,125.88
2020-05-20 16:00:00,100.0,45.0,8.2,15.45,7.33,0.5,118.45
2020-05-20 17:00:00,101.0,62.0,8.48,14.78,7.32,0.5,113.07
2020-05-20 18:00:00,105.75,52.25,8.45,13.93,7.3,0.6,108.47
2020-05-20 19:00:00,115.75,22.0,9.05,13.62,7.83,0.67,95.15
2020-05-20 20:00:00,126.5,29.5,10.43,12.38,10.03,0.85,78.85
2020-05-20 21:00:00,151.75,42.25,12.8,12.78,14.8,1.05,46.47
2020-05-20 22:00:00,231.5,88.5,17.35,16.2,32.62,1.15,37.45
2020-05-20 23:00:00,349.75,106.75,10.97,14.88,30.5,1.08,57.05
2020-05-21 00:00:00,216.25,92.25,9.55,14.18,24.6,0.85,60.98
2020-05-21 01:00:00,187.75,74.5,8.1,14.7,24.62,0.7,71.15
2020-05-21 02:00:00,159.5,64.0,7.78,14.47,23.65,0.7,68.0
2020-05-21 03:00:00,148.0,63.75,8.2,13.65,21.45,0.7,64.4
2020-05-21 04:00:00,147.75,64.75,8.8,14.15,26.62,0.78,57.48
2020-05-21 05:00:00,159.25,72.5,9.55,14.15,28.4,0.8,51.83
2020-05-21 06:00:00,173.25,79.75,10.27,14.0,26.23,0.7,45.92
2020-05-21 07:00:00,188.75,80.75,10.5,14.75,26.65,0.6,44.3
2020-05-21 08:00:00,197.75,86.5,8.68,14.62,31.68,0.57,67.95
2020-05-21 09:00:00,197.0,84.0,7.52,13.65,20.6,0.57,84.75
2020-05-21 10:00:00,184.5,65.25,6.55,11.15,12.83,0.47,101.88
2020-05-21 11:00:00,172.25,42.5,6.28,12.07,10.02,0.4,105.92
2020-05-21 12:00:00,165.5,34.75,6.75,12.3,8.3,0.57,112.12
2020-05-21 13:00:00,157.5,33.25,5.78,10.15,7.92,0.82,115.55
2020-05-21 14:00:00,146.75,30.25,4.45,8.02,7.97,0.8,117.03
2020-05-21 15:00:00,147.0,27.0,3.9,6.9,7.9,0.7,106.4
2020-05-21 16:00:00,148.75,22.75,3.58,6.12,6.58,0.78,103.32
2020-05-21 17:00:00,142.75,18.75,3.48,5.6,6.43,0.8,101.0
2020-05-21 18:00:00,135.5,18.25,3.77,5.67,8.9,0.68,102.4
2020-05-21 19:00:00,135.75,20.5,5.7,5.95,10.5,0.55,89.78
2020-05-21 20:00:00,148.0,29.25,11.65,6.12,11.72,0.72,55.82
2020-05-21 21:00:00,193.0,45.75,22.62,5.02,15.68,0.98,21.0
2020-05-21 22:00:00,280.75,77.0,35.88,4.62,26.62,1.1,5.15
2020-05-21 23:00:00,308.25,94.75,28.33,6.68,24.85,1.08,3.38
2020-05-22 00:00:00,260.25,91.75,28.07,8.4,21.48,1.15,3.27
2020-05-22 01:00:00,298.25,110.25,38.27,8.22,26.98,1.1,3.42
2020-05-22 02:00:00,321.0,138.5,40.52,9.8,37.92,1.05,4.5
2020-05-22 03:00:00,351.75,161.75,23.75,13.95,32.75,1.05,3.83
2020-05-22 04:00:00,355.5,178.5,27.55,13.62,33.33,0.97,3.53
2020-05-22 05:00:00,364.0,194.0,30.17,13.57,36.3,0.95,3.2
2020-05-22 06:00:00,387.0,202.0,21.32,17.45,50.77,0.98,4.7
2020-05-22 07:00:00,422.25,234.75,22.7,17.98,40.4,0.98,11.62
2020-05-22 08:00:00,440.5,243.75,18.82,18.12,43.73,0.98,50.28
2020-05-22 09:00:00,391.0,216.5,10.77,13.05,34.8,0.8,104.68
2020-05-22 10:00:00,285.0,142.0,8.65,12.12,31.95,0.72,147.45
2020-05-22 11:00:00,229.5,104.5,6.58,10.2,34.48,0.7,158.45
2020-05-22 12:00:00,169.5,71.5,4.58,7.78,25.57,0.65,152.22
2020-05-22 13:00:00,126.5,48.0,3.55,7.55,14.03,0.57,130.88
2020-05-22 14:00:00,117.5,34.5,4.15,14.15,12.88,0.32,122.58
2020-05-22 15:00:00,107.5,29.5,4.47,12.98,10.53,0.33,101.0
2020-05-22 16:00:00,91.0,26.0,5.82,16.75,9.85,0.62,108.65
2020-05-22 17:00:00,101.5,29.5,7.42,18.5,10.05,0.65,115.88
2020-05-22 18:00:00,131.5,43.5,7.98,19.2,14.88,0.68,120.08
2020-05-22 19:00:00,198.0,82.5,9.88,16.92,21.23,0.93,93.8
2020-05-22 20:00:00,274.5,107.0,11.45,14.03,19.48,1.02,66.15
2020-05-22 21:00:00,369.0,148.0,13.62,14.2,20.8,1.15,41.28
2020-05-22 22:00:00,412.5,198.0,16.8,15.55,21.85,1.3,24.43
2020-05-22 23:00:00,406.0,212.0,17.35,18.25,24.62,1.38,14.12
2020-05-23 00:00:00,394.0,201.5,13.18,18.77,21.25,1.1,12.72
2020-05-23 01:00:00,347.0,175.5,14.35,17.25,22.48,1.05,11.4
2020-05-23 02:00:00,323.5,167.5,16.07,17.7,22.8,1.07,7.1
2020-05-23 03:00:00,341.5,168.0,19.65,17.6,20.55,1.15,4.88
2020-05-23 04:00:00,347.5,169.0,17.67,14.8,19.05,1.12,4.75
2020-05-23 05:00:00,302.5,163.5,17.93,12.6,15.65,1.17,3.58
2020-05-23 06:00:00,286.0,157.0,22.2,11.75,16.0,1.25,4.65
2020-05-23 07:00:00,426.5,275.5,23.85,16.73,17.95,1.55,7.62
2020-05-23 08:00:00,437.0,290.5,21.68,13.55,22.45,1.27,23.97
2020-05-23 09:00:00,298.5,159.5,15.45,14.12,27.8,0.82,52.12
2020-05-23 10:00:00,257.5,116.0,10.65,16.7,26.38,0.53,73.0
2020-05-23 11:00:00,243.5,86.5,8.62,15.62,21.98,0.47,86.23
2020-05-23 12:00:00,229.0,62.0,6.8,13.28,12.62,0.75,80.28
2020-05-23 13:00:00,216.5,47.5,6.05,11.6,11.58,0.67,79.38
2020-05-23 14:00:00,195.0,38.5,4.97,11.6,8.0,0.6,55.4
2020-05-23 15:00:00,153.5,26.5,5.03,12.62,5.97,0.5,47.38
2020-05-23 16:00:00,136.0,23.5,5.3,13.75,6.08,0.5,44.1
2020-05-23 17:00:00,127.5,21.5,5.8,13.7,6.6,0.5,40.77
2020-05-23 18:00:00,123.0,21.0,6.4,12.95,6.92,0.5,38.92
2020-05-23 19:00:00,147.5,27.5,10.25,11.65,7.6,0.57,26.98
2020-05-23 20:00:00,227.5,55.0,12.75,12.5,13.7,0.95,26.23
2020-05-23 21:00:00,323.5,100.5,11.52,13.85,19.12,1.12,36.8
2020-05-23 22:00:00,360.5,118.0,17.7,12.55,19.1,1.08,15.97
2020-05-23 23:00:00,348.0,98.0,18.85,11.75,17.02,0.95,6.25
2020-05-24 00:00:00,306.5,73.0,13.67,11.1,14.52,0.78,10.77
2020-05-24 01:00:00,250.5,54.0,7.5,10.85,13.9,0.7,22.2
2020-05-24 02:00:00,243.0,54.0,8.9,11.05,18.8,0.9,22.7
2020-05-24 03:00:00,259.0,86.0,11.05,13.15,19.95,1.2,25.0
2020-05-24 04:00:00,255.5,104.5,9.35,11.82,18.6,1.17,24.75
2020-05-24 05:00:00,248.5,113.0,9.25,11.5,15.22,1.23,17.35
2020-05-24 06:00:00,241.5,148.0,11.93,11.15,13.52,1.15,11.05
2020-05-24 07:00:00,285.5,177.5,16.8,13.45,19.73,1.1,7.53
2020-05-24 08:00:00,308.5,157.5,11.22,17.62,34.88,0.65,26.77
2020-05-24 09:00:00,297.0,128.0,9.32,18.35,33.23,0.57,54.5
2020-05-24 10:00:00,283.5,109.0,8.53,16.38,27.6,0.45,68.03
2020-05-24 11:00:00,234.5,78.5,6.75,14.75,19.65,0.32,64.7
2020-05-24 12:00:00,177.5,45.5,5.35,12.38,8.62,0.4,52.15
2020-05-24 13:00:00,150.5,22.5,5.18,13.2,7.05,0.53,48.98
2020-05-24 14:00:00,123.5,20.0,5.53,14.53,7.38,0.5,51.4
2020-05-24 15:00:00,110.5,21.5,5.95,15.7,8.3,0.53,62.45
2020-05-24 16:00:00,147.0,25.5,6.85,15.75,8.07,0.55,55.95
2020-05-24 17:00:00,140.0,26.0,6.32,14.85,8.0,0.5,61.98
2020-05-24 18:00:00,123.0,25.5,6.53,14.4,8.12,0.62,63.45
2020-05-24 19:00:00,126.5,29.0,7.6,11.93,8.97,0.75,56.48
2020-05-24 20:00:00,143.0,34.5,9.18,10.35,8.1,0.85,41.67
2020-05-24 21:00:00,178.0,43.0,9.7,10.1,8.53,0.9,36.67
2020-05-24 22:00:00,173.5,49.0,9.53,10.85,10.68,0.9,33.58
2020-05-24 23:00:00,157.0,53.5,10.43,11.42,10.88,0.97,26.8
2020-05-25 00:00:00,159.0,53.5,12.12,10.45,10.2,0.95,20.43
2020-05-25 01:00:00,151.0,52.5,12.97,9.05,11.93,0.97,18.52
2020-05-25 02:00:00,142.5,56.0,12.72,9.15,13.4,0.97,20.6
2020-05-25 03:00:00,167.5,60.0,13.6,9.65,18.75,1.0,17.0
2020-05-25 04:00:00,207.5,69.0,11.4,9.12,22.15,1.02,20.15
2020-05-25 05:00:00,217.0,90.5,11.12,10.35,33.2,1.1,16.6
2020-05-25 06:00:00,233.0,119.0,9.8,14.9,38.15,0.9,20.23
2020-05-25 07:00:00,247.5,121.5,9.4,15.62,32.62,0.8,26.23
2020-05-25 08:00:00,222.5,100.5,7.88,14.85,26.88,0.7,40.0
2020-05-25 09:00:00,200.0,82.0,7.7,14.12,23.43,0.7,55.58
2020-05-25 10:00:00,177.0,64.5,6.53,12.8,17.0,0.65,66.28
2020-05-25 11:00:00,128.5,44.0,4.97,12.05,12.83,0.57,68.83
2020-05-25 12:00:00,102.5,31.5,4.92,12.38,10.9,0.65,65.62
2020-05-25 13:00:00,105.0,25.0,5.18,13.62,9.85,0.8,63.33
2020-05-25 14:00:00,118.0,21.5,5.65,15.15,9.4,0.78,61.12
2020-05-25 15:00:00,143.0,23.0,6.12,16.55,9.1,0.7,59.92
2020-05-25 16:00:00,143.0,21.0,6.4,17.7,8.62,0.7,71.78
2020-05-25 17:00:00,137.0,19.0,6.85,18.27,8.15,0.7,89.6
2020-05-25 18:00:00,122.0,19.5,6.38,14.9,8.32,0.7,89.08
2020-05-25 19:00:00,106.5,22.0,6.78,12.45,8.78,0.67,80.28
2020-05-25 20:00:00,132.5,32.5,8.4,10.9,9.88,0.8,58.05
2020-05-25 21:00:00,170.5,44.5,11.45,9.3,11.5,0.9,39.65
2020-05-25 22:00:00,208.5,55.0,18.4,8.7,16.4,0.97,18.12
2020-05-25 23:00:00,242.0,69.5,43.32,7.0,13.0,1.2,3.88
2020-05-26 00:00:00,269.5,81.0,46.52,7.9,11.88,1.12,3.67
2020-05-26 01:00:00,296.0,87.5,53.23,8.07,13.12,1.0,3.77
2020-05-26 02:00:00,310.0,90.0,32.55,10.45,16.1,0.8,2.7
2020-05-26 03:00:00,245.0,92.5,20.0,17.15,34.35,0.8,3.7
2020-05-26 04:00:00,286.0,140.5,20.55,18.8,39.45,0.85,3.67
2020-05-26 05:00:00,361.0,190.5,22.02,23.0,66.12,1.0,3.98
2020-05-26 06:00:00,428.75,245.75,16.85,21.92,73.95,1.08,5.28
2020-05-26 07:00:00,385.5,220.0,14.4,13.62,31.12,0.82,12.62
2020-05-26 08:00:00,284.75,135.5,12.05,11.68,29.05,0.78,35.85
2020-05-26 09:00:00,255.75,100.25,7.33,10.55,21.5,0.67,69.35
2020-05-26 10:00:00,238.25,72.0,5.4,9.15,13.6,0.53,76.72
2020-05-26 11:00:00,193.5,45.5,5.22,8.68,13.85,0.5,88.82
2020-05-26 12:00:00,180.25,37.0,3.57,9.0,9.52,0.55,91.45
2020-05-26 13:00:00,162.0,31.25,3.3,9.82,8.6,0.55,94.12
2020-05-26 14:00:00,124.0,22.25,3.65,11.1,7.7,0.5,90.92
2020-05-26 15:00:00,116.75,20.0,4.0,11.9,7.45,0.43,85.3
2020-05-26 16:00:00,159.0,19.0,4.2,11.98,7.53,0.4,82.57
2020-05-26 17:00:00,130.5,16.25,4.62,11.18,6.92,0.53,82.1
2020-05-26 18:00:00,112.0,16.75,5.08,9.45,7.32,0.6,79.2
2020-05-26 19:00:00,106.25,16.75,8.88,8.62,8.07,0.7,53.33
2020-05-26 20:00:00,154.25,23.25,16.68,8.28,9.55,0.9,27.35
2020-05-26 21:00:00,239.0,45.75,47.42,6.92,12.48,1.38,3.38
2020-05-26 22:00:00,333.25,74.75,23.2,10.38,13.28,1.12,41.77
2020-05-26 23:00:00,351.25,65.75,4.97,9.05,11.62,0.9,70.07
2020-05-27 00:00:00,205.0,39.0,4.95,7.88,11.38,0.8,59.27
2020-05-27 01:00:00,149.75,34.75,5.65,7.5,11.4,0.7,42.65
2020-05-27 02:00:00,163.75,40.5,5.72,8.52,12.57,0.72,31.35
2020-05-27 03:00:00,187.25,43.25,7.55,9.8,13.3,0.8,23.3
2020-05-27 04:00:00,209.25,49.25,7.05,9.2,15.12,0.8,24.4
2020-05-27 05:00:00,136.75,58.0,13.48,7.92,14.95,0.85,15.58
2020-05-27 06:00:00,126.0,59.0,14.3,8.1,11.45,0.8,14.5
2020-05-27 07:00:00,109.0,44.0,13.72,8.27,11.23,0.83,15.25
2020-05-27 08:00:00,134.25,49.75,12.6,9.9,13.28,0.9,31.62
2020-05-27 09:00:00,179.5,66.25,11.38,10.12,19.5,0.95,60.12
2020-05-27 10:00:00,209.25,67.75,9.5,10.65,25.6,0.9,103.85
2020-05-27 11:00:00,248.0,73.0,5.3,10.18,17.67,0.75,103.38
2020-05-27 12:00:00,237.5,54.0,3.98,11.0,11.38,0.7,98.17
2020-05-27 13:00:00,212.5,48.0,4.1,12.73,14.0,0.7,127.3
2020-05-27 14:00:00,203.0,40.5,4.25,13.93,15.05,0.7,140.88
2020-05-27 15:00:00,189.25,45.5,4.57,14.45,16.67,0.7,146.88
2020-05-27 16:00:00,156.25,44.25,4.38,14.43,14.5,0.67,135.1
2020-05-27 17:00:00,116.25,34.25,4.5,14.57,11.85,0.67,132.4
2020-05-27 18:00:00,87.0,28.5,4.88,13.88,10.73,0.7,121.8
2020-05-27 19:00:00,124.0,45.5,7.35,14.28,13.55,0.9,92.65
2020-05-27 20:00:00,172.0,63.75,8.62,13.1,15.12,0.98,74.53
2020-05-27 21:00:00,253.5,69.25,8.2,12.3,18.38,1.1,60.68
2020-05-27 22:00:00,352.0,73.75,4.17,9.25,9.15,0.72,76.52
2020-05-27 23:00:00,385.5,28.25,4.17,10.15,9.72,0.7,80.68
2020-05-28 00:00:00,163.5,19.75,3.9,10.22,10.2,0.65,83.38
2020-05-28 01:00:00,106.5,19.75,3.88,9.65,10.72,0.6,85.35
2020-05-28 02:00:00,88.0,23.5,4.08,10.95,10.97,0.6,68.3
2020-05-28 03:00:00,119.75,28.0,5.05,11.55,11.35,0.7,47.92
2020-05-28 04:00:00,217.25,31.0,4.33,9.88,9.97,0.67,14.97
2020-05-28 05:00:00,326.75,37.75,4.43,8.82,8.75,0.7,13.25
2020-05-28 06:00:00,311.5,32.25,4.7,8.25,7.15,0.7,12.8
2020-05-28 07:00:00,292.75,35.25,4.82,7.67,7.05,0.72,9.55
2020-05-28 08:00:00,235.5,33.5,5.5,7.47,6.95,0.78,8.72
2020-05-28 09:00:00,252.5,36.5,5.93,7.42,6.55,0.78,10.62
2020-05-28 10:00:00,276.0,41.75,6.5,7.43,6.97,0.8,15.23
2020-05-28 11:00:00,298.0,44.75,6.12,7.33,7.5,0.8,19.38
2020-05-28 12:00:00,364.75,46.5,5.55,7.55,8.38,0.8,22.33
2020-05-28 13:00:00,438.25,42.5,5.58,8.68,9.12,0.78,44.12
2020-05-28 14:00:00,322.25,36.5,5.4,15.72,10.6,0.78,57.45
2020-05-28 15:00:00,291.5,40.25,5.3,24.95,11.28,0.72,68.78
2020-05-28 16:00:00,245.5,37.0,5.43,29.92,11.18,0.7,77.97
2020-05-28 17:00:00,228.75,33.25,5.67,31.12,10.88,0.7,79.3
2020-05-28 18:00:00,234.5,31.75,6.05,27.25,10.57,0.78,72.8
2020-05-28 19:00:00,260.25,35.5,6.2,24.68,11.1,0.8,57.33
2020-05-28 20:00:00,262.25,52.25,6.33,18.15,7.95,0.8,15.05
2020-05-28 21:00:00,182.75,75.25,5.75,13.85,6.67,0.8,19.05
2020-05-28 22:00:00,84.25,34.0,5.7,14.25,6.53,0.7,24.9
2020-05-28 23:00:00,43.75,30.0,5.25,18.6,6.2,0.7,24.17
2020-05-29 00:00:00,19.75,16.5,4.55,23.48,7.2,0.65,45.12
2020-05-29 01:00:00,24.0,14.0,5.12,27.88,7.45,0.6,38.73
2020-05-29 02:00:00,30.75,19.75,6.58,30.0,8.03,0.6,32.95
2020-05-29 03:00:00,32.25,18.5,7.4,25.85,8.2,0.6,30.62
2020-05-29 04:00:00,31.25,16.0,6.5,21.12,7.65,0.6,34.58
2020-05-29 05:00:00,36.75,14.0,6.35,18.62,7.32,0.62,31.8
2020-05-29 06:00:00,53.75,21.5,7.7,17.5,7.98,0.7,21.8
2020-05-29 07:00:00,91.0,35.75,8.47,17.08,10.35,0.75,17.95
2020-05-29 08:00:00,92.25,39.75,8.12,16.85,11.73,0.78,19.67
2020-05-29 09:00:00,77.0,41.25,7.05,15.73,10.78,0.7,24.93
2020-05-29 10:00:00,75.25,28.75,6.97,15.12,9.57,0.7,33.68
2020-05-29 11:00:00,78.75,25.0,8.03,17.55,10.55,0.7,41.05
2020-05-29 12:00:00,79.75,26.25,7.47,19.12,11.58,0.65,43.67
2020-05-29 13:00:00,83.0,30.0,6.53,16.55,9.45,0.6,48.75
2020-05-29 14:00:00,79.0,28.75,6.0,16.08,8.65,0.6,41.75
2020-05-29 15:00:00,90.25,25.0,5.68,14.78,7.72,0.6,31.1
2020-05-29 16:00:00,107.5,26.0,5.53,13.3,6.98,0.55,27.57
2020-05-29 17:00:00,115.75,28.5,5.4,12.1,6.75,0.53,33.85
2020-05-29 18:00:00,116.0,29.25,6.23,13.75,6.73,0.65,25.75
2020-05-29 19:00:00,77.0,33.75,7.17,21.7,7.0,0.75,25.88
2020-05-29 20:00:00,57.0,29.25,8.15,19.07,6.9,0.78,12.05
2020-05-29 21:00:00,48.5,31.25,6.08,19.55,6.85,0.72,28.98
2020-05-29 22:00:00,43.75,22.75,7.85,20.52,6.97,0.8,14.6
2020-05-29 23:00:00,51.0,36.25,9.5,15.25,6.97,0.8,13.4
2020-05-30 00:00:00,46.0,25.5,10.75,12.75,6.03,0.7,12.62
2020-05-30 01:00:00,43.25,29.75,9.57,12.43,5.95,0.65,9.65
2020-05-30 02:00:00,48.0,34.75,7.35,13.65,5.7,0.55,12.5
2020-05-30 03:00:00,32.25,23.25,8.2,21.1,5.95,0.6,12.7
2020-05-30 04:00:00,31.25,18.25,9.68,17.73,5.93,0.6,10.12
2020-05-30 05:00:00,40.5,20.25,8.7,14.9,6.0,0.6,9.55
2020-05-30 06:00:00,56.5,29.5,10.0,14.65,5.78,0.65,5.62
2020-05-30 07:00:00,55.75,39.0,9.12,13.4,5.83,0.6,11.7
2020-05-30 08:00:00,52.0,19.25,7.8,12.85,6.05,0.6,16.68
2020-05-30 09:00:00,39.75,24.25,8.12,14.57,5.65,0.65,32.73
2020-05-30 10:00:00,57.25,28.75,8.07,15.83,5.65,0.65,32.55
2020-05-30 11:00:00,56.0,29.5,8.18,19.43,5.62,0.67,34.3
2020-05-30 12:00:00,49.5,25.0,7.57,26.12,5.38,0.65,59.87
2020-05-30 13:00:00,49.75,24.75,6.8,28.62,5.6,0.62,67.93
2020-05-30 14:00:00,55.5,23.75,6.47,29.03,6.35,0.65,72.57
2020-05-30 15:00:00,55.75,24.5,6.55,25.47,6.55,0.67,72.35
2020-05-30 16:00:00,53.25,29.0,6.4,24.45,6.7,0.6,78.1
2020-05-30 17:00:00,55.25,28.75,6.58,25.9,6.85,0.6,68.47
2020-05-30 18:00:00,49.0,27.25,6.62,23.65,7.3,0.65,67.4
2020-05-30 19:00:00,52.5,25.75,7.15,25.67,8.43,0.7,63.8
2020-05-30 20:00:00,79.5,33.0,7.25,25.4,8.97,0.78,31.35
2020-05-30 21:00:00,99.25,46.5,7.05,20.52,8.25,0.8,28.55
2020-05-30 22:00:00,92.5,41.5,7.5,19.43,8.0,0.8,22.88
2020-05-30 23:00:00,95.75,39.75,8.57,17.1,7.9,0.8,15.98
2020-05-31 00:00:00,84.5,37.5,8.25,15.3,7.88,0.75,17.17
2020-05-31 01:00:00,63.25,34.5,7.65,13.72,7.35,0.7,16.25
2020-05-31 02:00:00,62.25,38.75,7.22,14.98,7.22,0.62,7.65
2020-05-31 03:00:00,46.5,36.25,5.7,19.3,6.75,0.6,20.12
2020-05-31 04:00:00,35.0,26.0,5.42,15.15,6.75,0.6,33.98
2020-05-31 05:00:00,15.5,10.5,5.12,15.38,6.62,0.6,30.8
2020-05-31 06:00:00,18.5,8.5,5.53,16.32,6.78,0.6,27.2
2020-05-31 07:00:00,14.5,8.75,5.62,17.0,6.97,0.62,23.88
2020-05-31 08:00:00,18.0,16.25,6.85,15.1,7.12,0.67,25.57
2020-05-31 09:00:00,24.0,23.0,8.5,13.35,6.95,0.7,29.15
2020-05-31 10:00:00,35.0,30.0,7.42,13.12,6.85,0.7,37.92
2020-05-31 11:00:00,37.0,30.0,6.0,12.45,6.43,0.7,35.45
2020-05-31 12:00:00,44.5,30.0,5.72,11.25,5.53,0.7,38.68
2020-05-31 13:00:00,56.5,34.5,5.83,11.03,5.72,0.65,40.75
2020-05-31 14:00:00,59.0,37.5,5.53,10.72,5.55,0.62,38.98
2020-05-31 15:00:00,57.0,33.5,5.53,10.6,5.6,0.6,36.67
2020-05-31 16:00:00,49.5,28.0,5.67,11.0,5.75,0.65,23.25
2020-05-31 17:00:00,40.0,26.0,7.23,11.6,5.47,0.67,17.12
2020-05-31 18:00:00,34.5,22.0,9.0,11.22,5.07,0.7,15.25
2020-05-31 19:00:00,34.5,21.0,10.82,11.38,5.22,0.7,15.03
2020-05-31 20:00:00,40.5,29.5,7.45,12.07,5.12,0.6,23.55
2020-05-31 21:00:00,34.0,26.5,6.85,10.82,5.0,0.62,25.8
2020-05-31 22:00:00,31.0,21.0,5.92,11.32,5.1,0.6,24.58
2020-05-31 23:00:00,35.0,23.0,5.1,11.98,5.52,0.6,26.35
2020-06-01 00:00:00,,,4.95,12.27,6.42,0.65,24.3
2020-06-01 01:00:00,29.0,23.0,5.17,12.7,6.43,0.7,19.25
2020-06-01 02:00:00,32.5,25.5,5.32,13.6,6.25,0.7,12.25
2020-06-01 03:00:00,33.5,28.5,5.35,23.55,6.95,0.7,16.27
2020-06-01 04:00:00,31.0,27.0,5.35,17.8,6.65,0.7,10.9
2020-06-01 05:00:00,30.0,23.5,5.65,16.07,6.83,0.7,8.88
2020-06-01 06:00:00,29.0,22.5,6.12,16.15,7.25,0.72,8.85
2020-06-01 07:00:00,41.0,26.0,6.65,16.85,7.2,0.75,11.5
2020-06-01 08:00:00,58.0,38.0,5.72,16.48,7.15,0.72,14.25
2020-06-01 09:00:00,71.0,57.5,5.12,16.58,7.05,0.75,15.25
2020-06-01 10:00:00,70.0,60.5,4.58,15.5,7.25,0.7,22.35
2020-06-01 11:00:00,57.0,48.5,4.28,13.95,7.1,0.67,28.15
2020-06-01 12:00:00,45.5,37.0,4.07,12.45,7.15,0.72,33.12
2020-06-01 13:00:00,38.5,29.0,3.82,12.55,7.1,0.75,39.27
2020-06-01 14:00:00,34.0,26.0,4.15,31.02,7.65,0.67,38.25
2020-06-01 15:00:00,32.0,24.5,4.75,79.0,8.07,0.67,64.15
2020-06-01 16:00:00,41.0,25.0,5.15,50.97,11.72,0.67,78.2
2020-06-01 17:00:00,48.5,26.0,6.05,47.88,12.45,0.6,84.95
2020-06-01 18:00:00,51.0,30.0,6.75,44.25,10.75,0.65,88.43
2020-06-01 19:00:00,51.0,33.0,7.28,42.17,10.08,0.7,76.62
2020-06-01 20:00:00,54.0,34.0,8.07,37.47,9.17,0.7,51.62
2020-06-01 21:00:00,79.5,43.5,10.65,32.8,9.9,0.85,35.92
2020-06-01 22:00:00,111.5,56.5,12.38,30.68,9.62,0.9,25.02
2020-06-01 23:00:00,128.5,67.0,15.0,28.2,9.3,0.97,9.55
2020-06-02 00:00:00,118.5,69.5,11.9,24.2,8.32,0.8,10.17
2020-06-02 01:00:00,114.5,64.0,10.3,23.1,8.75,0.72,16.12
2020-06-02 02:00:00,117.0,68.5,11.43,29.15,9.72,0.78,10.35
2020-06-02 03:00:00,106.0,71.0,10.7,33.95,9.6,0.7,9.15
2020-06-02 04:00:00,103.5,68.0,10.85,27.25,9.72,0.8,7.17
2020-06-02 05:00:00,118.0,77.0,11.2,21.5,8.62,0.83,3.8
2020-06-02 06:00:00,146.0,94.0,12.32,17.42,8.38,0.8,3.85
2020-06-02 07:00:00,131.5,71.5,5.53,11.8,9.85,0.6,32.92
2020-06-02 08:00:00,71.5,30.0,4.72,9.75,7.4,0.57,41.08
2020-06-02 09:00:00,38.0,20.0,4.92,9.7,6.8,0.55,43.07
2020-06-02 10:00:00,,,5.03,8.43,7.47,0.55,48.8
2020-06-02 11:00:00,19.0,16.0,5.15,11.15,7.33,0.55,67.17
2020-06-02 12:00:00,48.5,22.5,7.65,19.73,7.58,0.6,101.65
2020-06-02 13:00:00,80.5,28.5,6.75,24.0,8.12,0.5,111.15
2020-06-02 14:00:00,75.5,25.0,5.5,28.45,7.38,0.45,100.83
