Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-05-05 09:00:00,124.0,73.5,14.38,30.65,25.95,0.68,64.75
2020-05-05 10:00:00,80.5,43.0,12.18,25.4,28.45,0.57,81.83
2020-05-05 11:00:00,64.0,32.5,10.1,19.98,22.95,0.47,93.05
2020-05-05 12:00:00,63.5,30.5,9.47,20.0,20.0,0.6,103.25
2020-05-05 13:00:00,64.5,28.5,9.05,18.85,16.38,0.65,100.78
2020-05-05 14:00:00,63.5,25.0,8.6,18.15,14.57,0.62,102.05
2020-05-05 15:00:00,57.0,23.0,8.5,17.83,13.12,0.57,101.0
2020-05-05 16:00:00,57.0,23.0,9.45,20.5,12.88,0.5,103.45
2020-05-05 17:00:00,63.0,22.5,11.18,23.5,11.38,0.5,105.03
2020-05-05 18:00:00,67.5,23.5,12.5,23.68,10.97,0.6,107.6
2020-05-05 19:00:00,77.0,28.0,13.6,24.08,12.27,0.83,94.02
2020-05-05 20:00:00,115.5,41.5,17.7,25.8,13.78,0.97,51.52
2020-05-05 21:00:00,167.0,60.0,19.27,26.93,14.3,1.15,35.92
2020-05-05 22:00:00,245.0,101.0,20.25,27.62,16.05,1.48,20.32
2020-05-05 23:00:00,269.5,116.5,17.92,25.32,20.12,1.3,27.35
2020-05-06 00:00:00,228.5,102.5,17.18,24.4,23.4,1.27,21.12
2020-05-06 01:00:00,226.5,104.5,16.9,26.18,30.6,1.12,23.38
2020-05-06 02:00:00,225.0,97.0,15.93,26.3,27.12,1.02,28.55
2020-05-06 03:00:00,236.5,84.5,15.4,25.8,15.95,0.8,30.82
2020-05-06 04:00:00,218.0,69.5,16.28,24.67,14.93,0.75,27.5
2020-05-06 05:00:00,156.5,59.5,15.55,25.0,17.0,0.88,21.02
2020-05-06 06:00:00,143.5,66.0,14.62,27.4,28.1,1.0,14.85
2020-05-06 07:00:00,138.5,68.5,13.8,26.35,26.62,1.08,16.78
2020-05-06 08:00:00,131.5,62.5,14.4,26.95,28.18,1.02,26.15
2020-05-06 09:00:00,148.0,60.5,15.4,23.55,21.78,1.02,46.95
2020-05-06 10:00:00,171.5,66.5,12.18,22.83,27.95,0.9,71.42
2020-05-06 11:00:00,184.0,65.5,10.98,22.62,23.68,0.85,72.4
2020-05-06 12:00:00,169.5,52.5,10.55,21.12,20.4,0.72,76.47
2020-05-06 13:00:00,163.0,51.5,10.6,21.0,21.82,0.8,83.9
2020-05-06 14:00:00,164.5,53.5,10.4,20.95,21.85,0.72,91.47
2020-05-06 15:00:00,152.5,49.0,11.18,25.2,18.48,0.62,92.38
2020-05-06 16:00:00,140.0,43.0,11.88,25.62,18.85,0.65,105.8
2020-05-06 17:00:00,131.5,42.0,12.15,25.52,19.35,0.62,116.85
2020-05-06 18:00:00,122.5,45.0,12.38,24.88,17.9,0.62,115.92
2020-05-06 19:00:00,123.0,46.0,13.93,23.98,18.62,0.75,97.0
2020-05-06 20:00:00,187.5,62.5,16.5,23.2,17.75,1.07,68.0
2020-05-06 21:00:00,272.0,102.0,17.23,25.7,22.0,1.25,53.27
2020-05-06 22:00:00,289.0,110.5,14.85,23.05,31.42,1.12,60.23
2020-05-06 23:00:00,269.5,90.5,13.65,22.35,29.38,1.15,55.72
2020-05-07 00:00:00,255.5,85.0,12.07,22.45,23.4,1.0,65.5
2020-05-07 01:00:00,166.5,63.0,9.2,21.27,14.02,0.75,71.38
2020-05-07 02:00:00,55.5,29.5,9.78,22.88,11.43,0.62,63.45
2020-05-07 03:00:00,37.0,19.0,13.85,23.55,11.35,0.55,53.18
2020-05-07 04:00:00,36.5,16.0,12.05,21.38,12.53,0.57,54.9
2020-05-07 05:00:00,26.0,13.0,11.35,19.9,14.68,0.57,56.35
2020-05-07 06:00:00,24.0,16.0,11.43,19.95,13.85,0.65,50.42
2020-05-07 07:00:00,24.5,16.0,10.95,18.35,11.98,0.67,49.67
2020-05-07 08:00:00,23.0,13.5,10.32,15.48,10.15,0.62,61.15
2020-05-07 09:00:00,23.0,13.5,12.38,15.72,18.12,0.62,63.4
2020-05-07 10:00:00,26.5,14.0,12.05,16.12,11.12,0.62,73.88
2020-05-07 11:00:00,36.5,13.5,11.3,15.98,11.45,0.6,89.7
2020-05-07 12:00:00,50.0,15.5,10.6,16.5,12.28,0.55,104.48
2020-05-07 13:00:00,85.0,19.0,10.78,18.45,11.05,0.53,113.17
2020-05-07 14:00:00,90.0,20.0,11.6,19.62,11.12,0.5,120.75
2020-05-07 15:00:00,67.5,20.0,11.75,19.85,11.0,0.5,122.83
2020-05-07 16:00:00,66.5,22.0,11.47,20.05,11.38,0.5,117.8
2020-05-07 17:00:00,69.5,27.0,11.3,20.75,12.02,0.5,122.62
2020-05-07 18:00:00,69.5,28.5,11.23,21.52,11.5,0.6,118.67
2020-05-07 19:00:00,79.0,30.0,12.53,20.15,13.65,1.05,104.83
2020-05-07 20:00:00,122.0,58.5,13.95,20.07,17.77,1.35,78.8
2020-05-07 21:00:00,166.5,91.5,15.2,22.2,18.5,1.38,58.73
2020-05-07 22:00:00,214.5,95.5,16.5,22.55,23.7,1.38,51.17
2020-05-07 23:00:00,218.0,95.5,15.82,24.08,24.12,1.38,41.83
2020-05-08 00:00:00,184.5,93.5,15.18,26.42,22.9,1.23,40.38
2020-05-08 01:00:00,192.5,94.5,14.88,28.98,24.95,1.3,35.48
2020-05-08 02:00:00,194.5,104.5,14.83,30.7,29.23,1.4,24.85
2020-05-08 03:00:00,219.5,109.0,16.25,31.65,20.6,1.45,20.02
2020-05-08 04:00:00,217.5,107.5,15.93,30.15,19.47,1.4,16.12
2020-05-08 05:00:00,163.0,99.5,17.55,26.82,18.57,1.4,9.95
2020-05-08 06:00:00,150.0,91.0,33.4,23.62,15.85,1.32,4.35
2020-05-08 07:00:00,137.0,75.5,32.58,22.85,16.7,1.12,11.23
2020-05-08 08:00:00,133.0,61.0,20.38,21.6,21.02,0.95,44.38
2020-05-08 09:00:00,125.0,50.0,13.68,19.42,21.7,0.85,80.08
2020-05-08 10:00:00,102.0,40.0,11.38,18.6,18.93,0.75,107.65
2020-05-08 11:00:00,95.0,34.5,10.45,19.25,14.65,0.62,124.48
2020-05-08 12:00:00,90.0,27.5,11.28,21.25,11.28,0.7,136.62
2020-05-08 13:00:00,84.0,27.5,11.55,21.3,10.7,0.83,135.82
2020-05-08 14:00:00,90.0,37.0,12.92,23.65,12.08,0.85,128.38
2020-05-08 15:00:00,100.0,45.5,13.35,25.1,12.65,0.78,132.32
2020-05-08 16:00:00,101.0,44.0,13.0,27.2,13.07,0.7,140.6
2020-05-08 17:00:00,97.0,38.5,13.62,28.95,11.0,0.6,132.78
2020-05-08 18:00:00,109.0,37.5,14.0,30.95,13.83,0.65,130.07
2020-05-08 19:00:00,133.5,40.0,14.7,30.0,15.52,0.9,108.22
2020-05-08 20:00:00,159.5,53.5,14.72,24.73,18.38,1.15,81.9
2020-05-08 21:00:00,237.5,93.5,15.62,24.23,25.52,1.2,68.97
2020-05-08 22:00:00,286.0,115.5,14.45,25.75,30.15,1.12,66.8
2020-05-08 23:00:00,246.0,117.5,14.45,30.47,28.48,1.2,62.27
2020-05-09 00:00:00,218.5,123.0,14.8,32.08,32.0,1.3,49.65
2020-05-09 01:00:00,218.0,133.5,14.18,33.48,22.23,1.35,36.17
2020-05-09 02:00:00,220.5,146.5,15.43,34.88,17.07,1.3,30.85
2020-05-09 03:00:00,174.5,115.0,15.3,29.05,13.6,0.9,39.95
2020-05-09 04:00:00,106.0,71.0,14.03,23.88,12.8,0.78,51.95
2020-05-09 05:00:00,83.5,53.5,11.6,21.5,11.85,0.78,55.4
2020-05-09 06:00:00,89.0,52.5,11.9,21.23,10.55,0.8,36.25
2020-05-09 07:00:00,116.5,59.0,13.18,21.55,10.62,0.9,24.57
2020-05-09 08:00:00,136.0,64.5,14.05,21.93,16.42,0.95,45.97
2020-05-09 09:00:00,129.0,57.0,11.57,20.98,17.35,0.88,84.4
2020-05-09 10:00:00,119.0,50.5,11.57,25.25,16.85,0.83,97.78
2020-05-09 11:00:00,121.0,50.5,12.03,26.4,17.6,0.78,116.4
2020-05-09 12:00:00,120.5,43.5,11.45,26.9,15.95,0.72,122.4
2020-05-09 13:00:00,115.0,40.5,11.75,29.6,15.88,0.72,128.5
2020-05-09 14:00:00,112.5,40.5,12.95,32.58,14.35,0.6,139.45
2020-05-09 15:00:00,107.0,39.5,14.55,36.58,14.48,0.5,143.77
2020-05-09 16:00:00,105.5,38.0,16.43,38.2,15.15,0.43,145.22
2020-05-09 17:00:00,113.0,41.0,18.48,38.8,15.0,0.43,147.12
2020-05-09 18:00:00,130.0,48.5,18.98,42.33,14.95,0.78,130.62
2020-05-09 19:00:00,163.0,58.0,18.55,42.9,16.9,1.1,115.6
2020-05-09 20:00:00,176.5,59.0,17.65,40.1,14.85,1.2,103.83
2020-05-09 21:00:00,176.5,61.5,19.05,36.67,17.07,1.4,82.62
2020-05-09 22:00:00,187.5,73.5,17.58,34.48,18.6,1.45,78.18
2020-05-09 23:00:00,163.0,71.5,15.53,31.25,18.42,1.4,77.62
2020-05-10 00:00:00,140.0,67.0,15.38,28.65,17.45,1.18,62.2
2020-05-10 01:00:00,129.0,64.5,13.88,26.05,17.35,0.8,84.8
2020-05-10 02:00:00,102.5,55.5,12.07,23.95,14.6,0.78,72.5
2020-05-10 03:00:00,92.5,51.5,11.5,22.1,14.8,0.8,65.83
2020-05-10 04:00:00,93.0,56.5,11.4,22.88,13.75,0.88,57.33
2020-05-10 05:00:00,126.5,78.5,12.42,26.27,29.0,1.08,41.42
2020-05-10 06:00:00,148.0,87.5,12.82,24.8,22.4,0.97,36.92
2020-05-10 07:00:00,135.0,76.0,12.8,23.3,18.43,0.9,39.75
2020-05-10 08:00:00,135.5,69.0,13.47,26.12,19.5,0.88,57.72
2020-05-10 09:00:00,141.0,65.0,14.1,27.7,18.92,0.83,68.8
2020-05-10 10:00:00,145.0,66.0,14.9,28.62,19.7,0.83,80.2
2020-05-10 11:00:00,149.0,71.0,14.52,30.02,17.35,0.8,94.85
2020-05-10 12:00:00,151.0,78.5,13.3,26.85,8.55,0.72,77.3
2020-05-10 13:00:00,53.0,50.0,10.93,22.5,6.9,0.7,78.47
2020-05-10 14:00:00,44.5,14.0,9.65,20.25,6.47,0.57,78.98
2020-05-10 15:00:00,35.0,11.5,10.22,19.73,7.67,0.62,74.83
2020-05-10 16:00:00,40.0,12.0,10.45,19.55,9.15,0.65,79.2
2020-05-10 17:00:00,44.0,12.5,10.65,19.43,10.5,0.7,79.85
2020-05-10 18:00:00,40.5,12.5,10.22,18.6,11.1,0.65,81.17
2020-05-10 19:00:00,39.5,12.0,11.88,21.65,11.32,0.65,75.83
2020-05-10 20:00:00,63.0,31.0,16.3,27.35,13.3,0.95,55.85
2020-05-10 21:00:00,134.5,93.0,21.0,33.12,13.15,1.28,31.27
2020-05-10 22:00:00,214.5,131.5,22.35,32.25,13.1,1.15,25.6
2020-05-10 23:00:00,171.5,97.0,20.4,28.53,14.1,1.1,25.92
2020-05-11 00:00:00,123.0,83.5,17.6,28.95,34.67,1.18,29.82
2020-05-11 01:00:00,115.0,82.0,13.75,24.38,29.27,0.95,36.12
2020-05-11 02:00:00,73.5,57.0,13.15,23.25,22.65,0.95,38.25
2020-05-11 03:00:00,61.0,49.0,13.35,,20.5,0.9,32.65
2020-05-11 04:00:00,53.0,44.5,12.88,21.93,18.07,0.83,31.47
2020-05-11 05:00:00,56.0,44.0,13.45,21.98,18.08,0.95,26.75
2020-05-11 06:00:00,84.5,59.5,13.7,26.45,25.55,0.8,23.43
2020-05-11 07:00:00,114.5,73.5,14.65,28.58,29.28,0.72,21.7
2020-05-11 08:00:00,112.0,74.0,15.22,28.33,31.8,0.78,30.9
2020-05-11 09:00:00,95.5,60.5,15.32,26.02,20.73,0.67,46.92
2020-05-11 10:00:00,89.5,46.5,15.65,24.73,18.27,0.62,67.25
2020-05-11 11:00:00,101.0,45.0,15.08,23.85,21.3,0.65,88.0
2020-05-11 12:00:00,110.0,43.5,13.2,20.12,18.55,0.82,106.55
2020-05-11 13:00:00,108.0,42.0,12.9,21.6,14.42,0.97,121.1
2020-05-11 14:00:00,101.0,40.0,13.32,23.85,13.67,0.95,130.82
2020-05-11 15:00:00,100.0,39.5,13.72,25.33,13.43,0.9,130.55
2020-05-11 16:00:00,103.5,39.0,14.22,26.43,14.07,0.9,133.07
2020-05-11 17:00:00,108.0,36.5,15.35,26.68,12.28,0.9,131.38
2020-05-11 18:00:00,108.0,38.0,15.7,26.55,12.18,0.9,128.93
2020-05-11 19:00:00,106.5,41.5,16.35,27.62,11.47,0.9,114.68
2020-05-11 20:00:00,151.0,67.5,19.07,30.22,13.38,1.08,81.45
2020-05-11 21:00:00,197.0,92.0,20.02,30.62,24.85,1.2,61.95
2020-05-11 22:00:00,174.0,85.5,18.65,30.05,22.47,1.27,41.62
2020-05-11 23:00:00,168.5,93.0,17.2,29.38,22.78,1.42,35.42
2020-05-12 00:00:00,163.0,94.0,14.55,25.83,22.5,1.05,38.67
2020-05-12 01:00:00,124.0,75.5,16.77,24.2,21.45,0.8,33.78
2020-05-12 02:00:00,111.0,68.0,17.4,25.77,26.38,0.83,29.4
2020-05-12 03:00:00,105.0,66.0,14.9,27.95,29.65,0.7,36.75
2020-05-12 04:00:00,93.0,60.0,13.8,26.35,21.55,0.55,40.6
2020-05-12 05:00:00,88.0,51.5,12.97,25.92,20.32,0.45,47.85
2020-05-12 06:00:00,84.5,44.0,12.6,25.35,14.68,0.55,59.95
2020-05-12 07:00:00,79.0,40.0,13.73,26.33,13.85,0.88,52.3
2020-05-12 08:00:00,80.5,40.5,15.15,27.05,16.7,0.93,49.73
2020-05-12 09:00:00,88.0,44.5,15.6,27.3,18.2,1.05,58.38
2020-05-12 10:00:00,95.5,47.5,15.22,23.18,18.82,1.1,71.3
2020-05-12 11:00:00,101.0,47.5,14.15,21.65,26.35,1.02,99.88
2020-05-12 12:00:00,98.0,41.5,12.38,20.57,24.73,0.85,113.65
2020-05-12 13:00:00,89.0,35.5,11.65,20.47,16.68,0.7,115.45
2020-05-12 14:00:00,79.0,32.0,10.55,20.05,14.32,0.67,118.55
2020-05-12 15:00:00,86.0,34.0,11.43,22.4,16.9,0.67,132.05
2020-05-12 16:00:00,87.0,34.5,11.6,24.48,16.18,0.57,116.92
2020-05-12 17:00:00,71.5,28.5,11.77,26.38,13.35,0.55,112.17
2020-05-12 18:00:00,71.5,28.0,13.18,27.35,13.25,0.65,111.03
2020-05-12 19:00:00,88.5,40.5,14.4,28.42,14.62,0.8,105.15
2020-05-12 20:00:00,108.0,59.5,16.9,30.68,16.58,0.95,74.18
2020-05-12 21:00:00,174.0,81.5,17.23,27.25,22.43,1.15,48.9
2020-05-12 22:00:00,196.5,85.5,15.2,24.85,25.38,1.07,39.45
2020-05-12 23:00:00,159.5,74.5,14.4,25.75,26.1,1.12,40.42
2020-05-13 00:00:00,158.0,79.0,14.93,27.23,23.95,1.25,36.17
2020-05-13 01:00:00,163.5,102.5,16.2,29.18,22.77,1.25,26.98
2020-05-13 02:00:00,177.5,121.5,17.7,30.3,22.52,1.23,23.65
2020-05-13 03:00:00,171.0,114.5,18.6,37.0,20.15,1.2,21.05
2020-05-13 04:00:00,153.0,104.0,16.73,34.1,17.68,1.17,18.15
2020-05-13 05:00:00,155.5,103.0,22.4,31.2,16.53,1.12,9.2
2020-05-13 06:00:00,179.0,112.0,18.0,35.8,36.6,1.15,23.12
2020-05-13 07:00:00,196.0,109.5,15.07,33.5,29.2,1.2,30.93
2020-05-13 08:00:00,208.0,89.5,14.12,28.35,24.9,1.17,37.77
2020-05-13 09:00:00,223.5,73.5,12.05,24.15,22.07,1.08,52.05
2020-05-13 10:00:00,229.0,69.0,12.3,22.3,20.55,1.17,57.08
2020-05-13 11:00:00,225.5,74.5,12.58,22.38,20.23,1.12,64.72
2020-05-13 12:00:00,211.5,84.5,14.05,24.05,37.38,1.07,78.55
2020-05-13 13:00:00,185.0,76.0,12.02,22.85,28.17,0.83,98.6
2020-05-13 14:00:00,163.5,60.5,11.82,25.42,24.3,0.8,117.7
2020-05-13 15:00:00,145.0,59.0,12.02,27.1,20.38,0.78,120.1
2020-05-13 16:00:00,140.5,64.5,12.53,27.38,19.88,0.8,122.72
2020-05-13 17:00:00,154.0,64.5,13.03,26.68,21.23,0.78,123.9
2020-05-13 18:00:00,145.5,55.0,12.15,26.23,18.72,0.7,112.58
2020-05-13 19:00:00,135.0,54.5,12.03,24.6,18.02,0.72,102.17
2020-05-13 20:00:00,144.0,60.5,16.98,24.55,17.45,1.02,71.05
2020-05-13 21:00:00,227.0,115.0,24.2,29.35,16.77,1.42,31.7
2020-05-13 22:00:00,337.0,169.5,22.77,31.17,16.6,1.6,21.42
2020-05-13 23:00:00,342.5,158.5,21.3,31.68,16.0,1.57,20.57
2020-05-14 00:00:00,306.5,148.5,28.2,32.8,15.62,1.62,9.6
2020-05-14 01:00:00,322.0,160.5,40.58,35.98,17.02,1.52,2.83
2020-05-14 02:00:00,286.5,157.0,22.82,38.17,23.65,1.12,17.55
2020-05-14 03:00:00,184.5,120.0,26.3,35.65,15.35,1.0,14.22
2020-05-14 04:00:00,135.5,91.5,24.4,32.5,13.2,0.97,9.65
2020-05-14 05:00:00,127.5,85.5,24.95,30.92,11.93,1.02,5.22
2020-05-14 06:00:00,131.5,89.0,26.55,31.23,12.35,1.12,4.2
2020-05-14 07:00:00,135.0,92.0,19.95,28.7,13.2,1.05,9.4
2020-05-14 08:00:00,135.0,85.0,17.58,27.12,22.67,1.08,28.43
2020-05-14 09:00:00,173.5,85.5,24.45,24.95,28.62,1.12,63.38
2020-05-14 10:00:00,201.5,84.0,20.05,24.53,26.88,1.02,97.05
2020-05-14 11:00:00,180.0,76.5,15.33,23.15,21.52,0.93,132.75
2020-05-14 12:00:00,167.5,69.5,14.3,23.8,16.05,0.88,150.73
2020-05-14 13:00:00,163.0,60.0,14.07,25.92,15.1,0.85,147.32
2020-05-14 14:00:00,137.0,51.0,14.5,27.7,12.7,0.67,138.8
2020-05-14 15:00:00,113.0,42.0,15.15,30.05,12.02,0.57,131.7
2020-05-14 16:00:00,109.0,39.0,16.17,32.25,12.15,0.53,135.5
2020-05-14 17:00:00,119.5,41.0,16.73,34.15,12.6,0.5,133.77
2020-05-14 18:00:00,225.5,58.0,17.25,33.75,10.1,0.68,86.8
2020-05-14 19:00:00,228.5,65.5,14.03,22.65,8.95,0.97,64.7
2020-05-14 20:00:00,103.5,54.5,12.0,19.65,8.95,0.78,69.58
2020-05-14 21:00:00,66.0,49.0,15.4,20.75,8.82,0.8,41.42
2020-05-14 22:00:00,59.0,45.5,16.67,21.88,8.45,0.8,30.27
2020-05-14 23:00:00,61.5,50.0,19.98,26.3,9.48,0.8,20.88
2020-05-15 00:00:00,77.5,61.5,37.75,29.12,11.35,0.88,4.95
2020-05-15 01:00:00,112.0,78.5,19.18,33.48,16.15,0.75,27.42
2020-05-15 02:00:00,100.5,61.5,14.15,29.1,13.07,0.6,32.35
2020-05-15 03:00:00,89.0,40.5,17.2,28.7,16.05,0.6,22.07
2020-05-15 04:00:00,88.0,40.5,14.95,24.55,18.4,0.53,23.57
2020-05-15 05:00:00,56.5,31.0,15.02,20.38,15.67,0.53,22.68
2020-05-15 06:00:00,43.0,24.0,15.07,18.77,12.02,0.65,24.05
2020-05-15 07:00:00,42.0,21.0,19.62,18.62,12.68,0.78,19.88
2020-05-15 08:00:00,67.5,30.0,19.97,19.98,28.48,0.78,37.17
2020-05-15 09:00:00,86.5,39.0,18.95,20.17,40.95,0.78,50.7
2020-05-15 10:00:00,73.0,32.0,15.98,18.55,26.1,0.7,71.65
2020-05-15 11:00:00,65.0,23.0,15.12,21.48,17.08,0.55,84.05
2020-05-15 12:00:00,72.5,25.0,14.82,22.38,12.22,0.67,96.83
2020-05-15 13:00:00,91.5,30.5,15.3,24.02,11.35,0.8,115.52
2020-05-15 14:00:00,106.5,36.0,16.1,25.35,10.85,0.78,117.12
2020-05-15 15:00:00,99.0,37.5,15.98,26.43,10.2,0.7,123.78
2020-05-15 16:00:00,78.0,29.0,14.18,21.7,9.53,0.7,106.57
2020-05-15 17:00:00,64.0,20.5,12.38,18.2,9.9,0.85,110.58
2020-05-15 18:00:00,76.0,25.0,12.62,17.23,10.98,0.78,112.47
2020-05-15 19:00:00,93.5,35.5,15.35,18.7,13.28,0.85,98.2
2020-05-15 20:00:00,123.0,54.0,20.22,21.58,15.6,1.02,69.38
2020-05-15 21:00:00,158.0,81.0,27.07,25.4,17.77,1.15,39.83
2020-05-15 22:00:00,208.5,123.5,32.72,33.1,48.15,1.45,29.02
2020-05-15 23:00:00,292.0,171.5,43.17,36.8,52.9,1.52,9.4
2020-05-16 00:00:00,318.0,195.5,29.8,38.6,46.55,1.3,19.9
2020-05-16 01:00:00,286.5,191.5,25.77,36.45,42.15,1.08,27.15
2020-05-16 02:00:00,248.5,169.0,24.57,34.47,33.7,1.0,25.45
2020-05-16 03:00:00,203.0,139.0,23.35,28.7,20.8,0.95,30.85
2020-05-16 04:00:00,162.5,108.0,18.48,25.43,18.52,0.85,46.62
2020-05-16 05:00:00,139.5,85.5,17.18,22.93,16.68,0.78,45.12
2020-05-16 06:00:00,119.5,69.5,18.98,21.48,14.78,0.95,38.05
2020-05-16 07:00:00,129.0,70.0,20.9,23.0,22.52,1.12,38.28
2020-05-16 08:00:00,149.5,77.5,16.35,23.98,28.88,1.07,64.78
2020-05-16 09:00:00,129.5,67.0,14.25,24.4,20.15,0.9,89.35
2020-05-16 10:00:00,114.5,58.0,14.0,25.1,17.62,0.88,108.67
2020-05-16 11:00:00,109.5,51.5,14.12,23.77,15.65,0.85,111.35
2020-05-16 12:00:00,95.5,39.0,13.75,22.05,12.62,0.68,111.7
2020-05-16 13:00:00,80.0,30.5,13.75,20.7,11.05,0.67,115.1
2020-05-16 14:00:00,73.5,30.5,13.35,19.35,10.22,0.67,124.48
2020-05-16 15:00:00,73.5,37.0,11.3,16.67,10.03,0.75,126.38
2020-05-16 16:00:00,69.5,35.5,10.12,15.05,9.98,0.72,126.9
2020-05-16 17:00:00,76.5,27.0,9.95,14.98,10.05,0.83,123.3
2020-05-16 18:00:00,91.0,28.0,10.4,14.9,10.2,0.7,113.78
2020-05-16 19:00:00,104.5,30.5,13.4,16.48,11.97,0.62,92.05
2020-05-16 20:00:00,138.0,42.0,21.48,20.75,18.93,0.75,63.13
2020-05-16 21:00:00,176.5,67.0,26.38,23.02,22.0,0.9,43.23
2020-05-16 22:00:00,205.5,95.0,27.38,26.07,26.8,1.07,29.73
2020-05-16 23:00:00,246.0,134.0,29.85,29.5,35.95,1.32,15.45
2020-05-17 00:00:00,286.0,161.0,42.4,29.98,33.73,1.3,3.88
2020-05-17 01:00:00,289.5,160.5,44.05,27.75,31.65,1.27,4.0
2020-05-17 02:00:00,266.5,148.0,41.65,26.52,32.55,1.2,11.25
2020-05-17 03:00:00,266.5,143.0,37.7,25.65,27.75,1.15,7.53
2020-05-17 04:00:00,259.0,147.5,29.0,26.9,30.25,1.23,13.9
2020-05-17 05:00:00,287.5,181.5,30.6,32.7,49.7,1.38,9.6
2020-05-17 06:00:00,354.5,232.0,25.35,36.0,57.33,1.4,10.6
2020-05-17 07:00:00,405.0,251.0,30.27,37.6,54.83,1.45,15.85
2020-05-17 08:00:00,403.0,239.5,23.95,38.15,61.53,1.33,59.73
2020-05-17 09:00:00,332.0,207.0,20.12,32.35,52.17,1.12,110.2
2020-05-17 10:00:00,225.0,134.5,14.33,24.95,29.02,0.8,143.85
2020-05-17 11:00:00,149.5,77.5,14.45,23.4,27.18,0.85,162.07
2020-05-17 12:00:00,135.0,70.0,13.05,23.07,20.6,0.53,148.45
2020-05-17 13:00:00,114.5,56.0,10.6,19.3,14.6,0.4,136.07
2020-05-17 14:00:00,102.0,36.5,9.98,17.6,10.62,0.4,128.05
2020-05-17 15:00:00,106.0,37.5,9.95,18.02,12.32,0.55,152.6
2020-05-17 16:00:00,114.0,45.0,9.35,17.23,10.88,0.47,142.5
2020-05-17 17:00:00,114.5,42.5,7.5,11.9,8.6,0.5,123.5
2020-05-17 18:00:00,113.5,39.5,8.32,11.97,8.77,0.53,105.3
2020-05-17 19:00:00,124.5,40.0,11.28,12.47,9.05,0.7,76.85
2020-05-17 20:00:00,194.5,49.5,12.0,13.5,9.35,0.75,67.85
2020-05-17 21:00:00,250.5,64.5,13.33,14.25,9.17,0.8,46.35
2020-05-17 22:00:00,235.5,75.0,13.72,15.2,16.73,0.83,37.48
2020-05-17 23:00:00,232.5,90.0,18.97,16.48,21.08,0.93,17.58
2020-05-18 00:00:00,252.0,106.5,30.65,16.48,25.02,0.95,3.15
2020-05-18 01:00:00,285.0,118.0,30.8,16.77,22.8,0.97,3.6
2020-05-18 02:00:00,314.5,137.5,48.8,18.52,24.77,1.05,3.85
2020-05-18 03:00:00,354.5,162.5,15.1,19.6,52.95,0.85,18.15
2020-05-18 04:00:00,320.5,168.0,13.43,19.68,34.35,0.83,24.83
2020-05-18 05:00:00,253.5,158.0,15.65,20.42,26.65,0.8,10.95
2020-05-18 06:00:00,289.0,162.0,22.17,21.98,30.0,0.88,6.4
2020-05-18 07:00:00,326.5,182.0,14.6,23.93,42.4,1.1,18.3
2020-05-18 08:00:00,305.5,181.0,12.83,21.98,32.58,1.1,41.38
2020-05-18 09:00:00,288.0,163.5,12.12,20.0,26.47,1.07,77.95
2020-05-18 10:00:00,261.5,136.5,10.72,17.15,23.15,1.02,119.32
2020-05-18 11:00:00,205.5,99.5,8.32,13.57,17.55,1.02,147.55
2020-05-18 12:00:00,149.0,72.5,6.25,11.32,13.77,0.83,141.88
2020-05-18 13:00:00,110.0,46.5,5.18,9.07,9.03,0.7,113.53
2020-05-18 14:00:00,86.5,30.5,5.1,8.5,7.42,0.7,112.8
2020-05-18 15:00:00,76.0,32.5,6.05,10.45,7.93,0.7,123.75
2020-05-18 16:00:00,84.5,36.5,6.8,11.23,8.03,0.6,119.92
2020-05-18 17:00:00,122.0,69.0,9.05,15.12,8.62,0.78,105.85
2020-05-18 18:00:00,145.0,80.0,8.85,14.23,9.6,0.72,100.93
2020-05-18 19:00:00,124.5,48.0,10.45,12.88,10.2,0.72,84.9
2020-05-18 20:00:00,130.0,47.0,14.07,13.28,12.75,0.85,51.55
2020-05-18 21:00:00,157.5,62.5,16.85,13.8,15.78,0.98,36.92
2020-05-18 22:00:00,198.0,91.5,16.62,14.0,17.1,1.08,25.55
2020-05-18 23:00:00,230.0,109.0,24.62,14.22,17.4,1.1,12.53
2020-05-19 00:00:00,316.5,119.5,45.4,14.95,20.15,1.1,3.98
2020-05-19 01:00:00,342.0,138.5,25.57,17.25,18.15,0.95,5.88
2020-05-19 02:00:00,273.5,141.5,20.75,17.3,19.27,0.95,4.85
2020-05-19 03:00:00,278.5,150.0,37.3,19.15,18.4,0.95,3.45
2020-05-19 04:00:00,318.5,160.0,41.5,18.58,15.3,1.0,3.75
2020-05-19 05:00:00,328.0,160.5,48.35,19.6,14.47,1.05,4.0
2020-05-19 06:00:00,332.0,173.5,47.72,21.15,13.9,1.1,4.03
2020-05-19 07:00:00,394.5,190.0,43.4,21.52,14.9,1.12,5.23
2020-05-19 08:00:00,416.5,203.5,28.18,23.93,24.55,1.12,35.23
2020-05-19 09:00:00,348.0,196.5,18.48,19.95,28.38,1.02,98.62
2020-05-19 10:00:00,298.0,163.5,13.38,16.35,26.98,0.85,143.88
2020-05-19 11:00:00,214.5,104.5,7.1,11.57,13.88,0.53,127.15
