Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 (ug/m3)
2019-11-03 06:00:00,602.0,565.25,2.88,71.45,32.48,12.25,1.93
2019-11-03 07:00:00,765.0,728.0,3.1,76.5,33.83,13.33,2.58
2019-11-03 08:00:00,846.5,795.75,3.12,72.62,35.3,14.1,4.3
2019-11-03 09:00:00,785.25,736.75,3.3,75.12,38.6,20.82,3.57
2019-11-03 10:00:00,809.0,781.25,3.55,83.43,41.75,33.98,3.45
2019-11-03 11:00:00,878.0,845.0,3.88,93.83,39.5,49.02,4.5
2019-11-03 12:00:00,,,3.65,91.35,31.15,65.97,4.15
2019-11-03 13:00:00,935.0,917.0,3.4,86.15,30.65,65.38,3.48
2019-11-03 14:00:00,914.25,891.25,2.95,80.05,24.88,72.38,4.15
2019-11-03 15:00:00,762.75,724.25,1.98,58.48,18.08,83.88,2.95
2019-11-03 16:00:00,482.5,443.75,1.92,56.62,16.9,90.08,3.67
2019-11-03 17:00:00,464.0,425.75,1.9,58.98,19.48,73.1,4.25
2019-11-03 18:00:00,508.25,460.25,1.83,56.5,22.35,35.75,3.48
2019-11-03 19:00:00,452.75,406.75,1.73,54.7,22.0,15.17,3.43
2019-11-03 20:00:00,382.75,341.5,1.58,50.95,26.6,13.78,2.27
2019-11-03 21:00:00,308.25,266.0,1.45,46.67,28.57,12.38,1.55
2019-11-03 22:00:00,230.25,197.5,1.25,43.0,27.35,10.88,1.88
2019-11-03 23:00:00,173.25,142.5,1.43,40.5,34.83,6.9,2.25
2019-11-04 00:00:00,167.25,133.25,1.4,40.45,31.8,6.9,1.73
2019-11-04 01:00:00,153.5,126.5,1.2,40.92,26.55,7.78,0.95
2019-11-04 02:00:00,147.25,123.75,1.2,43.05,26.77,9.9,0.72
2019-11-04 03:00:00,155.5,132.5,1.2,42.65,23.95,8.7,0.35
2019-11-04 04:00:00,185.25,159.75,1.25,43.2,21.0,10.4,1.2
2019-11-04 05:00:00,248.25,224.25,1.52,46.85,30.98,9.98,2.05
2019-11-04 06:00:00,316.75,289.25,1.7,52.88,36.42,12.3,2.8
2019-11-04 07:00:00,413.25,372.25,1.88,56.35,31.38,13.5,3.2
2019-11-04 08:00:00,481.25,429.5,1.98,60.55,39.67,16.2,3.5
2019-11-04 09:00:00,511.25,458.5,2.17,60.0,45.4,20.88,2.75
2019-11-04 10:00:00,510.5,473.5,2.15,60.97,42.0,44.67,3.15
2019-11-04 11:00:00,492.75,455.0,,,,79.7,
2019-11-04 12:00:00,426.0,359.0,1.38,54.4,20.77,,5.7
2019-11-04 13:00:00,328.0,274.0,1.3,47.77,17.3,119.58,4.8
2019-11-04 14:00:00,287.0,222.0,1.12,42.07,14.15,134.43,3.3
2019-11-04 15:00:00,273.25,210.25,0.75,37.98,11.1,145.58,3.7
2019-11-04 16:00:00,216.25,163.0,0.62,36.62,11.25,140.93,5.97
2019-11-04 17:00:00,163.25,120.75,0.53,34.3,13.82,123.57,4.6
2019-11-04 18:00:00,146.0,102.0,0.72,33.12,18.35,68.72,2.0
2019-11-04 19:00:00,134.5,84.5,0.8,31.1,26.35,26.43,4.62
2019-11-04 20:00:00,124.75,82.5,1.18,31.35,43.4,6.48,5.95
2019-11-04 21:00:00,129.0,83.0,1.33,32.8,50.08,6.38,6.57
2019-11-04 22:00:00,139.5,94.25,1.4,34.15,54.22,7.4,8.0
2019-11-04 23:00:00,159.25,116.0,1.25,34.25,44.98,15.43,8.05
2019-11-05 00:00:00,184.75,142.75,1.15,35.25,36.38,22.57,11.2
2019-11-05 01:00:00,219.0,185.5,1.3,38.83,41.45,15.22,11.5
2019-11-05 02:00:00,262.75,236.25,1.3,41.65,41.35,14.15,10.22
2019-11-05 03:00:00,266.25,239.25,1.2,40.05,34.5,15.98,9.9
2019-11-05 04:00:00,267.0,243.5,1.25,40.2,32.35,17.67,10.0
2019-11-05 05:00:00,289.0,268.5,1.3,41.83,45.33,13.8,9.92
2019-11-05 06:00:00,305.25,288.5,1.35,44.02,32.28,15.27,10.02
2019-11-05 07:00:00,310.75,292.0,1.2,42.15,30.73,13.85,9.03
2019-11-05 08:00:00,288.5,265.25,1.23,42.2,29.5,22.15,11.07
2019-11-05 09:00:00,292.5,251.75,1.25,42.35,29.07,50.5,14.7
2019-11-05 10:00:00,296.5,248.5,1.1,40.5,24.15,88.32,17.18
2019-11-05 11:00:00,258.25,194.0,1.02,38.33,19.4,115.32,17.48
2019-11-05 12:00:00,237.5,154.5,0.88,35.45,16.08,136.05,16.0
2019-11-05 13:00:00,177.25,121.5,0.7,31.58,11.18,134.68,12.88
2019-11-05 14:00:00,149.0,75.5,0.6,30.3,8.9,138.72,11.2
2019-11-05 15:00:00,105.5,59.75,0.47,28.6,9.55,144.17,13.68
2019-11-05 16:00:00,96.5,58.5,0.45,28.4,8.8,135.95,12.73
2019-11-05 17:00:00,81.75,47.0,0.35,27.7,10.65,120.02,7.4
2019-11-05 18:00:00,82.0,43.0,0.55,28.48,17.77,60.3,6.85
2019-11-05 19:00:00,93.25,40.25,0.67,29.23,21.9,18.55,5.2
2019-11-05 20:00:00,89.5,43.25,0.88,29.73,31.42,6.88,4.5
2019-11-05 21:00:00,86.5,51.25,1.05,28.93,35.92,6.12,4.83
2019-11-05 22:00:00,93.0,55.75,1.1,28.7,38.1,6.25,5.2
2019-11-05 23:00:00,98.25,59.0,1.12,27.95,40.92,6.1,5.88
2019-11-06 00:00:00,96.0,63.0,1.33,28.45,54.77,6.08,7.2
2019-11-06 01:00:00,98.75,66.75,1.4,29.2,64.15,5.95,7.62
2019-11-06 02:00:00,107.25,70.5,1.23,30.62,50.33,8.0,7.22
2019-11-06 03:00:00,105.0,75.5,1.1,27.0,44.7,6.85,7.3
2019-11-06 04:00:00,96.0,77.75,1.23,27.5,71.5,6.38,8.9
2019-11-06 05:00:00,97.25,79.75,1.23,27.35,66.62,6.35,8.45
2019-11-06 06:00:00,98.75,80.0,1.2,27.3,59.38,5.97,7.9
2019-11-06 07:00:00,93.25,81.75,1.12,28.05,66.0,6.7,7.28
2019-11-06 08:00:00,97.75,76.75,1.12,28.6,81.53,7.35,8.22
2019-11-06 09:00:00,112.75,76.0,1.95,25.98,173.1,7.55,11.5
2019-11-06 10:00:00,161.0,89.0,2.12,29.35,144.45,10.53,11.9
2019-11-06 11:00:00,180.75,95.5,1.05,31.5,42.9,64.05,9.6
2019-11-06 12:00:00,146.25,79.0,0.78,29.73,19.38,105.92,8.8
2019-11-06 13:00:00,129.25,76.75,0.57,27.35,16.43,107.12,5.78
2019-11-06 14:00:00,102.5,62.75,0.47,26.23,13.2,110.97,4.53
2019-11-06 15:00:00,72.5,40.25,0.4,25.7,14.45,111.38,4.88
2019-11-06 16:00:00,71.75,38.0,0.57,27.38,26.3,74.35,4.78
2019-11-06 17:00:00,91.25,40.25,1.05,28.15,73.9,21.6,6.7
2019-11-06 18:00:00,117.75,49.5,1.35,30.1,94.97,5.9,7.12
2019-11-06 19:00:00,124.0,58.75,1.48,31.2,104.35,6.47,6.88
2019-11-06 20:00:00,143.0,78.75,1.65,37.52,85.07,8.27,6.75
2019-11-06 21:00:00,197.0,128.75,1.62,36.95,83.3,9.8,6.15
2019-11-06 22:00:00,214.0,148.75,1.62,35.95,102.1,9.57,6.62
2019-11-06 23:00:00,206.75,154.25,1.4,37.25,73.7,9.83,6.07
2019-11-07 00:00:00,192.5,144.75,1.33,36.58,71.53,9.6,6.93
2019-11-07 01:00:00,183.0,139.25,1.27,36.25,77.22,9.55,8.88
2019-11-07 02:00:00,168.0,134.5,1.02,29.9,48.65,11.85,7.8
2019-11-07 03:00:00,169.5,136.75,1.1,,32.3,9.5,7.0
2019-11-07 04:00:00,177.5,142.25,1.0,,30.65,10.18,7.15
2019-11-07 05:00:00,186.0,151.75,1.02,,27.3,9.28,5.62
2019-11-07 06:00:00,174.25,149.75,1.02,0.4,24.48,8.25,5.25
2019-11-07 07:00:00,161.5,146.0,1.15,,51.62,8.82,5.88
2019-11-07 08:00:00,189.5,155.0,1.77,,123.52,10.27,8.4
2019-11-07 09:00:00,252.5,190.5,1.98,,111.88,13.02,14.12
2019-11-07 10:00:00,315.25,216.0,1.68,,73.3,14.82,16.9
2019-11-07 11:00:00,326.0,220.75,1.67,60.8,53.52,19.53,14.78
2019-11-07 12:00:00,325.0,242.5,1.75,54.33,47.67,22.83,13.05
2019-11-07 13:00:00,334.5,266.5,2.17,49.38,87.33,15.05,9.35
2019-11-07 14:00:00,316.25,266.0,2.5,50.9,103.12,16.33,8.68
2019-11-07 15:00:00,303.0,245.75,2.33,49.27,85.12,27.98,8.68
2019-11-07 16:00:00,276.25,230.0,1.98,51.15,80.1,29.4,9.2
2019-11-07 17:00:00,261.0,223.0,1.75,52.83,75.9,17.8,7.65
2019-11-07 18:00:00,241.5,204.25,2.12,51.2,93.0,11.2,7.3
2019-11-07 19:00:00,252.75,215.75,2.38,52.68,94.78,11.05,7.7
2019-11-07 20:00:00,277.0,229.0,2.83,55.77,127.6,11.43,8.62
2019-11-07 21:00:00,280.25,225.5,2.53,55.88,102.9,9.8,9.22
2019-11-07 22:00:00,243.75,218.0,2.35,54.77,102.07,9.38,8.18
2019-11-07 23:00:00,211.75,194.75,2.52,46.78,137.5,8.97,9.62
2019-11-08 00:00:00,208.75,181.5,2.5,51.2,127.15,9.45,9.8
2019-11-08 01:00:00,215.0,190.75,2.15,55.55,91.25,9.85,7.03
2019-11-08 02:00:00,232.25,194.25,2.08,55.42,106.0,11.85,7.22
2019-11-08 03:00:00,240.0,189.0,2.1,48.6,105.75,9.68,7.95
2019-11-08 04:00:00,213.0,186.75,2.05,49.17,95.83,8.53,7.12
2019-11-08 05:00:00,206.25,180.0,1.95,49.92,94.45,9.5,6.35
2019-11-08 06:00:00,207.0,178.5,1.77,48.9,84.1,9.43,5.83
2019-11-08 07:00:00,185.25,170.75,1.6,47.03,82.28,8.35,5.08
2019-11-08 08:00:00,170.75,158.75,1.7,46.12,122.05,8.45,7.25
2019-11-08 09:00:00,165.75,149.25,2.08,49.23,166.67,9.8,9.1
2019-11-08 10:00:00,189.75,143.75,1.75,53.1,114.85,13.1,10.07
2019-11-08 11:00:00,212.5,150.5,1.33,53.25,67.65,42.65,11.12
2019-11-08 12:00:00,191.75,145.25,1.15,54.95,54.9,74.5,10.5
2019-11-08 13:00:00,183.25,139.5,0.93,53.8,31.32,123.22,8.75
2019-11-08 14:00:00,165.75,126.25,0.9,51.8,29.4,142.12,8.55
2019-11-08 15:00:00,161.25,119.75,1.07,50.57,46.27,140.77,10.05
2019-11-08 16:00:00,196.75,135.75,1.27,50.6,46.0,183.05,12.4
2019-11-08 17:00:00,239.75,158.0,1.02,48.22,37.8,104.03,8.7
2019-11-08 18:00:00,183.5,123.75,0.97,46.1,42.25,31.35,5.12
2019-11-08 19:00:00,157.0,109.5,1.1,45.95,45.85,9.6,4.22
2019-11-08 20:00:00,146.5,105.25,1.35,48.28,51.65,6.92,5.1
2019-11-08 21:00:00,153.75,107.5,1.6,47.1,56.38,7.07,8.0
2019-11-08 22:00:00,164.75,115.0,1.67,46.38,65.85,7.72,8.38
2019-11-08 23:00:00,170.25,123.5,1.6,44.12,53.65,7.45,8.25
2019-11-09 00:00:00,159.0,122.25,1.62,42.3,57.75,8.25,8.3
2019-11-09 01:00:00,154.0,125.25,1.7,42.97,77.72,8.6,7.22
2019-11-09 02:00:00,176.5,136.25,1.85,45.05,114.85,11.7,7.78
2019-11-09 03:00:00,215.5,159.25,1.2,47.6,52.4,9.77,6.3
2019-11-09 04:00:00,236.5,193.0,1.12,48.4,37.75,10.8,6.85
2019-11-09 05:00:00,233.5,205.5,1.0,49.25,28.48,10.98,6.75
2019-11-09 06:00:00,237.75,216.0,1.05,48.08,38.7,12.07,6.23
2019-11-09 07:00:00,240.75,220.0,1.15,48.67,40.55,12.25,6.28
2019-11-09 08:00:00,264.0,242.25,1.38,51.52,57.62,15.95,7.22
2019-11-09 09:00:00,294.75,270.25,1.23,50.6,41.45,27.02,8.25
2019-11-09 10:00:00,266.25,247.0,1.1,48.45,34.28,51.95,14.6
2019-11-09 11:00:00,212.5,183.75,0.8,42.28,23.7,86.6,12.9
2019-11-09 12:00:00,154.0,116.0,0.65,38.4,17.55,106.97,10.82
2019-11-09 13:00:00,113.25,72.5,0.55,35.8,13.15,125.6,10.57
2019-11-09 14:00:00,98.0,56.75,0.45,33.75,11.4,123.5,9.9
2019-11-09 15:00:00,94.0,47.25,0.3,31.73,9.7,116.85,9.25
2019-11-09 16:00:00,90.5,38.0,0.3,29.42,11.88,108.62,7.82
2019-11-09 17:00:00,87.5,36.0,0.38,29.48,14.45,93.83,8.18
2019-11-09 18:00:00,86.0,38.75,0.5,30.18,21.1,42.67,7.17
2019-11-09 19:00:00,94.75,41.25,0.68,31.27,27.95,21.75,6.8
2019-11-09 20:00:00,97.0,53.5,0.98,32.8,34.53,9.97,6.68
2019-11-09 21:00:00,117.5,69.25,1.17,33.73,40.32,8.85,5.72
2019-11-09 22:00:00,158.25,101.5,1.48,34.23,52.77,8.35,6.6
2019-11-09 23:00:00,182.5,128.0,1.45,34.95,54.7,8.52,6.08
2019-11-10 00:00:00,193.75,140.75,1.3,34.35,41.9,8.22,5.97
2019-11-10 01:00:00,181.75,146.5,1.15,34.73,39.55,11.25,7.55
2019-11-10 02:00:00,193.75,160.0,1.08,37.22,30.02,12.25,7.08
2019-11-10 03:00:00,211.0,183.75,1.15,,34.95,12.08,7.3
2019-11-10 04:00:00,262.75,234.5,1.2,,39.32,12.62,7.57
2019-11-10 05:00:00,292.5,261.75,1.2,,40.72,12.8,6.67
2019-11-10 06:00:00,320.25,289.75,1.15,,30.4,13.32,7.05
2019-11-10 07:00:00,310.75,296.25,1.1,,24.45,12.82,5.9
2019-11-10 08:00:00,288.75,269.5,1.17,,35.4,14.35,6.5
2019-11-10 09:00:00,292.5,260.5,1.38,,57.65,23.48,14.18
2019-11-10 10:00:00,310.0,265.5,1.27,,41.8,69.8,27.1
2019-11-10 11:00:00,319.25,265.0,1.2,,34.65,116.38,31.78
2019-11-10 12:00:00,308.0,257.0,1.12,,27.15,149.25,29.12
2019-11-10 13:00:00,276.25,227.25,0.82,0.45,19.25,156.82,20.85
2019-11-10 14:00:00,191.0,141.0,0.65,2.7,14.52,151.75,14.82
2019-11-10 15:00:00,137.25,92.25,0.6,3.82,13.9,145.45,16.52
2019-11-10 16:00:00,127.25,79.25,0.5,3.33,15.53,124.95,12.28
2019-11-10 17:00:00,122.0,72.75,0.5,1.27,18.75,90.65,8.45
2019-11-10 18:00:00,119.75,68.75,0.55,0.5,19.65,44.7,6.95
2019-11-10 19:00:00,115.0,70.5,0.65,,29.22,21.75,4.75
2019-11-10 20:00:00,122.75,79.25,0.88,,41.97,9.3,5.28
2019-11-10 21:00:00,134.0,85.0,1.27,,66.4,7.07,6.28
2019-11-10 22:00:00,160.0,99.0,1.67,,83.42,7.8,7.38
2019-11-10 23:00:00,188.25,129.5,1.52,,66.62,8.53,6.9
2019-11-11 00:00:00,201.0,152.75,1.42,,57.0,8.9,6.67
2019-11-11 01:00:00,210.0,166.75,1.6,,72.92,9.9,7.58
2019-11-11 02:00:00,220.75,173.0,1.52,,76.33,10.45,8.22
2019-11-11 03:00:00,215.25,166.75,1.3,,54.75,8.93,7.25
2019-11-11 04:00:00,210.5,170.75,1.23,,39.15,9.32,7.1
2019-11-11 05:00:00,224.75,198.5,1.2,,32.77,11.25,7.07
2019-11-11 06:00:00,276.0,252.5,1.23,,27.35,12.47,7.75
2019-11-11 07:00:00,321.25,300.25,1.3,,32.5,12.8,7.73
2019-11-11 08:00:00,344.0,325.0,1.57,,61.5,13.43,7.9
2019-11-11 09:00:00,369.25,341.0,2.02,,107.72,16.6,12.65
2019-11-11 10:00:00,447.75,392.0,2.2,,89.7,47.3,29.95
2019-11-11 11:00:00,587.5,505.5,2.25,,70.58,122.08,40.78
2019-11-11 12:00:00,612.25,533.25,1.45,,30.7,166.6,29.75
2019-11-11 13:00:00,432.25,365.0,1.12,,22.45,186.48,21.8
2019-11-11 14:00:00,306.75,249.0,1.12,0.55,23.38,197.22,21.85
2019-11-11 15:00:00,304.0,250.5,0.95,1.75,22.42,181.65,18.38
2019-11-11 16:00:00,257.5,204.75,0.75,2.8,20.17,152.43,15.57
2019-11-11 17:00:00,213.75,150.75,0.75,1.58,20.6,90.62,13.57
2019-11-11 18:00:00,201.25,118.25,0.85,11.3,30.68,39.6,10.05
2019-11-11 19:00:00,187.0,122.5,0.98,60.03,34.33,14.48,8.2
2019-11-11 20:00:00,170.5,123.5,1.18,46.4,43.18,7.67,8.07
2019-11-11 21:00:00,175.75,122.75,1.48,38.9,54.75,7.05,6.8
2019-11-11 22:00:00,180.75,128.75,1.9,36.3,70.97,7.53,7.05
2019-11-11 23:00:00,198.75,148.25,2.23,36.47,81.18,8.98,8.03
2019-11-12 00:00:00,228.0,186.25,2.15,37.68,68.4,9.93,7.45
2019-11-12 01:00:00,284.75,243.25,2.18,40.33,60.85,11.22,7.28
2019-11-12 02:00:00,352.5,312.5,2.05,44.05,52.08,13.25,7.12
2019-11-12 03:00:00,415.75,379.25,2.0,,39.5,12.93,6.25
2019-11-12 04:00:00,455.25,427.5,1.95,,43.58,13.0,7.35
2019-11-12 05:00:00,482.25,449.75,2.0,,43.5,13.32,7.68
2019-11-12 06:00:00,511.75,481.0,2.02,,37.62,13.22,8.7
2019-11-12 07:00:00,568.75,536.75,2.0,,30.0,13.73,7.62
2019-11-12 08:00:00,611.5,568.75,2.08,,42.1,14.93,7.33
2019-11-12 09:00:00,598.0,541.5,2.2,,50.12,21.6,7.07
2019-11-12 10:00:00,621.75,572.25,2.12,,51.18,72.27,26.73
2019-11-12 11:00:00,656.0,621.5,1.8,56.45,38.62,128.0,33.92
2019-11-12 12:00:00,526.75,490.25,1.48,40.4,30.78,158.52,27.1
2019-11-12 13:00:00,439.5,406.0,1.15,26.0,21.35,198.0,18.27
2019-11-12 14:00:00,339.5,293.5,1.23,22.3,21.88,,17.27
2019-11-12 15:00:00,337.5,294.0,1.27,21.23,22.35,196.4,17.02
2019-11-12 16:00:00,342.25,297.25,0.97,19.57,21.2,178.72,13.95
2019-11-12 17:00:00,316.25,258.75,0.93,18.75,23.73,100.32,10.35
2019-11-12 18:00:00,333.0,249.25,1.0,18.15,25.23,55.8,6.57
2019-11-12 19:00:00,300.25,248.5,1.07,16.8,33.2,22.27,4.67
2019-11-12 20:00:00,299.0,245.25,1.35,17.07,47.23,10.47,5.15
2019-11-12 21:00:00,295.75,252.0,1.58,17.15,48.4,10.32,7.03
2019-11-12 22:00:00,311.0,267.75,1.77,18.02,44.95,11.38,7.53
2019-11-12 23:00:00,340.0,296.25,2.0,18.43,45.03,11.3,7.75
2019-11-13 00:00:00,368.75,327.75,2.12,18.85,45.42,11.4,6.9
2019-11-13 01:00:00,386.25,350.75,2.1,19.4,44.45,11.45,6.05
2019-11-13 02:00:00,397.25,362.75,2.02,19.27,49.15,12.3,6.45
2019-11-13 03:00:00,403.5,375.75,2.15,21.7,60.35,12.12,7.5
2019-11-13 04:00:00,424.5,393.0,2.27,23.45,62.38,12.42,6.9
2019-11-13 05:00:00,473.25,438.5,2.2,24.73,57.85,13.55,7.07
2019-11-13 06:00:00,499.75,467.75,2.0,25.8,50.02,14.18,6.97
2019-11-13 07:00:00,494.75,462.0,1.9,24.18,53.97,12.88,7.05
2019-11-13 08:00:00,461.5,428.5,2.0,22.95,97.42,13.05,8.03
2019-11-13 09:00:00,472.25,412.25,2.42,26.7,101.8,17.1,8.35
2019-11-13 10:00:00,559.75,484.5,2.38,34.45,102.57,33.33,12.57
2019-11-13 11:00:00,635.0,564.75,2.05,32.6,89.27,70.12,45.17
2019-11-13 12:00:00,560.0,479.25,1.85,31.43,63.05,143.48,60.3
2019-11-13 13:00:00,534.25,453.5,1.9,30.57,54.1,178.8,31.75
2019-11-13 14:00:00,505.75,432.0,1.65,26.85,42.7,,26.27
2019-11-13 15:00:00,442.25,373.5,1.02,19.68,21.45,191.82,20.12
2019-11-13 16:00:00,292.75,239.25,0.9,19.18,19.7,141.32,17.55
2019-11-13 17:00:00,297.25,236.0,1.02,20.3,26.9,94.4,12.05
2019-11-13 18:00:00,363.75,265.5,1.15,21.43,32.8,53.72,8.98
2019-11-13 19:00:00,363.75,296.25,1.43,23.15,37.22,24.35,7.17
2019-11-13 20:00:00,392.25,343.25,1.6,23.73,42.17,16.6,6.68
2019-11-13 21:00:00,379.5,343.5,1.7,22.15,57.9,12.27,7.33
2019-11-13 22:00:00,345.75,303.25,2.0,21.4,64.48,11.43,7.5
2019-11-13 23:00:00,343.5,299.25,2.22,21.5,69.3,12.57,7.72
2019-11-14 00:00:00,356.5,313.25,2.45,21.48,74.55,12.57,8.47
2019-11-14 01:00:00,356.5,318.25,2.77,24.43,103.02,13.15,9.03
2019-11-14 02:00:00,357.75,321.75,2.47,22.45,61.25,13.85,8.2
2019-11-14 03:00:00,350.75,320.25,2.1,25.15,54.75,12.95,7.7
2019-11-14 04:00:00,357.75,318.5,2.02,25.33,50.2,13.2,6.7
2019-11-14 05:00:00,357.5,325.5,1.85,26.3,42.05,13.15,6.55
2019-11-14 06:00:00,375.0,347.5,1.7,27.5,36.0,13.6,6.7
