Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 ()
2020-03-13 06:00:00,229.0,107.0,0.93,32.48,40.75,9.2,19.88
2020-03-13 07:00:00,282.0,146.0,1.1,34.73,41.73,4.05,29.28
2020-03-13 08:00:00,368.0,194.0,1.23,38.65,41.77,3.77,47.65
2020-03-13 09:00:00,376.0,216.0,1.1,41.2,30.65,10.68,46.78
2020-03-13 10:00:00,346.0,222.0,1.05,40.52,21.7,19.0,31.62
2020-03-13 11:00:00,254.0,150.0,0.9,37.42,18.1,62.12,24.52
2020-03-13 12:00:00,241.0,114.0,0.75,35.92,14.75,96.42,23.48
2020-03-13 13:00:00,235.0,78.0,0.6,37.15,14.15,106.9,25.6
2020-03-13 14:00:00,237.0,59.0,0.67,36.22,12.45,133.3,22.05
2020-03-13 15:00:00,318.0,72.0,0.7,38.55,11.45,112.7,22.82
2020-03-13 16:00:00,323.0,77.0,0.4,39.83,9.78,97.9,17.4
2020-03-13 17:00:00,356.0,52.0,0.45,38.73,11.35,87.85,15.22
2020-03-13 18:00:00,337.0,61.0,0.5,40.05,14.85,64.53,15.35
2020-03-13 19:00:00,332.0,64.0,0.65,36.35,17.17,60.98,19.4
2020-03-13 20:00:00,416.0,80.0,0.78,34.78,22.15,41.15,22.02
2020-03-13 21:00:00,407.0,95.0,0.93,34.45,28.9,21.43,17.5
2020-03-13 22:00:00,334.0,85.0,1.12,35.28,46.1,15.02,17.3
2020-03-13 23:00:00,412.0,96.0,1.18,39.07,50.82,7.88,16.73
2020-03-14 00:00:00,277.0,77.0,0.93,42.33,38.3,4.55,15.05
2020-03-14 01:00:00,164.0,62.0,0.78,42.75,29.72,11.38,14.18
2020-03-14 02:00:00,121.0,45.0,0.6,43.27,16.0,14.05,15.32
2020-03-14 03:00:00,90.0,58.0,0.6,40.5,13.2,13.88,13.7
2020-03-14 04:00:00,56.0,39.0,0.6,38.3,13.53,19.6,13.47
2020-03-14 05:00:00,57.0,30.0,0.65,34.25,13.32,15.03,14.43
2020-03-14 06:00:00,59.0,38.0,0.7,32.0,13.0,23.3,16.0
2020-03-14 07:00:00,,,,,,,
2020-03-14 08:00:00,,,,,,,
2020-03-14 09:00:00,,,,,,,
2020-03-14 10:00:00,,,,,,,
2020-03-14 11:00:00,,,,,,,
2020-03-14 12:00:00,,,,,,,
2020-03-14 13:00:00,,,,,,,
2020-03-14 14:00:00,,,0.5,40.7,11.7,,14.25
2020-03-14 15:00:00,56.0,23.0,0.6,36.5,10.8,63.05,12.9
2020-03-14 16:00:00,57.25,26.75,0.35,45.83,13.12,77.3,12.35
2020-03-14 17:00:00,67.0,38.25,0.53,44.05,11.82,71.0,13.35
2020-03-14 18:00:00,96.25,43.5,0.62,41.33,11.57,62.45,15.6
2020-03-14 19:00:00,132.5,57.5,0.8,41.42,13.82,44.28,15.4
2020-03-14 20:00:00,133.5,60.25,0.98,39.62,20.02,24.0,15.9
2020-03-14 21:00:00,117.25,67.25,1.25,38.12,25.92,7.7,14.7
2020-03-14 22:00:00,136.75,77.75,1.27,36.38,36.65,17.2,14.65
2020-03-14 23:00:00,161.0,81.25,1.2,36.17,24.03,19.88,16.95
2020-03-15 00:00:00,128.0,79.0,1.1,37.77,13.75,32.85,15.75
2020-03-15 01:00:00,73.0,57.75,1.2,39.6,15.05,22.38,17.57
2020-03-15 02:00:00,71.25,46.5,1.17,44.23,17.07,19.2,16.45
2020-03-15 03:00:00,80.0,45.25,1.2,48.0,21.2,5.57,16.8
2020-03-15 04:00:00,93.75,52.75,1.23,42.0,19.35,9.72,16.2
2020-03-15 05:00:00,130.5,74.75,1.55,38.15,21.38,5.9,24.25
2020-03-15 06:00:00,271.0,169.25,1.77,36.43,24.27,6.5,35.42
2020-03-15 07:00:00,330.25,193.0,1.88,37.85,55.12,5.25,29.43
2020-03-15 08:00:00,333.75,190.75,2.05,40.15,53.4,6.18,27.12
2020-03-15 09:00:00,310.75,187.5,1.92,41.8,34.2,11.15,35.5
2020-03-15 10:00:00,268.25,172.0,1.92,45.15,40.52,11.2,30.43
2020-03-15 11:00:00,257.25,171.75,1.77,45.77,26.75,36.95,31.15
2020-03-15 12:00:00,228.25,146.25,1.52,44.57,16.62,74.5,32.5
2020-03-15 13:00:00,153.5,91.25,1.52,43.25,12.6,101.27,26.25
2020-03-15 14:00:00,112.25,65.75,1.5,40.35,9.5,115.03,22.72
2020-03-15 15:00:00,101.5,56.25,1.5,40.45,9.38,123.2,20.5
2020-03-15 16:00:00,101.25,46.0,0.2,42.23,9.2,120.88,17.83
2020-03-15 17:00:00,98.25,42.0,0.23,43.4,11.93,119.03,17.35
2020-03-15 18:00:00,109.75,48.0,0.25,43.92,10.52,113.4,16.68
2020-03-15 19:00:00,136.75,50.75,0.42,42.38,15.9,79.85,20.48
2020-03-15 20:00:00,174.75,61.75,0.5,40.93,14.7,75.65,21.73
2020-03-15 21:00:00,170.5,69.5,0.4,40.6,13.35,79.45,24.77
2020-03-15 22:00:00,160.0,69.0,0.6,40.6,19.45,50.52,21.1
2020-03-15 23:00:00,169.75,81.75,0.62,41.65,20.0,34.35,23.28
2020-03-16 00:00:00,210.25,120.0,0.7,43.85,21.9,25.48,28.0
2020-03-16 01:00:00,243.0,156.25,0.6,45.42,17.85,37.27,33.2
2020-03-16 02:00:00,231.5,168.5,0.53,46.8,14.5,47.8,33.2
2020-03-16 03:00:00,198.75,118.5,0.5,47.4,14.2,32.05,31.4
2020-03-16 04:00:00,195.0,119.0,0.6,44.6,15.6,27.5,32.38
2020-03-16 05:00:00,249.0,150.0,0.7,39.38,15.32,19.65,33.48
2020-03-16 06:00:00,240.5,139.75,0.7,36.85,16.48,16.82,28.15
2020-03-16 07:00:00,225.25,130.25,0.78,37.92,24.65,8.5,23.98
2020-03-16 08:00:00,261.5,149.5,0.85,41.08,23.45,9.95,25.27
2020-03-16 09:00:00,269.5,173.0,0.8,42.75,21.02,18.5,30.6
2020-03-16 10:00:00,220.5,140.5,0.67,44.12,13.73,44.1,25.75
2020-03-16 11:00:00,144.5,82.75,0.6,43.97,10.68,70.58,19.57
2020-03-16 12:00:00,124.0,61.5,0.6,41.45,9.38,83.38,16.75
2020-03-16 13:00:00,111.0,44.75,0.6,40.75,9.0,87.42,15.85
2020-03-16 14:00:00,105.75,43.0,0.6,40.9,9.25,94.85,16.0
2020-03-16 15:00:00,98.0,39.0,0.62,39.22,8.9,93.07,15.92
2020-03-16 16:00:00,93.75,37.25,0.23,41.98,8.47,96.92,16.25
2020-03-16 17:00:00,91.25,41.0,0.28,42.47,8.57,92.17,15.82
2020-03-16 18:00:00,95.25,38.25,0.3,43.2,10.65,86.25,14.3
2020-03-16 19:00:00,113.0,34.0,0.5,44.75,19.93,41.83,16.03
2020-03-16 20:00:00,186.5,51.5,0.93,40.15,41.57,6.8,19.67
2020-03-16 21:00:00,250.5,75.0,0.9,38.5,38.57,5.92,24.02
2020-03-16 22:00:00,246.25,104.25,0.88,39.05,35.85,8.85,38.95
2020-03-16 23:00:00,266.0,130.0,0.88,38.15,48.08,4.22,23.88
2020-03-17 00:00:00,261.5,129.5,0.75,39.48,39.12,4.27,20.1
2020-03-17 01:00:00,236.25,122.5,0.65,40.02,19.42,14.75,21.4
2020-03-17 02:00:00,239.5,142.0,0.7,42.2,18.93,23.15,23.92
2020-03-17 03:00:00,266.5,160.25,0.6,48.9,17.8,16.4,37.1
2020-03-17 04:00:00,237.75,130.25,0.6,44.1,14.98,31.75,36.33
2020-03-17 05:00:00,218.0,122.5,0.65,38.5,15.9,17.88,28.68
2020-03-17 06:00:00,215.5,127.25,0.57,35.42,20.98,11.32,26.68
2020-03-17 07:00:00,224.25,119.75,0.67,34.58,20.25,13.65,23.12
2020-03-17 08:00:00,252.25,152.25,0.82,36.85,24.6,11.6,23.57
2020-03-17 09:00:00,265.25,159.5,0.8,38.67,24.35,23.6,35.12
2020-03-17 10:00:00,226.25,134.75,0.6,39.3,15.47,59.0,28.35
2020-03-17 11:00:00,155.75,77.0,0.5,42.5,9.88,86.32,23.62
2020-03-17 12:00:00,140.0,56.0,0.43,40.6,9.15,100.05,19.73
2020-03-17 13:00:00,135.5,45.5,0.4,39.73,8.93,102.93,18.65
2020-03-17 14:00:00,118.25,40.25,0.4,40.23,8.82,110.5,18.2
2020-03-17 15:00:00,107.75,38.0,0.4,36.6,8.62,113.2,17.45
2020-03-17 16:00:00,109.25,37.5,0.2,37.2,8.77,111.23,16.38
2020-03-17 17:00:00,105.0,36.75,0.25,38.2,9.43,103.5,16.52
2020-03-17 18:00:00,100.0,39.5,0.32,38.45,11.23,93.4,17.3
2020-03-17 19:00:00,119.5,45.5,0.53,41.48,21.75,48.82,17.58
2020-03-17 20:00:00,181.25,65.75,0.82,38.7,40.48,13.38,20.43
2020-03-17 21:00:00,256.25,99.25,1.4,37.38,63.12,1.5,24.12
2020-03-17 22:00:00,377.0,158.75,1.65,38.25,57.62,3.35,35.62
2020-03-17 23:00:00,404.25,217.5,1.43,38.47,57.78,5.45,40.67
2020-03-18 00:00:00,408.5,211.25,1.02,40.35,54.38,2.7,29.65
2020-03-18 01:00:00,335.0,198.75,0.93,41.48,43.42,4.55,28.4
2020-03-18 02:00:00,293.25,183.5,0.57,40.8,17.65,45.45,27.92
2020-03-18 03:00:00,182.75,115.25,0.4,,,54.42,26.4
2020-03-18 04:00:00,142.5,92.0,0.4,41.8,10.95,67.0,23.08
2020-03-18 05:00:00,129.25,81.0,0.4,36.55,11.7,60.67,20.1
2020-03-18 06:00:00,129.75,80.25,0.5,33.83,13.38,48.38,22.77
2020-03-18 07:00:00,183.75,111.25,0.68,33.3,19.2,25.52,29.43
2020-03-18 08:00:00,261.0,155.25,0.7,36.08,23.15,27.7,30.77
2020-03-18 09:00:00,239.75,150.0,0.72,37.9,19.2,39.7,31.35
2020-03-18 10:00:00,215.5,133.75,0.6,38.0,15.28,70.83,24.25
2020-03-18 11:00:00,164.25,80.5,0.43,42.15,11.0,98.85,18.38
2020-03-18 12:00:00,137.75,63.0,0.45,41.47,10.12,107.07,17.25
2020-03-18 13:00:00,122.75,49.75,0.38,40.88,9.03,106.75,16.52
2020-03-18 14:00:00,106.0,43.5,0.3,41.52,8.3,104.38,17.5
2020-03-18 15:00:00,105.5,37.0,0.4,36.75,8.65,103.92,16.7
2020-03-18 16:00:00,111.0,41.0,0.3,35.9,8.55,105.95,15.12
2020-03-18 17:00:00,105.75,43.25,0.32,37.75,9.35,100.58,14.32
2020-03-18 18:00:00,112.0,41.25,0.38,38.4,12.65,84.12,13.65
2020-03-18 19:00:00,139.0,46.0,0.5,41.83,24.02,46.78,14.57
2020-03-18 20:00:00,184.0,62.75,0.72,41.27,34.65,15.93,18.8
2020-03-18 21:00:00,,85.5,0.98,39.33,36.4,9.72,30.65
2020-03-18 22:00:00,,118.0,0.78,38.77,20.07,32.45,31.78
2020-03-18 23:00:00,,126.75,0.72,35.8,19.65,31.58,23.47
2020-03-19 00:00:00,,92.75,0.6,35.28,13.33,52.83,20.55
2020-03-19 01:00:00,,96.75,0.6,36.82,19.93,23.28,20.62
2020-03-19 02:00:00,,96.75,0.78,36.8,26.05,7.85,21.62
2020-03-19 03:00:00,,143.0,0.9,51.4,33.3,3.88,27.8
2020-03-19 04:00:00,,175.75,0.9,46.6,25.38,7.35,36.05
2020-03-19 05:00:00,,198.5,0.9,41.6,25.32,3.75,36.05
2020-03-19 06:00:00,,185.25,0.95,38.72,47.17,2.7,31.27
2020-03-19 07:00:00,,184.75,1.08,37.35,64.38,1.87,31.12
2020-03-19 08:00:00,,229.25,1.25,38.48,49.75,3.2,68.45
2020-03-19 09:00:00,,283.5,1.0,40.08,32.93,14.5,63.38
2020-03-19 10:00:00,,223.75,0.7,38.55,15.73,41.78,41.2
2020-03-19 11:00:00,,130.0,0.53,42.9,9.8,81.67,30.48
2020-03-19 12:00:00,114.0,84.0,0.4,48.65,8.07,96.78,24.73
2020-03-19 13:00:00,119.25,82.5,0.4,51.33,9.08,116.03,21.12
2020-03-19 14:00:00,135.75,76.0,0.4,51.95,9.4,126.2,22.55
2020-03-19 15:00:00,138.5,70.0,0.45,39.92,9.08,113.12,18.65
2020-03-19 16:00:00,141.25,69.5,0.32,39.4,9.35,113.33,16.88
2020-03-19 17:00:00,148.25,68.0,0.35,37.35,10.08,113.92,15.93
2020-03-19 18:00:00,156.25,65.75,0.38,35.35,11.43,102.92,13.88
2020-03-19 19:00:00,167.0,63.0,0.48,37.95,20.45,64.22,14.75
2020-03-19 20:00:00,228.25,81.0,0.65,39.02,23.88,51.75,15.7
2020-03-19 21:00:00,266.0,99.0,0.7,35.8,24.98,42.38,18.45
2020-03-19 22:00:00,254.5,98.25,0.7,35.0,25.73,41.35,19.98
2020-03-19 23:00:00,252.5,104.25,0.75,34.52,26.0,35.17,17.4
2020-03-20 00:00:00,297.25,125.0,0.85,32.48,41.02,7.47,17.0
2020-03-20 01:00:00,294.75,122.0,0.9,34.02,39.3,3.88,18.95
2020-03-20 02:00:00,267.25,143.5,0.78,35.05,29.5,25.0,22.12
2020-03-20 03:00:00,231.0,120.0,0.3,46.6,15.7,36.92,15.1
2020-03-20 04:00:00,195.0,97.0,0.38,42.27,16.75,34.67,14.25
2020-03-20 05:00:00,186.75,90.25,0.45,37.08,19.1,16.5,12.55
2020-03-20 06:00:00,208.0,88.5,0.55,33.62,30.12,7.18,11.93
2020-03-20 07:00:00,185.0,93.25,0.62,31.75,29.48,6.22,11.75
2020-03-20 08:00:00,239.0,122.0,1.2,30.42,38.02,8.85,16.8
2020-03-20 09:00:00,379.5,182.5,1.05,33.65,31.28,28.38,33.95
2020-03-20 10:00:00,309.75,171.25,0.7,34.85,20.4,69.12,23.55
2020-03-20 11:00:00,203.25,100.5,0.6,37.67,14.7,96.88,20.4
2020-03-20 12:00:00,179.5,86.5,0.55,43.2,13.8,117.03,23.27
2020-03-20 13:00:00,193.0,89.75,0.47,41.77,12.62,132.8,21.38
2020-03-20 14:00:00,177.5,74.5,0.4,41.07,10.82,129.78,20.55
2020-03-20 15:00:00,155.0,64.5,0.35,40.0,10.72,125.3,21.73
2020-03-20 16:00:00,150.5,56.5,0.32,36.25,10.88,123.07,19.45
2020-03-20 17:00:00,165.0,55.25,0.3,36.42,11.22,118.65,16.4
2020-03-20 18:00:00,174.25,56.75,0.43,36.98,12.6,110.05,15.8
2020-03-20 19:00:00,234.75,62.25,0.7,38.28,24.68,72.05,14.98
2020-03-20 20:00:00,374.5,79.25,1.0,39.95,40.75,28.8,13.6
2020-03-20 21:00:00,402.0,102.0,1.25,36.97,48.65,13.1,16.0
2020-03-20 22:00:00,388.0,112.25,1.7,35.47,91.4,2.8,15.7
2020-03-20 23:00:00,490.75,137.75,1.62,36.35,84.45,6.65,16.4
2020-03-21 00:00:00,452.0,148.0,1.08,34.17,45.23,2.67,18.65
2020-03-21 01:00:00,337.0,149.25,1.12,35.1,44.15,2.15,24.82
2020-03-21 02:00:00,378.5,165.25,1.42,36.12,60.0,24.55,29.3
2020-03-21 03:00:00,438.0,175.75,1.4,49.5,71.7,33.65,
2020-03-21 04:00:00,434.75,185.0,1.15,45.9,43.45,12.38,22.2
2020-03-21 05:00:00,359.25,203.75,1.0,39.15,33.88,3.12,20.8
2020-03-21 06:00:00,324.5,185.25,0.8,35.8,32.4,3.9,19.6
2020-03-21 07:00:00,228.25,138.25,0.6,33.48,34.55,7.1,19.3
2020-03-21 08:00:00,236.25,148.0,0.93,31.77,31.43,5.62,36.73
2020-03-21 09:00:00,365.25,244.75,0.72,32.67,19.02,23.55,28.67
2020-03-21 10:00:00,221.5,121.25,0.55,34.33,13.82,46.42,20.9
2020-03-21 11:00:00,195.0,92.5,0.5,36.1,12.32,77.78,19.07
2020-03-21 12:00:00,176.0,87.5,0.53,41.93,11.7,100.8,21.45
2020-03-21 13:00:00,186.25,98.75,0.6,41.88,12.52,125.78,24.65
2020-03-21 14:00:00,193.75,107.25,0.55,39.8,12.05,128.9,24.85
2020-03-21 15:00:00,183.25,100.75,0.7,33.3,11.6,118.12,29.43
2020-03-21 16:00:00,194.25,105.25,0.47,33.55,11.83,139.17,33.55
2020-03-21 17:00:00,172.25,99.25,0.38,35.08,10.15,125.53,31.57
2020-03-21 18:00:00,147.75,83.5,0.32,35.73,12.15,103.08,25.8
2020-03-21 19:00:00,165.0,73.75,0.55,35.03,22.4,62.55,21.2
2020-03-21 20:00:00,253.0,92.0,1.05,32.67,48.83,10.9,19.4
2020-03-21 21:00:00,326.0,121.0,1.23,29.73,47.88,11.88,20.4
2020-03-21 22:00:00,299.5,141.25,0.82,30.0,19.9,53.52,26.15
2020-03-21 23:00:00,235.0,128.5,0.72,29.5,15.65,58.12,23.62
2020-03-22 00:00:00,228.75,126.5,0.7,30.75,18.95,56.07,24.0
2020-03-22 01:00:00,241.25,140.0,0.78,31.95,20.08,31.2,18.03
2020-03-22 02:00:00,254.25,159.25,0.8,33.62,21.52,18.65,15.22
2020-03-22 03:00:00,249.5,158.5,0.7,42.4,20.2,11.18,13.9
2020-03-22 04:00:00,231.25,146.75,0.8,36.67,19.9,,15.9
2020-03-22 05:00:00,229.0,153.5,0.78,31.58,20.25,2.65,22.18
2020-03-22 06:00:00,227.75,151.5,0.7,27.3,18.3,5.35,20.65
2020-03-22 07:00:00,196.25,129.75,0.75,24.8,26.98,9.2,16.32
2020-03-22 08:00:00,208.5,132.25,0.95,25.23,36.5,31.93,19.1
2020-03-22 09:00:00,233.25,150.5,0.65,29.35,17.3,33.75,29.25
2020-03-22 10:00:00,183.75,125.0,0.67,31.5,17.38,61.52,25.93
2020-03-22 11:00:00,196.75,129.75,0.6,32.77,17.52,90.75,22.77
2020-03-22 12:00:00,167.75,112.75,0.5,33.2,11.05,87.67,21.38
2020-03-22 13:00:00,134.75,91.75,0.32,31.38,7.47,106.35,19.17
2020-03-22 14:00:00,99.5,65.75,0.32,31.1,7.03,107.45,17.3
2020-03-22 15:00:00,92.5,60.5,0.3,29.1,6.45,97.5,16.17
2020-03-22 16:00:00,84.0,51.75,0.2,27.95,6.0,110.3,13.6
2020-03-22 17:00:00,77.25,39.75,0.2,29.62,6.33,104.72,8.22
2020-03-22 18:00:00,69.5,43.5,0.28,30.98,7.22,94.32,8.88
2020-03-22 19:00:00,89.75,53.0,0.35,31.77,11.5,72.62,10.4
2020-03-22 20:00:00,115.0,65.0,0.4,29.88,9.2,55.75,14.77
2020-03-22 21:00:00,105.5,57.5,0.4,27.07,8.88,56.28,14.77
2020-03-22 22:00:00,106.0,59.0,0.38,25.95,8.35,60.7,14.15
2020-03-22 23:00:00,83.25,49.25,0.38,25.48,7.12,64.38,13.25
2020-03-23 00:00:00,76.75,47.25,0.3,26.8,7.8,85.42,13.43
2020-03-23 01:00:00,81.5,53.5,0.38,29.38,7.97,73.08,15.68
2020-03-23 02:00:00,102.25,66.75,0.35,30.5,8.25,66.9,14.72
2020-03-23 03:00:00,92.25,58.5,0.4,37.2,18.4,37.42,11.2
2020-03-23 04:00:00,105.5,62.75,0.4,34.17,15.1,22.7,13.75
2020-03-23 05:00:00,103.25,61.25,0.4,28.58,11.9,10.5,13.43
2020-03-23 06:00:00,109.0,69.25,0.5,24.7,10.45,15.03,15.65
2020-03-23 07:00:00,170.0,103.5,0.67,23.88,12.78,10.52,23.65
2020-03-23 08:00:00,215.0,129.0,0.8,25.02,16.12,37.0,30.8
2020-03-23 09:00:00,251.0,171.0,,28.9,12.93,41.85,33.48
2020-03-23 10:00:00,202.5,146.5,,30.47,10.18,54.95,29.93
2020-03-23 11:00:00,126.25,91.5,,31.12,8.88,79.82,20.77
2020-03-23 12:00:00,85.25,59.75,0.3,30.97,7.12,80.28,15.55
2020-03-23 13:00:00,66.75,39.5,0.3,27.97,6.05,92.57,15.6
2020-03-23 14:00:00,61.25,35.25,,26.82,5.67,101.6,16.2
2020-03-23 15:00:00,54.5,36.5,,25.62,5.77,102.17,16.32
2020-03-23 16:00:00,50.0,38.0,,26.12,6.15,119.15,17.62
2020-03-23 17:00:00,72.0,38.0,,27.07,6.27,110.9,14.8
2020-03-23 18:00:00,67.0,31.0,,28.0,7.17,98.67,17.98
2020-03-23 19:00:00,103.0,40.0,,28.62,8.62,77.95,12.05
2020-03-23 20:00:00,129.0,36.0,,27.7,9.95,45.02,11.3
2020-03-23 21:00:00,99.0,45.0,,25.88,24.95,3.77,13.38
2020-03-23 22:00:00,195.0,72.0,,24.73,21.0,10.45,15.75
2020-03-23 23:00:00,149.0,59.0,,24.27,16.15,13.43,17.57
2020-03-24 00:00:00,180.0,78.0,,25.4,18.88,29.4,19.52
2020-03-24 01:00:00,200.0,84.0,,27.5,23.5,19.62,13.7
2020-03-24 02:00:00,174.0,85.0,,29.15,16.95,19.75,20.0
2020-03-24 03:00:00,166.0,99.0,,,,13.03,19.7
2020-03-24 04:00:00,164.0,105.0,,34.0,15.35,8.6,22.27
2020-03-24 05:00:00,177.0,113.0,,29.38,13.95,4.67,25.75
2020-03-24 06:00:00,158.0,112.0,,25.8,12.9,14.05,28.35
2020-03-24 07:00:00,157.0,105.0,,23.73,13.38,19.9,26.35
2020-03-24 08:00:00,189.0,107.0,,23.48,15.5,35.35,28.27
2020-03-24 09:00:00,199.0,121.0,,26.35,20.77,49.17,22.1
2020-03-24 10:00:00,161.0,89.0,,27.6,18.4,64.65,19.15
2020-03-24 11:00:00,129.0,61.0,,28.7,14.18,90.25,17.88
2020-03-24 12:00:00,130.0,53.0,,30.65,10.7,105.8,17.57
2020-03-24 13:00:00,123.0,57.0,0.55,25.9,7.5,93.4,
2020-03-24 14:00:00,,,0.78,26.23,7.68,121.05,
2020-03-24 15:00:00,114.0,56.0,0.9,27.62,6.33,117.57,
2020-03-24 16:00:00,106.0,51.0,0.35,26.48,7.23,121.88,
2020-03-24 17:00:00,113.0,52.0,0.3,26.95,6.72,74.0,
2020-03-24 18:00:00,68.0,22.0,0.38,26.6,7.3,45.33,
2020-03-24 19:00:00,,,0.5,26.83,9.9,29.72,
2020-03-24 20:00:00,31.0,24.0,0.85,27.45,18.42,10.0,
2020-03-24 21:00:00,61.0,45.0,0.82,26.1,14.2,22.2,
2020-03-24 22:00:00,62.0,44.0,0.67,23.55,8.75,15.68,
2020-03-24 23:00:00,35.0,29.0,0.78,22.32,9.98,8.43,
2020-03-25 00:00:00,57.0,35.0,0.88,22.52,8.88,20.38,
2020-03-25 01:00:00,130.0,75.0,0.9,24.55,10.07,25.93,
2020-03-25 02:00:00,110.0,66.0,0.9,25.2,12.47,12.3,
2020-03-25 03:00:00,94.0,55.0,0.9,29.2,11.1,8.0,
2020-03-25 04:00:00,97.0,56.0,1.0,28.6,10.53,5.47,
2020-03-25 05:00:00,157.0,78.0,1.05,25.25,11.45,,
2020-03-25 06:00:00,112.0,73.0,1.12,22.43,11.23,,
2020-03-25 07:00:00,99.0,63.0,1.23,20.4,10.52,0.75,
2020-03-25 08:00:00,106.0,69.0,1.27,20.25,11.32,15.22,
2020-03-25 09:00:00,108.0,79.0,1.27,23.33,12.8,37.08,
2020-03-25 10:00:00,97.0,79.0,1.3,25.0,14.68,38.65,
2020-03-25 11:00:00,91.0,63.0,1.12,26.12,10.62,65.9,
2020-03-25 12:00:00,72.0,53.0,1.08,26.68,8.55,67.85,
2020-03-25 13:00:00,66.0,39.0,1.05,26.77,7.08,53.8,
2020-03-25 14:00:00,62.0,29.0,1.0,25.7,6.53,61.8,
2020-03-25 15:00:00,53.0,30.0,1.0,24.07,5.8,60.12,
2020-03-25 16:00:00,58.0,28.0,0.12,23.65,5.95,67.1,
2020-03-25 17:00:00,56.0,28.0,0.2,23.82,6.15,79.35,
2020-03-25 18:00:00,77.0,34.0,0.28,24.75,6.55,65.47,
2020-03-25 19:00:00,67.0,31.0,0.35,25.57,7.78,51.33,
2020-03-25 20:00:00,89.0,42.0,0.47,25.9,9.03,42.23,
2020-03-25 21:00:00,79.0,52.0,0.5,24.43,8.47,15.45,
2020-03-25 22:00:00,78.5,51.5,0.55,22.02,9.47,11.68,
2020-03-25 23:00:00,94.25,66.25,0.67,22.4,10.0,17.58,
2020-03-26 00:00:00,147.75,105.25,0.7,23.67,11.18,12.97,
2020-03-26 01:00:00,182.5,127.25,0.75,25.95,10.07,25.25,
2020-03-26 02:00:00,250.5,184.0,0.7,25.97,8.93,25.2,
2020-03-26 03:00:00,160.5,117.25,0.5,29.9,6.9,22.65,
2020-03-26 04:00:00,74.75,59.75,0.5,27.95,7.6,18.07,
2020-03-26 05:00:00,79.0,59.0,0.6,25.55,7.72,0.55,
2020-03-26 06:00:00,108.0,74.5,0.7,23.88,7.78,4.08,
2020-03-26 07:00:00,147.5,92.0,0.75,21.85,9.03,4.05,
2020-03-26 08:00:00,160.5,102.25,0.88,22.0,10.02,11.25,
2020-03-26 09:00:00,200.25,134.75,0.7,24.25,7.8,37.85,
2020-03-26 10:00:00,135.0,86.0,0.55,23.6,6.83,34.02,
2020-03-26 11:00:00,70.0,44.25,0.5,24.23,6.33,33.88,
2020-03-26 12:00:00,59.5,37.5,0.5,25.65,5.95,37.85,
2020-03-26 13:00:00,53.75,31.75,0.5,24.38,5.88,20.75,
2020-03-26 14:00:00,51.75,28.75,0.6,22.88,5.72,36.17,
2020-03-26 15:00:00,57.5,31.0,0.6,22.23,5.68,42.8,
2020-03-26 16:00:00,59.0,32.25,0.25,21.98,6.18,41.12,
2020-03-26 17:00:00,61.25,35.75,0.3,22.77,6.75,50.75,
2020-03-26 18:00:00,70.25,35.75,0.3,23.45,6.95,44.07,
2020-03-26 19:00:00,77.5,39.75,0.38,24.27,8.53,30.43,
2020-03-26 20:00:00,82.75,48.5,0.45,25.08,10.23,23.35,
2020-03-26 21:00:00,96.75,62.25,0.53,24.88,12.43,0.75,
2020-03-26 22:00:00,123.0,83.5,0.65,24.35,11.45,1.4,
2020-03-26 23:00:00,177.25,117.75,0.7,23.15,10.67,1.73,
2020-03-27 00:00:00,171.0,113.0,0.67,22.07,9.1,4.35,
2020-03-27 01:00:00,140.5,97.0,0.5,23.28,7.75,29.23,
2020-03-27 02:00:00,99.75,73.5,0.38,22.52,6.43,21.6,
2020-03-27 03:00:00,63.0,39.0,,26.65,,14.25,
2020-03-27 04:00:00,72.0,46.0,,25.18,,15.55,
2020-03-27 05:00:00,64.0,40.0,,23.1,,12.2,
2020-03-27 06:00:00,56.0,29.0,,21.25,,5.43,
2020-03-27 07:00:00,44.0,23.0,,19.85,,5.2,
2020-03-27 08:00:00,70.0,33.0,0.5,19.3,18.7,5.03,
2020-03-27 09:00:00,108.0,58.0,0.53,21.32,13.82,26.43,
2020-03-27 10:00:00,102.0,68.0,0.57,22.52,12.88,17.15,
2020-03-27 11:00:00,64.0,56.0,0.5,23.17,10.7,14.12,
2020-03-27 12:00:00,50.0,40.0,0.57,23.57,11.57,13.98,
2020-03-27 13:00:00,68.0,51.0,0.5,23.07,9.1,8.47,
2020-03-27 14:00:00,27.0,24.0,0.5,22.43,6.9,29.02,
2020-03-27 15:00:00,29.0,23.0,0.43,21.95,7.05,40.4,
2020-03-27 16:00:00,,,0.2,21.65,7.62,52.42,
2020-03-27 17:00:00,22.0,19.0,0.2,22.17,9.0,71.05,
2020-03-27 18:00:00,20.0,17.0,0.2,23.17,7.55,65.58,
2020-03-27 19:00:00,33.0,16.0,0.25,24.1,8.47,52.08,
2020-03-27 20:00:00,59.0,28.0,0.2,24.55,7.2,48.75,
2020-03-27 21:00:00,23.0,17.0,0.2,24.15,7.53,32.1,
2020-03-27 22:00:00,,,0.3,22.1,7.92,26.0,
2020-03-27 23:00:00,22.0,20.0,0.3,20.1,6.95,24.57,
