Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ug/m3),SO2 (ug/m3),Ozone (ug/m3),CO (mg/m3)
2019-11-01 21:00:00,544.25,320.25,16.55,117.9,18.1,3.48,4.3
2019-11-01 22:00:00,486.25,268.5,13.43,81.2,18.62,3.92,3.23
2019-11-01 23:00:00,391.75,215.25,9.4,70.45,16.08,3.55,2.62
2019-11-02 00:00:00,365.75,200.0,12.95,93.67,16.25,3.35,3.08
2019-11-02 01:00:00,353.25,183.75,11.47,91.2,13.93,3.42,2.72
2019-11-02 02:00:00,323.0,173.75,13.45,67.22,12.12,,2.33
2019-11-02 03:00:00,304.5,180.75,,,,3.7,
2019-11-02 04:00:00,275.25,174.5,11.28,39.95,11.08,3.42,1.77
2019-11-02 05:00:00,245.5,169.0,7.7,35.58,10.47,3.75,1.58
2019-11-02 06:00:00,250.75,180.5,11.12,33.2,10.7,3.7,1.58
2019-11-02 07:00:00,254.75,181.75,12.53,35.35,10.05,3.42,1.38
2019-11-02 08:00:00,228.0,147.0,13.27,47.5,11.18,3.5,1.6
2019-11-02 09:00:00,327.25,206.25,19.12,53.83,12.0,3.8,2.25
2019-11-02 10:00:00,440.75,295.25,20.98,66.1,11.62,3.08,2.65
2019-11-02 11:00:00,485.75,326.5,22.83,60.1,13.07,4.0,2.53
2019-11-02 12:00:00,492.25,325.25,23.95,54.82,13.8,4.53,2.5
2019-11-02 13:00:00,467.0,315.5,24.53,41.85,17.22,4.78,1.55
2019-11-02 14:00:00,458.0,325.0,28.52,53.78,18.9,6.22,2.35
2019-11-02 15:00:00,535.0,368.5,31.88,44.88,20.18,7.5,2.27
2019-11-02 16:00:00,527.0,360.25,25.93,30.0,20.4,6.8,1.77
2019-11-02 17:00:00,479.0,338.5,22.95,36.62,17.03,4.93,2.15
2019-11-02 18:00:00,583.25,429.5,26.27,33.35,14.35,4.08,2.6
2019-11-02 19:00:00,723.5,576.25,30.97,34.8,13.65,4.65,2.68
2019-11-02 20:00:00,750.5,625.75,28.18,62.32,12.75,3.7,2.85
2019-11-02 21:00:00,664.5,557.0,23.82,92.78,10.75,3.97,3.3
2019-11-02 22:00:00,594.75,495.0,26.38,87.35,12.32,4.22,3.0
2019-11-02 23:00:00,552.25,464.0,22.97,55.0,11.88,2.68,2.5
2019-11-03 00:00:00,565.25,478.75,25.8,52.07,11.12,3.25,2.8
2019-11-03 01:00:00,608.5,511.75,24.43,50.1,12.35,3.58,2.4
2019-11-03 02:00:00,644.25,542.0,25.23,63.85,12.6,,3.27
2019-11-03 03:00:00,702.75,587.75,,,,4.25,
2019-11-03 04:00:00,733.0,637.0,24.8,34.73,11.38,3.58,2.0
2019-11-03 05:00:00,702.5,612.5,15.65,26.3,9.73,4.03,1.62
2019-11-03 06:00:00,650.5,564.75,20.73,28.45,10.82,3.2,2.32
2019-11-03 07:00:00,825.5,718.5,25.68,25.18,11.25,3.67,2.88
2019-11-03 08:00:00,892.0,766.25,24.53,27.2,11.43,3.35,2.92
2019-11-03 09:00:00,825.5,712.5,24.33,37.97,11.73,3.72,2.97
2019-11-03 10:00:00,858.75,761.5,30.8,41.65,11.33,3.62,3.9
2019-11-03 11:00:00,963.0,888.75,35.5,38.1,11.9,4.4,4.47
2019-11-03 12:00:00,,967.5,37.62,26.83,11.72,4.8,4.2
2019-11-03 13:00:00,919.0,900.0,31.7,26.25,10.28,6.15,2.58
2019-11-03 14:00:00,933.25,805.5,34.12,26.58,10.6,6.6,2.45
2019-11-03 15:00:00,880.0,757.75,28.75,19.93,9.65,7.12,1.25
2019-11-03 16:00:00,557.25,461.75,21.53,18.12,9.6,7.0,0.8
2019-11-03 17:00:00,465.75,383.75,20.5,21.7,10.57,6.28,1.07
2019-11-03 18:00:00,504.5,423.5,17.92,44.0,11.07,4.4,2.02
2019-11-03 19:00:00,511.0,398.25,18.9,56.62,11.68,3.33,2.42
2019-11-03 20:00:00,501.25,374.25,16.88,44.6,11.75,3.33,2.03
2019-11-03 21:00:00,404.0,306.0,13.43,54.6,10.5,3.62,1.8
2019-11-03 22:00:00,322.5,234.25,9.5,47.23,10.65,3.67,1.33
2019-11-03 23:00:00,289.25,207.75,13.67,45.25,11.0,3.5,1.18
2019-11-04 00:00:00,290.75,198.0,11.72,45.2,11.25,3.42,1.23
2019-11-04 01:00:00,244.0,165.0,11.02,35.75,11.9,3.7,0.93
2019-11-04 02:00:00,209.75,151.25,11.68,38.5,11.78,,1.15
2019-11-04 03:00:00,236.5,173.5,,,,3.52,
2019-11-04 04:00:00,306.75,236.0,14.5,21.65,12.27,3.88,1.3
2019-11-04 05:00:00,436.25,363.5,14.97,24.65,12.18,3.77,1.48
2019-11-04 06:00:00,546.5,453.25,18.85,26.62,13.07,3.92,1.68
2019-11-04 07:00:00,616.0,514.25,24.0,25.43,14.72,3.6,1.88
2019-11-04 08:00:00,682.5,581.75,26.57,33.7,14.83,4.2,1.88
2019-11-04 09:00:00,680.25,571.25,25.12,51.97,15.08,3.95,1.5
2019-11-04 10:00:00,600.25,488.5,23.27,53.67,15.47,3.62,2.77
2019-11-04 11:00:00,528.75,411.25,20.32,37.38,15.75,4.5,2.48
2019-11-04 12:00:00,421.5,315.25,16.0,22.8,15.47,5.33,1.48
2019-11-04 13:00:00,347.5,254.25,16.52,18.27,15.3,7.85,0.85
2019-11-04 14:00:00,344.25,256.25,15.97,14.43,15.8,9.65,0.5
2019-11-04 15:00:00,294.25,210.25,13.7,14.45,16.45,10.38,0.15
2019-11-04 16:00:00,228.5,157.25,11.1,14.82,18.18,9.62,
2019-11-04 17:00:00,185.5,116.75,7.98,20.57,20.15,8.05,
2019-11-04 18:00:00,178.75,99.75,8.3,49.92,19.3,5.43,0.5
2019-11-04 19:00:00,223.0,97.5,9.82,86.62,19.2,3.73,1.2
2019-11-04 20:00:00,271.0,105.5,9.2,85.38,19.18,3.28,1.12
2019-11-04 21:00:00,275.0,115.25,7.65,80.17,17.62,3.2,0.93
2019-11-04 22:00:00,260.75,115.0,7.45,62.28,16.3,3.85,0.62
2019-11-04 23:00:00,261.0,127.0,6.12,49.7,17.9,3.7,0.35
2019-11-05 00:00:00,257.0,153.5,7.87,36.15,19.05,4.22,0.0
2019-11-05 01:00:00,287.5,204.25,11.7,30.77,21.23,3.8,0.1
2019-11-05 02:00:00,366.5,286.5,14.57,29.23,22.7,,0.18
2019-11-05 03:00:00,379.75,306.75,,,,3.78,
2019-11-05 04:00:00,366.0,305.0,13.12,23.32,20.2,3.58,0.7
2019-11-05 05:00:00,355.25,293.0,11.2,21.7,18.6,3.7,0.0
2019-11-05 06:00:00,361.0,295.0,11.95,23.73,18.33,4.2,0.4
2019-11-05 07:00:00,363.75,294.25,12.32,23.18,16.93,4.05,1.77
2019-11-05 08:00:00,352.75,271.25,12.28,24.35,16.98,3.73,1.27
2019-11-05 09:00:00,343.75,257.5,11.88,27.35,17.9,3.67,0.47
2019-11-05 10:00:00,315.0,228.25,11.12,23.2,20.33,4.85,0.3
2019-11-05 11:00:00,259.75,175.5,7.9,19.52,20.7,17.98,1.1
2019-11-05 12:00:00,205.5,128.75,7.85,16.15,19.73,21.82,0.0
2019-11-05 13:00:00,179.25,109.5,6.55,12.8,18.9,28.15,0.6
2019-11-05 14:00:00,143.5,74.5,6.1,11.22,15.43,14.7,0.8
2019-11-05 15:00:00,124.25,56.75,6.0,11.4,14.5,25.98,0.9
2019-11-05 16:00:00,122.0,58.5,3.55,12.45,16.8,39.6,1.35
2019-11-05 17:00:00,112.5,47.75,1.33,18.57,17.12,7.4,1.52
2019-11-05 18:00:00,123.25,49.25,2.73,52.17,16.23,5.5,2.05
2019-11-05 19:00:00,172.75,60.0,7.9,84.58,16.57,4.4,3.23
2019-11-05 20:00:00,218.5,78.0,8.98,98.02,18.03,4.0,3.77
2019-11-05 21:00:00,229.25,95.75,14.28,73.12,17.05,3.5,3.27
2019-11-05 22:00:00,185.75,94.25,11.77,55.28,15.58,3.18,3.0
2019-11-05 23:00:00,157.5,90.0,10.8,43.42,13.98,3.35,2.52
2019-11-06 00:00:00,143.5,81.25,9.3,39.33,13.05,3.7,2.58
2019-11-06 01:00:00,141.75,78.25,8.72,43.1,11.68,3.35,2.65
2019-11-06 02:00:00,166.0,92.75,9.23,46.05,13.62,,3.0
2019-11-06 03:00:00,155.25,88.75,,,,3.98,
2019-11-06 04:00:00,140.25,85.75,8.68,27.68,12.75,4.4,2.73
2019-11-06 05:00:00,137.0,79.25,6.8,25.52,13.2,3.77,2.45
2019-11-06 06:00:00,136.25,79.75,8.15,26.23,10.67,3.77,2.77
2019-11-06 07:00:00,144.0,80.25,10.15,31.07,10.4,3.45,2.8
2019-11-06 08:00:00,145.5,82.25,11.12,34.7,9.42,3.98,2.83
2019-11-06 09:00:00,136.25,76.0,8.62,38.3,10.1,3.7,3.02
2019-11-06 10:00:00,127.5,74.5,7.1,26.58,13.45,4.5,3.0
2019-11-06 11:00:00,139.75,75.0,8.68,14.32,16.02,5.05,2.7
2019-11-06 12:00:00,131.75,69.5,8.23,9.18,16.1,6.38,2.75
2019-11-06 13:00:00,146.0,89.0,8.1,9.35,16.27,13.28,0.23
2019-11-06 14:00:00,84.0,47.0,7.25,7.2,13.8,16.0,0.35
2019-11-06 15:00:00,83.0,44.0,9.68,8.25,12.4,35.97,0.38
2019-11-06 16:00:00,81.5,36.5,8.97,8.15,11.05,19.12,0.25
2019-11-06 17:00:00,97.5,45.0,8.0,12.45,12.05,17.73,0.28
2019-11-06 18:00:00,134.75,57.25,7.08,22.23,14.3,11.95,0.23
2019-11-06 19:00:00,157.25,67.25,9.2,36.0,15.4,7.25,0.72
2019-11-06 20:00:00,219.0,106.0,11.2,40.43,18.3,5.58,0.85
2019-11-06 21:00:00,275.0,140.0,12.03,35.78,18.98,6.62,0.62
2019-11-06 22:00:00,276.0,150.5,15.0,30.67,18.98,6.15,0.62
2019-11-06 23:00:00,277.0,170.5,13.65,18.3,20.88,7.22,0.35
2019-11-07 00:00:00,239.5,161.5,13.62,16.6,20.52,7.82,0.38
2019-11-07 01:00:00,233.25,164.25,14.3,18.17,19.77,7.2,0.47
2019-11-07 02:00:00,266.5,193.75,14.88,18.92,24.77,,0.65
2019-11-07 03:00:00,305.75,219.25,,,,6.12,
2019-11-07 04:00:00,317.5,224.75,15.28,36.9,25.3,5.2,0.88
2019-11-07 05:00:00,303.75,219.0,12.4,33.38,21.35,5.6,0.93
2019-11-07 06:00:00,288.5,214.5,13.8,46.92,18.38,5.2,0.93
2019-11-07 07:00:00,304.25,221.0,15.85,50.12,16.35,4.95,1.02
2019-11-07 08:00:00,327.25,230.25,17.4,65.7,15.97,5.45,1.2
2019-11-07 09:00:00,366.0,236.75,18.75,84.5,19.52,5.28,1.32
2019-11-07 10:00:00,394.5,225.0,15.1,40.05,25.85,5.6,0.93
2019-11-07 11:00:00,338.0,215.25,15.32,75.15,26.1,5.28,1.38
2019-11-07 12:00:00,375.75,213.25,17.88,62.77,25.38,5.1,1.45
2019-11-07 13:00:00,387.75,244.5,18.03,72.7,24.1,5.58,1.52
2019-11-07 14:00:00,382.5,256.75,20.75,82.85,20.02,4.8,1.8
2019-11-07 15:00:00,346.25,236.75,18.52,35.23,17.77,6.12,0.62
2019-11-07 16:00:00,222.5,158.0,18.8,31.07,19.2,7.17,0.55
2019-11-07 17:00:00,218.0,145.75,21.4,34.65,43.05,7.07,0.45
2019-11-07 18:00:00,220.5,139.5,16.45,28.42,30.8,7.38,0.47
2019-11-07 19:00:00,233.75,150.75,15.55,34.28,22.62,6.12,0.62
2019-11-07 20:00:00,259.0,163.25,16.73,49.97,20.88,5.05,1.05
2019-11-07 21:00:00,292.25,201.5,19.3,90.38,20.88,4.95,1.73
2019-11-07 22:00:00,322.25,227.5,21.52,75.12,17.5,4.62,1.47
2019-11-07 23:00:00,327.75,238.25,19.7,82.95,15.95,4.4,1.65
2019-11-08 00:00:00,323.25,237.75,21.47,53.47,14.45,5.08,1.47
2019-11-08 01:00:00,317.25,235.75,20.18,44.65,11.23,5.12,1.27
2019-11-08 02:00:00,309.5,237.5,21.7,95.35,11.98,,2.08
2019-11-08 03:00:00,319.0,224.75,,,,5.12,
2019-11-08 04:00:00,313.0,215.25,17.62,122.92,15.53,4.95,2.35
2019-11-08 05:00:00,304.75,211.75,13.95,113.32,14.8,5.48,2.12
2019-11-08 06:00:00,295.5,218.25,17.65,85.03,12.3,5.62,1.55
2019-11-08 07:00:00,251.5,190.75,18.05,62.95,9.47,4.4,1.05
2019-11-08 08:00:00,226.0,180.0,19.25,71.55,9.8,4.97,1.1
2019-11-08 09:00:00,255.5,192.0,21.07,76.15,10.48,4.8,1.27
2019-11-08 10:00:00,292.25,194.25,17.2,31.15,15.38,5.53,0.77
2019-11-08 11:00:00,206.75,139.75,13.8,18.6,19.38,6.25,0.67
2019-11-08 12:00:00,173.25,116.5,14.52,15.85,18.57,9.2,0.72
2019-11-08 13:00:00,184.5,116.5,14.93,24.88,16.98,13.75,0.75
2019-11-08 14:00:00,218.75,132.5,18.35,38.85,17.23,13.38,0.97
2019-11-08 15:00:00,215.75,131.5,19.15,34.55,15.57,14.1,0.83
2019-11-08 16:00:00,189.5,111.25,18.5,45.5,14.9,13.5,0.95
2019-11-08 17:00:00,217.25,123.5,18.28,58.17,20.48,12.18,1.15
2019-11-08 18:00:00,239.75,115.0,17.68,126.33,17.77,4.5,1.48
2019-11-08 19:00:00,261.75,121.25,17.4,181.32,18.27,4.28,2.3
2019-11-08 20:00:00,282.5,128.0,26.75,232.32,20.05,4.25,3.2
2019-11-08 21:00:00,333.75,147.5,23.72,246.7,20.48,4.25,3.4
2019-11-08 22:00:00,359.75,157.75,26.12,306.1,20.73,4.12,4.1
2019-11-08 23:00:00,383.5,174.75,25.02,237.0,18.43,3.48,3.25
2019-11-09 00:00:00,339.0,172.0,23.9,180.3,15.73,4.47,2.2
2019-11-09 01:00:00,323.0,172.75,26.38,206.8,15.53,4.65,2.45
2019-11-09 02:00:00,354.0,189.75,21.3,178.03,14.75,,1.85
2019-11-09 03:00:00,315.25,183.75,,,,4.65,
2019-11-09 04:00:00,291.25,193.5,15.3,61.15,13.15,4.67,0.15
2019-11-09 05:00:00,269.0,192.75,12.75,43.45,13.57,4.28,0.0
2019-11-09 06:00:00,265.75,209.5,15.75,37.72,13.43,3.95,0.0
2019-11-09 07:00:00,274.0,226.0,20.45,43.58,12.68,4.9,0.12
2019-11-09 08:00:00,315.0,256.0,21.6,51.47,12.2,4.75,0.35
2019-11-09 09:00:00,315.0,,22.38,44.62,14.77,4.62,0.23
2019-11-09 10:00:00,295.5,232.5,18.73,37.5,20.58,4.5,0.05
2019-11-09 11:00:00,230.25,161.25,14.98,28.52,20.33,7.25,0.68
2019-11-09 12:00:00,169.75,110.75,13.65,20.02,16.58,8.67,0.28
2019-11-09 13:00:00,126.5,71.5,12.15,19.25,13.68,10.5,1.07
2019-11-09 14:00:00,117.5,61.75,12.57,17.4,13.22,13.27,1.05
2019-11-09 15:00:00,116.5,51.75,12.75,17.25,11.15,14.05,1.02
2019-11-09 16:00:00,100.0,41.0,11.12,15.53,9.5,13.12,1.1
2019-11-09 17:00:00,99.0,38.0,9.95,22.05,8.42,11.4,1.02
2019-11-09 18:00:00,106.75,41.0,10.75,46.52,9.02,7.45,1.7
2019-11-09 19:00:00,149.25,54.5,11.98,91.55,11.68,3.92,2.3
2019-11-09 20:00:00,205.5,78.5,13.95,129.5,15.12,3.72,3.27
2019-11-09 21:00:00,291.5,117.5,14.8,133.1,16.07,3.98,3.3
2019-11-09 22:00:00,322.75,146.0,16.67,91.23,17.05,4.2,2.7
2019-11-09 23:00:00,332.0,167.25,12.88,101.85,18.15,4.5,2.8
2019-11-10 00:00:00,324.5,177.25,16.8,86.22,16.4,4.15,2.52
2019-11-10 01:00:00,290.25,180.0,15.97,66.53,16.02,3.77,2.15
2019-11-10 02:00:00,293.75,205.0,17.05,51.02,17.95,,1.95
2019-11-10 03:00:00,338.0,269.75,15.35,44.98,18.9,5.12,1.95
2019-11-10 04:00:00,365.0,293.25,15.65,38.5,18.62,5.17,1.8
2019-11-10 05:00:00,368.25,300.5,16.0,31.42,19.1,4.8,1.8
2019-11-10 06:00:00,378.25,319.0,16.0,33.75,20.43,4.8,1.7
2019-11-10 07:00:00,375.75,315.0,17.12,41.18,18.53,5.17,1.82
2019-11-10 08:00:00,372.5,308.5,16.48,48.22,19.38,4.47,1.98
2019-11-10 09:00:00,389.75,295.5,16.65,51.12,24.75,5.0,2.02
2019-11-10 10:00:00,379.75,285.0,16.23,51.8,27.7,5.62,2.15
2019-11-10 11:00:00,363.25,271.0,14.1,43.45,30.35,7.62,2.02
2019-11-10 12:00:00,328.0,244.75,12.23,31.85,28.98,11.93,1.95
2019-11-10 13:00:00,269.25,198.75,11.85,24.92,26.38,17.4,0.15
2019-11-10 14:00:00,207.75,143.5,10.75,18.2,21.2,18.43,
2019-11-10 15:00:00,139.75,82.0,10.25,18.2,16.25,18.05,0.0
2019-11-10 16:00:00,122.5,66.25,10.28,20.5,17.27,18.57,0.05
2019-11-10 17:00:00,141.0,73.25,8.88,28.4,14.62,14.82,0.15
2019-11-10 18:00:00,175.5,78.0,12.22,79.12,13.93,6.12,0.88
2019-11-10 19:00:00,246.0,93.25,15.5,117.78,16.23,3.72,1.48
2019-11-10 20:00:00,294.25,108.5,12.77,135.8,18.17,3.9,1.85
2019-11-10 21:00:00,329.0,126.0,16.38,145.9,18.05,3.92,1.88
2019-11-10 22:00:00,322.5,136.0,17.35,142.18,21.9,3.62,1.95
2019-11-10 23:00:00,317.5,158.25,18.95,129.7,20.95,3.42,1.75
2019-11-11 00:00:00,306.75,166.25,16.02,91.22,17.67,4.17,1.15
2019-11-11 01:00:00,307.75,182.75,16.25,85.78,19.18,4.15,0.95
2019-11-11 02:00:00,307.0,188.25,16.0,88.15,20.42,,0.93
2019-11-11 03:00:00,286.0,175.75,14.67,84.98,19.98,4.32,0.88
2019-11-11 04:00:00,290.0,206.75,15.42,66.55,19.35,4.3,0.82
2019-11-11 05:00:00,335.25,263.75,15.92,65.75,18.53,4.55,0.9
2019-11-11 06:00:00,365.5,294.75,16.95,65.55,18.1,3.88,1.05
2019-11-11 07:00:00,411.75,327.0,19.2,68.7,16.27,4.25,1.02
2019-11-11 08:00:00,467.0,357.0,20.32,97.35,17.12,4.72,1.52
2019-11-11 09:00:00,554.75,486.0,22.12,112.5,23.52,4.93,1.88
2019-11-11 10:00:00,653.25,504.75,24.85,97.43,38.08,5.07,1.82
2019-11-11 11:00:00,703.25,565.25,22.6,89.03,44.83,6.12,1.85
2019-11-11 12:00:00,654.25,528.0,15.38,43.88,36.17,11.88,0.78
2019-11-11 13:00:00,442.25,352.5,14.97,30.15,31.98,21.25,0.33
2019-11-11 14:00:00,342.25,258.75,13.1,24.3,25.88,24.78,0.1
2019-11-11 15:00:00,281.75,208.0,14.15,25.28,23.88,26.7,0.05
2019-11-11 16:00:00,273.25,203.0,13.25,24.82,20.0,26.32,0.15
2019-11-11 17:00:00,255.5,172.25,12.72,44.5,18.65,19.93,0.32
2019-11-11 18:00:00,249.5,150.0,14.05,114.77,17.23,5.97,1.15
2019-11-11 19:00:00,257.25,143.75,14.93,113.15,16.85,3.95,1.27
2019-11-11 20:00:00,270.25,153.25,14.2,117.6,17.18,3.73,1.62
2019-11-11 21:00:00,376.0,189.25,16.05,131.1,18.5,3.75,2.4
2019-11-11 22:00:00,422.75,206.5,20.85,188.73,19.0,3.78,3.22
2019-11-11 23:00:00,424.75,211.5,22.32,153.1,17.4,3.32,2.7
2019-11-12 00:00:00,414.0,219.25,18.65,158.35,16.48,3.62,2.55
2019-11-12 01:00:00,424.25,259.5,20.82,132.1,15.65,3.67,2.2
2019-11-12 02:00:00,467.5,328.0,21.98,151.4,16.58,,2.58
2019-11-12 03:00:00,486.25,357.25,21.25,116.78,17.5,4.05,1.88
2019-11-12 04:00:00,518.5,419.25,20.55,100.33,18.8,4.22,1.75
2019-11-12 05:00:00,550.0,457.5,21.08,92.67,18.95,4.47,1.68
2019-11-12 06:00:00,593.25,500.0,22.3,70.0,19.48,4.28,1.48
2019-11-12 07:00:00,648.0,561.5,22.17,62.35,15.62,4.12,1.27
2019-11-12 08:00:00,690.0,583.5,23.9,61.9,14.57,4.05,1.68
2019-11-12 09:00:00,765.25,634.75,22.93,59.3,17.65,4.33,1.77
2019-11-12 10:00:00,769.0,626.5,23.98,49.18,53.88,5.75,1.6
2019-11-12 11:00:00,740.25,606.5,21.58,49.4,59.25,8.57,1.3
2019-11-12 12:00:00,652.0,543.25,17.52,34.42,40.42,16.1,0.88
2019-11-12 13:00:00,452.0,382.25,13.55,24.07,27.6,22.47,1.02
2019-11-12 14:00:00,343.75,279.25,12.93,23.42,22.42,26.82,0.82
2019-11-12 15:00:00,315.0,245.5,13.6,24.95,21.3,28.08,1.02
2019-11-12 16:00:00,343.5,270.5,15.12,30.27,20.35,27.57,1.07
2019-11-12 17:00:00,358.75,275.25,14.77,50.72,18.93,19.95,1.52
2019-11-12 18:00:00,384.75,271.25,16.9,139.65,19.4,5.75,2.73
2019-11-12 19:00:00,461.0,289.25,20.4,122.62,19.4,3.65,2.83
2019-11-12 20:00:00,510.75,309.25,14.1,106.48,19.0,3.8,3.38
2019-11-12 21:00:00,538.0,326.5,18.73,138.43,22.07,3.73,3.58
2019-11-12 22:00:00,555.5,346.0,20.88,159.17,23.48,3.58,4.17
2019-11-12 23:00:00,574.5,369.25,23.82,179.98,23.65,3.75,4.65
2019-11-13 00:00:00,573.25,387.25,24.15,175.55,21.05,3.52,4.25
2019-11-13 01:00:00,553.25,398.25,23.47,189.35,21.2,3.15,4.57
2019-11-13 02:00:00,565.75,410.75,24.67,171.62,21.3,,3.95
2019-11-13 03:00:00,546.25,417.25,22.73,123.22,20.38,3.65,2.95
2019-11-13 04:00:00,555.75,452.5,19.73,98.88,21.15,3.58,2.7
2019-11-13 05:00:00,584.5,491.25,20.3,95.4,21.67,3.42,2.5
2019-11-13 06:00:00,564.5,483.25,21.88,72.15,20.68,3.55,2.08
2019-11-13 07:00:00,562.5,477.25,20.45,62.55,18.7,3.8,2.17
2019-11-13 08:00:00,566.5,479.0,20.92,85.43,16.52,3.75,2.42
2019-11-13 09:00:00,586.25,462.75,21.02,85.12,17.27,4.25,2.92
2019-11-13 10:00:00,579.5,439.75,21.73,94.62,19.88,3.83,
2019-11-13 11:00:00,526.25,383.75,22.77,84.48,24.07,4.88,
2019-11-13 12:00:00,507.75,387.0,17.48,60.12,33.03,8.65,
2019-11-13 13:00:00,491.5,385.25,18.7,48.45,39.35,20.0,
2019-11-13 14:00:00,454.75,357.25,15.15,27.9,35.45,28.15,
2019-11-13 15:00:00,304.0,239.75,16.27,31.32,30.27,33.3,
2019-11-13 16:00:00,312.5,237.5,13.45,31.33,19.42,29.48,
2019-11-13 17:00:00,283.25,204.0,15.52,71.6,20.75,16.75,
2019-11-13 18:00:00,386.5,259.0,19.85,122.62,21.93,4.12,
2019-11-13 19:00:00,486.0,295.0,19.45,146.55,21.12,3.95,
2019-11-13 20:00:00,600.0,356.0,18.52,138.32,22.38,3.88,
2019-11-13 21:00:00,690.5,401.5,21.5,141.68,24.6,3.55,
2019-11-13 22:00:00,624.0,387.25,22.8,176.53,24.32,3.3,
2019-11-13 23:00:00,578.25,368.0,23.33,213.77,26.32,3.42,
2019-11-14 00:00:00,559.5,375.25,27.57,213.73,24.6,3.72,
2019-11-14 01:00:00,530.75,387.0,23.0,158.22,20.73,3.88,
2019-11-14 02:00:00,516.0,388.0,22.33,99.78,17.73,,
2019-11-14 03:00:00,523.75,399.0,22.1,78.83,17.07,3.62,
2019-11-14 04:00:00,505.25,392.25,17.93,77.9,17.1,3.62,
2019-11-14 05:00:00,488.25,384.0,18.15,89.73,17.82,3.47,
2019-11-14 06:00:00,490.25,395.75,19.62,107.85,18.5,3.88,
2019-11-14 07:00:00,500.25,407.25,20.07,94.03,18.0,3.88,
2019-11-14 08:00:00,533.5,427.5,23.38,82.53,15.38,3.5,
