Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),SO2 (ug/m3)
2019-12-31 15:00:00,,25.09,44.38,182.03,0.57,,14.39
2019-12-31 16:00:00,,25.46,52.07,174.01,0.58,,2.09
2019-12-31 17:00:00,,28.23,42.71,193.96,0.53,,7.41
2019-12-31 18:00:00,,29.11,17.06,195.09,0.74,,2.57
2019-12-31 19:00:00,,61.86,3.64,205.75,1.21,,1.63
2019-12-31 20:00:00,,181.35,4.33,237.8,2.6,,9.16
2019-12-31 21:00:00,,110.15,9.07,368.74,1.91,,17.76
2019-12-31 22:00:00,,171.75,4.56,368.02,2.3,,22.7
2019-12-31 23:00:00,,167.0,2.24,385.35,2.53,,26.94
2020-01-01 00:00:00,,139.94,1.23,394.08,2.11,,30.59
2020-01-01 01:00:00,,189.92,2.02,428.27,2.92,,34.53
2020-01-01 02:00:00,,130.42,3.16,474.45,2.36,,39.63
2020-01-01 03:00:00,,123.04,1.79,466.61,1.53,,41.66
2020-01-01 04:00:00,,117.52,2.41,428.59,1.25,,39.41
2020-01-01 05:00:00,,180.38,3.23,401.03,1.69,,39.96
2020-01-01 06:00:00,,136.06,5.53,394.47,1.93,,40.93
2020-01-01 07:00:00,,148.69,7.38,358.35,2.01,,39.93
2020-01-01 08:00:00,,223.08,8.48,384.05,2.34,,40.45
2020-01-01 09:00:00,,198.9,4.85,427.76,2.05,,41.37
2020-01-01 10:00:00,,128.29,72.72,418.7,0.62,,55.19
2020-01-01 11:00:00,,75.71,65.67,397.53,0.2,,51.6
2020-01-01 12:00:00,,47.93,26.43,324.84,0.92,,47.59
2020-01-01 13:00:00,,26.69,32.37,257.38,0.65,,42.56
2020-01-01 14:00:00,,21.54,52.0,201.49,0.39,,38.44
2020-01-01 15:00:00,,19.29,59.98,159.68,0.51,,41.08
2020-01-01 16:00:00,,18.16,60.94,163.21,0.85,,44.27
2020-01-01 17:00:00,,20.24,51.73,142.46,0.0,,44.22
2020-01-01 18:00:00,,31.59,18.47,154.75,0.38,,44.58
2020-01-01 19:00:00,,66.17,8.97,179.19,0.94,,48.09
2020-01-01 20:00:00,,71.86,8.1,216.31,2.74,,55.27
2020-01-01 21:00:00,,117.16,3.5,375.52,3.65,,67.84
2020-01-01 22:00:00,,164.09,5.5,517.66,5.75,,83.49
2020-01-01 23:00:00,,188.33,6.75,635.4,6.85,,99.26
2020-01-02 00:00:00,,213.73,5.24,718.67,4.67,,110.54
2020-01-02 01:00:00,,211.51,5.62,679.69,4.6,,112.36
2020-01-02 02:00:00,,242.43,3.82,669.02,4.35,,110.58
2020-01-02 03:00:00,,253.33,4.52,648.81,3.84,,108.58
2020-01-02 04:00:00,,245.49,5.4,583.46,3.84,,104.31
2020-01-02 05:00:00,,265.46,4.85,578.57,3.84,,101.44
2020-01-02 06:00:00,,203.81,15.02,558.58,3.65,,94.45
2020-01-02 07:00:00,,143.07,7.84,486.4,2.8,,74.82
2020-01-02 08:00:00,,112.85,17.41,430.67,1.57,,68.87
2020-01-02 09:00:00,,137.36,17.39,370.2,1.65,,63.08
2020-01-02 10:00:00,,178.67,15.54,324.67,1.81,,66.45
2020-01-02 11:00:00,,115.41,9.3,389.91,1.23,,67.7
2020-01-02 12:00:00,,76.45,5.95,369.1,1.03,,57.61
2020-01-02 13:00:00,,43.19,17.27,340.41,0.41,,45.63
2020-01-02 14:00:00,,27.08,48.17,270.77,0.22,,37.17
2020-01-02 15:00:00,,25.7,55.88,203.32,0.73,,35.7
2020-01-02 16:00:00,,25.72,46.34,140.37,1.01,,30.55
2020-01-02 17:00:00,,30.29,35.49,85.94,0.94,,23.72
2020-01-02 18:00:00,,64.15,10.84,151.97,0.96,,29.82
2020-01-02 19:00:00,,131.79,1.45,194.35,1.79,,35.55
2020-01-02 20:00:00,,170.0,4.21,226.05,2.83,,33.41
2020-01-02 21:00:00,,252.27,7.26,299.75,2.63,,40.73
2020-01-02 22:00:00,,213.89,4.22,387.91,3.11,,53.67
2020-01-02 23:00:00,,122.7,3.67,477.71,2.4,,56.33
2020-01-03 00:00:00,,98.59,2.75,374.44,1.75,,51.49
2020-01-03 01:00:00,,76.64,4.74,292.67,1.2,,44.98
2020-01-03 02:00:00,,132.03,6.96,246.36,0.95,,40.16
2020-01-03 03:00:00,,126.73,4.7,225.12,1.17,,37.8
2020-01-03 04:00:00,,163.5,3.91,216.68,1.09,,37.42
2020-01-03 05:00:00,,148.97,2.24,206.52,1.15,,37.97
2020-01-03 06:00:00,,98.56,2.0,184.47,0.74,,38.31
2020-01-03 07:00:00,,103.58,2.53,195.91,0.74,,38.08
2020-01-03 08:00:00,,168.0,2.74,182.9,0.74,,38.02
2020-01-03 09:00:00,,158.95,5.08,200.05,1.32,,39.74
2020-01-03 10:00:00,,175.64,13.96,262.52,1.3,,42.56
2020-01-03 11:00:00,,89.71,13.6,314.88,1.03,,45.44
2020-01-03 12:00:00,,34.68,17.53,258.22,0.5,,41.02
2020-01-03 13:00:00,,20.21,32.23,159.6,0.19,,31.5
2020-01-03 14:00:00,,15.19,26.66,102.61,0.07,,33.53
2020-01-03 15:00:00,,12.47,46.18,79.04,0.95,,28.68
2020-01-03 16:00:00,,13.07,49.86,55.38,1.18,,15.89
2020-01-03 17:00:00,,16.05,45.84,61.72,1.16,,11.57
2020-01-03 18:00:00,,43.51,9.59,68.63,0.6,,11.52
2020-01-03 19:00:00,,103.22,1.94,91.98,1.38,,16.45
2020-01-03 20:00:00,,126.33,6.4,129.44,1.51,,23.45
2020-01-03 21:00:00,,115.47,5.97,204.82,1.64,,30.12
2020-01-03 22:00:00,,81.1,4.97,210.23,1.45,,33.26
2020-01-03 23:00:00,,89.48,2.58,193.38,1.34,,33.15
2020-01-04 00:00:00,,170.09,0.01,204.62,1.46,,34.71
2020-01-04 01:00:00,,132.86,2.32,228.28,1.74,,36.99
2020-01-04 02:00:00,,106.32,4.2,201.02,1.54,,36.3
2020-01-04 03:00:00,,86.11,5.06,217.01,1.73,,35.08
2020-01-04 04:00:00,,109.32,4.77,199.74,1.59,,34.74
2020-01-04 05:00:00,,102.98,4.16,209.18,1.5,,34.52
2020-01-04 06:00:00,,66.2,4.59,185.6,1.0,,32.69
2020-01-04 07:00:00,,83.88,3.86,179.14,1.03,,30.61
2020-01-04 08:00:00,,140.31,4.84,197.9,1.16,,30.25
2020-01-04 09:00:00,,99.01,4.44,203.58,1.1,,32.77
2020-01-04 10:00:00,,81.84,4.91,196.13,1.06,,33.65
2020-01-04 11:00:00,,67.37,5.18,218.92,0.91,,33.08
2020-01-04 12:00:00,,35.85,10.92,227.53,0.78,,29.73
2020-01-04 13:00:00,,22.78,23.15,208.29,0.64,,23.11
2020-01-04 14:00:00,,19.63,37.05,,0.52,,17.24
2020-01-04 15:00:00,,16.21,50.46,150.2,0.54,,13.36
2020-01-04 16:00:00,,16.64,53.0,119.56,0.56,,10.41
2020-01-04 17:00:00,,18.63,48.92,108.25,0.53,,9.41
2020-01-04 18:00:00,,28.86,19.87,115.84,0.65,,11.65
2020-01-04 19:00:00,,53.84,1.14,134.66,1.08,,13.52
2020-01-04 20:00:00,,61.53,1.96,166.42,1.28,,15.34
2020-01-04 21:00:00,,47.45,2.1,188.79,1.02,,19.14
2020-01-04 22:00:00,,27.93,12.07,202.68,0.89,,19.48
2020-01-04 23:00:00,,23.79,18.23,194.25,0.84,,18.57
2020-01-05 00:00:00,,21.1,16.9,184.34,0.8,,17.79
2020-01-05 01:00:00,,21.3,9.89,167.07,0.79,,15.85
2020-01-05 02:00:00,,16.93,12.62,151.49,0.66,,15.04
2020-01-05 03:00:00,,36.15,3.97,145.28,0.59,,14.73
2020-01-05 04:00:00,,33.65,2.67,144.36,0.73,,15.27
2020-01-05 05:00:00,,31.62,2.63,139.23,0.74,,14.9
2020-01-05 06:00:00,,27.04,2.51,139.78,0.84,,13.17
2020-01-05 07:00:00,,24.71,3.02,155.81,0.92,,11.16
2020-01-05 08:00:00,,24.34,0.78,154.95,1.03,,9.69
2020-01-05 09:00:00,,38.79,0.92,144.07,0.88,,9.27
2020-01-05 10:00:00,,35.93,5.64,157.32,0.95,,11.15
2020-01-05 11:00:00,,23.87,21.62,163.49,0.79,,12.18
2020-01-05 12:00:00,,18.41,40.13,160.28,0.73,,10.55
2020-01-05 13:00:00,,16.28,51.39,154.14,0.84,,7.81
2020-01-05 14:00:00,,14.41,56.25,130.84,0.82,,4.48
2020-01-05 15:00:00,,15.21,57.03,106.69,0.59,,3.81
2020-01-05 16:00:00,,16.78,54.14,101.94,0.63,,3.4
2020-01-05 17:00:00,,19.02,46.88,91.33,0.63,,3.83
2020-01-05 18:00:00,,24.63,26.82,107.09,0.82,,4.77
2020-01-05 19:00:00,,21.16,32.79,133.8,0.9,,5.61
2020-01-05 20:00:00,,22.0,23.39,118.45,0.86,,6.38
2020-01-05 21:00:00,,29.54,7.8,161.3,0.86,,8.0
2020-01-05 22:00:00,,25.09,9.45,155.33,0.91,,8.71
2020-01-05 23:00:00,,21.26,8.94,162.21,0.91,,9.52
2020-01-06 00:00:00,,21.68,7.13,167.85,0.65,,9.9
2020-01-06 01:00:00,,60.67,3.47,149.91,0.71,,10.51
2020-01-06 02:00:00,,34.62,2.55,167.12,0.77,,11.18
2020-01-06 03:00:00,,24.12,5.0,168.85,0.62,,10.44
2020-01-06 04:00:00,,23.08,3.96,145.49,0.49,,9.02
2020-01-06 05:00:00,,22.2,3.0,146.38,0.47,,8.64
2020-01-06 06:00:00,,26.04,2.64,150.84,0.55,,8.33
2020-01-06 07:00:00,,33.65,2.37,121.84,0.56,,8.16
2020-01-06 08:00:00,,58.35,3.19,133.26,0.63,,8.57
2020-01-06 09:00:00,,51.08,3.36,154.8,0.89,,10.25
2020-01-06 10:00:00,,43.34,4.0,158.48,0.98,,10.54
2020-01-06 11:00:00,,44.96,1.9,196.45,0.92,,8.43
2020-01-06 12:00:00,,37.52,6.18,203.28,0.69,,11.22
2020-01-06 13:00:00,,37.2,16.22,205.3,0.7,,13.03
2020-01-06 14:00:00,,22.78,34.51,213.98,0.51,,15.46
2020-01-06 15:00:00,,15.94,32.98,180.78,0.39,,17.1
2020-01-06 16:00:00,,19.93,23.38,140.1,0.66,,12.29
2020-01-06 17:00:00,,19.78,21.44,122.53,1.36,,5.07
2020-01-06 18:00:00,,23.47,10.12,130.68,0.39,,5.31
2020-01-06 19:00:00,,26.23,8.32,138.69,0.4,,9.19
2020-01-06 20:00:00,,23.04,13.14,117.05,0.44,,10.47
2020-01-06 21:00:00,,26.81,6.87,121.56,0.41,,12.81
2020-01-06 22:00:00,,25.13,6.5,119.91,0.2,,13.91
2020-01-06 23:00:00,,31.64,1.91,121.56,0.11,,14.74
2020-01-07 00:00:00,,34.66,1.38,113.34,0.88,,15.68
2020-01-07 01:00:00,,23.65,16.08,111.14,0.73,,15.85
2020-01-07 02:00:00,,26.61,52.7,111.95,0.6,,15.12
2020-01-07 03:00:00,,29.78,35.11,87.63,0.68,,14.34
2020-01-07 04:00:00,,30.59,6.08,99.07,0.63,,14.26
2020-01-07 05:00:00,,27.27,6.09,111.71,0.5,,14.26
2020-01-07 06:00:00,,28.0,76.89,79.01,0.58,,13.79
2020-01-07 07:00:00,,33.0,50.2,89.97,0.73,,14.93
2020-01-07 08:00:00,,32.74,39.83,101.91,0.93,,15.98
2020-01-07 09:00:00,,40.15,37.94,120.78,1.43,,12.71
2020-01-07 10:00:00,,49.32,14.51,113.85,2.55,,9.16
2020-01-07 11:00:00,,39.4,8.66,129.6,2.35,,9.3
2020-01-07 12:00:00,,27.3,13.32,106.78,0.5,,7.69
2020-01-07 13:00:00,,22.24,9.83,101.22,0.35,,6.26
2020-01-07 14:00:00,,33.16,5.9,90.78,0.51,,6.26
2020-01-07 15:00:00,,36.25,1.14,98.51,0.53,,8.91
2020-01-07 16:00:00,,30.86,9.75,111.82,0.59,,9.59
2020-01-07 17:00:00,,25.95,14.61,93.5,0.94,,6.54
2020-01-07 18:00:00,,30.44,4.24,96.44,0.62,,5.49
2020-01-07 19:00:00,,39.78,1.0,107.75,0.54,,7.6
2020-01-07 20:00:00,,39.44,4.07,139.46,0.1,,12.49
2020-01-07 21:00:00,,34.61,1.74,147.18,0.53,,14.35
2020-01-07 22:00:00,,30.29,1.51,138.75,0.4,,14.44
2020-01-07 23:00:00,,22.45,3.74,133.12,0.2,,14.25
2020-01-08 00:00:00,,19.77,4.83,117.03,0.43,,12.99
2020-01-08 01:00:00,,19.75,6.67,97.63,0.34,,12.05
2020-01-08 02:00:00,,17.59,9.53,97.06,0.29,,11.01
2020-01-08 03:00:00,,22.41,4.79,89.34,0.24,,10.02
2020-01-08 04:00:00,,19.53,3.88,77.7,0.22,,10.01
2020-01-08 05:00:00,,25.31,6.23,70.16,0.27,,10.34
2020-01-08 06:00:00,,21.09,4.99,82.33,0.36,,11.02
2020-01-08 07:00:00,,16.29,5.87,84.8,0.41,,11.45
2020-01-08 08:00:00,,22.32,7.22,80.73,0.67,,11.41
2020-01-08 09:00:00,,32.05,4.97,71.26,1.18,,7.03
2020-01-08 10:00:00,,28.51,5.42,91.26,1.62,,8.22
2020-01-08 11:00:00,,31.33,5.66,99.24,1.45,,11.45
2020-01-08 12:00:00,,29.84,0.12,102.28,0.32,,13.04
2020-01-08 13:00:00,,35.34,10.38,119.31,0.2,,13.91
2020-01-08 14:00:00,,36.65,4.76,113.74,0.13,,15.17
2020-01-08 15:00:00,,29.99,2.25,127.42,0.45,,15.62
2020-01-08 16:00:00,,32.14,3.19,123.59,1.77,,9.41
2020-01-08 17:00:00,,32.5,3.29,111.09,1.87,,7.86
2020-01-08 18:00:00,,27.06,3.35,129.13,0.7,,7.86
2020-01-08 19:00:00,,28.41,3.77,135.9,0.58,,8.0
2020-01-08 20:00:00,,24.8,2.28,162.38,0.79,,9.91
2020-01-08 21:00:00,,24.24,2.68,97.58,0.43,,6.51
2020-01-08 22:00:00,,18.49,5.46,127.45,0.25,,4.31
2020-01-08 23:00:00,,16.58,5.64,107.8,0.26,,3.0
2020-01-09 00:00:00,,15.48,11.29,100.48,0.45,,1.55
2020-01-09 01:00:00,,13.01,7.54,89.82,0.45,,0.47
2020-01-09 02:00:00,,12.65,2.93,85.87,0.47,,0.15
2020-01-09 03:00:00,,13.17,5.31,68.37,0.73,,0.04
2020-01-09 04:00:00,,12.71,8.47,74.29,0.8,,0.01
2020-01-09 05:00:00,,12.95,10.93,59.08,0.88,,
2020-01-09 06:00:00,,14.22,8.19,64.89,0.64,,
2020-01-09 07:00:00,,16.28,5.67,57.73,0.75,,
2020-01-09 08:00:00,,20.66,5.08,61.05,0.89,,0.05
2020-01-09 09:00:00,,18.54,7.09,88.38,0.91,,1.16
2020-01-09 10:00:00,,19.65,9.64,109.05,0.96,,0.47
2020-01-09 11:00:00,,19.32,10.72,111.25,0.95,,
2020-01-09 12:00:00,,17.27,16.02,105.1,0.84,,1.02
2020-01-09 13:00:00,,15.17,22.75,99.82,0.71,,1.1
2020-01-09 14:00:00,,15.44,24.19,100.82,0.68,,1.22
2020-01-09 15:00:00,,15.63,20.56,89.07,0.76,,3.67
2020-01-09 16:00:00,,16.13,33.62,94.7,0.84,,7.88
2020-01-09 17:00:00,,17.08,32.2,86.42,0.57,,10.56
2020-01-09 18:00:00,,19.52,19.83,77.21,0.43,,11.84
2020-01-09 19:00:00,,32.95,4.58,94.69,0.67,,11.87
2020-01-09 20:00:00,,31.08,8.17,123.75,1.19,,12.42
2020-01-09 21:00:00,,31.12,4.14,148.26,0.94,,12.12
2020-01-09 22:00:00,,27.91,4.14,151.4,1.13,,9.07
2020-01-09 23:00:00,,25.83,3.87,152.55,0.92,,7.76
2020-01-10 00:00:00,,24.22,4.02,144.23,0.67,,6.28
2020-01-10 01:00:00,,29.22,3.87,125.05,0.69,,5.2
2020-01-10 02:00:00,,29.12,2.84,125.56,0.68,,4.38
2020-01-10 03:00:00,,23.12,3.21,128.13,0.56,,2.89
2020-01-10 04:00:00,,19.77,2.11,117.03,0.57,,2.78
2020-01-10 05:00:00,,16.7,5.94,110.15,0.52,,1.93
2020-01-10 06:00:00,,15.73,8.23,89.96,0.68,,1.11
2020-01-10 07:00:00,,16.54,7.08,90.92,0.72,,1.1
2020-01-10 08:00:00,,20.54,2.25,80.23,0.8,,1.6
2020-01-10 09:00:00,,22.98,5.49,79.37,1.03,,1.28
2020-01-10 10:00:00,,26.56,10.25,115.23,0.89,,1.1
2020-01-10 11:00:00,,31.93,8.64,144.77,0.85,,1.1
2020-01-10 12:00:00,,25.76,22.93,142.58,0.58,,1.1
2020-01-10 13:00:00,,25.12,32.29,143.45,0.41,,2.4
2020-01-10 14:00:00,,20.16,40.76,122.26,0.27,,3.96
2020-01-10 15:00:00,,18.95,54.53,136.83,0.68,,8.81
2020-01-10 16:00:00,,20.68,56.75,130.15,0.57,,13.77
2020-01-10 17:00:00,,22.1,49.99,105.59,0.18,,14.92
2020-01-10 18:00:00,,32.96,18.02,117.84,0.51,,17.98
2020-01-10 19:00:00,,79.0,6.33,137.35,0.92,,18.98
2020-01-10 20:00:00,,56.76,2.4,228.69,1.97,,22.71
2020-01-10 21:00:00,,53.53,1.73,219.56,1.31,,25.64
2020-01-10 22:00:00,,55.21,0.48,250.72,2.35,,24.07
2020-01-10 23:00:00,,69.08,0.14,261.91,2.3,,25.25
2020-01-11 00:00:00,,97.52,0.8,236.42,1.16,,25.42
2020-01-11 01:00:00,,82.93,1.13,258.05,1.2,,23.78
2020-01-11 02:00:00,,51.48,0.09,250.66,1.01,,19.54
2020-01-11 03:00:00,,33.68,2.05,183.97,0.84,,15.95
2020-01-11 04:00:00,,35.3,1.5,157.85,0.81,,11.55
2020-01-11 05:00:00,,35.35,,141.5,0.82,,9.12
2020-01-11 06:00:00,,39.79,,147.64,0.67,,7.14
2020-01-11 07:00:00,,37.95,1.49,154.31,0.8,,5.75
2020-01-11 08:00:00,,44.22,0.39,144.71,1.01,,6.26
2020-01-11 09:00:00,,57.99,2.62,170.38,0.95,,4.38
2020-01-11 10:00:00,,45.03,10.18,144.2,0.86,,4.84
2020-01-11 11:00:00,,27.66,23.71,135.71,0.61,,6.39
2020-01-11 12:00:00,,23.53,43.56,159.0,0.48,,6.8
2020-01-11 13:00:00,,20.7,56.95,128.18,0.33,,9.62
2020-01-11 14:00:00,,17.62,61.46,130.59,0.24,,13.16
2020-01-11 15:00:00,,16.49,70.66,96.76,0.73,,10.75
2020-01-11 16:00:00,,18.2,66.07,84.62,0.79,,8.03
2020-01-11 17:00:00,,20.59,64.06,89.91,0.83,,9.03
2020-01-11 18:00:00,,34.09,20.72,102.75,0.41,,11.48
2020-01-11 19:00:00,,82.77,1.33,127.61,0.75,,15.82
2020-01-11 20:00:00,,111.99,1.74,161.42,1.26,,23.9
2020-01-11 21:00:00,,122.41,3.14,254.8,1.88,,35.14
2020-01-11 22:00:00,,161.82,1.2,304.07,2.45,,47.21
2020-01-11 23:00:00,,111.02,0.42,355.98,2.35,,54.03
2020-01-12 00:00:00,,87.79,2.4,343.48,1.78,,51.95
2020-01-12 01:00:00,,130.14,2.67,302.09,1.6,,46.38
2020-01-12 02:00:00,,136.96,2.8,277.93,1.58,,41.72
2020-01-12 03:00:00,,107.73,2.87,279.53,1.3,,38.91
2020-01-12 04:00:00,,88.64,3.21,245.88,1.24,,37.67
2020-01-12 05:00:00,,106.04,1.35,237.29,1.1,,36.37
2020-01-12 06:00:00,,61.97,1.06,215.05,1.17,,34.21
2020-01-12 07:00:00,,52.79,0.51,183.35,1.03,,28.83
2020-01-12 08:00:00,,66.35,0.45,154.51,1.04,,24.16
2020-01-12 09:00:00,,54.75,0.6,168.13,0.67,,22.34
2020-01-12 10:00:00,,49.01,1.16,147.9,0.63,,20.47
2020-01-12 11:00:00,,32.66,11.42,163.29,0.51,,20.67
2020-01-12 12:00:00,,23.72,31.47,168.55,0.73,,23.01
2020-01-12 13:00:00,,19.25,44.3,132.45,0.74,,22.09
2020-01-12 14:00:00,,15.98,51.95,104.92,0.67,,16.39
2020-01-12 15:00:00,,15.62,55.41,94.61,0.83,,12.44
2020-01-12 16:00:00,,16.27,54.47,93.29,0.88,,11.23
2020-01-12 17:00:00,,26.87,30.96,70.98,0.89,,12.52
2020-01-12 18:00:00,,40.48,3.78,101.59,0.85,,15.22
2020-01-12 19:00:00,,53.2,0.54,135.41,0.96,,18.93
2020-01-12 20:00:00,,65.82,3.75,153.72,1.07,,25.48
2020-01-12 21:00:00,,91.3,9.21,195.23,1.54,,38.25
2020-01-12 22:00:00,,110.41,7.06,323.62,2.3,,62.43
2020-01-12 23:00:00,,97.53,5.41,444.38,2.88,,80.25
2020-01-13 00:00:00,,101.19,4.15,465.94,2.58,,89.14
2020-01-13 01:00:00,,117.89,3.75,468.92,2.51,,91.11
2020-01-13 02:00:00,,116.47,0.56,444.28,2.25,,87.71
2020-01-13 03:00:00,,87.52,10.97,373.82,1.61,,75.7
2020-01-13 04:00:00,,86.72,10.34,280.09,1.22,,62.16
2020-01-13 05:00:00,,101.47,4.28,222.56,1.19,,55.64
2020-01-13 06:00:00,,87.99,3.14,212.84,1.41,,52.7
2020-01-13 07:00:00,,62.85,3.54,204.37,1.18,,47.22
2020-01-13 08:00:00,,41.2,7.23,186.14,0.94,,41.41
2020-01-13 09:00:00,,33.87,11.12,176.84,0.72,,37.81
2020-01-13 10:00:00,,25.68,21.12,167.2,0.78,,35.42
2020-01-13 11:00:00,,22.77,33.13,139.38,0.46,,29.68
2020-01-13 12:00:00,,20.41,42.42,143.11,0.46,,23.58
2020-01-13 13:00:00,,21.12,42.41,113.9,0.17,,25.42
2020-01-13 14:00:00,,20.27,44.36,118.16,0.47,,17.98
2020-01-13 15:00:00,,20.07,48.47,129.21,0.54,,23.41
2020-01-13 16:00:00,,21.75,46.09,140.33,0.0,,29.61
2020-01-13 17:00:00,,24.09,36.3,157.72,0.0,,32.75
2020-01-13 18:00:00,,36.32,9.86,149.26,2.32,,21.32
2020-01-13 19:00:00,,41.05,4.66,145.54,5.98,,10.97
2020-01-13 20:00:00,,45.78,2.33,176.76,5.83,,14.94
2020-01-13 21:00:00,,30.37,3.32,175.58,0.49,,16.59
2020-01-13 22:00:00,,26.36,2.75,148.77,0.19,,18.48
2020-01-13 23:00:00,,19.57,7.3,122.84,1.07,,21.63
2020-01-14 00:00:00,,18.15,5.79,109.22,0.34,,21.59
2020-01-14 01:00:00,,15.81,9.32,90.81,0.14,,18.16
2020-01-14 02:00:00,,15.64,10.52,78.61,0.15,,16.37
2020-01-14 03:00:00,,14.24,11.57,100.36,0.48,,15.56
2020-01-14 04:00:00,,13.98,10.21,95.38,0.61,,15.57
2020-01-14 05:00:00,,14.11,8.97,91.37,0.91,,13.85
2020-01-14 06:00:00,,16.64,5.3,90.14,0.8,,13.0
2020-01-14 07:00:00,,16.99,5.64,100.41,1.18,,11.63
2020-01-14 08:00:00,,20.21,3.94,100.42,1.56,,10.15
2020-01-14 09:00:00,,15.75,7.77,110.3,1.16,,4.63
2020-01-14 10:00:00,,19.77,8.8,79.53,1.14,,2.01
2020-01-14 11:00:00,,19.77,12.96,101.21,1.03,,1.1
2020-01-14 12:00:00,,16.87,12.53,106.48,0.53,,1.1
2020-01-14 13:00:00,,19.55,11.84,106.46,0.6,,1.8
2020-01-14 14:00:00,,16.68,16.81,96.2,0.47,,1.13
2020-01-14 15:00:00,,15.42,24.48,104.16,0.47,,6.05
2020-01-14 16:00:00,,19.23,27.26,81.97,0.48,,15.52
2020-01-14 17:00:00,,19.23,21.09,57.68,0.97,,15.73
2020-01-14 18:00:00,,23.16,13.74,76.16,0.56,,13.5
2020-01-14 19:00:00,,33.51,3.85,69.98,3.92,,2.81
2020-01-14 20:00:00,,35.47,8.25,102.4,3.67,,11.38
2020-01-14 21:00:00,,21.75,7.54,120.07,0.41,,16.45
2020-01-14 22:00:00,,19.96,7.29,114.71,0.34,,17.02
2020-01-14 23:00:00,,40.23,8.62,108.52,0.65,,16.07
2020-01-15 00:00:00,,33.82,7.83,111.75,1.06,,14.98
2020-01-15 01:00:00,,35.58,7.27,119.75,2.29,,12.01
2020-01-15 02:00:00,,25.84,6.16,112.53,2.4,,9.46
2020-01-15 03:00:00,,20.71,6.01,134.24,0.42,,8.69
2020-01-15 04:00:00,,17.21,4.78,119.9,0.52,,6.86
2020-01-15 05:00:00,,16.82,2.71,99.07,0.54,,3.69
2020-01-15 06:00:00,,16.9,3.31,94.94,0.61,,0.84
2020-01-15 07:00:00,,20.53,1.44,83.7,0.67,,0.03
2020-01-15 08:00:00,,47.11,1.44,90.93,1.0,,18.44
2020-01-15 09:00:00,,40.08,9.15,93.9,0.63,,15.04
2020-01-15 10:00:00,,44.44,11.63,105.31,0.42,,19.23
2020-01-15 11:00:00,,35.3,12.95,140.98,0.34,,14.93
2020-01-15 12:00:00,,23.05,26.94,125.25,0.25,,0.86
2020-01-15 13:00:00,,15.92,48.85,88.84,0.27,,0.12
2020-01-15 14:00:00,,17.74,24.57,88.93,0.41,,5.8
2020-01-15 15:00:00,,11.82,17.8,104.75,0.66,,5.62
2020-01-15 16:00:00,,12.0,40.71,70.7,0.6,,0.34
2020-01-15 17:00:00,,16.83,35.14,91.05,0.42,,1.59
2020-01-15 18:00:00,,19.2,32.84,105.0,0.41,,3.49
2020-01-15 19:00:00,,26.96,15.33,137.14,0.41,,5.28
2020-01-15 20:00:00,,31.93,8.31,174.34,0.17,,8.46
2020-01-15 21:00:00,,27.38,13.49,203.83,0.66,,11.79
2020-01-15 22:00:00,,23.77,11.13,193.53,0.69,,13.06
2020-01-15 23:00:00,,21.2,10.45,183.56,1.32,,11.54
2020-01-16 00:00:00,,17.67,8.72,159.56,0.7,,10.14
2020-01-16 01:00:00,,20.06,9.52,152.26,1.02,,9.13
2020-01-16 02:00:00,,16.79,7.51,165.54,1.4,,7.21
2020-01-16 03:00:00,,16.72,4.95,135.62,0.7,,4.96
2020-01-16 04:00:00,,21.15,6.04,118.28,0.79,,3.52
2020-01-16 05:00:00,,17.73,5.07,99.49,0.79,,2.94
2020-01-16 06:00:00,,17.94,5.35,125.88,0.65,,2.24
2020-01-16 07:00:00,,21.39,4.75,113.97,0.7,,1.87
2020-01-16 08:00:00,,22.17,4.28,123.48,0.82,,4.23
2020-01-16 09:00:00,,30.12,8.79,108.03,0.43,,4.37
2020-01-16 10:00:00,,29.71,5.92,124.19,0.42,,0.71
2020-01-16 11:00:00,,26.32,13.79,121.22,0.36,,0.47
2020-01-16 12:00:00,,23.7,15.22,132.83,0.47,,1.58
2020-01-16 13:00:00,,22.55,15.79,142.84,0.32,,1.67
2020-01-16 14:00:00,,19.14,14.52,210.19,0.26,,2.14
2020-01-16 15:00:00,,22.66,7.81,166.42,0.62,,4.18
2020-01-16 16:00:00,,26.64,11.19,156.37,0.69,,5.02
2020-01-16 17:00:00,,21.56,7.35,143.36,0.54,,5.58
2020-01-16 18:00:00,,22.91,2.87,140.88,0.52,,4.39
2020-01-16 19:00:00,,23.25,2.4,137.41,0.9,,2.67
2020-01-16 20:00:00,,21.13,2.89,142.32,0.74,,4.53
2020-01-16 21:00:00,,27.31,7.37,130.76,0.78,,7.45
2020-01-16 22:00:00,,35.89,8.49,154.83,0.8,,11.39
2020-01-16 23:00:00,,36.48,8.95,141.78,0.66,,13.36
2020-01-17 00:00:00,,26.45,8.53,165.34,0.61,,13.34
2020-01-17 01:00:00,,20.41,6.85,159.81,0.51,,38.0
2020-01-17 02:00:00,,18.83,6.63,143.64,0.47,,40.19
2020-01-17 03:00:00,,23.02,8.7,127.61,0.38,,38.68
2020-01-17 04:00:00,,17.63,7.76,108.43,0.37,,37.84
