Datetime,NOx (ppb),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-02-10 01:00:00,41.6,1.03,,142.12,38.21,28.96,
2020-02-10 02:00:00,43.09,0.99,,125.12,34.8,14.43,
2020-02-10 03:00:00,47.1,0.98,,139.9,35.19,29.15,
2020-02-10 04:00:00,36.44,0.73,,185.62,31.07,10.53,
2020-02-10 05:00:00,30.06,0.57,,175.2,29.81,11.06,
2020-02-10 06:00:00,26.94,0.81,,163.32,25.65,7.57,
2020-02-10 07:00:00,52.89,0.98,,130.83,32.25,4.91,
2020-02-10 08:00:00,77.81,1.2,,134.75,52.46,12.68,
2020-02-10 09:00:00,77.41,1.34,,200.52,52.74,22.22,
2020-02-10 10:00:00,47.91,0.85,,237.5,39.17,28.88,
2020-02-10 11:00:00,32.75,0.66,,246.17,30.54,36.38,
2020-02-10 12:00:00,21.35,0.73,,180.45,27.0,37.47,
2020-02-10 13:00:00,15.84,0.92,,138.25,28.17,15.5,
2020-02-10 14:00:00,14.23,0.48,,74.2,27.9,4.83,
2020-02-10 15:00:00,12.74,0.47,,74.95,26.55,2.22,
2020-02-10 16:00:00,15.02,0.44,,69.65,27.02,,
2020-02-10 17:00:00,17.33,0.34,,65.12,26.94,,
2020-02-10 18:00:00,23.02,0.63,,57.7,29.59,18.71,
2020-02-10 19:00:00,40.56,0.88,,81.97,38.15,19.17,
2020-02-10 20:00:00,53.85,1.38,,67.78,47.59,19.89,
2020-02-10 21:00:00,53.12,1.7,,121.5,52.43,22.89,
2020-02-10 22:00:00,60.17,1.95,,132.53,56.23,27.8,
2020-02-10 23:00:00,74.72,2.15,,146.12,62.55,32.47,
2020-02-11 00:00:00,78.07,1.81,,163.2,72.49,40.65,
2020-02-11 01:00:00,72.56,1.19,,184.6,57.98,44.18,
2020-02-11 02:00:00,62.87,1.14,,151.3,50.71,6.51,
2020-02-11 03:00:00,55.42,0.86,,165.25,44.93,6.08,
2020-02-11 04:00:00,49.59,0.59,,147.05,38.5,6.73,
2020-02-11 05:00:00,51.02,0.45,,117.0,38.28,8.04,
2020-02-11 06:00:00,48.91,0.81,,130.0,38.56,5.96,
2020-02-11 07:00:00,41.4,0.7,,141.93,36.68,2.7,
2020-02-11 08:00:00,54.43,0.82,,119.55,38.98,2.06,
2020-02-11 09:00:00,80.46,1.24,,136.1,48.59,5.16,
2020-02-11 10:00:00,78.98,1.07,,147.72,49.58,30.95,
2020-02-11 11:00:00,42.87,0.84,,154.07,36.75,30.94,
2020-02-11 12:00:00,28.73,0.79,,124.2,45.38,28.61,
2020-02-11 13:00:00,28.8,0.86,,135.78,48.19,16.66,
2020-02-11 14:00:00,18.35,0.63,,107.1,42.72,12.3,
2020-02-11 15:00:00,16.26,1.34,,106.6,39.26,12.71,
2020-02-11 16:00:00,14.63,1.36,,75.0,35.87,10.09,
2020-02-11 17:00:00,18.56,1.18,,45.65,35.91,8.94,
2020-02-11 18:00:00,23.35,0.64,,70.9,37.3,16.42,
2020-02-11 19:00:00,37.7,1.05,,74.67,43.69,14.18,
2020-02-11 20:00:00,58.8,1.48,,98.85,60.51,17.5,
2020-02-11 21:00:00,58.45,1.49,,114.53,62.29,20.31,
2020-02-11 22:00:00,55.37,1.41,,158.47,58.75,24.19,
2020-02-11 23:00:00,,0.97,,150.77,,28.8,
2020-02-12 00:00:00,,0.77,,173.8,,27.68,
2020-02-12 01:00:00,,0.65,,162.97,,26.01,
2020-02-12 02:00:00,,0.87,,151.38,,6.62,
2020-02-12 03:00:00,,0.85,,158.43,,9.32,
2020-02-12 04:00:00,,2.51,,148.62,,8.69,
2020-02-12 05:00:00,,2.4,,165.07,,10.29,
2020-02-12 06:00:00,,0.89,,161.68,,16.85,
2020-02-12 07:00:00,,0.87,,196.47,,30.73,
2020-02-12 08:00:00,,0.96,,193.12,,20.49,
2020-02-12 09:00:00,,1.02,,208.6,,31.82,
2020-02-12 10:00:00,50.66,1.0,,219.73,54.51,24.74,
2020-02-12 11:00:00,38.03,0.76,,187.0,46.53,19.53,
2020-02-12 12:00:00,26.66,0.62,,158.95,38.05,13.8,
2020-02-12 13:00:00,20.63,0.61,,152.32,34.86,7.93,
2020-02-12 14:00:00,16.45,0.65,,122.62,34.38,1.53,
2020-02-12 15:00:00,18.2,0.72,,100.15,36.12,0.03,
2020-02-12 16:00:00,18.14,0.59,,91.97,36.57,13.81,
2020-02-12 17:00:00,20.92,0.9,,82.45,35.74,12.57,
2020-02-12 18:00:00,25.89,0.88,,94.9,36.64,14.22,
2020-02-12 19:00:00,33.16,1.03,,98.25,44.33,14.4,
2020-02-12 20:00:00,38.51,1.04,,85.9,48.36,22.16,
2020-02-12 21:00:00,50.46,1.16,,104.98,56.64,29.86,
2020-02-12 22:00:00,39.95,1.01,,128.93,49.42,32.74,
2020-02-12 23:00:00,33.75,0.85,,132.97,43.05,39.56,
2020-02-13 00:00:00,32.78,0.79,,92.8,42.94,30.73,
2020-02-13 01:00:00,36.04,0.64,,92.3,45.04,36.2,
2020-02-13 02:00:00,25.6,2.32,,94.3,40.59,17.87,
2020-02-13 03:00:00,25.33,4.86,,69.08,39.86,17.82,
2020-02-13 04:00:00,26.0,4.89,,87.9,40.3,18.15,
2020-02-13 05:00:00,25.53,4.98,,109.5,38.96,14.82,
2020-02-13 06:00:00,28.66,0.3,,85.97,39.66,11.05,
2020-02-13 07:00:00,26.68,0.23,,59.6,37.23,9.22,
2020-02-13 08:00:00,30.87,0.29,,60.9,40.1,9.7,
2020-02-13 09:00:00,35.33,0.32,,73.1,42.17,11.54,
2020-02-13 10:00:00,34.28,0.7,,58.8,41.18,16.86,
2020-02-13 11:00:00,32.56,0.73,,81.8,40.67,14.81,
2020-02-13 12:00:00,27.24,0.72,,77.47,36.25,16.02,
2020-02-13 13:00:00,24.0,0.76,,70.62,38.2,17.75,
2020-02-13 14:00:00,22.51,0.62,,49.27,39.01,16.66,
2020-02-13 15:00:00,21.87,0.63,,44.32,40.16,15.53,
2020-02-13 16:00:00,21.32,0.77,,54.38,40.71,15.55,
2020-02-13 17:00:00,19.84,0.84,,73.22,36.78,15.57,
2020-02-13 18:00:00,24.54,0.94,,49.28,40.02,21.07,
2020-02-13 19:00:00,40.4,1.1,,76.97,46.12,20.97,
2020-02-13 20:00:00,46.01,1.06,,72.15,48.31,20.63,
2020-02-13 21:00:00,40.17,0.82,,86.93,46.78,23.03,
2020-02-13 22:00:00,25.09,0.6,,91.95,38.78,20.52,
2020-02-13 23:00:00,20.04,0.58,,75.2,38.3,32.51,
2020-02-14 00:00:00,22.95,2.33,,66.4,38.92,18.48,
2020-02-14 01:00:00,16.75,1.96,,40.1,36.11,19.24,
2020-02-14 02:00:00,15.55,0.16,,39.08,35.09,9.65,
2020-02-14 03:00:00,15.74,,,59.47,34.45,8.5,
2020-02-14 04:00:00,15.76,,,80.22,33.84,5.68,
2020-02-14 05:00:00,16.01,,,72.1,31.8,4.8,
2020-02-14 06:00:00,17.14,0.39,,58.08,32.95,4.0,
2020-02-14 07:00:00,19.75,0.38,,80.72,33.63,3.58,
2020-02-14 08:00:00,21.21,0.53,,82.9,34.7,3.4,
2020-02-14 09:00:00,24.0,0.69,,70.8,32.57,6.21,
2020-02-14 10:00:00,22.46,0.66,,69.55,30.84,19.01,
2020-02-14 11:00:00,21.68,0.73,,82.0,29.96,14.2,
2020-02-14 12:00:00,21.07,0.8,,83.6,30.4,23.84,
2020-02-14 13:00:00,,0.81,,,,16.43,
2020-02-14 14:00:00,,0.29,,55.1,,13.45,
2020-02-14 15:00:00,,,,70.05,,11.33,
2020-02-14 16:00:00,10.47,0.32,,41.17,62.45,13.82,
2020-02-14 17:00:00,12.39,0.37,,32.12,53.16,12.29,
2020-02-14 18:00:00,14.14,0.42,,55.53,44.66,9.55,
2020-02-14 19:00:00,23.44,0.47,,35.55,49.12,21.25,
2020-02-14 20:00:00,30.61,0.39,,54.83,46.13,14.63,
2020-02-14 21:00:00,49.59,0.43,,64.28,55.13,18.43,
2020-02-14 22:00:00,46.61,0.93,,82.55,49.95,17.96,
2020-02-14 23:00:00,38.65,0.43,,72.65,40.75,20.84,
2020-02-15 00:00:00,33.33,0.47,,95.15,38.77,23.84,
2020-02-15 01:00:00,30.21,0.43,,52.02,38.88,21.17,
2020-02-15 02:00:00,25.34,0.42,,31.83,38.7,9.77,
2020-02-15 03:00:00,22.02,0.33,,31.95,37.91,10.95,
2020-02-15 04:00:00,23.91,0.25,,46.68,37.73,13.31,
2020-02-15 05:00:00,23.05,0.2,,37.7,39.41,11.64,
2020-02-15 06:00:00,20.38,0.17,,69.72,35.58,10.62,
2020-02-15 07:00:00,26.0,0.21,,38.0,36.19,11.55,
2020-02-15 08:00:00,32.52,0.27,,34.82,37.97,11.79,
2020-02-15 09:00:00,30.32,0.16,,46.47,38.54,12.71,
2020-02-15 10:00:00,28.19,0.4,,75.62,37.44,16.6,
2020-02-15 11:00:00,27.29,0.38,,118.95,36.7,17.5,
2020-02-15 12:00:00,22.75,0.43,,70.8,35.46,27.27,
2020-02-15 13:00:00,19.61,0.54,,70.72,35.66,21.32,
2020-02-15 14:00:00,18.32,0.4,,49.55,37.34,11.55,
2020-02-15 15:00:00,17.23,0.31,,33.1,36.72,22.48,
2020-02-15 16:00:00,16.87,0.18,,69.1,34.95,24.85,
2020-02-15 17:00:00,18.27,0.13,,38.45,34.05,8.75,
2020-02-15 18:00:00,23.69,0.55,,55.98,34.58,11.33,
2020-02-15 19:00:00,38.79,0.82,,53.45,46.05,16.17,
2020-02-15 20:00:00,52.15,1.07,,76.1,61.45,19.94,
2020-02-15 21:00:00,73.45,1.32,,77.2,77.17,25.73,
2020-02-15 22:00:00,75.59,1.36,,113.32,78.23,30.87,
2020-02-15 23:00:00,68.03,1.07,,123.95,72.09,39.74,
2020-02-16 00:00:00,66.82,0.94,,138.4,69.34,44.02,
2020-02-16 01:00:00,70.49,0.65,,111.62,66.39,41.52,
2020-02-16 02:00:00,42.55,0.6,,85.8,49.7,18.87,
2020-02-16 03:00:00,54.83,0.6,,123.45,53.09,17.77,
2020-02-16 04:00:00,45.06,0.54,,138.23,49.69,16.68,
2020-02-16 05:00:00,40.15,0.47,,110.43,43.94,15.11,
2020-02-16 06:00:00,43.84,0.69,,122.08,44.53,10.86,
2020-02-16 07:00:00,43.09,0.74,,148.65,47.66,15.79,
2020-02-16 08:00:00,48.09,0.77,,169.33,51.3,17.18,
2020-02-16 09:00:00,61.24,0.8,,180.6,57.47,22.1,
2020-02-16 10:00:00,48.4,0.98,,137.95,50.81,28.05,
2020-02-16 11:00:00,42.02,0.9,,160.5,46.59,31.66,
2020-02-16 12:00:00,25.04,0.74,,129.7,41.54,31.12,
2020-02-16 13:00:00,21.41,0.6,,132.02,44.18,22.96,
2020-02-16 14:00:00,15.87,0.57,,75.3,36.96,10.88,
2020-02-16 15:00:00,15.8,1.58,,108.75,35.77,7.08,
2020-02-16 16:00:00,15.0,2.71,,55.85,35.33,2.47,
2020-02-16 17:00:00,16.46,2.71,,70.55,36.06,0.82,
2020-02-16 18:00:00,21.48,0.55,,53.1,38.15,8.49,
2020-02-16 19:00:00,43.83,1.05,,58.1,46.85,10.68,
2020-02-16 20:00:00,57.11,1.33,,92.5,50.91,12.75,
2020-02-16 21:00:00,58.62,1.43,,98.28,56.65,14.79,
2020-02-16 22:00:00,67.63,2.19,,117.53,63.94,18.39,
2020-02-16 23:00:00,84.8,2.48,,125.3,70.98,25.98,
2020-02-17 00:00:00,91.65,2.29,,125.1,83.97,32.38,
2020-02-17 01:00:00,90.19,2.18,,159.67,80.19,35.23,
2020-02-17 02:00:00,108.03,2.03,,149.88,84.3,4.91,
2020-02-17 03:00:00,120.09,1.99,,137.43,86.76,8.05,
2020-02-17 04:00:00,117.77,1.64,,112.5,98.42,20.29,
2020-02-17 05:00:00,68.47,0.94,,151.85,71.92,16.07,
2020-02-17 06:00:00,61.3,1.08,,165.8,54.42,16.58,
2020-02-17 07:00:00,85.48,1.24,,204.38,66.68,12.84,
2020-02-17 08:00:00,87.67,1.19,,233.48,74.58,11.98,
2020-02-17 09:00:00,85.88,1.22,,262.98,74.38,26.06,
2020-02-17 10:00:00,79.03,1.56,,257.25,74.39,27.05,
2020-02-17 11:00:00,52.97,1.22,,241.1,58.24,19.96,
2020-02-17 12:00:00,27.95,0.67,,170.2,38.08,16.93,
2020-02-17 13:00:00,17.16,0.51,,148.25,32.06,4.16,
2020-02-17 14:00:00,14.14,0.6,,101.42,29.69,0.43,
2020-02-17 15:00:00,14.29,0.35,,84.25,29.26,,
2020-02-17 16:00:00,13.8,0.3,,55.5,29.08,,
2020-02-17 17:00:00,15.07,0.31,,36.55,28.86,0.43,
2020-02-17 18:00:00,23.2,0.61,,46.42,33.63,15.55,
2020-02-17 19:00:00,37.89,1.19,,58.4,42.73,13.21,
2020-02-17 20:00:00,53.97,1.51,,57.23,51.68,15.95,
2020-02-17 21:00:00,65.84,1.72,,123.22,58.56,35.31,
2020-02-17 22:00:00,68.34,1.39,,92.18,60.83,37.1,
2020-02-17 23:00:00,57.98,0.97,,92.97,57.34,32.22,
2020-02-18 00:00:00,51.93,0.62,,116.0,51.31,27.78,
2020-02-18 01:00:00,61.3,0.54,,81.57,54.33,27.54,
2020-02-18 02:00:00,47.38,0.6,,43.23,48.87,13.6,
2020-02-18 03:00:00,30.77,0.45,,111.62,40.85,14.71,
2020-02-18 04:00:00,30.83,0.4,,80.3,38.95,12.86,
2020-02-18 05:00:00,42.69,0.4,,83.8,43.04,12.93,
2020-02-18 06:00:00,36.78,0.44,,86.1,41.49,12.47,
2020-02-18 07:00:00,37.39,0.52,,89.35,42.12,17.84,
2020-02-18 08:00:00,41.75,0.6,,105.03,45.81,26.59,
2020-02-18 09:00:00,55.12,0.77,,116.1,55.28,18.79,
2020-02-18 10:00:00,54.75,0.87,,116.07,56.73,22.66,
2020-02-18 11:00:00,38.47,0.67,,106.93,46.08,21.27,
2020-02-18 12:00:00,29.63,0.44,,113.45,39.35,18.11,
2020-02-18 13:00:00,22.46,0.31,,124.35,35.65,13.51,
2020-02-18 14:00:00,20.37,0.51,,101.83,35.42,11.0,
2020-02-18 15:00:00,17.03,0.38,,72.38,33.4,7.12,
2020-02-18 16:00:00,16.6,0.25,,64.43,34.08,3.05,
2020-02-18 17:00:00,17.74,0.16,,68.9,33.26,3.7,
2020-02-18 18:00:00,23.5,0.48,,60.88,34.12,23.75,
2020-02-18 19:00:00,42.71,0.96,,49.78,45.93,21.98,
2020-02-18 20:00:00,48.84,1.24,,81.6,51.28,18.87,
2020-02-18 21:00:00,59.54,1.56,,84.53,55.72,18.0,
2020-02-18 22:00:00,86.28,2.32,,98.53,60.01,22.62,
2020-02-18 23:00:00,149.03,3.32,,105.43,80.41,30.51,
2020-02-19 00:00:00,232.14,4.34,,116.9,113.89,46.03,
2020-02-19 01:00:00,298.88,4.67,,174.6,157.91,62.28,
2020-02-19 02:00:00,379.67,4.19,,175.1,193.2,16.61,
2020-02-19 03:00:00,400.56,3.89,,178.62,222.92,27.86,
2020-02-19 04:00:00,392.87,3.56,,189.3,226.85,37.12,
2020-02-19 05:00:00,411.83,3.53,,193.28,232.22,49.73,
2020-02-19 06:00:00,411.27,3.64,,180.1,241.99,57.29,
2020-02-19 07:00:00,358.82,3.89,,184.25,237.04,58.7,
2020-02-19 08:00:00,315.58,3.71,,232.25,206.61,59.41,
2020-02-19 09:00:00,217.18,2.73,,248.0,153.92,109.11,
2020-02-19 10:00:00,64.02,0.81,,252.82,60.93,27.46,
2020-02-19 11:00:00,38.44,0.51,,188.2,42.86,15.06,
2020-02-19 12:00:00,25.61,0.36,,147.95,33.36,6.58,
2020-02-19 13:00:00,19.71,0.25,,94.7,29.31,0.52,
2020-02-19 14:00:00,20.39,0.65,,58.3,33.2,0.52,
2020-02-19 15:00:00,23.6,0.83,,63.25,35.41,0.52,
2020-02-19 16:00:00,21.22,0.81,,78.9,36.11,0.52,
2020-02-19 17:00:00,23.14,0.68,,74.15,35.79,16.9,
2020-02-19 18:00:00,27.41,0.82,,89.3,36.73,36.03,
2020-02-19 19:00:00,40.49,1.16,,88.2,42.17,24.02,
2020-02-19 20:00:00,52.5,1.56,,64.7,51.05,49.99,
2020-02-19 21:00:00,49.19,1.29,,130.5,49.8,77.63,
2020-02-19 22:00:00,43.99,1.08,,118.8,44.6,56.83,
2020-02-19 23:00:00,37.69,0.87,,114.3,39.59,58.13,
2020-02-20 00:00:00,45.17,0.75,,100.4,41.77,106.35,
2020-02-20 01:00:00,25.41,0.49,,119.0,34.58,50.77,
2020-02-20 02:00:00,22.91,0.57,,95.82,33.58,37.87,
2020-02-20 03:00:00,25.75,0.55,,100.75,33.64,59.61,
2020-02-20 04:00:00,31.27,0.56,,112.03,36.39,63.5,
2020-02-20 05:00:00,26.02,0.54,,119.62,36.26,40.66,
2020-02-20 06:00:00,28.55,0.76,,128.62,35.9,26.54,
2020-02-20 07:00:00,30.47,0.77,,103.88,37.96,20.21,
2020-02-20 08:00:00,38.38,0.81,,94.35,42.37,21.34,
2020-02-20 09:00:00,34.48,0.74,,111.4,42.42,30.78,
2020-02-20 10:00:00,27.33,,,110.7,39.61,,
2020-02-20 11:00:00,22.08,0.71,,111.28,40.08,20.84,
2020-02-20 12:00:00,18.62,0.6,,84.22,31.26,21.67,
2020-02-20 13:00:00,15.06,1.15,,125.75,28.13,17.49,
2020-02-20 14:00:00,15.25,0.58,,103.67,30.01,16.91,
2020-02-20 15:00:00,14.95,0.5,,100.25,31.65,20.75,
2020-02-20 16:00:00,14.68,1.12,,77.8,34.48,10.14,
2020-02-20 17:00:00,16.82,0.74,,65.1,36.13,15.52,
2020-02-20 18:00:00,21.85,0.88,,85.92,36.56,10.93,
2020-02-20 19:00:00,30.83,1.08,,80.85,41.73,12.36,
2020-02-20 20:00:00,30.92,0.93,,104.7,41.45,36.06,
2020-02-20 21:00:00,26.45,0.86,,101.35,39.14,20.39,
2020-02-20 22:00:00,26.41,1.47,,113.4,37.78,19.79,
2020-02-20 23:00:00,25.37,1.41,,128.68,37.4,22.93,
2020-02-21 00:00:00,24.77,1.25,,142.0,35.94,10.96,
2020-02-21 01:00:00,16.39,0.69,,121.17,31.69,12.18,
2020-02-21 02:00:00,16.5,1.47,,77.2,31.63,10.97,
2020-02-21 03:00:00,14.3,1.19,,120.42,30.76,19.4,
2020-02-21 04:00:00,9.89,0.92,,85.0,26.53,12.25,
2020-02-21 05:00:00,9.6,1.26,,81.4,25.81,7.62,
2020-02-21 06:00:00,12.57,1.01,,47.02,26.5,12.63,
2020-02-21 07:00:00,8.82,0.9,,61.33,25.32,2.23,
2020-02-21 08:00:00,10.06,1.36,,32.73,25.58,0.91,
2020-02-21 09:00:00,13.04,1.35,,43.27,27.81,9.88,
2020-02-21 10:00:00,13.43,0.95,,41.15,26.86,9.88,
2020-02-21 11:00:00,12.55,0.82,,24.0,24.93,9.18,
2020-02-21 12:00:00,10.78,1.07,,23.35,26.48,10.64,
2020-02-21 13:00:00,9.86,1.34,,35.98,27.88,9.44,
2020-02-21 14:00:00,10.43,0.77,,20.98,26.66,15.12,
2020-02-21 15:00:00,14.85,1.67,,12.3,28.11,7.99,
2020-02-21 16:00:00,15.35,1.99,,10.0,28.02,6.05,
2020-02-21 17:00:00,13.41,1.84,,13.9,26.85,10.3,
2020-02-21 18:00:00,15.2,0.93,,11.12,29.25,14.38,
2020-02-21 19:00:00,23.18,1.04,,19.9,32.87,15.72,
2020-02-21 20:00:00,28.09,1.2,,17.57,39.2,14.79,
2020-02-21 21:00:00,29.1,0.52,,51.55,39.71,15.18,
2020-02-21 22:00:00,27.55,0.63,,66.05,36.93,15.46,
2020-02-21 23:00:00,34.95,0.81,,50.52,39.57,20.07,
2020-02-22 00:00:00,39.05,1.59,,57.1,40.94,24.81,
2020-02-22 01:00:00,20.74,1.33,,56.18,30.96,5.95,
2020-02-22 02:00:00,18.04,0.83,,47.92,28.96,2.98,
2020-02-22 03:00:00,22.45,0.82,,61.3,32.3,4.68,
2020-02-22 04:00:00,17.8,0.65,,58.65,28.88,7.57,
2020-02-22 05:00:00,17.59,0.6,,35.85,27.98,4.57,
2020-02-22 06:00:00,21.52,0.69,,22.3,30.76,3.06,
2020-02-22 07:00:00,27.01,0.66,,60.38,33.17,1.93,
2020-02-22 08:00:00,31.89,0.71,,57.92,36.24,2.48,
2020-02-22 09:00:00,34.89,0.86,,34.15,41.36,16.65,
2020-02-22 10:00:00,27.2,,,48.4,34.71,20.11,
2020-02-22 11:00:00,24.33,0.13,,46.2,32.0,16.87,
2020-02-22 12:00:00,,,,,,14.36,
2020-02-22 13:00:00,,1.07,,25.1,,27.24,
2020-02-22 14:00:00,15.36,0.37,,31.98,25.34,15.24,
2020-02-22 15:00:00,11.51,1.06,,30.92,25.52,12.42,
2020-02-22 16:00:00,10.37,0.7,,21.75,24.47,8.78,
2020-02-22 17:00:00,10.78,0.77,,22.1,22.13,5.54,
2020-02-22 18:00:00,13.2,0.84,,36.17,21.73,6.13,
2020-02-22 19:00:00,22.08,0.76,,36.8,22.38,5.76,
2020-02-22 20:00:00,30.79,0.83,,38.65,23.57,6.03,
2020-02-22 21:00:00,55.83,1.18,,30.75,26.91,5.36,
2020-02-22 22:00:00,108.57,2.24,,49.67,32.96,18.63,
2020-02-22 23:00:00,132.62,2.7,,95.25,44.24,26.0,
2020-02-23 00:00:00,97.96,1.53,,143.77,55.78,29.36,
2020-02-23 01:00:00,81.6,0.76,,131.42,43.68,15.23,
2020-02-23 02:00:00,,0.62,,108.6,,29.33,
2020-02-23 03:00:00,,0.91,,229.75,,27.93,
2020-02-23 04:00:00,,0.11,,271.52,,33.66,
2020-02-23 05:00:00,,0.11,,209.25,,25.24,
2020-02-23 06:00:00,,0.11,,169.45,,21.75,
2020-02-23 07:00:00,,0.82,,123.75,,23.4,
2020-02-23 08:00:00,,0.89,,117.8,,20.26,
2020-02-23 09:00:00,,1.09,,126.85,,22.67,
2020-02-23 10:00:00,,1.11,,157.3,,40.51,
2020-02-23 11:00:00,,1.53,,172.45,,37.32,
2020-02-23 12:00:00,,1.05,,196.9,,31.83,
2020-02-23 13:00:00,,0.46,,170.15,,17.07,
2020-02-23 14:00:00,,0.39,,93.68,,12.33,
2020-02-23 15:00:00,,0.45,,85.22,,7.75,
2020-02-23 16:00:00,,0.31,,47.23,,4.31,
2020-02-23 17:00:00,,0.2,,57.62,,8.61,
2020-02-23 18:00:00,,0.31,,73.53,,9.37,
2020-02-23 19:00:00,,0.78,,59.45,,9.31,
2020-02-23 20:00:00,,0.81,,62.75,,10.18,
2020-02-23 21:00:00,21.23,0.42,,63.7,28.83,10.34,
2020-02-23 22:00:00,20.12,0.16,,71.1,27.27,4.75,
2020-02-23 23:00:00,22.26,0.25,,55.42,28.65,2.81,
2020-02-24 00:00:00,20.93,0.18,,34.05,27.74,2.62,
2020-02-24 01:00:00,34.71,0.28,,19.85,26.86,9.01,
2020-02-24 02:00:00,65.91,0.48,,14.15,31.13,9.71,
2020-02-24 03:00:00,48.95,0.35,,32.6,36.53,19.27,
2020-02-24 04:00:00,28.81,0.21,,114.72,31.71,26.51,
2020-02-24 05:00:00,24.34,,,102.82,28.6,18.28,
2020-02-24 06:00:00,29.85,,,69.35,28.07,15.82,
2020-02-24 07:00:00,28.27,0.29,,38.3,28.46,15.72,
2020-02-24 08:00:00,45.26,0.53,,29.05,27.5,18.55,
2020-02-24 09:00:00,63.12,0.64,,35.38,32.01,24.38,
2020-02-24 10:00:00,57.36,0.8,,73.38,34.73,22.99,
2020-02-24 11:00:00,37.41,0.57,,75.65,27.8,17.87,
2020-02-24 12:00:00,20.66,0.29,,63.0,21.99,12.58,
2020-02-24 13:00:00,15.57,0.3,,37.62,21.44,12.25,
2020-02-24 14:00:00,12.86,0.41,,42.5,23.23,18.74,
2020-02-24 15:00:00,11.44,0.18,,37.47,24.71,8.23,
2020-02-24 16:00:00,10.56,,,38.88,26.88,5.53,
2020-02-24 17:00:00,12.34,0.17,,21.12,25.95,7.26,
2020-02-24 18:00:00,20.54,0.46,,26.4,25.09,7.36,
2020-02-24 19:00:00,26.5,0.8,,57.77,24.15,6.74,
2020-02-24 20:00:00,34.17,0.94,,62.92,30.26,21.94,
2020-02-24 21:00:00,42.69,0.66,,77.18,39.03,24.64,
2020-02-24 22:00:00,38.11,0.29,,78.68,41.74,27.65,
2020-02-24 23:00:00,33.61,0.6,,97.27,38.52,30.29,
2020-02-25 00:00:00,41.81,0.32,,133.1,41.28,34.91,
2020-02-25 01:00:00,43.73,0.18,,163.5,46.09,21.22,
2020-02-25 02:00:00,31.99,,,107.45,40.22,23.26,
2020-02-25 03:00:00,30.51,0.63,,122.03,38.95,23.91,
2020-02-25 04:00:00,41.51,0.63,,114.62,38.66,23.41,
2020-02-25 05:00:00,44.27,0.61,,114.3,38.78,25.08,
2020-02-25 06:00:00,39.92,0.57,,120.3,40.6,26.3,
2020-02-25 07:00:00,41.92,0.71,,146.95,35.93,23.12,
2020-02-25 08:00:00,50.93,0.89,,149.47,36.37,19.49,
2020-02-25 09:00:00,51.74,0.85,,160.6,26.12,13.43,
2020-02-25 10:00:00,31.78,0.73,,164.73,22.37,17.44,
2020-02-25 11:00:00,25.07,1.41,,129.32,25.2,17.89,
2020-02-25 12:00:00,26.71,1.43,,116.53,27.51,14.27,
2020-02-25 13:00:00,22.93,1.12,,138.35,28.43,10.36,
2020-02-25 14:00:00,16.39,1.06,,109.65,26.91,6.43,
2020-02-25 15:00:00,13.81,0.65,,90.47,25.35,3.75,
2020-02-25 16:00:00,12.85,0.6,,86.3,24.49,1.42,
2020-02-25 17:00:00,11.46,0.33,,59.0,22.46,7.7,
2020-02-25 18:00:00,13.56,0.37,,55.97,21.16,6.9,
2020-02-25 19:00:00,22.54,0.93,,66.82,20.77,6.72,
2020-02-25 20:00:00,35.15,0.71,,126.2,22.43,6.52,
2020-02-25 21:00:00,38.15,0.75,,107.2,24.21,7.88,
2020-02-25 22:00:00,38.6,0.72,,129.73,22.42,10.13,
2020-02-25 23:00:00,40.78,1.77,,154.68,23.03,12.47,
2020-02-26 00:00:00,42.0,1.66,,134.72,22.13,13.8,
2020-02-26 01:00:00,43.51,1.73,,111.28,23.03,11.14,
2020-02-26 02:00:00,48.14,1.87,,112.05,21.97,11.95,
2020-02-26 03:00:00,78.99,1.95,,168.85,20.2,13.2,
2020-02-26 04:00:00,129.25,2.03,,154.85,26.24,17.08,
2020-02-26 05:00:00,126.71,1.83,,178.6,35.26,18.77,
2020-02-26 06:00:00,114.31,1.73,,189.62,35.55,20.11,
2020-02-26 07:00:00,86.12,1.74,,149.98,31.99,20.66,
2020-02-26 08:00:00,157.65,2.15,,158.65,28.4,21.77,
2020-02-26 09:00:00,132.35,1.95,,172.45,45.77,15.71,
2020-02-26 10:00:00,165.57,1.38,,206.43,30.76,23.05,
2020-02-26 11:00:00,75.99,0.83,,192.55,39.15,25.65,
2020-02-26 12:00:00,33.99,0.86,,184.05,32.95,21.92,
2020-02-26 13:00:00,27.31,0.82,,144.98,33.95,17.59,
2020-02-26 14:00:00,18.79,0.48,,148.8,39.06,9.64,
2020-02-26 15:00:00,13.47,0.38,,112.8,39.48,4.69,
2020-02-26 16:00:00,10.21,0.16,,109.95,38.36,2.91,
2020-02-26 17:00:00,10.45,0.25,,66.93,35.66,1.82,
2020-02-26 18:00:00,14.31,0.47,,85.58,35.66,13.72,
2020-02-26 19:00:00,27.88,0.74,,54.92,37.58,5.54,
2020-02-26 20:00:00,40.5,1.18,,84.3,37.64,6.21,
2020-02-26 21:00:00,40.41,1.11,,127.58,35.97,4.38,
