Datetime,NOx (ppb),CO (mg/m3),PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-01-24 10:00:00,39.27,0.6,,75.3,37.6,10.06,
2020-01-24 11:00:00,32.44,0.39,,73.3,32.71,10.64,
2020-01-24 12:00:00,26.26,0.26,,96.1,30.53,7.73,
2020-01-24 13:00:00,21.22,0.33,,88.1,29.06,6.79,
2020-01-24 14:00:00,19.55,0.45,,48.1,29.71,5.17,
2020-01-24 15:00:00,18.24,0.37,,45.3,28.87,3.02,
2020-01-24 16:00:00,19.44,0.34,,46.4,29.95,7.39,
2020-01-24 17:00:00,18.84,0.3,,46.0,29.66,1.95,
2020-01-24 18:00:00,21.85,0.51,,37.8,31.14,1.58,
2020-01-24 19:00:00,39.6,0.76,,29.6,40.99,4.26,
2020-01-24 20:00:00,61.33,1.06,,60.9,54.81,,
2020-01-24 21:00:00,68.76,1.26,,97.7,67.44,,
2020-01-24 22:00:00,56.9,1.39,,127.4,60.83,0.44,
2020-01-24 23:00:00,70.58,1.72,,119.6,67.38,3.33,
2020-01-25 00:00:00,88.21,1.66,,127.7,66.14,6.21,
2020-01-25 01:00:00,82.68,1.33,,110.3,65.14,15.23,
2020-01-25 02:00:00,72.88,0.9,,139.7,57.96,9.77,
2020-01-25 03:00:00,68.56,0.7,,113.2,55.04,12.29,
2020-01-25 04:00:00,66.43,0.51,,93.3,51.39,14.77,
2020-01-25 05:00:00,52.52,0.33,,100.1,43.0,14.06,
2020-01-25 06:00:00,36.24,0.58,,112.2,36.11,12.5,
2020-01-25 07:00:00,32.65,0.55,,106.7,34.53,11.2,
2020-01-25 08:00:00,58.57,0.64,,93.7,43.65,10.65,
2020-01-25 09:00:00,137.42,1.17,,110.3,86.6,12.37,
2020-01-25 10:00:00,117.89,1.21,,129.5,84.78,12.09,
2020-01-25 11:00:00,85.37,1.01,,156.0,64.53,11.12,
2020-01-25 12:00:00,60.98,0.81,,146.2,50.3,11.89,
2020-01-25 13:00:00,31.0,0.81,,122.3,36.5,8.48,
2020-01-25 14:00:00,21.09,0.53,,104.9,28.42,6.17,
2020-01-25 15:00:00,21.21,0.58,,77.2,29.14,0.89,
2020-01-25 16:00:00,16.25,0.54,,62.4,26.44,,
2020-01-25 17:00:00,18.66,0.34,,63.2,27.64,14.57,
2020-01-25 18:00:00,29.49,0.76,,64.8,31.68,9.95,
2020-01-25 19:00:00,50.02,1.01,,65.6,45.99,9.18,
2020-01-25 20:00:00,50.86,1.12,,93.0,47.11,9.14,
2020-01-25 21:00:00,61.89,1.49,,111.6,60.55,14.46,
2020-01-25 22:00:00,59.84,1.79,,135.4,59.24,19.24,
2020-01-25 23:00:00,56.12,1.45,,171.2,54.11,20.96,
2020-01-26 00:00:00,42.14,1.24,,206.1,47.11,23.23,
2020-01-26 01:00:00,53.09,1.38,,214.8,50.16,26.7,
2020-01-26 02:00:00,60.1,1.69,,221.2,56.25,9.24,
2020-01-26 03:00:00,47.12,1.78,,243.9,49.03,10.81,
2020-01-26 04:00:00,33.78,3.23,,225.7,40.69,12.64,
2020-01-26 05:00:00,27.27,3.22,,214.5,35.4,12.62,
2020-01-26 06:00:00,22.59,1.03,,205.9,31.9,12.45,
2020-01-26 07:00:00,23.66,0.85,,178.5,30.84,12.23,
2020-01-26 08:00:00,96.03,1.22,,193.8,60.17,14.95,
2020-01-26 09:00:00,81.12,1.14,,210.6,69.19,18.85,
2020-01-26 10:00:00,93.82,1.3,,204.5,59.89,13.32,
2020-01-26 11:00:00,50.86,0.89,,234.2,47.03,15.0,
2020-01-26 12:00:00,33.99,0.63,,200.8,37.63,13.13,
2020-01-26 13:00:00,23.69,0.45,,154.2,31.37,4.18,
2020-01-26 14:00:00,20.58,0.6,,132.4,29.76,0.15,
2020-01-26 15:00:00,17.86,0.54,,106.5,27.72,,
2020-01-26 16:00:00,16.39,0.57,,75.4,26.8,,
2020-01-26 17:00:00,17.64,0.5,,87.7,27.74,,
2020-01-26 18:00:00,27.18,0.64,,53.8,34.58,6.38,
2020-01-26 19:00:00,38.05,1.07,,56.0,47.33,5.6,
2020-01-26 20:00:00,39.34,1.08,,68.5,49.15,6.06,
2020-01-26 21:00:00,47.47,1.34,,89.3,53.76,9.3,
2020-01-26 22:00:00,64.59,2.24,,115.9,75.25,13.51,
2020-01-26 23:00:00,81.27,2.73,,145.4,93.21,21.8,
2020-01-27 00:00:00,107.02,3.01,,158.6,106.87,39.18,
2020-01-27 01:00:00,139.36,3.04,,191.2,120.13,40.74,
2020-01-27 02:00:00,172.38,3.25,,190.8,135.62,12.63,
2020-01-27 03:00:00,185.4,3.23,,181.6,142.82,16.73,
2020-01-27 04:00:00,187.38,2.96,,183.2,143.11,21.84,
2020-01-27 05:00:00,187.11,2.59,,183.5,140.78,26.18,
2020-01-27 06:00:00,219.11,3.08,,187.8,143.62,31.33,
2020-01-27 07:00:00,151.24,1.91,,259.5,108.84,31.57,
2020-01-27 08:00:00,115.26,1.35,,287.0,84.15,30.91,
2020-01-27 09:00:00,132.93,1.46,,246.0,86.35,30.76,
2020-01-27 10:00:00,127.74,1.72,,235.3,75.86,11.01,
2020-01-27 11:00:00,173.79,2.17,,185.8,95.46,7.31,
2020-01-27 12:00:00,251.44,2.95,,212.0,148.69,10.05,
2020-01-27 13:00:00,150.96,1.87,,228.5,108.65,10.95,
2020-01-27 14:00:00,70.55,1.05,,206.7,57.12,6.08,
2020-01-27 15:00:00,60.68,0.77,,177.6,53.24,3.1,
2020-01-27 16:00:00,61.7,0.98,,126.1,56.71,9.9,
2020-01-27 17:00:00,56.69,0.74,,136.6,49.72,7.97,
2020-01-27 18:00:00,37.12,0.86,,149.4,38.41,12.22,
2020-01-27 19:00:00,34.9,0.97,,145.7,36.41,11.2,
2020-01-27 20:00:00,40.17,1.09,,169.2,41.15,15.05,
2020-01-27 21:00:00,34.77,0.68,,148.2,42.24,12.15,
2020-01-27 22:00:00,32.06,0.73,,127.9,40.29,9.95,
2020-01-27 23:00:00,37.12,0.5,,90.4,41.75,0.57,
2020-01-28 00:00:00,40.25,0.46,,76.1,44.2,1.97,
2020-01-28 01:00:00,29.08,0.35,,78.3,36.75,7.26,
2020-01-28 02:00:00,20.82,0.68,,42.4,32.19,8.49,
2020-01-28 03:00:00,21.46,0.7,,56.1,30.89,,
2020-01-28 04:00:00,16.77,0.59,,67.6,28.86,,
2020-01-28 05:00:00,16.78,3.02,,43.7,27.85,,
2020-01-28 06:00:00,20.11,0.78,,86.4,30.46,,
2020-01-28 07:00:00,16.99,0.85,,78.7,29.26,1.01,
2020-01-28 08:00:00,21.3,1.03,,86.8,28.38,0.99,
2020-01-28 09:00:00,32.08,1.16,,65.4,33.51,0.25,
2020-01-28 10:00:00,29.46,1.24,,83.1,32.34,10.9,
2020-01-28 11:00:00,37.52,1.46,,77.38,34.29,10.96,
2020-01-28 12:00:00,40.53,1.42,,96.5,39.73,19.62,
2020-01-28 13:00:00,31.69,1.29,,79.6,34.58,27.32,
2020-01-28 14:00:00,20.48,0.87,,89.58,29.56,21.68,
2020-01-28 15:00:00,24.81,1.0,,75.05,29.64,20.34,
2020-01-28 16:00:00,23.33,1.05,,85.97,29.09,15.65,
2020-01-28 17:00:00,22.39,0.81,,79.48,28.5,23.21,
2020-01-28 18:00:00,25.04,0.58,,92.55,31.79,14.05,
2020-01-28 19:00:00,29.16,1.85,,87.35,43.14,4.62,
2020-01-28 20:00:00,29.47,2.21,,65.15,38.16,4.05,
2020-01-28 21:00:00,36.27,2.7,,74.78,46.73,4.5,
2020-01-28 22:00:00,60.45,1.71,,69.17,67.28,6.58,
2020-01-28 23:00:00,41.66,1.37,,94.4,51.17,10.96,
2020-01-29 00:00:00,90.16,1.88,,89.98,75.78,13.76,
2020-01-29 01:00:00,82.68,1.66,,75.35,72.92,15.63,
2020-01-29 02:00:00,38.58,0.53,,73.03,48.95,8.38,
2020-01-29 03:00:00,20.59,0.32,,65.7,34.29,8.62,
2020-01-29 04:00:00,23.59,0.26,,60.8,33.7,4.67,
2020-01-29 05:00:00,39.8,0.32,,49.4,38.57,2.25,
2020-01-29 06:00:00,36.43,0.29,,78.8,37.86,1.38,
2020-01-29 07:00:00,35.98,0.33,,79.8,36.82,1.47,
2020-01-29 08:00:00,35.5,0.48,,70.2,37.05,0.82,
2020-01-29 09:00:00,47.14,0.71,,89.5,41.46,2.62,
2020-01-29 10:00:00,32.99,0.8,,107.9,36.74,15.42,
2020-01-29 11:00:00,20.6,0.58,,103.7,28.3,15.2,
2020-01-29 12:00:00,12.34,0.52,,88.2,22.93,12.85,
2020-01-29 13:00:00,11.73,0.54,,66.7,23.84,11.62,
2020-01-29 14:00:00,11.06,0.43,,54.0,23.73,8.16,
2020-01-29 15:00:00,10.13,,,28.8,23.1,13.67,
2020-01-29 16:00:00,10.89,,,22.4,21.41,1.85,
2020-01-29 17:00:00,13.55,0.2,,20.0,21.74,8.68,
2020-01-29 18:00:00,24.8,0.5,,23.0,28.47,11.92,
2020-01-29 19:00:00,44.12,0.84,,16.3,41.58,14.23,
2020-01-29 20:00:00,46.92,1.07,,39.9,46.54,16.14,
2020-01-29 21:00:00,50.06,0.9,,80.2,52.59,21.29,
2020-01-29 22:00:00,52.88,1.45,,83.6,54.71,22.43,
2020-01-29 23:00:00,54.05,1.25,,99.7,48.92,25.11,
2020-01-30 00:00:00,50.98,1.16,,80.7,46.04,26.76,
2020-01-30 01:00:00,42.22,0.94,,90.6,40.36,26.72,
2020-01-30 02:00:00,33.55,0.44,,59.3,34.85,5.16,
2020-01-30 03:00:00,33.46,0.42,,78.0,34.78,2.77,
2020-01-30 04:00:00,28.86,,,67.5,31.92,3.52,
2020-01-30 05:00:00,28.33,,,84.8,31.32,2.29,
2020-01-30 06:00:00,30.72,0.48,,85.5,33.39,2.14,
2020-01-30 07:00:00,37.9,0.5,,74.7,36.52,0.9,
2020-01-30 08:00:00,54.71,0.64,,90.2,45.51,1.32,
2020-01-30 09:00:00,51.62,0.78,,66.9,43.08,4.38,
2020-01-30 10:00:00,37.98,0.75,,90.5,35.31,25.66,
2020-01-30 11:00:00,33.36,0.68,,74.5,33.2,37.08,
2020-01-30 12:00:00,25.96,0.76,,81.2,29.31,20.12,
2020-01-30 13:00:00,18.44,0.71,,68.6,27.61,14.69,
2020-01-30 14:00:00,15.72,0.46,,77.1,25.84,10.84,
2020-01-30 15:00:00,14.8,0.45,,52.1,24.66,6.85,
2020-01-30 16:00:00,13.06,0.38,,39.2,22.94,3.02,
2020-01-30 17:00:00,15.23,0.34,,33.7,24.26,1.61,
2020-01-30 18:00:00,19.96,0.44,,21.68,29.23,7.47,
2020-01-30 19:00:00,28.0,0.53,,14.43,28.18,8.48,
2020-01-30 20:00:00,37.2,0.69,,37.08,33.87,9.72,
2020-01-30 21:00:00,44.56,0.79,,51.72,38.51,11.9,
2020-01-30 22:00:00,40.64,0.85,,77.95,39.72,13.32,
2020-01-30 23:00:00,39.96,0.59,,80.38,40.48,16.73,
2020-01-31 00:00:00,34.1,0.29,,79.6,35.09,16.98,
2020-01-31 01:00:00,30.57,0.18,,74.32,31.96,14.82,
2020-01-31 02:00:00,27.67,0.48,,41.17,31.08,8.91,
2020-01-31 03:00:00,27.69,0.4,,91.9,31.72,8.47,
2020-01-31 04:00:00,19.86,0.37,,85.8,27.74,8.97,
2020-01-31 05:00:00,26.19,0.4,,68.7,29.61,15.14,
2020-01-31 06:00:00,31.0,0.53,,59.9,29.55,5.63,
2020-01-31 07:00:00,33.0,0.58,,64.7,30.95,5.83,
2020-01-31 08:00:00,44.3,0.67,,69.0,36.92,6.49,
2020-01-31 09:00:00,52.55,0.7,,81.0,42.62,8.61,
2020-01-31 10:00:00,61.94,0.89,,67.7,51.19,17.64,
2020-01-31 11:00:00,60.95,0.85,,91.5,49.63,16.91,
2020-01-31 12:00:00,51.74,0.85,,126.9,43.76,16.44,
2020-01-31 13:00:00,38.91,0.74,,132.9,39.3,18.08,
2020-01-31 14:00:00,30.23,0.52,,90.8,34.89,16.93,
2020-01-31 15:00:00,19.81,0.35,,58.3,27.69,12.18,
2020-01-31 16:00:00,15.56,0.19,,61.2,25.3,10.88,
2020-01-31 17:00:00,18.18,0.14,,32.6,25.64,10.79,
2020-01-31 18:00:00,22.77,0.46,,37.3,28.63,10.62,
2020-01-31 19:00:00,32.34,0.67,,19.2,32.08,9.79,
2020-01-31 20:00:00,37.6,0.87,,46.6,38.87,12.38,
2020-01-31 21:00:00,36.44,0.92,,68.4,39.98,12.11,
2020-01-31 22:00:00,47.6,1.13,,60.9,44.92,12.88,
2020-01-31 23:00:00,51.98,0.98,,109.5,49.87,15.71,
2020-02-01 00:00:00,45.17,0.52,,145.2,40.74,18.02,
2020-02-01 01:00:00,33.42,0.44,,157.7,38.45,19.04,
2020-02-01 02:00:00,26.23,1.01,,116.6,31.9,6.17,
2020-02-01 03:00:00,41.49,1.22,,113.5,35.54,5.12,
2020-02-01 04:00:00,51.6,1.23,,162.7,45.31,5.14,
2020-02-01 05:00:00,37.27,1.27,,199.0,42.02,8.28,
2020-02-01 06:00:00,29.51,0.67,,200.5,36.59,9.0,
2020-02-01 07:00:00,32.83,0.8,,157.4,32.98,9.19,
2020-02-01 08:00:00,49.89,0.95,,135.7,38.94,9.26,
2020-02-01 09:00:00,125.32,1.74,,134.2,77.77,13.53,
2020-02-01 10:00:00,121.82,1.02,,156.3,92.11,16.79,
2020-02-01 11:00:00,,1.08,,161.2,,23.73,
2020-02-01 12:00:00,,0.81,,291.8,,21.91,
2020-02-01 13:00:00,,0.83,,,,20.53,
2020-02-01 14:00:00,21.99,0.83,,31.3,29.36,9.62,
2020-02-01 15:00:00,15.11,0.8,,70.38,25.1,1.48,
2020-02-01 16:00:00,13.94,0.79,,60.17,24.21,1.25,
2020-02-01 17:00:00,13.01,0.54,,71.72,22.83,1.2,
2020-02-01 18:00:00,14.21,0.63,,39.78,22.95,10.37,
2020-02-01 19:00:00,21.41,0.77,,58.9,26.77,8.37,
2020-02-01 20:00:00,33.59,1.0,,53.23,35.75,11.53,
2020-02-01 21:00:00,37.64,1.1,,69.58,39.03,12.99,
2020-02-01 22:00:00,32.3,1.1,,106.0,35.56,14.73,
2020-02-01 23:00:00,37.12,0.95,,88.45,35.07,19.56,
2020-02-02 00:00:00,36.52,0.85,,92.88,34.25,19.33,
2020-02-02 01:00:00,45.9,0.73,,82.58,36.81,21.83,
2020-02-02 02:00:00,51.01,0.89,,76.72,43.37,12.05,
2020-02-02 03:00:00,58.1,0.76,,109.25,48.01,13.04,
2020-02-02 04:00:00,20.9,0.58,,78.97,28.75,12.82,
2020-02-02 05:00:00,20.19,0.29,,51.38,28.18,10.2,
2020-02-02 06:00:00,19.47,0.62,,84.75,27.23,6.99,
2020-02-02 07:00:00,20.96,0.62,,64.88,28.77,4.58,
2020-02-02 08:00:00,29.81,0.7,,41.12,32.29,3.5,
2020-02-02 09:00:00,28.92,0.76,,89.9,32.24,7.69,
2020-02-02 10:00:00,26.68,0.81,,78.43,33.11,22.77,
2020-02-02 11:00:00,22.79,0.81,,44.98,31.81,21.48,
2020-02-02 12:00:00,20.21,0.76,,93.0,28.0,18.95,
2020-02-02 13:00:00,18.48,0.75,,80.5,26.27,20.28,
2020-02-02 14:00:00,18.67,0.82,,67.25,26.72,21.64,
2020-02-02 15:00:00,13.97,0.69,,72.78,23.53,17.43,
2020-02-02 16:00:00,11.77,0.61,,70.47,20.95,10.53,
2020-02-02 17:00:00,13.48,0.61,,48.98,20.7,8.71,
2020-02-02 18:00:00,26.36,0.75,,42.62,26.29,15.8,
2020-02-02 19:00:00,30.68,1.53,,66.22,31.72,14.63,
2020-02-02 20:00:00,60.95,1.93,,55.33,44.28,17.61,
2020-02-02 21:00:00,65.83,3.01,,95.38,50.27,19.41,
2020-02-02 22:00:00,58.38,1.52,,127.92,48.93,23.04,
2020-02-02 23:00:00,65.16,1.33,,114.22,50.45,27.02,
2020-02-03 00:00:00,67.88,1.12,,154.4,45.93,31.64,
2020-02-03 01:00:00,57.94,0.75,,122.67,44.08,33.36,
2020-02-03 02:00:00,65.89,1.04,,101.15,43.19,15.79,
2020-02-03 03:00:00,35.55,0.76,,141.55,33.45,20.98,
2020-02-03 04:00:00,39.38,0.7,,121.72,31.34,27.19,
2020-02-03 05:00:00,46.08,0.62,,124.92,36.63,19.12,
2020-02-03 06:00:00,41.52,0.88,,139.88,39.66,7.2,
2020-02-03 07:00:00,54.66,0.87,,114.93,45.8,16.11,
2020-02-03 08:00:00,61.32,1.03,,142.42,52.32,12.94,
2020-02-03 09:00:00,64.43,1.14,,169.73,51.91,27.55,
2020-02-03 10:00:00,63.07,1.14,,159.05,50.33,20.45,
2020-02-03 11:00:00,45.94,0.69,,142.5,40.59,19.79,
2020-02-03 12:00:00,24.88,0.28,,129.68,27.83,16.85,
2020-02-03 13:00:00,14.63,0.33,,101.0,22.83,14.3,
2020-02-03 14:00:00,13.98,0.71,,66.53,23.66,10.22,
2020-02-03 15:00:00,12.95,0.64,,78.38,23.2,4.48,
2020-02-03 16:00:00,13.35,0.63,,51.72,25.3,10.39,
2020-02-03 17:00:00,14.29,0.6,,32.2,24.13,7.97,
2020-02-03 18:00:00,19.62,0.57,,43.33,25.8,1.2,
2020-02-03 19:00:00,36.89,0.91,,69.58,32.72,1.21,
2020-02-03 20:00:00,45.2,1.98,,92.18,38.06,1.22,
2020-02-03 21:00:00,47.21,2.48,,125.17,41.83,1.43,
2020-02-03 22:00:00,66.17,2.04,,134.55,56.54,6.03,
2020-02-03 23:00:00,114.72,2.68,,152.62,79.79,19.0,
2020-02-04 00:00:00,128.17,2.64,,171.8,85.5,30.83,
2020-02-04 01:00:00,118.36,1.99,,197.8,88.36,29.06,
2020-02-04 02:00:00,86.06,1.5,,185.28,72.01,10.62,
2020-02-04 03:00:00,86.44,1.21,,168.1,63.12,11.32,
2020-02-04 04:00:00,89.66,1.05,,167.0,62.26,14.24,
2020-02-04 05:00:00,78.51,0.97,,144.57,59.65,18.89,
2020-02-04 06:00:00,74.29,1.29,,154.18,56.82,21.26,
2020-02-04 07:00:00,101.78,1.36,,173.85,67.51,20.51,
2020-02-04 08:00:00,161.49,1.83,,181.62,95.81,22.39,
2020-02-04 09:00:00,173.45,2.12,,220.85,113.06,30.51,
2020-02-04 10:00:00,188.05,2.62,,286.45,114.2,13.42,
2020-02-04 11:00:00,71.0,0.96,,302.88,57.95,12.91,
2020-02-04 12:00:00,33.39,0.64,,252.1,37.19,16.15,
2020-02-04 13:00:00,17.05,0.56,,145.6,26.68,6.23,
2020-02-04 14:00:00,23.04,0.59,,74.22,37.62,1.75,
2020-02-04 15:00:00,21.99,0.48,,117.42,29.9,1.2,
2020-02-04 16:00:00,21.6,0.49,,97.77,29.64,1.2,
2020-02-04 17:00:00,23.96,0.52,,116.4,29.73,1.2,
2020-02-04 18:00:00,34.47,0.67,,115.83,36.02,20.86,
2020-02-04 19:00:00,47.89,0.93,,101.75,39.58,15.44,
2020-02-04 20:00:00,70.34,1.43,,119.57,51.24,14.88,
2020-02-04 21:00:00,89.3,1.92,,115.85,63.81,18.77,
2020-02-04 22:00:00,74.82,1.67,,179.05,67.85,24.28,
2020-02-04 23:00:00,42.59,0.88,,197.28,40.54,35.21,
2020-02-05 00:00:00,36.88,0.7,,177.1,38.4,30.95,
2020-02-05 01:00:00,34.35,0.58,,162.05,37.36,28.09,
2020-02-05 02:00:00,27.62,0.84,,143.28,33.64,21.61,
2020-02-05 03:00:00,26.13,0.35,,139.12,31.86,26.17,
2020-02-05 04:00:00,28.16,0.12,,119.05,31.96,8.24,
2020-02-05 05:00:00,22.39,0.12,,102.05,30.93,6.02,
2020-02-05 06:00:00,40.16,0.91,,108.72,29.73,8.68,
2020-02-05 07:00:00,72.5,1.47,,135.15,42.98,18.34,
2020-02-05 08:00:00,77.68,1.81,,130.32,53.79,13.81,
2020-02-05 09:00:00,98.11,1.98,,167.35,64.75,17.26,
2020-02-05 10:00:00,75.59,1.32,,214.95,58.61,28.73,
2020-02-05 11:00:00,52.44,0.88,,210.78,46.6,33.46,
2020-02-05 12:00:00,25.8,0.32,,184.1,30.03,25.82,
2020-02-05 13:00:00,18.85,0.75,,149.75,29.74,17.58,
2020-02-05 14:00:00,14.88,0.4,,96.15,26.19,10.89,
2020-02-05 15:00:00,15.02,0.45,,77.28,23.73,2.42,
2020-02-05 16:00:00,19.37,0.46,,72.72,26.15,1.59,
2020-02-05 17:00:00,16.34,0.21,,63.22,24.43,1.2,
2020-02-05 18:00:00,21.46,0.67,,54.18,26.03,16.06,
2020-02-05 19:00:00,31.34,0.86,,51.97,31.12,13.97,
2020-02-05 20:00:00,52.43,1.22,,61.1,38.25,16.56,
2020-02-05 21:00:00,53.64,1.2,,94.7,40.13,19.66,
2020-02-05 22:00:00,43.41,1.14,,118.8,37.53,24.54,
2020-02-05 23:00:00,39.0,0.92,,118.67,36.36,26.9,
2020-02-06 00:00:00,30.26,0.65,,101.9,31.84,26.22,
2020-02-06 01:00:00,35.0,0.68,,102.57,33.66,25.22,
2020-02-06 02:00:00,30.81,0.69,,78.35,32.55,12.07,
2020-02-06 03:00:00,25.67,0.57,,70.05,31.51,12.53,
2020-02-06 04:00:00,23.74,0.51,,86.7,29.86,11.91,
2020-02-06 05:00:00,23.2,0.5,,50.72,30.27,9.95,
2020-02-06 06:00:00,23.07,0.6,,87.07,31.78,6.49,
2020-02-06 07:00:00,40.55,0.61,,84.38,38.27,3.6,
2020-02-06 08:00:00,89.05,0.88,,92.47,64.44,4.85,
2020-02-06 09:00:00,99.68,1.07,,137.77,69.77,21.94,
2020-02-06 10:00:00,55.02,1.0,,159.25,49.2,7.11,
2020-02-06 11:00:00,32.37,0.72,,188.27,33.92,2.2,
2020-02-06 12:00:00,26.38,0.58,,137.27,32.55,1.3,
2020-02-06 13:00:00,30.43,0.47,,85.32,30.81,1.2,
2020-02-06 14:00:00,19.44,0.55,,53.2,31.16,1.2,
2020-02-06 15:00:00,16.48,0.58,,63.17,31.18,1.2,
2020-02-06 16:00:00,17.18,0.71,,50.27,29.18,1.2,
2020-02-06 17:00:00,18.66,0.59,,49.0,28.88,2.79,
2020-02-06 18:00:00,21.4,0.53,,61.95,42.84,18.35,
2020-02-06 19:00:00,30.57,0.74,,56.7,40.7,26.64,
2020-02-06 20:00:00,36.75,0.96,,89.1,34.51,14.47,
2020-02-06 21:00:00,59.37,1.51,,114.32,43.86,17.53,
2020-02-06 22:00:00,70.16,1.75,,141.45,47.56,23.41,
2020-02-06 23:00:00,74.81,1.58,,157.83,52.29,31.11,
2020-02-07 00:00:00,74.74,1.44,,221.3,50.74,37.66,
2020-02-07 01:00:00,57.19,0.94,,278.4,51.96,40.59,
2020-02-07 02:00:00,42.83,1.06,,301.45,46.21,7.97,
2020-02-07 03:00:00,31.58,0.77,,283.3,39.54,8.26,
2020-02-07 04:00:00,32.26,0.58,,245.3,35.91,7.98,
2020-02-07 05:00:00,30.55,0.39,,198.12,35.69,10.3,
2020-02-07 06:00:00,24.09,0.67,,175.8,32.87,7.56,
2020-02-07 07:00:00,24.14,0.54,,151.15,33.98,4.41,
2020-02-07 08:00:00,28.82,0.69,,111.57,30.09,1.72,
2020-02-07 09:00:00,62.83,1.3,,145.55,44.02,4.15,
2020-02-07 10:00:00,79.68,1.32,,133.23,52.02,20.21,
2020-02-07 11:00:00,46.38,1.08,,117.03,45.65,26.13,
2020-02-07 12:00:00,33.68,0.75,,154.4,35.3,27.7,
2020-02-07 13:00:00,18.46,0.61,,171.6,26.93,11.9,
2020-02-07 14:00:00,21.21,0.61,,120.2,28.48,7.72,
2020-02-07 15:00:00,20.76,0.37,,102.05,29.1,3.81,
2020-02-07 16:00:00,15.45,0.23,,92.35,27.64,1.72,
2020-02-07 17:00:00,17.46,0.12,,81.5,24.0,1.2,
2020-02-07 18:00:00,19.77,0.59,,64.88,23.98,14.71,
2020-02-07 19:00:00,30.43,0.75,,76.98,26.43,14.19,
2020-02-07 20:00:00,47.6,1.27,,88.15,35.84,17.61,
2020-02-07 21:00:00,65.42,1.78,,153.4,40.97,22.93,
2020-02-07 22:00:00,56.42,1.31,,154.62,43.98,27.96,
2020-02-07 23:00:00,52.03,1.14,,159.78,43.09,29.71,
2020-02-08 00:00:00,48.3,1.07,,158.6,39.08,28.71,
2020-02-08 01:00:00,53.19,0.95,,125.45,42.59,28.47,
2020-02-08 02:00:00,81.88,1.12,,118.68,53.87,12.94,
2020-02-08 03:00:00,51.71,0.83,,118.93,46.91,16.16,
2020-02-08 04:00:00,46.79,0.64,,180.88,43.59,21.39,
2020-02-08 05:00:00,42.8,0.17,,176.6,40.28,21.59,
2020-02-08 06:00:00,36.36,0.84,,152.55,38.25,17.98,
2020-02-08 07:00:00,42.39,0.83,,156.2,39.93,18.75,
2020-02-08 08:00:00,43.27,0.82,,158.15,41.1,16.86,
2020-02-08 09:00:00,42.05,0.84,,129.95,49.19,21.04,
2020-02-08 10:00:00,38.36,0.96,,161.5,48.61,17.92,
2020-02-08 11:00:00,28.44,0.92,,161.15,38.05,17.05,
2020-02-08 12:00:00,40.95,1.04,,155.43,56.26,18.1,
2020-02-08 13:00:00,19.38,1.14,,145.78,29.47,16.62,
2020-02-08 14:00:00,19.33,0.58,,130.95,28.61,12.16,
2020-02-08 15:00:00,13.77,0.47,,113.22,26.91,3.79,
2020-02-08 16:00:00,14.06,0.38,,68.3,29.61,2.67,
2020-02-08 17:00:00,14.49,0.25,,58.52,25.87,1.22,
2020-02-08 18:00:00,17.45,0.79,,61.73,25.59,14.82,
2020-02-08 19:00:00,34.3,1.09,,65.62,33.3,16.13,
2020-02-08 20:00:00,44.74,1.29,,101.65,40.71,16.02,
2020-02-08 21:00:00,43.71,1.23,,113.15,38.98,17.78,
2020-02-08 22:00:00,52.69,1.3,,118.93,42.79,21.51,
2020-02-08 23:00:00,47.59,1.12,,123.08,41.09,23.76,
2020-02-09 00:00:00,46.19,0.96,,106.2,40.84,24.05,
2020-02-09 01:00:00,40.39,1.11,,108.47,38.17,28.9,
2020-02-09 02:00:00,29.97,0.88,,106.3,33.83,15.51,
2020-02-09 03:00:00,23.54,0.75,,81.88,32.11,13.24,
2020-02-09 04:00:00,22.11,0.71,,100.9,31.17,10.6,
2020-02-09 05:00:00,24.19,0.69,,89.75,28.31,7.4,
2020-02-09 06:00:00,32.99,0.75,,84.0,30.22,5.93,
2020-02-09 07:00:00,58.0,0.96,,93.42,41.9,7.1,
2020-02-09 08:00:00,77.12,1.09,,144.7,55.41,11.44,
2020-02-09 09:00:00,57.91,0.98,,146.9,49.03,18.76,
2020-02-09 10:00:00,56.0,0.97,,180.8,46.51,22.93,
2020-02-09 11:00:00,34.27,0.54,,180.25,40.6,24.82,
2020-02-09 12:00:00,23.05,0.56,,161.7,32.88,31.95,
2020-02-09 13:00:00,19.64,0.48,,123.8,32.25,19.94,
2020-02-09 14:00:00,15.06,0.59,,122.95,31.94,10.08,
2020-02-09 15:00:00,15.49,0.57,,92.5,30.86,6.1,
2020-02-09 16:00:00,13.61,0.49,,80.2,32.09,2.42,
2020-02-09 17:00:00,13.37,0.62,,68.38,28.63,1.3,
2020-02-09 18:00:00,19.55,0.61,,63.8,28.43,13.91,
2020-02-09 19:00:00,36.84,0.87,,76.08,36.14,14.01,
2020-02-09 20:00:00,65.06,1.24,,121.75,38.82,18.04,
2020-02-09 21:00:00,64.92,1.16,,139.42,50.6,25.86,
2020-02-09 22:00:00,56.7,1.34,,178.77,47.31,27.2,
2020-02-09 23:00:00,49.31,1.21,,129.9,41.07,28.4,
2020-02-10 00:00:00,45.32,1.21,,161.7,40.85,27.04,
