Datetime,PM2.5 (ug/m3),PM10 (ug/m3),CO (mg/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Ozone (ug/m3)
2020-07-14 16:00:00,58.15,345.5,2.29,16.47,11.97,2.38,
2020-07-14 17:00:00,45.28,237.25,0.32,18.21,13.46,2.49,
2020-07-14 18:00:00,50.15,222.01,0.72,13.3,9.64,3.21,
2020-07-14 19:00:00,52.47,232.9,1.84,15.48,11.35,3.27,
2020-07-14 20:00:00,40.82,312.76,0.69,16.73,12.53,1.86,
2020-07-14 21:00:00,55.27,175.09,0.36,17.83,13.4,2.34,
2020-07-14 22:00:00,47.1,156.33,0.95,19.37,14.36,1.52,
2020-07-14 23:00:00,43.25,120.36,2.14,17.57,13.36,0.84,
2020-07-15 00:00:00,36.9,98.56,0.99,15.89,11.72,0.16,
2020-07-15 01:00:00,36.5,81.96,1.13,15.94,11.83,0.01,
2020-07-15 02:00:00,29.17,91.13,1.46,14.87,11.0,1.23,
2020-07-15 03:00:00,36.08,79.81,1.39,15.59,11.51,1.38,
2020-07-15 04:00:00,41.77,73.44,1.1,15.99,11.63,3.25,
2020-07-15 05:00:00,54.92,90.16,1.11,15.48,11.35,3.28,
2020-07-15 06:00:00,35.27,97.98,1.06,15.03,10.98,1.12,
2020-07-15 07:00:00,57.73,69.08,1.15,15.89,11.62,1.3,
2020-07-15 08:00:00,76.0,84.28,1.0,15.69,11.64,2.56,
2020-07-15 09:00:00,,,0.85,15.86,11.53,2.56,
2020-07-15 10:00:00,,,0.99,16.69,12.3,1.15,
2020-07-15 11:00:00,,,1.19,15.9,11.75,1.21,
2020-07-15 12:00:00,,,1.11,16.37,12.1,1.8,
2020-07-15 13:00:00,76.2,87.88,1.32,16.07,11.74,2.0,
2020-07-15 14:00:00,67.08,86.57,1.11,14.08,10.02,1.24,
2020-07-15 15:00:00,50.18,73.85,0.27,12.52,9.0,0.25,
2020-07-15 16:00:00,66.45,102.53,1.83,14.79,10.76,1.31,
2020-07-15 17:00:00,64.92,96.66,1.92,15.46,11.24,1.29,
2020-07-15 18:00:00,65.33,98.37,0.61,16.43,12.01,1.1,
2020-07-15 19:00:00,64.95,101.74,0.49,15.71,11.59,1.16,
2020-07-15 20:00:00,80.57,108.52,1.13,16.23,12.12,2.67,
2020-07-15 21:00:00,88.43,136.63,1.45,15.52,11.37,2.68,
2020-07-15 22:00:00,83.32,170.47,0.94,16.79,12.69,2.36,
2020-07-15 23:00:00,84.25,151.96,0.69,16.48,12.06,1.98,
2020-07-16 00:00:00,89.2,146.81,1.31,16.17,11.87,2.6,
2020-07-16 01:00:00,70.4,124.73,1.29,15.91,11.7,2.47,
2020-07-16 02:00:00,59.12,112.64,0.84,15.79,11.72,2.31,
2020-07-16 03:00:00,34.43,92.43,0.87,16.12,11.84,2.25,
2020-07-16 04:00:00,47.08,87.8,1.01,15.91,11.75,1.75,
2020-07-16 05:00:00,57.95,82.18,1.05,15.75,11.65,1.72,
2020-07-16 06:00:00,77.5,597.98,1.1,15.42,11.19,1.09,
2020-07-16 07:00:00,71.8,589.89,1.24,15.27,11.28,1.04,
2020-07-16 08:00:00,,,1.07,15.47,11.42,0.91,
2020-07-16 09:00:00,,,0.92,15.07,10.93,1.19,
2020-07-16 10:00:00,,,0.99,14.61,10.75,2.07,
2020-07-16 11:00:00,,,1.15,16.2,11.98,2.57,
2020-07-16 12:00:00,,,1.31,15.5,11.35,0.45,
2020-07-16 13:00:00,,,1.21,13.32,9.49,0.15,
2020-07-16 14:00:00,,,0.67,15.8,11.54,1.59,
2020-07-16 15:00:00,,,1.26,16.37,12.11,1.55,
2020-07-16 16:00:00,,,1.13,16.03,11.77,1.16,
2020-07-16 17:00:00,,,1.22,14.86,10.93,0.98,
2020-07-16 18:00:00,66.0,88.13,1.07,15.63,11.41,1.69,
2020-07-16 19:00:00,64.12,104.92,0.92,15.93,11.8,1.55,
2020-07-16 20:00:00,45.32,130.42,1.21,16.21,12.21,2.81,
2020-07-16 21:00:00,42.3,162.51,1.11,12.8,9.29,1.63,
2020-07-16 22:00:00,65.68,185.54,1.03,15.18,11.27,2.36,
2020-07-16 23:00:00,64.9,176.63,1.07,16.2,12.04,2.29,
2020-07-17 00:00:00,61.0,175.61,1.32,15.6,11.27,2.34,
2020-07-17 01:00:00,74.12,156.28,1.57,16.1,11.86,2.2,
2020-07-17 02:00:00,57.78,121.96,0.86,15.76,11.63,1.46,
2020-07-17 03:00:00,58.45,116.21,0.7,14.98,11.03,1.33,
2020-07-17 04:00:00,55.9,105.69,1.01,15.49,11.27,2.56,
2020-07-17 05:00:00,62.75,94.14,1.13,15.48,11.43,2.83,
2020-07-17 06:00:00,61.55,102.98,1.05,15.84,11.72,4.39,
2020-07-17 07:00:00,68.78,93.65,1.18,15.53,11.56,4.17,
2020-07-17 08:00:00,69.62,102.92,0.99,15.69,11.59,3.51,
2020-07-17 09:00:00,71.3,104.53,0.89,15.63,11.52,3.61,
2020-07-17 10:00:00,75.57,79.73,1.55,15.9,11.73,0.57,
2020-07-17 11:00:00,94.7,501.04,1.38,16.0,11.75,0.98,
2020-07-17 12:00:00,89.3,491.0,0.38,19.04,14.23,2.46,
2020-07-17 13:00:00,,,1.06,17.6,13.17,2.38,
2020-07-17 14:00:00,,,1.29,15.33,11.44,2.04,
2020-07-17 15:00:00,,,1.45,14.98,11.21,1.88,
2020-07-17 16:00:00,,,1.03,15.98,12.01,3.01,
2020-07-17 17:00:00,,,1.02,14.93,11.09,2.95,
2020-07-17 18:00:00,73.1,86.21,1.15,16.1,11.96,2.91,
2020-07-17 19:00:00,73.8,93.04,1.4,16.34,11.86,2.53,
2020-07-17 20:00:00,84.0,109.14,1.17,16.04,11.65,2.05,
2020-07-17 21:00:00,83.55,120.01,1.3,16.25,12.24,2.09,
2020-07-17 22:00:00,89.12,123.66,0.98,16.9,12.48,0.83,
2020-07-17 23:00:00,91.0,104.78,0.7,15.53,11.51,1.04,
2020-07-18 00:00:00,53.1,106.77,0.87,15.82,11.64,2.27,
2020-07-18 01:00:00,71.22,79.73,0.63,15.44,11.24,2.01,
2020-07-18 02:00:00,50.27,74.63,1.02,15.79,11.58,1.78,
2020-07-18 03:00:00,48.55,84.62,1.02,16.0,11.94,1.64,
2020-07-18 04:00:00,49.22,77.45,0.9,16.28,12.24,2.46,
2020-07-18 05:00:00,56.3,83.16,0.84,16.46,12.12,2.5,
2020-07-18 06:00:00,59.17,98.94,0.91,15.64,11.54,2.14,
2020-07-18 07:00:00,46.58,71.16,0.88,16.16,11.73,1.75,
2020-07-18 08:00:00,58.48,82.04,1.23,16.23,11.76,3.24,
2020-07-18 09:00:00,100.48,107.96,1.46,16.15,12.14,2.99,
2020-07-18 10:00:00,109.03,127.28,0.95,16.08,11.91,2.68,
2020-07-18 11:00:00,89.15,159.81,1.38,15.68,11.7,2.63,
2020-07-18 12:00:00,71.88,124.04,1.12,14.99,10.85,2.36,
2020-07-18 13:00:00,80.8,110.37,1.23,16.09,11.9,2.28,
2020-07-18 14:00:00,100.0,109.0,0.99,16.21,12.32,0.45,
2020-07-18 15:00:00,106.73,113.67,1.41,16.53,12.25,0.25,
2020-07-18 16:00:00,,,0.8,15.29,11.22,2.48,
2020-07-18 17:00:00,,,0.3,15.31,10.97,2.76,
2020-07-18 18:00:00,92.5,100.34,1.37,17.15,12.65,0.96,
2020-07-18 19:00:00,83.35,121.7,2.15,16.74,12.29,1.48,
2020-07-18 20:00:00,87.08,123.54,0.99,16.28,12.07,1.97,
2020-07-18 21:00:00,78.58,92.89,0.93,15.71,11.42,3.39,
2020-07-18 22:00:00,57.7,71.34,0.63,15.21,11.24,1.39,
2020-07-18 23:00:00,50.33,59.2,0.08,14.97,11.01,2.17,
2020-07-19 00:00:00,51.9,53.06,0.74,14.61,10.87,1.54,
2020-07-19 01:00:00,50.9,315.47,0.41,15.85,11.73,0.75,
2020-07-19 02:00:00,60.2,99.4,0.91,15.69,11.5,0.93,
2020-07-19 03:00:00,65.62,106.52,0.83,15.4,11.21,0.17,
2020-07-19 04:00:00,49.45,81.84,0.81,15.1,11.17,2.06,
2020-07-19 05:00:00,57.85,73.81,0.82,15.56,11.64,1.44,
2020-07-19 06:00:00,57.8,73.23,1.02,15.55,11.47,1.79,
2020-07-19 07:00:00,67.5,106.49,1.1,15.76,11.33,1.2,
2020-07-19 08:00:00,77.88,80.81,0.83,15.25,11.24,2.27,
2020-07-19 09:00:00,49.62,78.27,1.08,15.44,11.37,2.36,
2020-07-19 10:00:00,34.95,82.8,0.92,15.43,11.37,2.2,
2020-07-19 11:00:00,38.2,54.74,0.9,15.21,11.04,2.3,
2020-07-19 12:00:00,38.03,73.75,1.03,16.09,11.86,2.35,
2020-07-19 13:00:00,38.57,95.02,1.09,16.0,11.95,2.54,
2020-07-19 14:00:00,49.83,70.12,0.9,16.27,12.1,3.03,
2020-07-19 15:00:00,38.5,118.57,0.7,16.04,11.85,3.02,
2020-07-19 16:00:00,22.57,94.0,1.11,15.56,11.45,0.77,
2020-07-19 17:00:00,28.07,56.28,1.29,16.27,11.85,0.15,
2020-07-19 18:00:00,25.48,45.23,1.17,16.09,12.19,3.95,
2020-07-19 19:00:00,38.3,46.54,1.06,14.71,10.75,2.81,
2020-07-19 20:00:00,41.07,61.47,0.9,14.25,10.41,2.08,
2020-07-19 21:00:00,35.23,48.21,0.53,14.77,10.7,1.97,
2020-07-19 22:00:00,29.77,50.16,1.02,15.52,11.39,1.57,
2020-07-19 23:00:00,28.25,88.54,1.13,15.23,11.25,0.96,
2020-07-20 00:00:00,18.9,139.21,1.0,15.91,11.82,2.46,
2020-07-20 01:00:00,16.95,94.59,0.94,16.13,11.84,2.42,
2020-07-20 02:00:00,11.33,78.28,0.8,16.13,11.98,0.35,
2020-07-20 03:00:00,7.67,70.99,0.79,15.92,11.71,0.17,
2020-07-20 04:00:00,4.5,59.65,1.06,15.44,11.37,2.29,
2020-07-20 05:00:00,4.93,56.91,0.97,15.37,11.11,1.95,
2020-07-20 06:00:00,18.12,58.99,1.08,15.72,11.64,1.43,
2020-07-20 07:00:00,24.57,58.7,1.13,15.61,11.46,0.91,
2020-07-20 08:00:00,18.68,60.3,1.29,15.21,11.24,1.96,
2020-07-20 09:00:00,44.27,59.11,1.5,15.65,11.59,1.75,
2020-07-20 10:00:00,64.07,76.93,0.98,15.38,11.37,1.93,
2020-07-20 11:00:00,44.95,76.53,1.08,15.97,11.74,1.91,
2020-07-20 12:00:00,52.83,73.32,1.13,15.43,11.34,2.32,
2020-07-20 13:00:00,45.72,67.23,1.12,15.17,11.18,2.62,
2020-07-20 14:00:00,27.23,62.12,1.08,15.12,10.91,3.15,
2020-07-20 15:00:00,23.12,75.06,1.39,16.56,12.19,,
2020-07-20 16:00:00,40.4,107.04,0.91,15.0,11.01,,
2020-07-20 17:00:00,56.55,97.91,0.86,16.44,12.29,,
2020-07-20 18:00:00,47.4,,,12.88,4.67,,
2020-07-20 19:00:00,,,,13.62,4.77,,
2020-07-20 20:00:00,31.2,131.76,1.25,15.92,8.7,,
2020-07-20 21:00:00,7.6,133.2,0.39,18.18,13.82,0.78,
2020-07-20 22:00:00,14.65,96.43,1.88,18.32,13.6,0.67,
2020-07-20 23:00:00,22.0,72.08,2.89,17.13,12.59,1.06,
2020-07-21 00:00:00,13.1,60.12,1.07,16.39,12.52,0.5,
2020-07-21 01:00:00,28.3,70.37,1.32,15.76,11.52,1.89,
2020-07-21 02:00:00,44.7,71.29,0.75,15.75,11.48,1.69,
2020-07-21 03:00:00,36.78,71.97,0.43,16.12,11.77,1.44,
2020-07-21 04:00:00,39.02,74.14,0.82,16.14,11.97,1.28,
2020-07-21 05:00:00,44.02,69.89,0.53,15.63,11.45,2.05,
2020-07-21 06:00:00,30.35,73.91,1.37,15.77,11.63,1.95,
2020-07-21 07:00:00,51.1,71.27,1.63,15.4,11.36,2.75,
2020-07-21 08:00:00,58.72,74.96,0.68,15.99,11.76,2.6,
2020-07-21 09:00:00,34.98,69.2,0.69,15.57,11.61,1.05,
2020-07-21 10:00:00,38.25,71.9,0.94,15.95,11.73,1.08,
2020-07-21 11:00:00,27.82,70.29,1.0,15.95,11.85,1.81,
2020-07-21 12:00:00,39.62,73.72,1.04,15.79,11.61,1.79,
2020-07-21 13:00:00,27.52,71.37,1.1,16.37,12.04,2.17,
2020-07-21 14:00:00,18.5,75.42,1.08,15.78,11.81,1.46,
2020-07-21 15:00:00,17.45,87.22,0.95,15.63,11.62,1.15,
2020-07-21 16:00:00,20.85,78.16,1.22,15.27,11.48,0.85,
2020-07-21 17:00:00,31.62,81.54,0.75,15.73,11.63,1.88,
2020-07-21 18:00:00,27.1,90.15,0.84,17.07,12.9,2.25,
2020-07-21 19:00:00,27.32,91.35,1.75,14.81,11.23,2.04,
2020-07-21 20:00:00,44.88,93.47,0.89,14.75,10.77,2.68,
2020-07-21 21:00:00,47.02,103.7,0.91,16.48,12.1,2.07,
2020-07-21 22:00:00,36.65,118.98,0.51,17.51,12.91,1.92,
2020-07-21 23:00:00,35.67,108.86,1.38,15.2,11.16,0.94,
2020-07-22 00:00:00,41.5,88.13,0.93,13.88,10.16,1.36,
2020-07-22 01:00:00,39.1,75.51,0.27,15.13,11.04,3.21,
2020-07-22 02:00:00,21.12,69.15,1.21,15.34,11.5,3.12,
2020-07-22 03:00:00,13.88,67.62,1.1,15.39,11.55,2.71,
2020-07-22 04:00:00,13.38,61.86,1.04,15.32,11.13,2.16,
2020-07-22 05:00:00,15.12,64.88,1.0,15.68,11.65,1.26,
2020-07-22 06:00:00,12.82,58.29,0.94,15.3,11.07,1.74,
2020-07-22 07:00:00,26.65,58.17,1.08,15.17,11.28,1.24,
2020-07-22 08:00:00,24.57,64.31,0.99,16.06,11.56,1.17,
2020-07-22 09:00:00,21.3,60.94,1.15,15.27,11.19,0.4,
2020-07-22 10:00:00,13.55,62.81,1.0,15.65,11.71,0.21,
2020-07-22 11:00:00,15.85,63.34,1.75,18.8,14.28,1.77,
2020-07-22 12:00:00,19.8,61.59,0.55,12.94,9.58,0.04,
2020-07-22 13:00:00,18.32,56.93,1.94,13.82,9.92,1.44,
2020-07-22 14:00:00,29.25,59.89,0.76,14.81,10.9,1.42,
2020-07-22 15:00:00,20.4,60.97,0.99,16.03,12.03,1.65,
2020-07-22 16:00:00,15.65,60.44,0.86,16.18,12.0,1.38,
2020-07-22 17:00:00,36.47,65.4,0.63,15.59,11.46,2.17,58.42
2020-07-22 18:00:00,32.3,58.99,1.02,15.62,11.64,2.44,45.88
2020-07-22 19:00:00,39.6,57.98,1.14,15.84,11.73,0.26,29.91
2020-07-22 20:00:00,29.1,59.19,0.64,15.08,11.18,,30.67
2020-07-22 21:00:00,25.25,59.5,0.42,14.97,10.87,1.92,25.7
2020-07-22 22:00:00,27.55,60.2,0.92,15.7,11.45,2.23,18.01
2020-07-22 23:00:00,40.85,59.14,0.98,15.98,11.85,1.61,16.05
2020-07-23 00:00:00,43.2,68.07,0.88,15.84,11.32,1.69,24.33
2020-07-23 01:00:00,27.38,79.41,0.74,16.08,11.76,3.39,25.01
2020-07-23 02:00:00,23.12,73.52,1.01,15.6,11.68,3.37,20.4
2020-07-23 03:00:00,13.42,69.76,1.06,15.91,11.63,1.08,17.07
2020-07-23 04:00:00,16.88,68.59,1.14,15.57,11.43,1.15,16.57
2020-07-23 05:00:00,30.73,63.95,1.24,15.9,11.78,1.69,12.61
2020-07-23 06:00:00,33.42,70.85,1.02,16.01,11.65,1.83,11.43
2020-07-23 07:00:00,24.45,69.57,1.03,15.73,11.61,2.49,14.28
2020-07-23 08:00:00,25.32,63.94,0.86,15.08,11.23,2.45,21.8
2020-07-23 09:00:00,22.42,68.72,0.98,15.83,11.86,1.86,38.31
2020-07-23 10:00:00,34.45,68.17,1.05,15.24,11.12,1.75,51.14
2020-07-23 11:00:00,48.08,69.96,1.25,15.43,11.43,1.23,58.03
2020-07-23 12:00:00,53.92,71.09,1.05,15.57,11.43,1.0,58.85
2020-07-23 13:00:00,41.2,70.94,1.36,14.98,10.88,0.65,58.76
2020-07-23 14:00:00,44.75,74.77,0.57,13.68,9.69,0.19,60.25
2020-07-23 15:00:00,50.98,70.34,0.01,14.88,10.83,2.25,63.34
2020-07-23 16:00:00,49.52,61.41,1.01,16.12,11.81,1.92,64.11
2020-07-23 17:00:00,38.8,67.34,1.16,15.5,11.22,2.84,64.5
2020-07-23 18:00:00,31.43,114.48,0.89,15.32,11.3,2.38,62.39
2020-07-23 19:00:00,53.95,118.61,0.79,16.16,11.82,1.61,67.37
2020-07-23 20:00:00,52.75,131.08,1.07,16.34,12.15,1.8,44.59
2020-07-23 21:00:00,53.02,158.97,1.7,15.82,11.52,1.86,40.53
2020-07-23 22:00:00,63.02,137.0,0.97,16.36,12.1,2.11,24.0
2020-07-23 23:00:00,75.95,128.78,1.08,17.3,12.93,0.52,26.96
2020-07-24 00:00:00,81.7,125.98,0.86,15.3,11.39,0.18,25.72
2020-07-24 01:00:00,76.25,109.37,0.51,15.69,11.64,1.9,27.42
2020-07-24 02:00:00,65.53,85.14,0.76,16.17,11.97,2.18,31.48
2020-07-24 03:00:00,48.33,69.44,0.66,15.39,11.25,2.61,32.18
2020-07-24 04:00:00,44.25,70.88,1.21,15.14,10.79,2.53,31.06
2020-07-24 05:00:00,47.12,109.74,1.24,16.21,11.95,1.24,25.28
2020-07-24 06:00:00,50.2,104.28,0.9,15.24,11.32,0.79,25.06
2020-07-24 07:00:00,50.92,81.92,0.85,15.59,11.5,3.28,21.16
2020-07-24 08:00:00,52.1,68.2,0.88,15.96,11.82,3.01,20.03
2020-07-24 09:00:00,,,1.1,15.36,11.31,1.88,25.14
2020-07-24 10:00:00,,,1.41,15.42,11.21,2.09,36.07
2020-07-24 11:00:00,,,2.03,16.22,11.94,1.63,40.18
2020-07-24 12:00:00,82.0,113.25,1.0,15.88,11.65,1.37,29.83
2020-07-24 13:00:00,81.1,115.67,1.1,15.05,10.93,1.09,39.37
2020-07-24 14:00:00,68.9,81.81,0.93,14.87,10.99,1.02,45.87
2020-07-24 15:00:00,47.7,64.85,1.04,15.63,11.44,2.46,38.85
2020-07-24 16:00:00,,,0.99,15.91,11.76,2.75,38.88
2020-07-24 17:00:00,,,1.21,15.81,11.6,1.56,38.62
2020-07-24 18:00:00,73.2,,0.99,15.43,11.32,1.14,37.28
2020-07-24 19:00:00,72.02,334.99,1.05,15.94,11.68,1.39,33.99
2020-07-24 20:00:00,74.42,99.47,0.82,16.51,12.27,1.52,30.04
2020-07-24 21:00:00,49.8,85.34,0.34,15.86,11.59,0.58,28.7
2020-07-24 22:00:00,49.1,81.45,0.85,15.15,11.02,0.9,31.33
2020-07-24 23:00:00,52.8,105.07,0.56,15.28,11.32,2.43,26.82
2020-07-25 00:00:00,49.8,120.72,0.79,16.0,11.76,2.69,26.52
2020-07-25 01:00:00,38.18,75.94,0.67,15.57,11.41,1.15,26.97
2020-07-25 02:00:00,45.35,64.59,0.76,15.97,11.89,0.6,26.83
2020-07-25 03:00:00,27.8,58.89,0.81,15.87,11.71,1.59,25.82
2020-07-25 04:00:00,33.62,67.74,0.78,15.23,11.04,1.64,23.46
2020-07-25 05:00:00,37.33,73.38,0.78,15.39,11.27,3.16,21.45
2020-07-25 06:00:00,34.23,63.36,0.89,15.89,11.69,2.6,23.3
2020-07-25 07:00:00,39.5,49.92,0.93,15.69,11.54,2.77,24.84
2020-07-25 08:00:00,48.1,71.53,0.94,15.38,11.5,2.55,28.07
2020-07-25 09:00:00,59.77,114.25,1.18,15.15,11.2,1.98,36.28
2020-07-25 10:00:00,79.6,89.86,0.85,16.09,12.02,1.48,40.11
2020-07-25 11:00:00,64.9,115.36,0.86,16.84,12.49,2.29,44.85
2020-07-25 12:00:00,58.98,125.81,1.42,16.23,12.06,2.82,51.42
2020-07-25 13:00:00,65.38,116.62,1.83,16.43,12.24,1.19,53.19
2020-07-25 14:00:00,64.38,138.44,0.89,16.12,12.12,1.01,55.05
2020-07-25 15:00:00,63.52,250.2,1.15,15.56,11.51,2.79,56.68
2020-07-25 16:00:00,73.7,148.1,0.84,14.96,10.95,2.23,53.96
2020-07-25 17:00:00,81.9,159.91,0.64,14.64,10.78,2.03,63.04
2020-07-25 18:00:00,71.22,107.88,1.02,15.07,11.07,1.65,68.6
2020-07-25 19:00:00,42.08,135.84,1.07,16.31,11.94,2.75,58.35
2020-07-25 20:00:00,60.8,115.55,1.12,14.99,11.02,2.8,35.98
2020-07-25 21:00:00,66.75,112.47,1.66,18.41,13.8,2.79,32.81
2020-07-25 22:00:00,62.83,95.03,0.41,13.61,9.67,0.41,35.68
2020-07-25 23:00:00,63.98,98.18,0.01,15.67,11.85,1.91,32.39
2020-07-26 00:00:00,52.4,109.73,1.99,19.16,14.41,3.19,34.77
2020-07-26 01:00:00,47.85,53.48,2.11,12.96,9.44,1.09,25.43
2020-07-26 02:00:00,48.1,74.38,0.48,14.21,10.33,1.86,18.55
2020-07-26 03:00:00,44.75,87.25,1.27,15.25,11.58,2.17,13.54
2020-07-26 04:00:00,53.62,107.79,0.82,15.58,11.44,2.29,13.03
2020-07-26 05:00:00,42.1,81.6,0.93,14.6,10.56,1.63,18.45
2020-07-26 06:00:00,56.67,99.98,1.03,15.5,11.51,1.63,18.7
2020-07-26 07:00:00,53.08,96.23,1.24,15.69,11.42,3.21,21.61
2020-07-26 08:00:00,60.45,77.95,1.18,15.62,11.14,3.29,30.18
2020-07-26 09:00:00,82.92,99.29,1.21,15.46,11.29,2.31,54.07
2020-07-26 10:00:00,68.7,107.8,0.69,16.15,12.22,1.98,72.75
2020-07-26 11:00:00,56.5,71.86,0.64,15.4,11.31,0.64,69.94
2020-07-26 12:00:00,51.73,81.06,1.35,16.04,11.96,1.39,64.3
2020-07-26 13:00:00,30.82,102.67,2.24,17.09,12.72,2.55,62.77
2020-07-26 14:00:00,34.72,69.19,1.7,19.75,14.75,2.55,59.58
2020-07-26 15:00:00,24.2,59.22,2.96,13.55,9.98,1.43,71.13
2020-07-26 16:00:00,25.8,52.49,0.3,13.46,9.64,0.29,77.9
2020-07-26 17:00:00,41.9,67.23,0.0,15.12,10.92,3.03,78.47
2020-07-26 18:00:00,51.05,94.7,0.92,15.07,10.82,3.17,70.06
2020-07-26 19:00:00,44.45,112.32,0.58,16.05,11.51,1.76,58.3
2020-07-26 20:00:00,42.17,126.49,1.19,15.26,11.24,1.83,51.35
2020-07-26 21:00:00,44.05,117.33,1.43,16.07,11.73,0.98,43.4
2020-07-26 22:00:00,54.0,86.6,1.17,16.43,12.01,0.77,38.74
2020-07-26 23:00:00,59.48,86.13,1.55,15.75,11.64,2.48,29.38
2020-07-27 00:00:00,51.4,145.56,1.04,16.41,12.44,2.19,39.78
2020-07-27 01:00:00,51.25,99.68,0.99,14.76,11.17,1.75,40.66
2020-07-27 02:00:00,43.47,69.97,0.95,15.96,11.77,1.61,39.08
2020-07-27 03:00:00,45.67,65.76,0.94,15.57,11.69,1.83,34.36
2020-07-27 04:00:00,35.97,96.15,1.13,14.95,10.66,2.02,26.2
2020-07-27 05:00:00,45.93,79.64,1.1,16.36,12.02,3.76,19.81
2020-07-27 06:00:00,38.62,79.22,0.9,15.12,11.26,3.4,20.74
2020-07-27 07:00:00,46.62,100.91,0.89,15.87,11.85,1.3,21.15
2020-07-27 08:00:00,46.85,82.24,0.88,15.1,11.39,1.23,25.13
2020-07-27 09:00:00,31.63,87.94,1.04,16.12,12.0,0.7,39.07
2020-07-27 10:00:00,47.15,85.84,0.75,15.2,11.15,0.87,56.14
2020-07-27 11:00:00,37.32,81.39,0.74,15.81,11.48,0.28,66.02
2020-07-27 12:00:00,30.88,71.29,1.21,16.23,12.12,0.48,70.0
2020-07-27 13:00:00,53.3,63.3,1.46,15.68,11.57,0.49,74.58
2020-07-27 14:00:00,,,0.79,16.84,12.43,0.11,75.33
2020-07-27 15:00:00,49.23,50.73,0.87,15.73,11.39,3.06,82.97
2020-07-27 16:00:00,46.28,47.51,0.73,15.59,11.43,3.43,91.21
2020-07-27 17:00:00,45.1,48.39,0.59,15.17,10.97,1.3,82.68
2020-07-27 18:00:00,55.08,61.54,0.98,15.86,11.75,1.18,65.76
2020-07-27 19:00:00,52.05,74.02,0.94,15.55,11.62,2.84,41.36
2020-07-27 20:00:00,58.85,92.03,0.81,16.57,12.13,2.9,31.7
2020-07-27 21:00:00,49.73,98.11,1.41,16.55,12.28,1.45,21.2
2020-07-27 22:00:00,57.12,126.15,1.12,16.71,12.3,1.5,35.78
2020-07-27 23:00:00,52.38,104.65,1.25,16.83,12.62,2.03,35.56
2020-07-28 00:00:00,50.2,103.14,1.15,15.19,11.27,2.9,42.09
2020-07-28 01:00:00,38.6,87.06,1.17,15.83,11.69,2.5,30.1
2020-07-28 02:00:00,55.6,86.54,0.85,15.05,11.14,2.88,23.52
2020-07-28 03:00:00,44.92,82.97,0.72,15.11,11.04,1.66,25.48
2020-07-28 04:00:00,49.0,88.7,0.81,15.7,11.47,1.35,25.24
2020-07-28 05:00:00,48.9,79.25,0.64,15.72,11.59,2.62,27.49
2020-07-28 06:00:00,48.25,84.82,0.96,15.4,11.54,2.85,25.77
2020-07-28 07:00:00,51.28,81.47,1.1,14.66,10.71,0.75,29.79
2020-07-28 08:00:00,37.4,72.22,0.94,14.91,10.89,0.31,33.81
2020-07-28 09:00:00,30.75,66.33,1.04,15.16,11.06,0.03,41.54
2020-07-28 10:00:00,30.85,69.55,1.01,15.27,11.02,0.07,47.72
2020-07-28 11:00:00,31.0,72.32,1.03,15.25,11.16,1.96,59.53
2020-07-28 12:00:00,42.9,69.29,0.98,15.71,11.47,1.27,61.19
2020-07-28 13:00:00,,40.0,,10.59,7.18,,67.53
2020-07-28 14:00:00,2.9,74.92,,15.37,11.27,7.06,67.66
2020-07-28 15:00:00,10.82,209.52,1.67,15.59,11.38,0.69,61.21
2020-07-28 16:00:00,70.08,253.75,0.82,15.4,11.22,0.4,41.34
2020-07-28 17:00:00,71.72,254.35,0.97,15.43,11.27,1.42,37.95
2020-07-28 18:00:00,37.33,238.64,0.27,18.22,13.63,2.9,17.05
2020-07-28 19:00:00,20.25,191.01,0.93,16.16,12.14,0.99,9.18
2020-07-28 20:00:00,38.98,105.44,0.86,18.45,13.88,1.75,19.71
2020-07-28 21:00:00,39.6,90.9,1.71,16.49,12.3,2.57,24.48
2020-07-28 22:00:00,25.0,76.45,1.49,17.29,12.8,3.09,18.22
2020-07-28 23:00:00,27.02,63.77,1.02,11.76,8.21,0.21,21.84
2020-07-29 00:00:00,26.75,57.55,0.78,15.05,11.05,0.03,36.42
2020-07-29 01:00:00,21.2,91.08,0.42,15.6,11.44,1.71,40.09
2020-07-29 02:00:00,14.0,137.84,1.29,15.45,11.22,1.36,39.93
2020-07-29 03:00:00,16.9,44.67,1.53,16.33,12.14,1.99,38.41
2020-07-29 04:00:00,18.35,97.41,1.08,17.79,13.12,1.78,54.29
2020-07-29 05:00:00,23.62,41.73,1.35,15.51,11.68,1.85,51.75
2020-07-29 06:00:00,21.25,42.85,1.11,15.25,11.03,1.97,53.8
2020-07-29 07:00:00,32.7,68.88,1.82,14.44,10.38,2.34,48.27
2020-07-29 08:00:00,47.43,74.24,1.07,15.08,11.06,2.18,43.14
2020-07-29 09:00:00,37.88,58.06,1.49,16.41,12.29,1.23,24.7
2020-07-29 10:00:00,38.85,81.79,1.19,16.26,11.96,1.94,35.42
2020-07-29 11:00:00,44.1,128.06,1.04,15.93,11.89,1.73,43.7
2020-07-29 12:00:00,52.98,66.99,1.27,16.14,11.93,1.87,46.78
2020-07-29 13:00:00,46.65,77.34,1.11,16.22,12.11,2.33,58.61
