Datetime,NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),NH3 (ug/m3)
2020-01-01 10:00:00,75.52,38.61,271.46,,0.0,,
2020-01-01 11:00:00,39.34,35.67,209.19,2.04,,,
2020-01-01 12:00:00,27.21,38.87,179.74,,,,
2020-01-01 13:00:00,27.89,40.17,214.32,0.23,1.23,,
2020-01-01 14:00:00,21.7,43.62,175.14,3.24,0.79,,
2020-01-01 15:00:00,27.02,51.21,144.57,1.72,1.25,,
2020-01-01 16:00:00,33.58,35.55,121.5,4.29,1.5,,
2020-01-01 17:00:00,55.28,39.2,116.22,30.43,2.54,,
2020-01-01 18:00:00,93.77,39.85,137.27,66.22,6.67,,
2020-01-01 19:00:00,150.66,39.14,199.11,129.83,7.2,,
2020-01-01 20:00:00,237.36,43.96,308.12,179.44,9.64,,
2020-01-01 21:00:00,258.07,39.14,406.16,,9.83,,
2020-01-01 22:00:00,247.44,40.2,442.68,122.23,9.95,,
2020-01-01 23:00:00,190.31,38.27,387.26,35.91,9.0,,
2020-01-02 00:00:00,121.22,40.09,330.63,,9.42,,
2020-01-02 01:00:00,99.29,33.6,279.38,,8.35,,
2020-01-02 02:00:00,119.94,34.67,225.54,,7.09,,
2020-01-02 03:00:00,96.08,36.53,215.19,,5.51,,
2020-01-02 04:00:00,54.81,38.88,205.61,,3.39,,
2020-01-02 05:00:00,33.45,39.14,175.5,,1.92,,
2020-01-02 06:00:00,33.02,32.08,149.99,,3.44,,
2020-01-02 07:00:00,42.69,41.68,135.75,,3.57,,
2020-01-02 08:00:00,45.98,41.59,122.0,,3.42,,
2020-01-02 09:00:00,56.84,38.03,131.93,62.36,3.23,,
2020-01-02 10:00:00,59.65,39.65,132.19,58.76,3.83,,
2020-01-02 11:00:00,33.81,36.96,129.09,45.22,,,
2020-01-02 12:00:00,25.82,34.78,123.64,10.98,4.06,,
2020-01-02 13:00:00,22.24,39.65,149.97,5.95,3.83,,
2020-01-02 14:00:00,20.11,42.88,147.13,6.86,1.74,,
2020-01-02 15:00:00,20.41,46.7,127.05,2.74,1.68,,
2020-01-02 16:00:00,24.52,44.46,102.59,8.97,1.87,,
2020-01-02 17:00:00,61.44,43.65,91.96,3.99,2.56,,
2020-01-02 18:00:00,127.83,38.53,105.35,21.3,5.16,,
2020-01-02 19:00:00,154.88,40.39,137.91,40.76,5.48,,
2020-01-02 20:00:00,201.74,35.44,178.7,18.92,6.65,,
2020-01-02 21:00:00,158.05,35.08,216.94,36.03,2.93,,
2020-01-02 22:00:00,65.82,43.56,225.91,13.67,2.27,,
2020-01-02 23:00:00,43.09,38.05,206.62,18.55,1.06,,
2020-01-03 00:00:00,28.59,34.94,152.19,8.85,0.17,,
2020-01-03 01:00:00,21.86,38.3,131.5,6.65,0.0,,
2020-01-03 02:00:00,23.47,46.96,96.56,10.84,0.24,,
2020-01-03 03:00:00,18.86,42.04,64.3,6.89,0.2,,
2020-01-03 04:00:00,15.45,36.3,60.76,4.59,0.25,,
2020-01-03 05:00:00,15.71,38.45,43.44,0.73,0.73,,
2020-01-03 06:00:00,19.1,39.59,37.85,6.99,0.0,,
2020-01-03 07:00:00,22.83,33.04,31.91,3.52,0.01,,
2020-01-03 08:00:00,19.67,32.38,53.13,10.96,0.0,,
2020-01-03 09:00:00,17.45,39.13,33.58,9.13,0.01,,
2020-01-03 10:00:00,20.34,36.39,33.7,7.93,0.45,,
2020-01-03 11:00:00,24.78,38.11,40.42,3.88,0.25,,
2020-01-03 12:00:00,31.37,37.83,32.65,10.03,0.46,,
2020-01-03 13:00:00,20.77,37.23,45.95,11.39,,,
2020-01-03 14:00:00,18.87,35.68,14.82,9.19,2.92,,
2020-01-03 15:00:00,23.07,56.87,3.07,4.32,1.66,,
2020-01-03 16:00:00,23.33,34.16,123.1,5.72,2.16,,
2020-01-03 17:00:00,24.23,42.3,138.52,2.4,2.71,,
2020-01-03 18:00:00,30.94,34.85,125.01,10.38,2.45,,
2020-01-03 19:00:00,45.16,36.82,97.64,9.44,2.32,,
2020-01-03 20:00:00,76.23,34.09,83.56,13.0,5.96,,
2020-01-03 21:00:00,74.03,38.75,114.8,15.04,10.0,,
2020-01-03 22:00:00,62.88,39.27,149.95,12.03,3.66,,
2020-01-03 23:00:00,46.46,27.59,146.56,17.9,3.08,,
2020-01-04 00:00:00,47.38,43.07,153.45,9.79,2.07,,
2020-01-04 01:00:00,55.68,43.12,139.79,11.42,1.8,,
2020-01-04 02:00:00,43.74,48.93,126.8,10.68,3.89,,
2020-01-04 03:00:00,26.92,32.95,113.82,12.03,3.98,,
2020-01-04 04:00:00,24.02,28.65,114.36,5.92,4.27,,
2020-01-04 05:00:00,18.78,25.18,95.47,3.33,3.64,,
2020-01-04 06:00:00,17.29,34.83,80.24,8.19,2.78,,
2020-01-04 07:00:00,27.46,40.53,82.0,6.79,2.65,,
2020-01-04 08:00:00,30.91,42.4,77.55,12.16,2.26,,
2020-01-04 09:00:00,34.48,42.25,78.8,11.06,2.37,,
2020-01-04 10:00:00,29.95,31.72,95.84,8.44,2.82,,
2020-01-04 11:00:00,34.82,48.73,80.05,9.27,2.47,,
2020-01-04 12:00:00,24.9,62.57,89.0,8.51,1.91,,
2020-01-04 13:00:00,24.69,48.11,79.4,6.48,2.25,,
2020-01-04 14:00:00,28.08,38.52,64.03,10.26,3.26,,
2020-01-04 15:00:00,20.04,47.76,71.01,9.39,2.08,,
2020-01-04 16:00:00,20.96,52.03,78.87,7.26,2.76,,
2020-01-04 17:00:00,33.22,45.4,60.77,7.25,3.12,,
2020-01-04 18:00:00,39.9,40.25,71.93,14.8,2.61,,
2020-01-04 19:00:00,52.28,38.46,90.94,18.78,2.42,,
2020-01-04 20:00:00,53.69,39.4,109.9,10.91,2.31,,
2020-01-04 21:00:00,53.02,37.1,142.38,17.65,2.82,,
2020-01-04 22:00:00,39.59,34.18,146.2,11.23,3.38,,
2020-01-04 23:00:00,33.38,34.93,155.89,15.05,2.59,,
2020-01-05 00:00:00,26.66,36.58,145.55,8.84,1.8,,
2020-01-05 01:00:00,19.51,31.25,145.38,6.8,1.74,,
2020-01-05 02:00:00,14.3,34.09,123.8,5.16,1.23,,
2020-01-05 03:00:00,12.47,42.88,95.21,0.47,0.55,,
2020-01-05 04:00:00,12.23,38.23,85.25,6.65,0.2,,
2020-01-05 05:00:00,11.52,30.91,79.5,1.5,0.41,,
2020-01-05 06:00:00,11.8,45.36,60.64,8.73,0.38,,
2020-01-05 07:00:00,12.59,52.49,63.36,3.97,0.43,,
2020-01-05 08:00:00,14.46,61.34,70.42,5.77,0.38,,
2020-01-05 09:00:00,18.01,58.75,78.34,4.46,0.01,,
2020-01-05 10:00:00,19.43,51.71,75.25,9.29,3.01,,
2020-01-05 11:00:00,20.81,55.71,82.29,8.93,1.81,,
2020-01-05 12:00:00,23.71,51.49,72.36,9.88,2.66,,
2020-01-05 13:00:00,21.7,54.05,77.03,8.82,2.49,,
2020-01-05 14:00:00,22.6,64.2,69.88,10.93,3.09,,
2020-01-05 15:00:00,23.25,57.08,59.91,10.45,3.55,,
2020-01-05 16:00:00,26.91,45.95,44.24,,3.6,,
2020-01-05 17:00:00,,,,,,,
2020-01-05 18:00:00,,,,,,,
2020-01-05 19:00:00,,,,,,,
2020-01-05 20:00:00,45.02,34.78,,16.8,0.0,,
2020-01-05 21:00:00,44.76,38.98,,13.03,3.26,,
2020-01-05 22:00:00,37.38,40.98,223.45,20.03,2.52,,
2020-01-05 23:00:00,42.59,36.49,212.65,12.14,2.16,,
2020-01-06 00:00:00,51.41,40.26,195.88,12.41,1.43,,
2020-01-06 01:00:00,55.59,39.25,160.93,10.98,3.14,,
2020-01-06 02:00:00,50.3,29.29,147.59,13.11,3.06,,
2020-01-06 03:00:00,22.09,40.87,146.27,9.1,2.87,,
2020-01-06 04:00:00,17.25,45.28,146.27,9.51,3.02,,
2020-01-06 05:00:00,13.34,48.92,146.27,8.46,3.0,,
2020-01-06 06:00:00,9.72,44.16,146.27,8.36,2.56,,
2020-01-06 07:00:00,9.57,35.48,146.27,13.58,2.16,,
2020-01-06 08:00:00,10.87,32.69,131.03,14.51,2.36,,
2020-01-06 09:00:00,13.51,39.11,103.72,11.93,5.02,,
2020-01-06 10:00:00,13.36,39.57,123.72,11.36,3.61,,
2020-01-06 11:00:00,11.77,49.65,125.32,9.62,2.51,,
2020-01-06 12:00:00,12.05,43.29,121.32,9.25,1.69,,
2020-01-06 13:00:00,13.05,56.58,112.7,,,,
2020-01-06 14:00:00,18.07,40.99,10.95,5.67,5.19,,
2020-01-06 15:00:00,23.09,47.19,10.97,5.86,1.16,,
2020-01-06 16:00:00,29.22,52.44,1.88,13.34,10.0,,
2020-01-06 17:00:00,,,,,,,
2020-01-06 18:00:00,66.22,34.46,101.78,15.69,10.0,,
2020-01-06 19:00:00,77.19,32.62,95.74,28.64,2.69,,
2020-01-06 20:00:00,87.14,40.69,144.95,17.94,8.4,,
2020-01-06 21:00:00,98.08,33.24,200.75,38.13,9.03,,
2020-01-06 22:00:00,66.52,43.26,219.67,14.45,6.18,,
2020-01-06 23:00:00,45.5,40.36,198.4,22.16,3.04,,
2020-01-07 00:00:00,45.04,31.31,159.72,11.18,4.4,,
2020-01-07 01:00:00,42.32,40.05,148.55,16.49,4.34,,
2020-01-07 02:00:00,23.23,35.29,128.4,10.27,3.63,,
2020-01-07 03:00:00,18.35,39.2,133.77,7.4,3.55,,
2020-01-07 04:00:00,17.96,32.07,119.64,4.89,2.84,,
2020-01-07 05:00:00,16.14,22.45,125.09,,2.04,,
2020-01-07 06:00:00,13.78,26.06,116.59,4.59,2.06,,
2020-01-07 07:00:00,14.56,24.05,117.41,0.59,1.96,,
2020-01-07 08:00:00,17.48,43.19,130.85,6.57,3.17,,
2020-01-07 09:00:00,17.33,37.38,76.55,4.14,3.22,,
2020-01-07 10:00:00,18.95,33.82,38.27,9.1,3.15,,
2020-01-07 11:00:00,21.08,43.4,62.12,9.46,3.16,,
2020-01-07 12:00:00,21.5,42.98,90.08,8.0,2.41,,
2020-01-07 13:00:00,16.53,37.03,114.67,5.88,1.27,,
2020-01-07 14:00:00,16.81,33.09,109.77,,1.57,,
2020-01-07 15:00:00,6.83,42.56,10.09,12.07,,,
2020-01-07 16:00:00,16.52,33.54,52.59,12.85,,,
2020-01-07 17:00:00,16.53,41.72,85.76,8.77,,,
2020-01-07 18:00:00,20.22,35.6,68.47,9.4,0.0,,
2020-01-07 19:00:00,30.06,31.95,100.12,10.88,0.79,,
2020-01-07 20:00:00,31.8,30.49,102.34,11.09,1.97,,
2020-01-07 21:00:00,25.52,31.75,179.12,12.36,1.97,,
2020-01-07 22:00:00,31.44,29.27,211.46,17.13,1.97,,
2020-01-07 23:00:00,29.73,33.64,236.83,10.79,1.97,,
2020-01-08 00:00:00,30.95,28.39,251.01,15.64,1.97,,
2020-01-08 01:00:00,21.54,35.18,245.16,9.68,1.97,,
2020-01-08 02:00:00,16.18,40.14,215.25,10.79,1.97,,
2020-01-08 03:00:00,14.62,36.33,181.62,9.5,1.97,,
2020-01-08 04:00:00,14.92,33.43,172.82,6.11,1.97,,
2020-01-08 05:00:00,13.68,28.66,165.28,10.77,1.97,,
2020-01-08 06:00:00,11.68,31.07,158.97,8.67,1.97,,
2020-01-08 07:00:00,11.51,34.72,159.48,6.67,1.97,,
2020-01-08 08:00:00,13.23,28.13,155.09,4.15,1.97,,
2020-01-08 09:00:00,15.11,37.91,142.95,10.95,1.97,,
2020-01-08 10:00:00,17.91,27.75,143.09,11.71,1.97,,
2020-01-08 11:00:00,25.21,45.11,118.97,9.17,1.97,,
2020-01-08 12:00:00,22.57,37.74,120.48,11.7,,,
2020-01-08 13:00:00,19.92,37.52,102.37,8.46,,,
2020-01-08 14:00:00,15.83,38.83,88.1,10.4,,,
2020-01-08 15:00:00,16.82,15.87,84.35,11.13,1.97,,
2020-01-08 16:00:00,15.27,32.46,82.84,9.22,1.97,,
2020-01-08 17:00:00,14.86,28.32,61.5,8.45,,,
2020-01-08 18:00:00,16.47,30.94,72.41,4.81,0.0,,
2020-01-08 19:00:00,17.89,29.29,56.56,9.22,0.0,,
2020-01-08 20:00:00,18.12,28.95,47.7,9.54,0.0,,
2020-01-08 21:00:00,15.71,26.96,37.96,8.22,0.0,,
2020-01-08 22:00:00,14.03,38.89,48.56,7.95,0.0,,
2020-01-08 23:00:00,11.28,46.39,38.73,7.02,0.0,,
2020-01-09 00:00:00,11.7,57.91,21.49,5.79,0.86,,
2020-01-09 01:00:00,11.46,42.74,24.96,6.62,1.0,,
2020-01-09 02:00:00,11.57,37.93,22.72,5.0,1.0,,
2020-01-09 03:00:00,12.09,38.63,13.9,9.74,1.0,,
2020-01-09 04:00:00,12.21,40.14,18.71,8.11,1.0,,
2020-01-09 05:00:00,13.27,38.85,29.14,8.68,1.0,,
2020-01-09 06:00:00,13.13,33.1,30.59,9.38,1.0,,
2020-01-09 07:00:00,14.04,28.6,28.26,13.84,1.0,,
2020-01-09 08:00:00,14.27,36.44,35.41,15.04,1.0,,
2020-01-09 09:00:00,17.16,34.31,42.72,10.65,1.0,,
2020-01-09 10:00:00,18.38,32.07,33.82,12.39,1.0,,
2020-01-09 11:00:00,12.55,45.0,37.74,11.73,1.0,,
2020-01-09 12:00:00,10.45,42.59,39.31,12.11,1.0,,
2020-01-09 13:00:00,10.2,37.24,34.92,0.41,1.9,,
2020-01-09 14:00:00,10.71,38.58,,,1.9,,
2020-01-09 15:00:00,10.21,40.17,74.25,4.13,1.91,,
2020-01-09 16:00:00,11.25,37.82,116.5,3.14,1.9,,
2020-01-09 17:00:00,11.3,38.94,114.54,4.06,1.9,,
2020-01-09 18:00:00,12.68,37.91,122.29,2.13,1.91,,
2020-01-09 19:00:00,18.16,40.61,121.95,7.47,1.9,,
2020-01-09 20:00:00,18.89,37.29,130.45,9.99,1.89,,
2020-01-09 21:00:00,14.39,31.55,144.83,9.77,1.9,,
2020-01-09 22:00:00,12.84,43.8,136.58,10.44,1.9,,
2020-01-09 23:00:00,10.88,31.56,111.12,6.25,1.9,,
2020-01-10 00:00:00,10.02,37.94,90.43,3.45,1.9,,
2020-01-10 01:00:00,9.8,38.05,77.04,4.18,1.89,,
2020-01-10 02:00:00,8.93,41.88,66.88,2.71,1.9,,
2020-01-10 03:00:00,8.8,41.92,67.67,4.5,1.88,,
2020-01-10 04:00:00,8.08,38.84,68.44,2.75,1.91,,
2020-01-10 05:00:00,9.13,38.23,75.43,5.29,1.9,,
2020-01-10 06:00:00,9.29,40.71,80.65,4.12,1.9,,
2020-01-10 07:00:00,9.03,38.96,88.16,7.92,1.9,,
2020-01-10 08:00:00,9.04,36.1,100.95,8.4,1.9,,
2020-01-10 09:00:00,10.38,33.59,118.85,7.0,1.89,,
2020-01-10 10:00:00,11.53,33.08,137.75,8.62,1.9,,
2020-01-10 11:00:00,12.29,29.79,142.27,6.51,1.9,,
2020-01-10 12:00:00,,44.29,,6.18,1.9,,
2020-01-10 13:00:00,,38.59,,6.67,1.9,,
2020-01-10 14:00:00,29.26,48.42,,8.17,1.89,,
2020-01-10 15:00:00,35.84,42.89,115.52,,1.9,,
2020-01-10 16:00:00,51.65,42.69,206.7,,1.89,,
2020-01-10 17:00:00,44.71,51.41,168.85,2.61,1.9,,
2020-01-10 18:00:00,41.95,60.8,151.16,2.6,1.9,,
2020-01-10 19:00:00,54.08,47.41,147.43,5.34,1.9,,
2020-01-10 20:00:00,60.86,37.69,170.48,7.87,1.89,,
2020-01-10 21:00:00,46.48,35.13,221.59,3.73,1.91,,
2020-01-10 22:00:00,52.73,37.79,258.1,10.14,1.91,,
2020-01-10 23:00:00,38.87,44.21,253.47,8.08,1.9,,
2020-01-11 00:00:00,42.47,34.6,229.78,10.78,1.9,,
2020-01-11 01:00:00,40.54,38.64,206.48,6.01,1.89,,
2020-01-11 02:00:00,42.15,35.42,173.91,8.64,1.9,,
2020-01-11 03:00:00,24.8,41.35,170.84,6.62,1.9,,
2020-01-11 04:00:00,21.29,41.27,184.33,7.05,1.91,,
2020-01-11 05:00:00,21.31,38.25,178.87,5.93,1.91,,
2020-01-11 06:00:00,20.98,39.76,161.37,4.39,1.89,,
2020-01-11 07:00:00,38.9,38.71,141.93,4.83,1.89,,
2020-01-11 08:00:00,33.85,39.05,145.37,3.56,1.91,,
2020-01-11 09:00:00,27.25,39.31,158.0,5.57,1.9,,
2020-01-11 10:00:00,29.58,37.16,160.51,4.88,1.9,,
2020-01-11 11:00:00,49.49,37.95,157.45,4.92,1.88,,
2020-01-11 12:00:00,48.03,45.5,,5.35,1.9,,
2020-01-11 13:00:00,58.94,54.71,218.01,2.17,1.89,,
2020-01-11 14:00:00,44.31,51.27,253.69,3.54,1.9,,
2020-01-11 15:00:00,35.19,60.7,260.22,2.9,1.91,,
2020-01-11 16:00:00,29.79,44.81,205.14,4.49,1.89,,
2020-01-11 17:00:00,24.3,33.83,159.92,6.35,1.9,,
2020-01-11 18:00:00,37.28,43.67,130.82,4.54,1.91,,
2020-01-11 19:00:00,102.45,23.53,155.31,8.08,1.9,,
2020-01-11 20:00:00,147.76,43.82,248.29,15.92,1.89,,
2020-01-11 21:00:00,171.81,37.97,327.65,12.32,1.91,,
2020-01-11 22:00:00,175.91,39.45,311.29,30.3,1.89,,
2020-01-11 23:00:00,199.82,34.03,295.24,8.71,1.9,,
2020-01-12 00:00:00,189.25,36.15,283.5,22.49,1.91,,
2020-01-12 01:00:00,167.53,41.63,378.73,12.02,1.9,,
2020-01-12 02:00:00,250.67,36.45,401.82,29.02,1.9,,
2020-01-12 03:00:00,248.61,36.83,385.3,9.24,1.91,,
2020-01-12 04:00:00,154.08,44.31,337.22,15.29,1.89,,
2020-01-12 05:00:00,164.59,35.41,271.57,5.41,1.89,,
2020-01-12 06:00:00,110.95,38.46,259.36,1.57,1.91,,
2020-01-12 07:00:00,78.09,37.16,249.71,1.96,1.91,,
2020-01-12 08:00:00,57.64,39.89,239.99,,1.89,,
2020-01-12 09:00:00,33.67,34.87,200.19,2.96,1.89,,
2020-01-12 10:00:00,41.67,38.32,211.43,0.45,1.91,,
2020-01-12 11:00:00,74.2,34.65,231.78,3.09,1.91,,
2020-01-12 12:00:00,42.85,54.89,201.89,1.14,1.91,,
2020-01-12 13:00:00,30.59,48.11,195.38,5.2,1.9,,
2020-01-12 14:00:00,28.86,54.51,177.14,0.61,1.89,,
2020-01-12 15:00:00,25.02,35.98,158.38,0.26,1.9,,
2020-01-12 16:00:00,25.65,47.2,174.19,,1.9,,
2020-01-12 17:00:00,25.53,55.52,161.86,2.74,1.91,,
2020-01-12 18:00:00,52.05,37.14,146.77,1.89,1.9,,
2020-01-12 19:00:00,117.58,33.42,175.52,11.15,1.91,,
2020-01-12 20:00:00,222.34,25.18,303.6,25.73,1.91,,
2020-01-12 21:00:00,262.73,47.4,406.76,18.01,1.9,,
2020-01-12 22:00:00,273.76,36.67,483.19,43.18,1.9,,
2020-01-12 23:00:00,178.12,40.62,514.86,11.36,1.9,,
2020-01-13 00:00:00,136.8,34.49,446.61,23.71,1.91,,
2020-01-13 01:00:00,90.22,33.3,459.51,8.74,1.9,,
2020-01-13 02:00:00,54.33,37.29,395.55,12.89,1.89,,
2020-01-13 03:00:00,39.66,40.93,319.55,2.64,1.91,,
2020-01-13 04:00:00,45.54,33.69,264.66,,1.9,,
2020-01-13 05:00:00,22.26,37.2,233.7,0.77,1.91,,
2020-01-13 06:00:00,15.33,35.58,179.38,,1.91,,
2020-01-13 07:00:00,15.84,38.24,167.82,0.99,1.91,,
2020-01-13 08:00:00,16.7,38.52,157.74,,1.9,,
2020-01-13 09:00:00,24.49,39.85,144.58,5.42,1.91,,
2020-01-13 10:00:00,26.45,37.44,153.37,3.14,1.89,,
2020-01-13 11:00:00,38.66,43.32,153.32,4.75,1.9,,
2020-01-13 12:00:00,53.64,32.64,160.75,4.89,1.91,,
2020-01-13 13:00:00,49.89,50.78,205.37,2.96,1.9,,
2020-01-13 14:00:00,44.61,63.47,235.01,5.13,1.9,,
2020-01-13 15:00:00,43.02,23.82,208.86,6.38,1.9,,
2020-01-13 16:00:00,42.08,39.48,189.94,5.85,1.91,,
2020-01-13 17:00:00,45.3,36.11,188.82,5.48,1.87,,
2020-01-13 18:00:00,46.73,32.05,200.28,5.43,1.91,,
2020-01-13 19:00:00,50.42,39.72,234.41,3.04,1.91,,
2020-01-13 20:00:00,43.26,24.46,242.32,1.69,1.91,,
2020-01-13 21:00:00,45.07,44.77,236.13,5.14,1.89,,
2020-01-13 22:00:00,37.78,21.67,243.63,6.0,1.89,,
2020-01-13 23:00:00,27.37,28.74,212.01,4.36,1.9,,
2020-01-14 00:00:00,19.28,39.22,173.9,3.91,1.91,,
2020-01-14 01:00:00,20.39,36.33,170.72,5.41,1.89,,
2020-01-14 02:00:00,18.92,32.87,153.54,4.17,1.89,,
2020-01-14 03:00:00,21.1,35.42,129.22,5.48,1.9,,
2020-01-14 04:00:00,13.82,34.47,115.24,3.79,1.89,,
2020-01-14 05:00:00,10.48,36.91,110.24,1.91,1.89,,
2020-01-14 06:00:00,10.82,36.95,86.49,0.68,1.89,,
2020-01-14 07:00:00,15.11,37.2,101.75,2.81,1.9,,
2020-01-14 08:00:00,15.2,29.23,111.62,2.09,1.89,,
2020-01-14 09:00:00,17.55,36.62,114.38,1.71,1.89,,
2020-01-14 10:00:00,28.14,34.75,118.95,1.39,1.89,,
2020-01-14 11:00:00,37.89,31.57,125.32,3.86,1.89,,
2020-01-14 12:00:00,28.44,30.56,141.15,5.84,1.91,,
2020-01-14 13:00:00,42.64,34.54,151.18,8.52,1.91,,
2020-01-14 14:00:00,40.9,49.08,164.08,13.34,1.9,,
2020-01-14 15:00:00,48.98,42.5,151.03,8.7,1.91,,
2020-01-14 16:00:00,27.27,55.69,148.91,4.58,2.13,,
2020-01-14 17:00:00,56.8,47.45,140.68,5.68,5.74,,
2020-01-14 18:00:00,220.2,33.84,142.34,23.36,9.84,,
2020-01-14 19:00:00,163.28,36.75,180.62,2.67,6.54,,
2020-01-14 20:00:00,229.66,33.37,223.38,25.83,9.54,,
2020-01-14 21:00:00,176.08,32.58,258.89,8.41,4.67,,
2020-01-14 22:00:00,123.85,29.68,253.92,17.36,0.21,,
2020-01-14 23:00:00,173.68,34.45,242.47,10.84,7.9,,
2020-01-15 00:00:00,158.89,33.79,238.35,22.26,6.87,,
2020-01-15 01:00:00,121.59,37.5,281.73,8.28,4.97,,
2020-01-15 02:00:00,53.86,41.37,268.99,10.59,2.85,,
2020-01-15 03:00:00,30.8,34.2,216.3,1.29,3.66,,
2020-01-15 04:00:00,23.29,39.23,176.72,,3.49,,
2020-01-15 05:00:00,22.03,32.41,147.42,0.69,3.29,,
2020-01-15 06:00:00,25.76,28.46,132.7,,3.47,,
2020-01-15 07:00:00,66.34,37.29,155.04,2.13,4.17,,
2020-01-15 08:00:00,105.57,30.78,205.95,1.08,4.09,,
2020-01-15 09:00:00,107.59,30.51,230.58,7.85,4.43,,
2020-01-15 10:00:00,70.45,25.88,244.13,12.85,3.84,,
2020-01-15 11:00:00,70.0,32.16,233.14,6.93,4.47,,
2020-01-15 12:00:00,93.09,32.99,238.02,10.53,5.66,,
2020-01-15 13:00:00,90.77,34.25,149.52,6.97,4.45,,
2020-01-15 14:00:00,77.92,34.18,48.47,12.6,2.26,,
2020-01-15 15:00:00,71.23,41.37,84.05,3.38,2.19,,
2020-01-15 16:00:00,79.54,35.93,269.49,1.44,1.91,,
2020-01-15 17:00:00,77.39,33.73,134.95,3.08,1.95,,
2020-01-15 18:00:00,130.76,36.5,90.89,8.54,3.8,,
2020-01-15 19:00:00,144.78,35.75,147.16,9.01,4.57,,
2020-01-15 20:00:00,48.36,25.09,111.59,,10.0,,
2020-01-15 21:00:00,68.47,32.14,119.49,4.94,4.75,,
2020-01-15 22:00:00,63.28,41.57,229.84,8.25,2.28,,
2020-01-15 23:00:00,47.95,25.17,202.78,1.62,2.42,,
2020-01-16 00:00:00,35.52,39.06,168.62,0.48,2.03,,
2020-01-16 01:00:00,27.26,35.11,136.33,2.17,1.68,,
2020-01-16 02:00:00,14.69,39.14,117.78,0.33,0.9,,
2020-01-16 03:00:00,12.24,37.42,99.68,1.25,1.55,,
2020-01-16 04:00:00,11.92,36.97,107.97,,1.16,,
2020-01-16 05:00:00,14.2,29.86,85.91,5.36,1.21,,
2020-01-16 06:00:00,15.84,33.99,71.1,1.7,1.19,,
2020-01-16 07:00:00,14.51,42.16,54.3,2.08,1.2,,
2020-01-16 08:00:00,15.78,40.55,48.22,0.29,1.25,,
2020-01-16 09:00:00,17.8,35.79,60.48,6.39,1.17,,
2020-01-16 10:00:00,25.18,33.97,45.24,6.04,1.65,,
2020-01-16 11:00:00,25.75,23.78,39.33,3.37,1.48,,
2020-01-16 12:00:00,31.04,31.67,41.54,1.66,1.29,,
2020-01-16 13:00:00,29.86,36.78,28.2,,5.72,,
2020-01-16 14:00:00,32.72,34.3,35.33,1.62,1.06,,
2020-01-16 15:00:00,29.64,42.92,103.37,6.08,1.79,,
2020-01-16 16:00:00,27.05,38.45,86.12,5.7,1.96,,
2020-01-16 17:00:00,,,,,,,
2020-01-16 18:00:00,29.95,33.78,161.23,,9.42,,
2020-01-16 19:00:00,30.72,37.27,446.18,6.1,7.69,,
2020-01-16 20:00:00,49.29,32.43,337.02,9.5,8.56,,
2020-01-16 21:00:00,23.25,35.7,51.73,10.71,8.28,,
2020-01-16 22:00:00,21.74,38.22,52.79,0.88,1.89,,
2020-01-16 23:00:00,19.03,36.92,76.31,1.79,1.84,,
2020-01-17 00:00:00,18.6,38.05,54.33,7.18,1.93,,
2020-01-17 01:00:00,22.11,36.93,42.25,7.46,3.84,,
2020-01-17 02:00:00,17.95,42.37,34.15,4.02,1.24,,
2020-01-17 03:00:00,12.06,37.47,32.09,4.9,1.18,,
2020-01-17 04:00:00,11.22,39.41,26.32,5.91,1.34,,
2020-01-17 05:00:00,9.91,43.85,41.23,2.79,1.37,,
2020-01-17 06:00:00,10.12,35.04,39.98,5.4,2.52,,
2020-01-17 07:00:00,10.06,40.0,31.76,4.77,2.25,,
2020-01-17 08:00:00,11.41,40.86,27.23,7.28,2.3,,
2020-01-17 09:00:00,14.92,40.78,31.15,6.88,2.56,,
2020-01-17 10:00:00,21.52,30.18,42.56,4.13,1.97,,
2020-01-17 11:00:00,28.29,32.39,46.77,4.3,2.21,,
2020-01-17 12:00:00,47.27,38.03,46.65,5.7,2.51,,
2020-01-17 13:00:00,38.78,32.52,46.49,7.73,2.74,,
2020-01-17 14:00:00,37.59,23.51,49.79,,8.19,,
2020-01-17 15:00:00,58.48,39.53,52.32,11.41,2.33,,
2020-01-17 16:00:00,,31.56,91.72,8.59,2.16,,
2020-01-17 17:00:00,,,,,10.0,,
2020-01-17 18:00:00,39.92,36.23,,12.21,1.55,,
2020-01-17 19:00:00,112.75,37.66,104.92,11.13,5.14,,
2020-01-17 20:00:00,105.25,38.67,130.81,18.25,6.0,,
2020-01-17 21:00:00,90.9,34.13,150.01,11.09,6.34,,
2020-01-17 22:00:00,147.34,35.69,162.76,24.11,8.22,,
2020-01-17 23:00:00,113.78,33.12,178.32,5.32,6.12,,
2020-01-18 00:00:00,45.58,33.42,143.77,8.41,3.13,,
2020-01-18 01:00:00,37.91,,120.02,0.03,2.6,,
2020-01-18 02:00:00,43.61,,101.28,,2.93,,
2020-01-18 03:00:00,25.29,,91.25,,2.68,,
2020-01-18 04:00:00,13.44,,87.56,,2.34,,
2020-01-18 05:00:00,10.87,,81.22,2.14,2.01,,
2020-01-18 06:00:00,7.53,,63.23,,2.19,,
