Datetime,NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),PM10 (ug/m3),NH3 (ug/m3)
2020-04-21 00:00:00,9.58,8.64,36.07,3.63,1.09,,
2020-04-21 01:00:00,9.89,7.27,35.09,4.2,1.1,,
2020-04-21 02:00:00,9.77,5.26,31.0,3.57,1.11,,
2020-04-21 03:00:00,9.94,4.79,20.16,3.66,1.1,,
2020-04-21 04:00:00,9.93,7.27,13.37,3.88,1.1,,
2020-04-21 05:00:00,9.63,5.23,9.86,3.64,1.11,,
2020-04-21 06:00:00,10.12,5.05,7.43,4.43,1.11,,
2020-04-21 07:00:00,9.88,7.27,11.33,4.76,1.1,,
2020-04-21 08:00:00,9.71,5.22,17.55,4.48,1.08,,
2020-04-21 09:00:00,9.88,4.94,19.25,4.67,1.09,,
2020-04-21 10:00:00,10.01,9.16,16.47,2.88,1.11,,
2020-04-21 11:00:00,9.79,11.22,14.16,2.36,1.1,,
2020-04-21 12:00:00,,,,,,,
2020-04-21 13:00:00,5.12,32.95,23.14,3.55,1.12,,
2020-04-21 14:00:00,9.91,36.82,43.81,3.92,1.09,,
2020-04-21 15:00:00,9.97,23.45,31.85,3.99,1.09,,
2020-04-21 16:00:00,9.91,15.39,22.61,4.35,1.11,,
2020-04-21 17:00:00,9.94,18.52,17.72,3.02,1.09,,
2020-04-21 18:00:00,9.83,12.95,26.01,3.13,1.1,,
2020-04-21 19:00:00,9.46,12.95,28.17,4.22,1.11,,
2020-04-21 20:00:00,9.89,14.23,29.05,4.97,1.1,,
2020-04-21 21:00:00,9.96,14.21,37.61,4.93,1.11,,
2020-04-21 22:00:00,9.91,9.99,41.67,5.65,1.11,,
2020-04-21 23:00:00,9.96,12.37,85.33,4.93,1.08,,
2020-04-22 00:00:00,9.92,13.27,122.55,6.0,1.08,,
2020-04-22 01:00:00,9.8,13.46,89.33,5.07,1.11,,
2020-04-22 02:00:00,10.02,8.91,67.14,6.6,1.1,,
2020-04-22 03:00:00,9.87,7.43,56.81,5.01,1.1,,
2020-04-22 04:00:00,9.71,7.12,55.5,5.98,1.11,,
2020-04-22 05:00:00,9.83,7.53,60.7,4.21,1.1,,
2020-04-22 06:00:00,9.88,6.38,67.05,3.38,1.11,,
2020-04-22 07:00:00,9.81,5.39,75.83,4.5,1.1,,
2020-04-22 08:00:00,9.63,6.39,63.04,4.67,1.1,,
2020-04-22 09:00:00,9.86,3.9,49.45,3.32,1.12,,
2020-04-22 10:00:00,10.05,7.03,43.93,3.12,1.1,,
2020-04-22 11:00:00,9.87,12.75,31.48,4.08,1.1,,
2020-04-22 12:00:00,9.73,11.32,28.33,3.63,1.11,,
2020-04-22 13:00:00,9.86,14.83,34.64,3.17,1.09,,
2020-04-22 14:00:00,9.85,23.88,33.73,2.5,1.09,,
2020-04-22 15:00:00,9.86,26.01,29.77,2.8,1.11,,
2020-04-22 16:00:00,9.86,24.27,29.22,2.94,1.1,,
2020-04-22 17:00:00,9.8,33.8,27.07,4.54,1.11,,
2020-04-22 18:00:00,9.83,28.29,27.59,4.97,1.1,,
2020-04-22 19:00:00,9.78,21.14,28.83,3.78,1.09,,
2020-04-22 20:00:00,9.76,16.74,36.38,4.54,1.1,,
2020-04-22 21:00:00,9.68,20.59,42.9,4.75,1.11,,
2020-04-22 22:00:00,9.97,16.13,45.48,5.83,1.1,,
2020-04-22 23:00:00,9.81,22.15,51.33,3.94,1.12,,
2020-04-23 00:00:00,9.98,17.26,56.65,5.4,1.09,,
2020-04-23 01:00:00,9.67,14.0,71.75,6.48,1.1,,
2020-04-23 02:00:00,9.84,9.48,75.7,8.06,1.11,,
2020-04-23 03:00:00,10.03,6.41,73.07,6.4,1.11,,
2020-04-23 04:00:00,9.79,5.81,76.73,10.32,1.12,,
2020-04-23 05:00:00,9.74,5.46,86.3,7.73,1.08,,
2020-04-23 06:00:00,9.83,7.46,95.2,8.18,1.09,,
2020-04-23 07:00:00,9.87,5.47,97.92,6.68,1.1,,
2020-04-23 08:00:00,9.88,4.52,99.64,7.07,1.1,,
2020-04-23 09:00:00,9.81,8.89,101.93,5.13,1.11,,
2020-04-23 10:00:00,9.86,14.1,104.81,5.48,1.11,,
2020-04-23 11:00:00,9.8,18.82,106.12,4.41,1.11,,
2020-04-23 12:00:00,10.05,21.79,108.1,4.75,1.11,,
2020-04-23 13:00:00,5.08,29.43,141.97,5.4,1.1,,
2020-04-23 14:00:00,9.98,30.4,149.25,4.84,1.11,,
2020-04-23 15:00:00,10.4,21.19,131.88,5.32,1.1,,
2020-04-23 16:00:00,2.72,40.15,66.89,,1.1,,
2020-04-23 17:00:00,9.78,37.66,38.12,5.0,1.09,,
2020-04-23 18:00:00,9.82,25.23,53.68,3.73,1.11,,
2020-04-23 19:00:00,9.45,16.83,64.06,4.01,1.09,,
2020-04-23 20:00:00,9.47,10.76,65.01,5.22,1.11,,
2020-04-23 21:00:00,9.86,8.28,87.22,6.97,1.09,,
2020-04-23 22:00:00,10.03,6.39,106.63,6.75,1.1,,
2020-04-23 23:00:00,9.79,6.25,106.11,9.02,1.1,,
2020-04-24 00:00:00,9.92,4.91,112.01,5.54,1.09,,
2020-04-24 01:00:00,9.72,10.63,109.76,6.01,1.09,,
2020-04-24 02:00:00,10.41,9.18,96.96,4.47,1.1,,
2020-04-24 03:00:00,10.07,8.69,74.4,4.38,1.09,,
2020-04-24 04:00:00,9.94,7.55,48.94,3.44,1.09,,
2020-04-24 05:00:00,9.95,13.14,40.0,3.28,1.11,,
2020-04-24 06:00:00,9.9,10.07,53.14,3.64,1.09,,
2020-04-24 07:00:00,9.71,8.48,60.17,4.05,1.12,,
2020-04-24 08:00:00,9.86,6.72,64.72,4.27,1.08,,
2020-04-24 09:00:00,9.81,8.63,75.38,5.12,1.1,,
2020-04-24 10:00:00,9.82,16.36,78.81,5.26,1.1,,
2020-04-24 11:00:00,9.68,20.5,78.61,5.03,1.1,,
2020-04-24 12:00:00,9.64,19.0,72.84,4.53,1.09,,
2020-04-24 13:00:00,9.89,34.4,63.32,4.84,1.09,,
2020-04-24 14:00:00,,,,,,,
2020-04-24 15:00:00,,,,,,,
2020-04-24 16:00:00,,,,,,,
2020-04-24 17:00:00,,,,,,,
2020-04-24 18:00:00,9.77,32.05,48.5,4.08,1.1,,
2020-04-24 19:00:00,9.96,22.23,54.79,4.47,1.1,,
2020-04-24 20:00:00,9.77,21.68,56.74,4.53,1.1,,
2020-04-24 21:00:00,9.97,17.88,57.39,5.12,1.1,,
2020-04-24 22:00:00,9.81,13.29,65.5,4.86,1.11,,
2020-04-24 23:00:00,9.87,13.21,81.4,6.7,1.11,,
2020-04-25 00:00:00,9.69,9.88,89.38,6.04,1.09,,
2020-04-25 01:00:00,10.0,8.06,95.25,7.91,1.1,,
2020-04-25 02:00:00,9.98,8.77,93.1,5.82,1.1,,
2020-04-25 03:00:00,9.9,8.46,85.01,6.92,1.12,,
2020-04-25 04:00:00,9.86,8.45,80.03,4.69,1.08,,
2020-04-25 05:00:00,9.81,10.3,86.72,4.02,1.08,,
2020-04-25 06:00:00,9.92,12.6,95.74,3.66,1.11,,
2020-04-25 07:00:00,9.81,5.12,97.2,3.96,1.07,,
2020-04-25 08:00:00,9.92,7.36,94.09,3.49,1.1,,
2020-04-25 09:00:00,9.84,10.59,86.96,3.38,1.11,,
2020-04-25 10:00:00,10.0,10.12,83.84,2.48,1.1,,
2020-04-25 11:00:00,10.11,11.99,75.27,2.28,1.09,,
2020-04-25 12:00:00,9.7,13.3,70.76,2.01,1.1,,
2020-04-25 13:00:00,9.69,16.03,65.75,1.46,1.1,,
2020-04-25 14:00:00,9.69,26.45,59.56,3.04,1.1,,
2020-04-25 15:00:00,10.03,31.52,58.42,3.0,1.11,,
2020-04-25 16:00:00,10.24,29.63,48.77,3.4,1.1,,
2020-04-25 17:00:00,9.91,40.23,50.0,3.77,1.1,,
2020-04-25 18:00:00,10.0,34.85,55.84,3.96,1.1,,
2020-04-25 19:00:00,9.74,28.96,57.45,4.29,1.09,,
2020-04-25 20:00:00,9.64,18.6,64.26,4.01,1.1,,
2020-04-25 21:00:00,9.78,18.31,67.78,5.14,1.11,,
2020-04-25 22:00:00,9.66,17.81,65.93,3.7,1.11,,
2020-04-25 23:00:00,9.82,16.1,66.1,4.16,1.11,,
2020-04-26 00:00:00,9.7,14.06,64.18,4.07,1.08,,
2020-04-26 01:00:00,9.92,15.3,58.23,4.56,1.1,,
2020-04-26 02:00:00,9.8,13.4,50.61,3.39,1.1,,
2020-04-26 03:00:00,9.76,10.54,45.02,3.78,1.1,,
2020-04-26 04:00:00,9.65,12.16,45.38,3.62,1.1,,
2020-04-26 05:00:00,9.78,12.7,50.43,4.13,1.12,,
2020-04-26 06:00:00,9.86,8.21,46.47,3.91,1.12,,
2020-04-26 07:00:00,9.74,6.2,49.51,3.77,1.1,,
2020-04-26 08:00:00,9.91,6.3,59.34,3.08,1.11,,
2020-04-26 09:00:00,10.0,7.01,57.71,3.29,1.09,,
2020-04-26 10:00:00,9.87,11.39,57.96,2.85,1.1,,
2020-04-26 11:00:00,9.95,18.08,57.81,2.17,1.09,,
2020-04-26 12:00:00,9.51,19.65,55.31,4.39,1.09,,
2020-04-26 13:00:00,9.87,20.89,54.89,4.51,1.11,,
2020-04-26 14:00:00,9.61,32.23,53.46,3.26,1.11,,
2020-04-26 15:00:00,9.62,28.75,51.11,3.06,1.11,,
2020-04-26 16:00:00,9.82,23.09,46.33,3.73,1.11,,
2020-04-26 17:00:00,9.88,36.95,46.57,3.93,1.09,,
2020-04-26 18:00:00,10.09,39.75,52.47,3.31,1.06,,
2020-04-26 19:00:00,7.44,24.53,7.85,3.49,1.09,,
2020-04-26 20:00:00,9.62,38.05,28.09,4.61,1.09,,
2020-04-26 21:00:00,10.15,21.16,26.32,5.2,1.1,,
2020-04-26 22:00:00,9.94,6.3,23.92,5.4,1.08,,
2020-04-26 23:00:00,9.86,4.59,28.89,4.29,1.11,,
2020-04-27 00:00:00,9.99,3.86,23.43,4.2,1.11,,
2020-04-27 01:00:00,9.8,5.55,19.51,3.44,1.13,,
2020-04-27 02:00:00,9.88,4.26,17.08,3.31,1.09,,
2020-04-27 03:00:00,9.87,6.5,14.51,3.53,1.09,,
2020-04-27 04:00:00,10.03,16.03,11.14,3.51,1.08,,
2020-04-27 05:00:00,9.97,13.43,9.43,3.65,1.12,,
2020-04-27 06:00:00,9.89,17.27,10.99,3.98,1.1,,
2020-04-27 07:00:00,9.78,13.59,14.62,3.64,1.1,,
2020-04-27 08:00:00,9.81,10.54,15.66,4.03,1.09,,
2020-04-27 09:00:00,9.69,11.79,18.06,3.94,1.09,,
2020-04-27 10:00:00,9.81,10.7,24.03,3.62,1.1,,
2020-04-27 11:00:00,9.71,10.27,35.39,3.25,1.11,,
2020-04-27 12:00:00,9.78,9.37,42.01,3.1,1.1,,
2020-04-27 13:00:00,9.69,17.91,44.9,3.79,1.07,,
2020-04-27 14:00:00,9.87,31.48,42.61,3.82,1.09,,
2020-04-27 15:00:00,9.67,24.8,39.79,3.12,1.1,,
2020-04-27 16:00:00,9.92,24.72,42.8,3.5,1.11,,
2020-04-27 17:00:00,9.72,33.49,40.78,3.29,1.1,,
2020-04-27 18:00:00,4.92,33.77,6.48,,1.09,,
2020-04-27 19:00:00,9.71,30.72,17.77,3.56,1.07,,
2020-04-27 20:00:00,9.84,28.43,24.71,3.13,1.09,,
2020-04-27 21:00:00,9.99,20.86,31.92,2.36,1.09,,
2020-04-27 22:00:00,9.85,8.82,36.44,2.73,1.08,,
2020-04-27 23:00:00,9.8,8.98,37.87,4.49,1.09,,
2020-04-28 00:00:00,9.76,6.16,34.23,5.21,1.11,,
2020-04-28 01:00:00,9.63,7.88,35.13,4.13,1.09,,
2020-04-28 02:00:00,9.98,7.29,39.01,4.16,1.11,,
2020-04-28 03:00:00,9.78,5.44,40.64,3.0,1.09,,
2020-04-28 04:00:00,9.44,6.91,42.45,3.11,1.09,,
2020-04-28 05:00:00,9.62,9.34,46.85,4.13,1.11,,
2020-04-28 06:00:00,9.84,6.84,55.73,4.73,1.11,,
2020-04-28 07:00:00,9.87,7.23,66.69,4.8,1.1,,
2020-04-28 08:00:00,9.91,6.04,69.0,5.27,1.13,,
2020-04-28 09:00:00,9.8,5.75,63.79,3.94,1.11,,
2020-04-28 10:00:00,9.66,9.65,62.6,3.84,1.1,,
2020-04-28 11:00:00,9.81,21.24,58.07,4.52,1.07,,
2020-04-28 12:00:00,9.63,29.75,51.51,4.99,1.1,,
2020-04-28 13:00:00,9.35,36.34,46.23,4.91,1.1,,
2020-04-28 14:00:00,9.93,38.63,40.59,4.77,1.09,,
2020-04-28 15:00:00,9.9,43.87,38.45,4.03,1.08,,
2020-04-28 16:00:00,2.81,34.9,37.96,,1.07,,
2020-04-28 17:00:00,6.88,38.63,48.73,2.74,1.12,,
2020-04-28 18:00:00,9.72,30.15,42.71,2.97,1.1,,
2020-04-28 19:00:00,9.93,28.57,41.58,3.4,1.1,,
2020-04-28 20:00:00,9.91,17.3,46.8,3.71,1.09,,
2020-04-28 21:00:00,9.93,21.61,44.42,3.58,1.1,,
2020-04-28 22:00:00,9.77,31.75,45.07,3.88,1.11,,
2020-04-28 23:00:00,9.36,34.35,52.4,2.83,1.1,,
2020-04-29 00:00:00,9.61,31.48,44.28,2.7,1.09,,
2020-04-29 01:00:00,9.83,20.59,35.13,3.12,1.1,,
2020-04-29 02:00:00,9.84,9.84,34.42,3.11,1.09,,
2020-04-29 03:00:00,9.75,7.43,32.2,4.46,1.1,,
2020-04-29 04:00:00,9.73,12.96,32.73,4.69,1.06,,
2020-04-29 05:00:00,9.92,13.06,28.99,4.49,1.09,,
2020-04-29 06:00:00,9.75,6.72,28.14,4.55,1.1,,
2020-04-29 07:00:00,9.64,4.28,23.38,4.64,1.1,,
2020-04-29 08:00:00,9.89,10.11,23.43,4.89,1.12,,
2020-04-29 09:00:00,10.21,9.33,32.28,4.11,1.09,,
2020-04-29 10:00:00,9.89,11.83,33.9,4.05,1.1,,
2020-04-29 11:00:00,9.78,13.43,32.85,4.1,1.1,,
2020-04-29 12:00:00,9.85,13.43,37.67,4.51,1.12,,
2020-04-29 13:00:00,9.76,14.94,38.85,3.88,1.11,,
2020-04-29 14:00:00,9.51,23.4,30.04,5.32,1.1,,
2020-04-29 15:00:00,7.88,32.49,37.22,0.07,1.07,,
2020-04-29 16:00:00,6.02,30.57,56.91,,1.07,,
2020-04-29 17:00:00,9.55,14.05,54.78,,1.13,,
2020-04-29 18:00:00,7.78,12.96,62.9,2.54,1.12,,
2020-04-29 19:00:00,9.99,13.99,68.07,3.29,1.11,,
2020-04-29 20:00:00,9.87,14.76,57.47,3.2,1.08,,
2020-04-29 21:00:00,9.85,16.8,55.36,4.43,1.09,,
2020-04-29 22:00:00,9.89,18.32,58.81,5.19,1.09,,
2020-04-29 23:00:00,9.75,8.52,59.15,4.54,1.12,,
2020-04-30 00:00:00,9.65,19.24,59.15,4.86,1.11,,
2020-04-30 01:00:00,9.8,28.07,59.15,5.46,1.12,,
2020-04-30 02:00:00,10.07,23.63,59.15,4.23,1.09,,
2020-04-30 03:00:00,9.92,14.64,59.15,4.98,1.09,,
2020-04-30 04:00:00,9.86,10.6,58.36,3.92,1.1,,
2020-04-30 05:00:00,9.99,22.32,62.48,4.56,1.09,,
2020-04-30 06:00:00,9.65,17.11,67.57,4.73,1.08,,
2020-04-30 07:00:00,9.97,13.59,66.88,5.91,1.1,,
2020-04-30 08:00:00,9.88,15.85,73.58,3.47,1.08,,
2020-04-30 09:00:00,9.85,19.56,66.19,3.91,1.09,,
2020-04-30 10:00:00,9.84,20.58,48.96,4.8,1.11,,
2020-04-30 11:00:00,9.96,19.57,48.78,4.44,1.12,,
2020-04-30 12:00:00,9.93,28.64,40.3,3.73,1.13,,
2020-04-30 13:00:00,9.68,32.11,39.48,3.77,1.11,,
2020-04-30 14:00:00,4.44,33.03,8.7,,1.09,,
2020-04-30 15:00:00,9.85,43.06,44.49,4.6,1.11,,
2020-04-30 16:00:00,9.88,39.44,46.58,3.91,1.12,,
2020-04-30 17:00:00,9.5,46.36,41.9,4.08,1.11,,
2020-04-30 18:00:00,10.1,36.82,44.46,3.82,1.11,,
2020-04-30 19:00:00,9.52,39.62,49.14,3.89,1.09,,
2020-04-30 20:00:00,10.17,40.92,51.66,4.08,1.1,,
2020-04-30 21:00:00,10.09,39.82,63.08,4.71,1.12,,
2020-04-30 22:00:00,9.94,33.0,78.97,3.37,1.09,,
2020-04-30 23:00:00,9.88,23.06,77.49,3.99,1.09,,
2020-05-01 00:00:00,9.7,30.94,76.89,3.19,1.1,,
2020-05-01 01:00:00,9.73,35.13,79.24,4.04,1.09,,
2020-05-01 02:00:00,9.86,39.08,77.18,4.02,1.08,,
2020-05-01 03:00:00,9.56,24.23,70.6,4.74,1.09,,
2020-05-01 04:00:00,9.66,13.44,68.08,3.54,1.1,,
2020-05-01 05:00:00,10.0,30.12,72.63,3.7,1.09,,
2020-05-01 06:00:00,9.66,31.55,65.25,3.81,1.1,,
2020-05-01 07:00:00,9.95,29.13,48.68,3.82,1.1,,
2020-05-01 08:00:00,9.73,26.57,35.49,4.54,1.11,,
2020-05-01 09:00:00,9.82,24.02,25.54,4.77,1.12,,
2020-05-01 10:00:00,9.76,24.25,21.76,3.51,1.11,,
2020-05-01 11:00:00,9.87,27.59,25.68,6.08,1.11,,
2020-05-01 12:00:00,10.05,37.16,29.4,6.2,1.1,,
2020-05-01 13:00:00,,,,,,,
2020-05-01 14:00:00,0.0,32.02,13.15,,1.07,,
2020-05-01 15:00:00,8.21,25.98,24.51,3.15,1.09,,
2020-05-01 16:00:00,9.76,26.16,22.92,3.84,1.1,,
2020-05-01 17:00:00,9.8,12.84,19.69,3.63,1.11,,
2020-05-01 18:00:00,9.77,22.19,24.49,2.92,1.1,,
2020-05-01 19:00:00,9.89,24.04,21.93,3.3,1.09,,
2020-05-01 20:00:00,9.75,28.69,21.23,4.54,1.1,,
2020-05-01 21:00:00,9.91,24.82,29.68,4.94,1.12,,
2020-05-01 22:00:00,10.03,15.13,35.48,3.69,1.11,,
2020-05-01 23:00:00,9.88,28.56,39.61,3.89,1.08,,
2020-05-02 00:00:00,9.88,24.67,40.96,3.51,1.09,,
2020-05-02 01:00:00,9.92,30.69,42.22,3.42,1.11,,
2020-05-02 02:00:00,9.68,24.01,40.88,4.02,1.08,,
2020-05-02 03:00:00,9.75,16.19,33.16,4.47,1.07,,
2020-05-02 04:00:00,9.79,20.45,37.59,3.4,1.1,,
2020-05-02 05:00:00,9.89,29.05,41.67,3.39,1.08,,
2020-05-02 06:00:00,9.78,21.62,39.84,3.41,1.07,,
2020-05-02 07:00:00,9.7,16.38,41.73,4.03,1.09,,
2020-05-02 08:00:00,9.83,16.66,41.8,4.56,1.09,,
2020-05-02 09:00:00,9.98,17.27,40.03,4.78,1.09,,
2020-05-02 10:00:00,9.88,16.93,35.15,3.71,1.09,,
2020-05-02 11:00:00,9.84,24.16,28.3,3.0,1.09,,
2020-05-02 12:00:00,9.94,36.45,31.87,3.84,1.09,,
2020-05-02 13:00:00,9.71,42.95,32.41,3.44,1.1,,
2020-05-02 14:00:00,9.99,35.78,30.01,4.0,1.11,,
2020-05-02 15:00:00,9.78,36.84,32.16,4.16,1.11,,
2020-05-02 16:00:00,9.85,34.6,29.11,4.05,1.09,,
2020-05-02 17:00:00,9.83,45.58,28.57,4.06,1.1,,
2020-05-02 18:00:00,9.83,40.96,34.22,2.96,1.11,,
2020-05-02 19:00:00,9.81,41.84,38.15,3.07,1.11,,
2020-05-02 20:00:00,9.83,41.66,36.45,2.92,1.11,,
2020-05-02 21:00:00,9.88,38.57,36.52,3.2,1.13,,
2020-05-02 22:00:00,9.88,20.43,33.61,3.55,1.11,,
2020-05-02 23:00:00,9.88,24.4,36.82,3.31,1.1,,
2020-05-03 00:00:00,9.74,31.34,46.44,4.0,1.09,,
2020-05-03 01:00:00,9.8,37.76,42.58,4.79,1.09,,
2020-05-03 02:00:00,9.71,35.58,36.28,4.42,1.08,,
2020-05-03 03:00:00,9.76,34.01,33.27,4.71,1.1,,
2020-05-03 04:00:00,9.93,31.9,26.16,3.74,1.1,,
2020-05-03 05:00:00,9.62,30.05,26.27,3.35,1.11,,
2020-05-03 06:00:00,9.95,20.28,34.32,3.48,1.11,,
2020-05-03 07:00:00,10.04,14.41,39.87,3.77,1.12,,
2020-05-03 08:00:00,9.81,35.15,44.69,4.06,1.11,,
2020-05-03 09:00:00,9.86,36.12,47.07,4.52,1.09,,
2020-05-03 10:00:00,9.89,31.88,44.23,3.92,1.1,,
2020-05-03 11:00:00,9.93,24.62,31.3,3.47,1.09,,
2020-05-03 12:00:00,9.93,21.65,31.11,3.75,1.08,,
2020-05-03 13:00:00,9.82,21.07,38.15,3.73,1.09,,
2020-05-03 14:00:00,9.96,12.76,34.41,4.04,1.11,,
2020-05-03 15:00:00,7.89,25.7,38.77,7.21,1.1,,
2020-05-03 16:00:00,9.8,27.57,39.02,3.27,1.08,,
2020-05-03 17:00:00,9.66,22.93,34.19,3.01,1.11,,
2020-05-03 18:00:00,9.66,22.6,34.67,2.33,1.11,,
2020-05-03 19:00:00,9.85,21.4,37.54,2.94,1.1,,
2020-05-03 20:00:00,9.8,17.71,43.46,4.13,1.07,,
2020-05-03 21:00:00,9.82,17.48,49.48,4.6,1.1,,
2020-05-03 22:00:00,9.82,17.16,52.38,4.39,1.1,,
2020-05-03 23:00:00,9.88,15.54,56.0,4.7,1.09,,
2020-05-04 00:00:00,9.78,13.46,58.21,3.48,1.11,,
2020-05-04 01:00:00,9.8,14.03,49.34,3.9,1.11,,
2020-05-04 02:00:00,10.01,13.69,42.2,3.12,1.09,,
2020-05-04 03:00:00,9.96,14.22,33.42,2.91,1.09,,
2020-05-04 04:00:00,9.96,13.67,28.96,4.07,1.09,,
2020-05-04 05:00:00,9.87,12.64,35.1,4.73,1.12,,
2020-05-04 06:00:00,9.85,9.46,40.46,4.99,1.1,,
2020-05-04 07:00:00,9.89,9.54,46.16,5.45,1.1,,
2020-05-04 08:00:00,9.91,13.78,55.58,4.76,1.1,,
2020-05-04 09:00:00,9.8,14.49,66.52,4.75,1.09,,
2020-05-04 10:00:00,9.87,16.8,73.13,5.17,1.1,,
2020-05-04 11:00:00,9.88,21.13,67.42,4.7,1.1,,
2020-05-04 12:00:00,5.1,27.27,65.2,3.67,1.08,,
2020-05-04 13:00:00,9.53,25.11,63.49,3.77,1.11,,
2020-05-04 14:00:00,9.89,16.73,79.38,4.1,1.09,,
2020-05-04 15:00:00,9.57,16.16,76.47,4.51,1.08,,
2020-05-04 16:00:00,9.81,22.0,58.66,3.18,1.1,,
2020-05-04 17:00:00,9.8,16.16,55.22,3.2,1.1,,
2020-05-04 18:00:00,9.93,14.22,50.2,4.26,1.12,,
2020-05-04 19:00:00,9.94,11.17,43.69,4.63,1.1,,
2020-05-04 20:00:00,9.8,12.47,48.55,3.42,1.09,,
2020-05-04 21:00:00,9.65,12.77,49.86,4.04,1.1,,
2020-05-04 22:00:00,9.59,11.82,61.52,3.92,1.1,,
2020-05-04 23:00:00,9.9,13.56,60.59,5.01,1.1,,
2020-05-05 00:00:00,10.03,14.62,55.97,4.53,1.09,,
2020-05-05 01:00:00,9.93,11.78,57.67,5.73,1.11,,
2020-05-05 02:00:00,9.79,10.16,60.37,3.96,1.11,,
2020-05-05 03:00:00,9.61,9.48,70.57,3.92,1.1,,
2020-05-05 04:00:00,9.91,11.9,56.99,4.43,1.12,,
2020-05-05 05:00:00,9.89,9.86,37.51,4.29,1.11,,
2020-05-05 06:00:00,9.75,12.13,26.95,2.58,1.09,,
2020-05-05 07:00:00,9.89,9.21,21.95,2.65,1.07,,
2020-05-05 08:00:00,9.85,8.96,27.92,2.67,1.11,,
2020-05-05 09:00:00,9.76,11.13,28.14,2.63,1.09,,
2020-05-05 10:00:00,9.84,14.75,27.3,3.09,1.1,,
2020-05-05 11:00:00,9.81,10.47,22.58,3.0,1.13,,
2020-05-05 12:00:00,9.58,14.36,22.09,3.2,1.08,,
2020-05-05 13:00:00,9.71,16.72,23.66,3.17,1.09,,
2020-05-05 14:00:00,9.97,18.38,18.45,3.87,1.08,,
2020-05-05 15:00:00,9.86,20.34,28.84,3.99,1.07,,
2020-05-05 16:00:00,9.76,14.75,32.3,3.65,1.09,,
2020-05-05 17:00:00,9.88,15.5,19.33,3.76,1.11,,
2020-05-05 18:00:00,9.83,10.48,17.06,3.74,1.12,,
2020-05-05 19:00:00,9.71,12.31,16.83,4.07,1.1,,
2020-05-05 20:00:00,9.61,12.81,15.58,3.45,1.08,,
2020-05-05 21:00:00,10.05,13.79,18.94,4.19,1.09,,
2020-05-05 22:00:00,9.96,14.76,24.25,3.83,1.09,,
2020-05-05 23:00:00,9.95,16.11,28.39,3.93,1.12,,
2020-05-06 00:00:00,9.9,13.93,25.68,4.14,1.11,,
2020-05-06 01:00:00,9.83,16.95,33.93,4.93,1.11,,
2020-05-06 02:00:00,10.02,11.98,34.77,2.9,1.14,,
2020-05-06 03:00:00,9.69,12.61,23.03,2.94,1.09,,
2020-05-06 04:00:00,9.63,8.03,22.42,2.76,1.11,,
2020-05-06 05:00:00,9.84,9.61,31.18,3.02,1.1,,
2020-05-06 06:00:00,9.71,8.43,29.67,3.6,1.1,,
2020-05-06 07:00:00,9.85,10.14,29.77,3.92,1.12,,
2020-05-06 08:00:00,9.88,12.35,27.0,3.75,1.1,,
2020-05-06 09:00:00,9.86,11.8,25.5,4.03,1.09,,
2020-05-06 10:00:00,9.74,15.5,27.72,3.7,1.1,,
2020-05-06 11:00:00,9.98,13.74,16.69,3.59,1.12,,
2020-05-06 12:00:00,9.94,16.03,11.13,4.45,1.09,,
2020-05-06 13:00:00,9.97,20.01,7.79,4.41,1.08,,
2020-05-06 14:00:00,9.77,31.43,9.84,4.15,1.11,,
2020-05-06 15:00:00,9.93,32.95,26.52,3.9,1.1,,
2020-05-06 16:00:00,9.88,29.48,33.05,3.99,1.11,,
2020-05-06 17:00:00,9.82,21.43,26.27,4.09,1.08,,
2020-05-06 18:00:00,9.9,20.75,27.47,2.85,1.11,,
2020-05-06 19:00:00,9.76,23.86,19.77,3.19,1.11,,
2020-05-06 20:00:00,9.77,20.26,24.88,3.94,1.08,,
2020-05-06 21:00:00,10.01,18.84,39.7,4.73,1.09,,
2020-05-06 22:00:00,9.87,14.68,40.15,3.88,1.11,,
2020-05-06 23:00:00,9.91,13.35,36.61,4.32,1.12,,
2020-05-07 00:00:00,9.58,15.35,40.02,3.73,1.1,,
2020-05-07 01:00:00,9.86,11.87,49.52,4.04,1.09,,
2020-05-07 02:00:00,9.68,11.38,50.89,3.88,1.09,,
2020-05-07 03:00:00,9.99,11.01,46.98,5.06,1.09,,
2020-05-07 04:00:00,9.97,12.66,45.96,4.84,1.08,,
2020-05-07 05:00:00,9.94,7.6,55.32,5.03,1.12,,
2020-05-07 06:00:00,9.89,8.69,55.55,3.38,1.1,,
2020-05-07 07:00:00,9.83,12.21,55.64,3.84,1.09,,
2020-05-07 08:00:00,9.78,13.06,49.3,4.1,1.1,,
2020-05-07 09:00:00,9.83,13.11,28.58,3.77,1.1,,
2020-05-07 10:00:00,10.05,48.6,20.03,2.72,1.11,,
2020-05-07 11:00:00,9.93,58.46,,3.87,1.1,,
2020-05-07 12:00:00,,39.94,23.04,2.24,1.1,,
2020-05-07 13:00:00,,38.21,21.03,1.61,1.12,,
2020-05-07 14:00:00,,44.17,26.24,1.8,1.12,,
2020-05-07 15:00:00,,45.63,22.99,2.05,1.09,,
2020-05-07 16:00:00,,51.22,17.45,2.69,1.1,,
