Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),CO (mg/m3),Ozone ()
2020-05-28 13:00:00,250.43,40.08,14.17,0.93,38.83
2020-05-28 14:00:00,243.92,36.28,14.07,0.94,41.33
2020-05-28 15:00:00,242.83,37.8,14.15,0.89,44.62
2020-05-28 16:00:00,236.17,36.53,14.14,0.91,46.88
2020-05-28 17:00:00,230.31,43.16,14.14,0.92,46.93
2020-05-28 18:00:00,210.46,39.96,14.1,0.88,45.98
2020-05-28 19:00:00,210.27,33.69,14.2,0.92,43.65
2020-05-28 20:00:00,183.6,37.64,14.08,1.11,41.83
2020-05-28 21:00:00,286.42,32.4,14.07,1.16,38.73
2020-05-28 22:00:00,297.08,37.18,14.07,1.15,39.65
2020-05-28 23:00:00,181.99,45.47,14.11,1.14,25.19
2020-05-29 00:00:00,37.95,17.56,14.1,1.07,24.45
2020-05-29 01:00:00,21.49,15.08,14.1,1.06,28.88
2020-05-29 02:00:00,37.91,18.63,13.99,1.06,28.09
2020-05-29 03:00:00,48.71,16.79,14.03,1.07,27.77
2020-05-29 04:00:00,39.62,14.76,14.12,1.04,28.44
2020-05-29 05:00:00,52.67,23.12,14.06,1.02,20.14
2020-05-29 06:00:00,30.49,8.54,14.01,1.07,28.1
2020-05-29 07:00:00,34.09,16.67,14.0,1.11,28.71
2020-05-29 08:00:00,47.11,23.78,14.08,1.18,23.54
2020-05-29 09:00:00,59.45,29.16,14.05,1.17,33.7
2020-05-29 10:00:00,69.79,31.27,14.05,1.2,31.39
2020-05-29 11:00:00,91.93,36.51,14.02,1.22,37.42
2020-05-29 12:00:00,84.79,34.57,13.96,1.19,37.79
2020-05-29 13:00:00,69.84,28.29,13.93,1.2,40.97
2020-05-29 14:00:00,79.24,33.2,14.06,1.14,44.49
2020-05-29 15:00:00,81.93,33.92,14.06,1.14,47.49
2020-05-29 16:00:00,79.66,40.93,14.13,1.18,48.75
2020-05-29 17:00:00,95.78,37.35,14.11,1.2,47.53
2020-05-29 18:00:00,105.25,47.0,14.16,1.26,34.04
2020-05-29 19:00:00,105.78,37.22,14.13,1.26,24.59
2020-05-29 20:00:00,32.74,25.74,14.12,1.19,23.8
2020-05-29 21:00:00,28.53,5.46,14.08,1.2,23.75
2020-05-29 22:00:00,27.31,11.17,14.01,1.21,24.21
2020-05-29 23:00:00,25.41,15.3,14.06,1.2,23.27
2020-05-30 00:00:00,39.66,30.78,14.07,1.23,18.21
2020-05-30 01:00:00,34.44,18.38,13.97,1.19,26.09
2020-05-30 02:00:00,29.97,22.83,14.09,1.19,27.16
2020-05-30 03:00:00,27.37,11.39,14.02,1.18,24.73
2020-05-30 04:00:00,22.44,12.86,14.12,1.19,19.61
2020-05-30 05:00:00,28.6,15.94,14.06,1.17,15.98
2020-05-30 06:00:00,27.31,15.91,14.09,1.13,21.43
2020-05-30 07:00:00,29.96,13.55,14.08,1.17,21.71
2020-05-30 08:00:00,39.85,18.31,14.01,1.23,23.02
2020-05-30 09:00:00,55.11,25.41,14.1,1.25,29.74
2020-05-30 10:00:00,53.15,36.31,14.1,1.26,30.6
2020-05-30 11:00:00,40.81,17.09,14.12,1.24,33.03
2020-05-30 12:00:00,46.63,26.1,14.18,1.24,37.12
2020-05-30 13:00:00,55.52,29.65,14.13,1.24,37.22
2020-05-30 14:00:00,48.64,31.92,14.1,1.27,37.46
2020-05-30 15:00:00,42.41,28.23,14.15,1.26,36.01
2020-05-30 16:00:00,50.69,24.49,14.15,1.23,39.16
2020-05-30 17:00:00,46.16,25.63,14.11,1.21,39.85
2020-05-30 18:00:00,55.54,24.8,14.13,1.22,43.44
2020-05-30 19:00:00,52.29,25.25,14.2,1.2,42.93
2020-05-30 20:00:00,51.77,23.47,14.2,1.2,41.56
2020-05-30 21:00:00,49.66,16.93,14.14,1.29,37.82
2020-05-30 22:00:00,65.28,32.41,14.13,1.36,32.95
2020-05-30 23:00:00,76.31,44.21,14.09,1.41,24.51
2020-05-31 00:00:00,58.58,46.42,14.11,1.41,20.73
2020-05-31 01:00:00,60.03,45.89,14.09,1.35,17.27
2020-05-31 02:00:00,60.62,40.8,14.04,1.33,15.69
2020-05-31 03:00:00,71.23,40.02,14.11,1.3,16.81
2020-05-31 04:00:00,59.35,37.29,14.03,1.21,16.86
2020-05-31 05:00:00,44.0,24.49,14.13,1.15,26.97
2020-05-31 06:00:00,5.93,1.41,14.12,1.12,25.53
2020-05-31 07:00:00,4.75,2.54,14.01,1.14,21.07
2020-05-31 08:00:00,8.19,3.95,14.02,1.14,23.79
2020-05-31 09:00:00,18.05,5.56,14.12,1.21,27.33
2020-05-31 10:00:00,48.13,26.83,14.05,1.14,29.15
2020-05-31 11:00:00,72.68,38.48,14.14,1.21,33.4
2020-05-31 12:00:00,71.67,36.32,14.08,1.2,40.22
2020-05-31 13:00:00,64.61,28.44,14.11,1.2,39.35
2020-05-31 14:00:00,63.16,27.51,14.14,1.19,41.13
2020-05-31 15:00:00,52.9,25.14,14.05,1.19,39.34
2020-05-31 16:00:00,62.02,31.02,14.23,1.18,37.61
2020-05-31 17:00:00,79.51,31.47,14.18,1.17,35.11
2020-05-31 18:00:00,82.97,32.35,14.31,1.13,30.79
2020-05-31 19:00:00,,,,,
2020-05-31 20:00:00,51.93,19.06,255.0,1.56,7.95
2020-05-31 21:00:00,,,17.69,1.41,26.64
2020-05-31 22:00:00,,,14.03,1.23,27.57
2020-05-31 23:00:00,,,13.57,1.22,25.34
2020-06-01 00:00:00,,,13.52,1.24,18.68
2020-06-01 01:00:00,,,13.54,1.32,8.92
2020-06-01 02:00:00,2.81,2.19,13.52,1.36,8.26
2020-06-01 03:00:00,3.76,,13.54,1.36,4.91
2020-06-01 04:00:00,16.3,6.19,13.59,1.34,3.58
2020-06-01 05:00:00,13.27,11.04,13.61,1.4,3.57
2020-06-01 06:00:00,20.06,14.4,13.53,1.41,3.99
2020-06-01 07:00:00,7.51,12.04,13.71,1.37,4.4
2020-06-01 08:00:00,43.22,20.53,13.75,1.45,11.41
2020-06-01 09:00:00,37.63,36.51,13.68,1.42,18.05
2020-06-01 10:00:00,42.75,50.79,13.67,1.35,27.79
2020-06-01 11:00:00,39.45,14.17,13.73,1.28,34.59
2020-06-01 12:00:00,50.94,25.39,13.64,1.3,36.74
2020-06-01 13:00:00,59.78,36.59,13.69,1.32,41.92
2020-06-01 14:00:00,64.25,36.38,13.65,1.33,48.64
2020-06-01 15:00:00,58.05,33.59,13.81,1.35,50.62
2020-06-01 16:00:00,111.48,64.07,13.63,1.44,58.98
2020-06-01 17:00:00,98.23,58.0,13.7,1.42,57.23
2020-06-01 18:00:00,101.05,56.47,13.63,1.42,57.73
2020-06-01 19:00:00,103.79,55.82,13.73,1.46,55.63
2020-06-01 20:00:00,99.02,58.97,13.73,1.48,35.75
2020-06-01 21:00:00,102.53,69.12,13.71,1.42,17.19
2020-06-01 22:00:00,104.36,69.36,13.69,1.47,13.17
2020-06-01 23:00:00,116.22,80.29,13.64,1.52,14.44
2020-06-02 00:00:00,133.53,87.89,13.63,1.6,21.22
2020-06-02 01:00:00,141.12,90.18,13.69,1.71,15.12
2020-06-02 02:00:00,169.26,98.25,13.73,1.73,8.1
2020-06-02 03:00:00,150.08,87.85,13.76,1.74,10.9
2020-06-02 04:00:00,141.24,88.8,13.7,1.76,7.79
2020-06-02 05:00:00,188.66,125.99,13.67,1.77,12.22
2020-06-02 06:00:00,141.72,88.66,13.67,1.67,9.21
2020-06-02 07:00:00,52.69,29.16,13.64,1.44,14.22
2020-06-02 08:00:00,56.34,23.0,13.7,1.37,21.07
2020-06-02 09:00:00,31.23,11.88,13.76,1.31,29.61
2020-06-02 10:00:00,84.94,11.09,13.7,1.38,32.73
2020-06-02 11:00:00,76.7,23.69,13.74,1.42,38.75
2020-06-02 12:00:00,73.4,38.85,13.72,1.37,40.33
2020-06-02 13:00:00,94.66,36.5,13.79,1.36,44.75
2020-06-02 14:00:00,81.26,32.67,13.77,1.34,46.01
2020-06-02 15:00:00,88.34,35.63,13.82,1.37,52.79
2020-06-02 16:00:00,96.08,37.71,13.69,1.34,50.73
2020-06-02 17:00:00,79.5,28.31,13.82,1.31,47.68
2020-06-02 18:00:00,79.15,31.64,13.78,1.22,46.43
2020-06-02 19:00:00,77.27,23.8,13.79,1.26,43.04
2020-06-02 20:00:00,74.06,24.94,13.82,1.31,31.72
2020-06-02 21:00:00,98.45,24.24,13.79,1.23,35.87
2020-06-02 22:00:00,49.36,19.57,13.75,1.25,28.11
2020-06-02 23:00:00,56.13,27.81,13.7,1.22,20.66
2020-06-03 00:00:00,63.12,24.05,13.75,1.23,15.73
2020-06-03 01:00:00,50.11,19.91,13.72,1.24,14.69
2020-06-03 02:00:00,54.09,25.86,13.72,1.2,13.42
2020-06-03 03:00:00,83.0,36.46,13.68,1.3,12.91
2020-06-03 04:00:00,100.21,38.09,13.71,1.3,9.08
2020-06-03 05:00:00,94.6,39.73,13.74,1.32,5.19
2020-06-03 06:00:00,83.71,39.44,13.8,1.27,4.15
2020-06-03 07:00:00,79.15,37.33,13.77,1.31,6.8
2020-06-03 08:00:00,111.56,66.07,13.78,1.42,20.04
2020-06-03 09:00:00,128.35,76.01,13.76,1.42,30.45
2020-06-03 10:00:00,135.46,72.34,13.81,1.51,40.59
2020-06-03 11:00:00,156.29,87.41,13.82,1.46,44.77
2020-06-03 12:00:00,169.54,70.5,13.86,1.32,43.35
2020-06-03 13:00:00,133.42,55.72,13.85,1.25,47.9
2020-06-03 14:00:00,126.58,54.12,13.9,1.26,56.17
2020-06-03 15:00:00,116.4,43.39,13.81,1.21,57.62
2020-06-03 16:00:00,109.7,51.8,13.88,1.09,53.29
2020-06-03 17:00:00,113.61,37.93,13.83,1.15,44.6
2020-06-03 18:00:00,110.9,30.36,13.81,1.19,47.3
2020-06-03 19:00:00,109.05,31.13,13.85,1.16,35.99
2020-06-03 20:00:00,87.41,22.91,13.95,1.16,29.81
2020-06-03 21:00:00,96.76,34.68,13.87,1.19,18.4
2020-06-03 22:00:00,91.22,38.3,13.86,1.14,16.2
2020-06-03 23:00:00,106.41,37.14,13.75,1.28,12.55
2020-06-04 00:00:00,109.52,49.04,13.74,1.27,8.57
2020-06-04 01:00:00,102.93,40.47,13.74,1.24,8.55
2020-06-04 02:00:00,93.17,39.22,13.75,1.2,8.19
2020-06-04 03:00:00,83.54,32.48,13.83,1.18,7.71
2020-06-04 04:00:00,86.37,40.05,13.74,1.22,5.46
2020-06-04 05:00:00,92.73,36.06,13.84,1.28,6.11
2020-06-04 06:00:00,104.0,56.39,13.8,1.28,7.15
2020-06-04 07:00:00,120.27,58.73,13.77,1.37,7.16
2020-06-04 08:00:00,200.83,131.38,13.75,1.6,11.62
2020-06-04 09:00:00,270.35,162.77,13.84,1.74,20.0
2020-06-04 10:00:00,260.64,87.84,13.84,1.57,26.44
2020-06-04 11:00:00,139.37,5.88,13.94,1.45,37.56
2020-06-04 12:00:00,134.44,17.55,13.8,1.32,42.74
2020-06-04 13:00:00,128.17,32.27,13.86,1.33,39.96
2020-06-04 14:00:00,137.0,51.27,13.89,1.43,42.85
2020-06-04 15:00:00,135.64,75.01,13.87,1.4,42.6
2020-06-04 16:00:00,134.57,73.25,13.85,1.49,45.36
2020-06-04 17:00:00,160.25,84.18,13.88,1.42,38.73
2020-06-04 18:00:00,118.3,56.84,13.92,1.22,28.89
2020-06-04 19:00:00,57.74,32.75,13.87,1.31,29.08
2020-06-04 20:00:00,74.03,42.62,13.84,1.31,24.34
2020-06-04 21:00:00,71.07,50.61,13.75,1.27,25.12
2020-06-04 22:00:00,71.34,51.63,13.79,1.3,20.02
2020-06-04 23:00:00,92.18,58.72,13.89,1.27,17.68
2020-06-05 00:00:00,83.69,59.78,13.85,1.31,16.51
2020-06-05 01:00:00,93.9,60.44,13.77,1.33,13.4
2020-06-05 02:00:00,89.02,54.01,13.82,1.32,7.69
2020-06-05 03:00:00,80.27,47.98,13.77,1.32,9.22
2020-06-05 04:00:00,74.45,48.58,13.95,1.29,6.07
2020-06-05 05:00:00,70.15,46.88,13.82,1.32,6.47
2020-06-05 06:00:00,70.07,44.22,13.83,1.3,5.4
2020-06-05 07:00:00,67.47,38.74,13.86,1.33,7.58
2020-06-05 08:00:00,96.14,39.15,13.82,1.33,14.67
2020-06-05 09:00:00,40.21,31.32,13.73,1.23,23.61
2020-06-05 10:00:00,53.29,34.29,13.87,1.22,28.35
2020-06-05 11:00:00,56.31,35.24,13.8,1.18,30.65
2020-06-05 12:00:00,52.01,30.06,13.84,1.15,32.4
2020-06-05 13:00:00,45.01,25.07,13.83,1.15,32.52
2020-06-05 14:00:00,46.11,30.46,13.88,1.16,34.28
2020-06-05 15:00:00,61.0,28.06,13.91,1.17,36.81
2020-06-05 16:00:00,56.61,37.22,13.93,1.18,38.35
2020-06-05 17:00:00,86.7,40.84,13.85,1.19,36.72
2020-06-05 18:00:00,31.24,17.28,13.91,1.17,32.88
2020-06-05 19:00:00,0.81,4.85,13.9,1.1,22.97
2020-06-05 20:00:00,27.58,21.48,13.84,1.29,16.52
2020-06-05 21:00:00,43.48,26.96,13.79,1.32,9.29
2020-06-05 22:00:00,46.45,38.96,13.84,1.55,9.72
2020-06-05 23:00:00,82.77,58.4,13.83,1.4,13.69
2020-06-06 00:00:00,86.02,60.17,14.0,1.33,12.27
2020-06-06 01:00:00,77.54,47.96,13.86,1.36,13.64
2020-06-06 02:00:00,92.44,54.17,13.92,1.36,18.19
2020-06-06 03:00:00,78.29,38.1,13.8,1.31,18.13
2020-06-06 04:00:00,50.73,32.19,13.86,1.31,16.95
2020-06-06 05:00:00,50.63,24.71,13.82,1.28,16.5
2020-06-06 06:00:00,46.29,30.57,13.78,1.17,14.82
2020-06-06 07:00:00,65.52,38.45,13.82,1.22,12.49
2020-06-06 08:00:00,70.11,33.69,13.83,1.28,16.7
2020-06-06 09:00:00,61.19,44.61,13.88,1.25,21.41
2020-06-06 10:00:00,57.79,33.27,13.88,1.25,25.55
2020-06-06 11:00:00,64.76,46.41,13.89,1.26,28.06
2020-06-06 12:00:00,81.39,42.15,14.07,1.26,31.81
2020-06-06 13:00:00,90.67,44.48,13.95,1.25,34.67
2020-06-06 14:00:00,91.95,43.87,13.89,1.25,38.58
2020-06-06 15:00:00,76.99,43.38,13.94,1.24,42.07
2020-06-06 16:00:00,83.68,38.08,13.94,1.14,40.47
2020-06-06 17:00:00,65.58,31.3,13.95,1.14,37.91
2020-06-06 18:00:00,71.71,34.14,13.96,1.13,38.11
2020-06-06 19:00:00,87.18,36.93,13.87,1.14,33.94
2020-06-06 20:00:00,65.37,25.05,13.84,1.09,28.18
2020-06-06 21:00:00,60.95,22.3,13.9,1.18,19.27
2020-06-06 22:00:00,66.98,30.39,13.89,1.22,16.42
2020-06-06 23:00:00,63.78,32.49,13.92,1.22,11.99
2020-06-07 00:00:00,61.57,37.8,13.88,1.2,12.51
2020-06-07 01:00:00,74.0,35.94,13.91,1.31,15.73
2020-06-07 02:00:00,105.37,55.95,13.89,1.33,10.8
2020-06-07 03:00:00,100.03,52.11,13.88,1.36,6.12
2020-06-07 04:00:00,146.54,71.65,13.81,1.49,8.48
2020-06-07 05:00:00,150.91,83.93,13.88,1.46,8.84
2020-06-07 06:00:00,104.68,53.22,13.85,1.39,10.3
2020-06-07 07:00:00,26.47,16.19,13.91,1.12,28.35
2020-06-07 08:00:00,6.62,6.49,13.93,1.14,24.11
2020-06-07 09:00:00,33.79,13.74,13.89,1.22,24.44
2020-06-07 10:00:00,23.85,16.47,13.91,1.2,27.42
2020-06-07 11:00:00,78.63,50.51,13.92,1.31,28.58
2020-06-07 12:00:00,161.64,97.3,13.96,1.37,24.4
2020-06-07 13:00:00,79.17,57.35,13.97,1.39,33.14
2020-06-07 14:00:00,114.24,65.45,14.0,1.35,38.65
2020-06-07 15:00:00,97.76,48.01,13.96,1.31,40.53
2020-06-07 16:00:00,70.37,34.17,13.92,1.29,44.71
2020-06-07 17:00:00,77.35,44.51,13.93,1.27,41.46
2020-06-07 18:00:00,87.74,39.92,13.89,1.23,38.18
2020-06-07 19:00:00,103.14,42.93,13.97,1.25,35.64
2020-06-07 20:00:00,81.23,38.82,13.92,1.32,25.29
2020-06-07 21:00:00,78.97,30.99,13.97,1.32,14.34
2020-06-07 22:00:00,83.39,31.01,13.95,1.36,8.67
2020-06-07 23:00:00,90.93,33.82,13.89,1.4,13.4
2020-06-08 00:00:00,86.36,43.37,13.89,1.39,8.24
2020-06-08 01:00:00,81.39,42.16,13.96,1.39,7.17
2020-06-08 02:00:00,94.36,39.12,13.91,1.34,6.63
2020-06-08 03:00:00,68.24,30.26,13.9,1.34,5.57
2020-06-08 04:00:00,48.33,27.05,13.99,1.26,6.01
2020-06-08 05:00:00,47.6,23.0,13.95,1.3,5.9
2020-06-08 06:00:00,54.05,27.07,13.88,1.32,5.98
2020-06-08 07:00:00,58.97,27.14,13.83,1.37,8.95
2020-06-08 08:00:00,79.42,46.52,13.92,1.61,11.27
2020-06-08 09:00:00,117.33,73.86,13.86,1.6,18.28
2020-06-08 10:00:00,112.3,84.17,13.95,1.49,25.62
2020-06-08 11:00:00,98.45,74.32,13.95,1.48,30.47
2020-06-08 12:00:00,95.21,69.35,14.0,1.48,35.33
2020-06-08 13:00:00,112.59,70.79,13.98,1.51,46.12
2020-06-08 14:00:00,104.79,56.48,13.93,1.32,43.98
2020-06-08 15:00:00,103.08,52.43,13.95,1.31,44.8
2020-06-08 16:00:00,109.94,55.28,13.98,1.28,43.41
2020-06-08 17:00:00,91.94,39.91,13.93,1.26,37.81
2020-06-08 18:00:00,99.86,43.65,13.92,1.29,39.11
2020-06-08 19:00:00,106.25,40.4,13.99,1.26,35.22
2020-06-08 20:00:00,103.32,40.19,13.99,1.23,24.01
2020-06-08 21:00:00,93.59,46.55,13.89,1.37,18.48
2020-06-08 22:00:00,112.39,60.7,13.94,1.58,14.98
2020-06-08 23:00:00,115.28,67.7,13.88,1.58,15.55
2020-06-09 00:00:00,122.4,79.28,13.87,1.79,17.35
2020-06-09 01:00:00,128.7,100.08,13.88,1.6,15.05
2020-06-09 02:00:00,135.66,84.09,13.96,1.45,8.46
2020-06-09 03:00:00,156.62,80.98,13.9,1.43,7.44
2020-06-09 04:00:00,126.93,75.87,13.91,1.47,7.68
2020-06-09 05:00:00,120.76,70.4,13.85,1.42,6.05
2020-06-09 06:00:00,96.35,64.4,13.9,1.35,8.0
2020-06-09 07:00:00,92.4,57.87,13.9,1.36,6.63
2020-06-09 08:00:00,70.92,51.01,13.89,1.16,13.59
2020-06-09 09:00:00,76.95,49.66,13.94,1.15,25.46
2020-06-09 10:00:00,138.98,58.02,13.92,1.12,28.35
2020-06-09 11:00:00,108.69,58.77,13.96,1.0,31.7
2020-06-09 12:00:00,141.36,52.8,13.96,1.01,35.3
2020-06-09 13:00:00,158.03,48.63,13.94,1.01,39.88
2020-06-09 14:00:00,163.76,49.6,13.96,0.93,33.22
2020-06-09 15:00:00,161.09,55.12,37.96,0.84,34.23
2020-06-09 16:00:00,184.06,74.67,24.89,0.67,42.38
2020-06-09 17:00:00,224.07,91.76,21.99,0.61,41.65
2020-06-09 18:00:00,221.83,68.82,20.97,0.61,51.42
2020-06-09 19:00:00,134.46,38.57,21.26,0.64,52.32
2020-06-09 20:00:00,98.27,32.53,22.94,0.71,46.09
2020-06-09 21:00:00,105.16,48.02,25.3,0.77,37.01
2020-06-09 22:00:00,125.01,59.72,29.1,0.84,31.98
2020-06-09 23:00:00,133.0,53.02,27.39,0.86,31.46
2020-06-10 00:00:00,102.95,34.89,26.26,0.82,27.98
2020-06-10 01:00:00,105.35,41.1,26.48,0.82,24.28
2020-06-10 02:00:00,106.88,37.94,26.37,0.8,24.11
2020-06-10 03:00:00,107.11,45.37,26.32,0.78,23.18
2020-06-10 04:00:00,120.35,45.11,33.42,0.81,23.49
2020-06-10 05:00:00,135.96,62.32,29.98,0.84,25.56
2020-06-10 06:00:00,132.66,53.36,28.59,0.87,26.78
2020-06-10 07:00:00,93.76,43.54,26.67,0.85,24.7
2020-06-10 08:00:00,106.0,40.98,29.1,0.86,30.23
2020-06-10 09:00:00,121.71,52.8,25.74,0.87,44.85
2020-06-10 10:00:00,144.62,65.46,21.92,0.87,64.11
2020-06-10 11:00:00,130.16,56.98,21.23,0.86,73.52
2020-06-10 12:00:00,145.39,51.88,20.6,0.85,73.16
2020-06-10 13:00:00,134.61,53.56,20.97,0.85,72.84
2020-06-10 14:00:00,145.03,48.25,21.4,0.85,76.0
2020-06-10 15:00:00,123.06,35.62,21.96,0.85,71.07
2020-06-10 16:00:00,121.34,36.25,24.49,0.82,69.74
2020-06-10 17:00:00,136.11,41.58,25.38,0.66,75.68
2020-06-10 18:00:00,238.08,39.3,24.95,0.7,61.49
2020-06-10 19:00:00,141.23,17.21,21.76,0.67,64.51
2020-06-10 20:00:00,120.23,35.65,23.6,0.7,54.08
2020-06-10 21:00:00,65.61,28.42,23.04,0.74,47.07
2020-06-10 22:00:00,71.69,43.57,23.11,0.76,42.26
2020-06-10 23:00:00,83.93,42.17,21.39,0.77,48.71
2020-06-11 00:00:00,107.42,37.41,23.31,0.73,39.76
2020-06-11 01:00:00,90.57,31.44,24.94,0.76,34.88
2020-06-11 02:00:00,79.59,32.2,24.55,0.78,32.72
2020-06-11 03:00:00,67.47,24.81,24.64,0.75,32.62
2020-06-11 04:00:00,66.89,30.8,23.12,0.76,31.99
2020-06-11 05:00:00,70.69,24.9,23.32,0.76,32.35
2020-06-11 06:00:00,75.98,31.79,23.41,0.76,31.62
2020-06-11 07:00:00,71.14,29.93,22.27,0.72,31.27
2020-06-11 08:00:00,87.25,41.81,24.69,0.77,36.1
2020-06-11 09:00:00,130.73,65.52,28.71,0.81,51.28
2020-06-11 10:00:00,144.35,69.8,29.88,0.85,60.71
2020-06-11 11:00:00,141.82,53.35,26.4,0.85,70.01
2020-06-11 12:00:00,118.18,40.04,22.33,0.83,72.8
2020-06-11 13:00:00,95.74,32.76,22.41,0.81,76.92
2020-06-11 14:00:00,115.7,42.32,21.67,0.82,78.85
2020-06-11 15:00:00,112.87,43.89,20.54,0.77,81.74
2020-06-11 16:00:00,115.57,54.27,20.58,0.81,81.89
2020-06-11 17:00:00,110.31,37.45,20.44,0.81,80.17
2020-06-11 18:00:00,122.5,36.62,20.97,0.8,82.02
2020-06-11 19:00:00,134.35,45.83,22.27,0.83,80.24
2020-06-11 20:00:00,116.95,41.41,23.24,0.86,72.4
2020-06-11 21:00:00,124.63,43.32,24.84,0.76,70.11
2020-06-11 22:00:00,147.44,75.65,26.37,0.81,63.09
2020-06-11 23:00:00,160.22,72.64,27.56,0.86,57.61
2020-06-12 00:00:00,175.98,85.17,25.27,0.87,65.11
2020-06-12 01:00:00,185.49,89.14,23.37,0.88,61.64
2020-06-12 02:00:00,152.26,80.03,22.79,0.87,90.45
2020-06-12 03:00:00,145.29,68.37,22.02,0.93,93.87
2020-06-12 04:00:00,131.39,68.61,21.17,0.95,92.02
2020-06-12 05:00:00,141.36,76.67,21.14,0.96,88.49
2020-06-12 06:00:00,135.53,71.4,21.46,0.96,87.13
2020-06-12 07:00:00,156.76,79.54,23.15,0.98,87.8
2020-06-12 08:00:00,155.64,80.17,22.11,0.97,98.65
2020-06-12 09:00:00,113.06,71.94,23.49,0.99,108.71
2020-06-12 10:00:00,143.04,83.45,22.91,1.0,115.92
2020-06-12 11:00:00,123.4,66.05,20.97,0.97,122.13
2020-06-12 12:00:00,128.54,76.73,20.35,0.94,125.63
2020-06-12 13:00:00,124.24,75.3,19.45,0.94,129.05
2020-06-12 14:00:00,131.5,70.91,19.12,0.91,130.7
2020-06-12 15:00:00,140.68,64.54,19.49,0.9,136.48
2020-06-12 16:00:00,123.04,63.41,19.28,0.84,136.87
2020-06-12 17:00:00,127.89,59.56,20.15,0.78,143.66
2020-06-12 18:00:00,143.67,61.94,20.18,0.78,139.17
2020-06-12 19:00:00,147.61,64.35,20.67,0.79,132.83
2020-06-12 20:00:00,150.41,60.89,20.62,0.8,122.48
2020-06-12 21:00:00,135.05,54.9,22.95,0.81,117.64
2020-06-12 22:00:00,171.49,67.85,25.03,0.84,114.65
2020-06-12 23:00:00,161.91,74.71,22.23,0.85,110.74
2020-06-13 00:00:00,158.48,76.84,22.31,0.85,103.69
2020-06-13 01:00:00,152.11,96.09,22.29,0.86,107.54
2020-06-13 02:00:00,154.59,86.46,20.6,0.89,109.14
